,X,sample,Sample_label,Sample_No,Full_Label,species_jetz,species_clean,species_binomial,family,sociality,mass_tidy,elevation_cat,foraging_cat,Powder.lvl,elevation_midpoint,ectoparasites_PA,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x
577,577,110368,P11,368,P110368,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,med,413,1,1,0,0,2,0,1,1,0,0,0,0,NA
578,578,110373,P11,373,P110373,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,low,421,1,1,1,0,6,1,1,4,0,1,0,0,Tangara_schrankii
579,579,110375,P11,375,P110375,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,low,421,1,0,1,0,0,0,0,0,0,2,0,0,Mionectes_oleagineus
580,580,110376,P11,376,P110376,Hyloctistes_subulatus,Automolus subulatus,Automolus_subulatus,Furnariidae,1,28.85,lowland_manu,undersory-midhigh,low,419,0,0,0,0,0,0,0,0,0,0,0,0,NA
581,581,110386,P11,386,P110386,Neoctantes_niger,Neoctantes niger,Neoctantes_niger,Thamnophilidae,0,35.6,lowland_manu,midhigh,low,414,0,0,0,0,0,0,0,0,0,0,0,0,NA
582,582,110392,P11,392,P110392,Catharus_ustulatus,Catharus ustulatus,Catharus_ustulatus,Turdidae,0,27.51957672,lowland_manu,ground-understory,low,1307,1,0,1,0,0,0,0,0,0,11,0,1,Catharus_ustulatus
583,583,110393,P11,393,P110393,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,0,0,0,0,0,0,0,0,0,0,0,0,NA
584,584,110396,P11,396,P110396,Epinecrophylla_erythrura,Epinecrophylla erythrura,Epinecrophylla_erythrura,Thamnophilidae,1,10.562,lowland_manu,midhigh,low,424,1,1,1,0,1,0,0,1,0,1,0,1,Epinecrophylla_erythrura
585,585,110399,P11,399,P110399,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,low,414,1,1,1,0,1,0,0,1,0,5,3,3,Mionectes_macconnelli
586,586,110402,P11,402,P110402,Catharus_ustulatus,Catharus ustulatus,Catharus_ustulatus,Turdidae,0,27.51957672,lowland_manu,ground-understory,low,1307,1,0,1,0,0,0,0,0,0,66,0,3,Catharus_ustulatus
587,587,110404,P11,404,P110404,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,low,421,1,0,1,0,0,0,0,0,0,2,1,1,Mionectes_oleagineus
588,588,110405,P11,405,P110405,Cyanocompsa_cyanoides,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,26.23404255,lowland_manu,ground,med,423.5,1,0,1,0,0,0,0,0,0,59,0,0,Cyanocompsa_cyanoides
589,589,110412,P11,412,P110412,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,high,416,1,0,1,0,0,0,0,0,0,2,0,0,Ceratopipra _chloromeros
590,590,110417,P11,417,P110417,Geotrygon_montana,Geotrygon montana,Geotrygon_montana,Columbidae,0,114.4062791,lowland_manu,ground,low,426,1,1,1,0,1,0,1,0,0,5,0,2,Geotrygon_montana
591,591,110418,P11,418,P110418,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,1,0,1,0,0,0,0,0,0,1,0,0,Thamnophilus_schistaceus
592,592,110420,P11,420,P110420,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,low,414,1,1,1,0,0,0,0,0,Yes,2,2,2,Mionectes_macconnelli
593,593,110421,P11,421,P110421,Trogon_violaceus,Trogon violaceus,Trogon_violaceus,Trogonidae,1,46.18,lowland_manu,understory,med,583,0,0,0,0,0,0,0,0,0,0,0,0,NA
594,594,110422,P11,422,P110422,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,low,417.5,1,0,1,0,0,0,0,0,0,1,0,0,Lepidothrix_coronata
595,595,110424,P11,424,P110424,Saltator_maximus,Saltator maximus,Saltator_maximus,Cardinalidae,1,45.26047619,lowland_manu,other,med,989,1,1,1,0,1,1,0,0,0,2,0,1,Saltator_maximus
596,596,110425,P11,425,P110425,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,med,413,0,0,0,0,0,0,0,0,0,0,0,0,NA
597,597,115895,P11,5895,P115895,Mionectes_olivaceus,Mionectes olivaceus,Mionectes _olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,med,1262,1,0,1,0,0,0,0,0,0,2,0,1,Mionectes _olivaceus
598,598,115906,P11,5906,P115906,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,high,414,1,1,1,0,21,3,5,13,0,502,0,0,Mionectes_macconnelli
599,599,115910,P11,5910,P115910,Cyanocompsa_cyanoides,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,26.23404255,lowland_manu,ground,high,423.5,1,0,1,0,0,0,0,0,0,278,0,1,Cyanocompsa_cyanoides
600,600,115919,P11,5919,P115919,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,high,1262,1,1,1,0,11,0,3,8,0,149,0,0,Mionectes_olivaceus
601,601,115925,P11,5925,P115925,Phlegopsis_nigromaculata,Phlegopsis nigromaculata,Phlegopsis_nigromaculata,Thamnophilidae,0,48.78089286,lowland_manu,ground,med,413,1,1,1,0,1,1,0,0,0,15,0,2,Phlegopsis_nigromaculata
602,602,115929,P11,5929,P115929,Automolus_melanopezus,Automolus melanopezus,Automolus_melanopezus,Furnariidae,1,31.118,lowland_manu,understory,high,413,1,1,1,0,40,7,4,5,0,151,0,0,Automolus_melanopezus
603,603,115932,P11,5932,P115932,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,high,414,1,0,1,0,0,0,0,0,0,353,0,0,Mionectes_macconnelli
604,604,115935,P11,5935,P115935,Xenops_minutus,Xenops minutus,Xenops_minutus,Furnariidae,1,12.16725806,lowland_manu,undersory-midhigh,med,414,1,0,1,0,0,0,0,0,0,33,0,1,Xenops_minutus
605,605,115937,P11,5937,P115937,Simoxenops_ucayalae,Syndactyla ucayalae,Syndactyla _ucayalae,Furnariidae,1,52.21692308,lowland_manu,understory,low,717,1,1,1,0,44,10,15,19,Yes,248,0,0,Syndactyla _ucayalae
606,606,115940,P11,5940,P115940,Myrmeciza_goeldii,Akletos goeldii,Percnostola_goeldii,Thamnophilidae,1,44.03666667,lowland_manu,ground-understory,low,438,1,1,1,0,18,5,6,3,0,11,0,0,Percnostola_goeldii
607,607,115942,P11,5942,P115942,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,1,0,1,0,0,0,0,0,0,8,0,0,Thamnophilus_schistaceus
608,608,115944,P11,5944,P115944,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,med,414,1,1,1,0,2,0,0,2,0,5,0,0,Mionectes_macconnelli
609,609,115945,P11,5945,P115945,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,1,0,1,0,0,0,0,0,0,2,0,2,Thamnophilus_schistaceus
610,610,115948,P11,5948,P115948,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,med,413,1,1,1,0,1,1,0,0,0,48,0,0,Terenotriccus_erythrurus
611,611,115950,P11,5950,P115950,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,0,1,0,0,0,0,0,0,1,0,1,Oneillornis_salvini
612,612,115952,P11,5952,P115952,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,1,1,0,6,1,2,3,0,16,0,0,Pipra_fasciicauda
613,613,115955,P11,5955,P115955,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,med,416,1,1,1,0,7,0,0,1,0,22,0,0,Ceratopipra _chloromeros
614,614,115956,P11,5956,P115956,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,1,1,0,1,1,0,0,0,14,0,0,Pipra_fasciicauda
615,615,115958,P11,5958,P115958,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,low,421,1,1,1,0,7,1,0,6,0,79,1,1,Mionectes_oleagineus
616,616,115959,P11,5959,P115959,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,high,414,1,1,1,0,6,4,1,1,0,268,0,0,Mionectes_macconnelli
617,617,115960,P11,5960,P115960,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,med,414,1,1,1,0,5,1,0,2,0,75,0,0,Mionectes_macconnelli
618,618,115964,P11,5964,P115964,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,high,413,1,1,1,0,10,1,0,6,0,107,0,0,Pipra_fasciicauda
619,619,115984,P11,5984,P115984,Cyphorhinus_arada,Cyphorhinus arada,Cyphorhinus_arada,Troglodytidae,0,26.05117647,lowland_manu,ground-understory,med,404,1,0,1,0,0,0,0,0,0,52,5,5,Cyphorhinus_arada
620,620,115991,P11,5991,P115991,Myrmeciza_goeldii,Akletos goeldii,Percnostola_goeldii,Thamnophilidae,1,44.03666667,lowland_manu,ground-understory,low,438,1,1,1,0,4,1,0,2,0,13,0,0,Percnostola_goeldii
621,621,115993,P11,5993,P115993,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,1,0,1,0,0,0,0,0,0,32,0,1,Thamnophilus_schistaceus
622,622,115997,P11,5997,P115997,Ramphastos_tucanus,Ramphastos tucanus,Ramphastos_tucanus,Ramphastidae,0,377.88,lowland_manu,canopy,low,425,1,1,0,0,1,1,0,0,0,0,0,0,NA
623,623,115999,P11,5999,P115999,Anabazenops_dorsalis,Anabazenops dorsalis,Anabazenops_dorsalis,Furnariidae,1,34.91,lowland_manu,midhigh,low,827.5,1,1,1,0,1,1,0,0,0,2,0,0,Anabazenops_dorsalis
624,624,116004,P11,6004,P116004,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,med,414,1,1,1,0,18,5,4,7,0,71,0,0,Mionectes_macconnelli
625,625,116005,P11,6005,P116005,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,med,415,1,1,1,0,2,1,0,1,0,12,0,0,Oneillornis_salvini
626,626,116007,P11,6007,P116007,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,med,421,1,0,1,0,0,0,0,0,0,12,0,0,Mionectes_oleagineus
627,627,116012,P11,6012,P116012,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,high,413,1,1,1,0,10,0,0,5,0,92,0,2,Pipra_fasciicauda
628,628,116013,P11,6013,P116013,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,low,417.5,1,1,1,0,6,2,1,0,0,25,0,0,Lepidothrix_coronata
629,629,116014,P11,6014,P116014,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,med,413,1,1,1,0,18,6,2,1,0,27,0,0,Pipra_fasciicauda
630,630,116019,P11,6019,P116019,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,high,414,1,1,1,0,12,2,2,8,0,425,0,0,Mionectes_macconnelli
631,631,116022,P11,6022,P116022,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,med,413,1,1,1,0,4,0,0,2,0,7,0,0,Pipra_fasciicauda
632,632,116030,P11,6030,P116030,Myrmoborus_myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,Thamnophilidae,1,20.73168831,lowland_manu,ground-understory,low,426,1,1,1,0,1,1,0,0,0,24,0,0,Myrmoborus_myotherinus
633,633,116034,P11,6034,P116034,Philydor_rufum,Dendroma rufa,Dendroma_rufa,Furnariidae,0,22.25,lowland_manu,canopy,high,1068,1,1,1,0,6,3,1,2,0,34,0,0,Dendroma_rufa
634,634,116037,P11,6037,P116037,Epinecrophylla_leucophthalma,Epinecrophylla leucophthalma,Epinecrophylla_leucophthalma,Thamnophilidae,1,10.10645161,lowland_manu,understory,low,415,1,0,1,0,0,0,0,0,0,4,0,0,Epinecrophylla_leucophthalma
635,635,116041,P11,6041,P116041,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,1,1,0,2,1,1,0,0,7,0,0,Arremon_taciturnus
636,636,116043,P11,6043,P116043,Myrmoborus_myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,Thamnophilidae,1,20.73168831,lowland_manu,ground-understory,low,426,1,0,1,0,0,0,0,0,0,1,0,0,Myrmoborus_myotherinus
637,637,116048,P11,6048,P116048,Deconychura_longicauda,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,30.6912,lowland_manu,midhigh,med,439,1,0,1,1,0,0,0,0,0,4,0,0,Deconychura_longicauda
638,638,116049,P11,6049,P116049,Piprites_chloris,Piprites chloris,Piprites_chloris,Pipridae,0,18.9,lowland_manu,canopy,med,426,1,0,1,0,0,0,0,0,0,54,0,1,Piprites_chloris
639,639,116051,P11,6051,P116051,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,med,417.5,1,0,1,0,0,0,0,0,0,27,0,0,Lepidothrix_coronata
640,640,116053,P11,6053,P116053,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,low,416,1,0,1,0,0,0,0,0,0,16,0,0,Ceratopipra _chloromeros
641,641,116054,P11,6054,P116054,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,med,416,1,1,1,0,10,1,3,5,0,53,0,0,Ceratopipra _chloromeros
642,642,116057,P11,6057,P116057,Automolus_infuscatus,Automolus infuscatus,Automolus_infuscatus,Furnariidae,1,39.19135135,lowland_manu,understory,med,419,1,1,1,0,5,1,2,2,0,69,0,0,Automolus_infuscatus
643,643,116058,P11,6058,P116058,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,med,413,1,1,1,0,15,5,4,6,0,94,0,0,Habia_rubica
644,644,116059,P11,6059,P116059,Laniocera_hypopyrra,Laniocera hypopyrra,Laniocera_hypopyrra,Cotingidae,0,48.87571429,lowland_manu,undersory-midhigh,low,416,1,1,1,0,1,0,1,0,0,50,0,0,Laniocera_hypopyrra
645,645,116068,P11,6068,P116068,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,1,1,1,0,8,4,2,2,0,80,0,0,Mionectes_olivaceus
646,646,116079,P11,6079,P116079,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,0,1,0,0,0,0,0,0,25,0,0,Oneillornis_salvini
647,647,116082,P11,6082,P116082,Conopophaga_peruviana,Conopophaga peruviana,Conopophaga_peruviana,Conopophagidae,1,24.6675,lowland_manu,ground,low,415.5,1,1,1,0,9,5,1,3,0,58,0,0,Conopophaga_peruviana
648,648,116085,P11,6085,P116085,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,1,1,0,11,2,4,5,0,26,0,0,Habia_rubica
649,649,116089,P11,6089,P116089,Deconychura_longicauda,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,30.6912,lowland_manu,midhigh,med,439,0,0,0,0,0,0,0,0,0,0,0,0,NA
650,650,116092,P11,6092,P116092,Dichrozona_cincta,Dichrozona cincta,Dichrozona_cincta,Thamnophilidae,0,14.8,lowland_manu,ground,med,417,1,0,1,0,0,0,0,0,0,46,0,0,Dichrozona_cincta
651,651,116094,P11,6094,P116094,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,med,414,1,1,1,0,47,12,12,23,0,135,0,0,Mionectes_macconnelli
652,652,116096,P11,6096,P116096,Xenops_minutus,Xenops minutus,Xenops_minutus,Furnariidae,1,12.16725806,lowland_manu,undersory-midhigh,high,414,1,1,1,0,0,0,0,3,0,567,0,0,Xenops_minutus
653,653,116097,P11,6097,P116097,Xenops_minutus,Xenops minutus,Xenops_minutus,Furnariidae,1,12.16725806,lowland_manu,undersory-midhigh,low,414,1,0,1,0,0,0,0,0,0,2,0,0,Xenops_minutus
654,654,116110,P11,6110,P116110,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,med,1262,1,1,1,0,2,0,0,2,0,6,0,0,Mionectes_olivaceus
655,655,116120,P11,6120,P116120,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,med,439,1,1,1,0,2,2,0,0,0,8,0,0,Thamnophilus_schistaceus
656,656,116111,P11,6111,P116111,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,1,1,0,15,4,3,6,0,98,0,0,Pipra_fasciicauda
657,657,116112,P11,6112,P116112,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,med,414,1,1,1,0,9,3,0,5,0,18,0,0,Mionectes_macconnelli
658,658,116115,P11,6115,P116115,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,med,429,1,1,1,0,2,1,1,0,0,92,0,0,Arremon_taciturnus
659,659,116116,P11,6116,P116116,Percnostola_lophotes,Myrmoborus lophotes,Myrmoborus_lophotes,Thamnophilidae,1,30.48875,lowland_manu,ground-understory,low,670,1,1,1,0,5,1,2,2,0,431,0,0,Myrmoborus_lophotes
660,660,116121,P11,6121,P116121,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,1,1,0,15,2,1,9,0,8,0,0,Pipra_fasciicauda
661,661,116123,P11,6123,P116123,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,med,439,1,1,0,0,12,3,2,7,0,0,0,0,NA
662,662,116131,P11,6131,P116131,Laniocera_hypopyrra,Laniocera hypopyrra,Laniocera_hypopyrra,Cotingidae,0,48.87571429,lowland_manu,undersory-midhigh,low,416,1,1,1,0,10,3,4,3,0,2,0,1,Laniocera_hypopyrra
663,663,116142,P11,6142,P116142,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,0,0,0,0,0,0,0,0,0,0,0,0,NA
664,664,116150,P11,6150,P116150,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,1,1,0,3,0,2,1,0,12,0,0,Oneillornis_salvini
665,665,116151,P11,6151,P116151,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,med,415,1,1,1,0,3,0,1,1,0,2,0,0,Oneillornis_salvini
666,666,116152,P11,6152,P116152,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,high,415,1,1,1,0,1,0,1,0,0,10,0,2,Oneillornis_salvini
667,667,116206,P11,6206,P116206,Myrmeciza_hemimelaena,Sciaphylax hemimelaena,Sciaphylax_hemimelaena,Thamnophilidae,0,16.58849057,lowland_manu,ground-understory,low,818,1,1,1,0,1,1,0,0,0,31,0,0,Sciaphylax_hemimelaena
668,668,116215,P11,6215,P116215,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,high,415,1,0,1,0,0,0,0,0,0,4,0,0,Oneillornis_salvini
669,669,116254,P11,6254,P116254,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,1,1,0,1,0,0,1,0,0,0,0,NA
670,670,116261,P11,6261,P116261,Deconychura_longicauda,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,30.6912,lowland_manu,midhigh,med,439,1,0,1,0,0,0,0,0,0,217,46,46,Deconychura_longicauda
671,671,116276,P11,6276,P116276,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,1,1,0,12,3,4,5,0,33,0,0,Automolus_ochrolaemus
672,672,116287,P11,6287,P116287,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,1,1,0,5,2,1,2,0,99,0,1,Automolus_ochrolaemus
673,673,116303,P11,6303,P116303,Rhytipterna_simplex,Rhytipterna simplex,Rhytipterna_simplex,Tyrannidae,0,39.808,lowland_manu,undersory-midhigh,high,526,1,1,0,0,1,1,0,0,0,0,0,0,NA
674,674,116325,P11,6325,P116325,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,high,415,1,0,1,0,0,0,0,0,0,6,0,0,Oneillornis_salvini
675,675,116336,P11,6336,P116336,Myrmotherula_longipennis,Myrmotherula longipennis,Myrmotherula_longipennis,Thamnophilidae,1,9.109375,lowland_manu,undersory-midhigh,low,418.5,0,0,0,0,0,0,0,0,0,0,0,0,NA
676,676,120612,P12,612,P120612,Myrmeciza_goeldii,Akletos goeldii,Percnostola_goeldii,Thamnophilidae,1,44.03666667,lowland_manu,ground-understory,low,438,1,1,0,0,1,1,0,0,0,0,0,0,NA
677,677,120615,P12,615,P120615,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,0,1,0,0,0,0,0,0,1,0,0,Arremon_taciturnus
678,678,120621,P12,621,P120621,Myrmeciza_hemimelaena,Sciaphylax hemimelaena,Sciaphylax_hemimelaena,Thamnophilidae,0,16.58849057,lowland_manu,ground-understory,low,818,1,0,1,0,0,0,0,0,0,1,0,0,Sciaphylax_hemimelaena
679,679,120629,P12,629,P120629,Myrmeciza_goeldii,Akletos goeldii,Percnostola_goeldii,Thamnophilidae,1,44.03666667,lowland_manu,ground-understory,low,438,1,1,1,0,1,0,1,0,0,5,0,0,Percnostola_goeldii
680,680,120666,P12,666,P120666,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,low,421,0,0,0,0,0,0,0,0,0,0,0,0,NA
681,681,120703,P12,703,P120703,Glyphorynchus_spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,15.41370221,lowland_manu,canopy,low,421,1,0,1,0,0,0,0,0,0,1,0,1,Glyphorynchus_spirurus
682,682,120676,P12,676,P120676,Phlegopsis_nigromaculata,Phlegopsis nigromaculata,Phlegopsis_nigromaculata,Thamnophilidae,0,48.78089286,lowland_manu,ground,low,413,1,0,1,0,0,0,0,0,0,1,0,0,Phlegopsis_nigromaculata
683,683,120685,P12,685,P120685,Myrmotherula_menetriesii,Myrmotherula menetriesii,Myrmotherula_menetriesii,Thamnophilidae,1,9.046,lowland_manu,midhigh,low,423.5,1,0,1,0,0,0,0,0,0,1,0,0,Myrmotherula_menetriesii
684,684,120695,P12,695,P120695,Myrmotherula_longipennis,Myrmotherula longipennis,Myrmotherula_longipennis,Thamnophilidae,1,9.109375,lowland_manu,undersory-midhigh,low,418.5,1,0,1,0,0,0,0,0,0,1,0,0,Myrmotherula_longipennis
685,685,120711,P12,711,P120711,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,0,1,0,0,0,0,0,0,8,0,0,Automolus_ochrolaemus
686,686,120712,P12,712,P120712,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,0,1,0,0,0,0,0,0,180,0,0,Habia_rubica
687,687,120715,P12,715,P120715,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,0,0,0,0,0,0,0,0,0,0,0,0,NA
688,688,120716,P12,716,P120716,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,0,1,0,0,0,0,0,0,1,0,0,Pipra_fasciicauda
689,689,120713,P12,713,P120713,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,1,0,0,3,1,1,1,0,0,0,0,NA
690,690,120744,P12,744,P120744,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,low,413,1,0,1,0,0,0,0,0,0,4,0,0,Terenotriccus_erythrurus
691,691,120752,P12,752,P120752,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,0,0,0,0,0,0,0,0,0,0,0,0,NA
692,692,120769,P12,769,P120769,Phlegopsis_nigromaculata,Phlegopsis nigromaculata,Phlegopsis_nigromaculata,Thamnophilidae,0,48.78089286,lowland_manu,ground,low,413,0,0,0,0,0,0,0,0,0,0,0,0,NA
