,X,sample,Sample_label,Sample_No,Full_Label,species_jetz,species_clean,species_binomial,family,sociality,mass_tidy,elevation_cat,foraging_cat,Powder.lvl,elevation_midpoint,ectoparasites_PA,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x
231,231,121505,P12,1505,P121505,Willisornis_poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,18.39630137,lowland_manu,ground,low,419,1,0,1,0,0,0,0,0,0,4,0,0,Willisornis_poecilinotus
232,232,121511,P12,1511,P121511,Myiobius_barbatus,Myiobius barbatus,Myiobius_barbatus,Tyrannidae,1,12.84714286,lowland_manu,midhigh,low,424,1,0,1,0,0,0,0,0,0,3,0,0,Myiobius_barbatus
233,233,121367,P12,1367,P121367,Sclerurus_caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,37.54095238,lowland_manu,ground,low,413,1,0,1,0,0,0,0,0,0,109,0,0,Sclerurus_caudacutus
234,234,121374,P12,1374,P121374,Microcerculus_marginatus,Microcerculus marginatus,Microcerculus_marginatus,Troglodytidae,0,18.81613333,lowland_manu,ground-understory,low,754,1,0,1,0,0,0,0,0,0,7,0,0,Microcerculus_marginatus
235,235,121400,P12,1400,P121400,Myrmotherula_axillaris,Myrmotherula axillaris,Myrmotherula_axillaris,Thamnophilidae,1,8.457105263,lowland_manu,midhigh,low,415,0,0,0,0,0,0,0,0,0,0,0,0,NA
236,236,121409,P12,1409,P121409,Myiobius_barbatus,Myiobius barbatus,Myiobius_barbatus,Tyrannidae,1,12.84714286,lowland_manu,midhigh,low,424,1,0,1,0,0,0,0,0,0,33,0,0,Myiobius_barbatus
237,237,121741,P12,1741,P121741,Myrmotherula_hauxwelli,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,11.27941606,lowland_manu,other,low,415,0,0,0,0,0,0,0,0,0,0,0,0,NA
238,238,121757,P12,1757,P121757,Myrmotherula_hauxwelli,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,11.27941606,lowland_manu,other,low,415,1,0,1,0,0,0,0,0,0,1,0,1,Isleria_hauxwelli
239,239,121764,P12,1764,P121764,Thamnomanes_schistogynus,Thamnomanes schistogynus,Thamnomanes_schistogynus,Thamnophilidae,1,17.905,lowland_manu,midhigh,low,430,0,0,0,0,0,0,0,0,0,0,0,0,NA
240,240,121081,SP12,1081,SP121081,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,1,1,0,2,0,2,1,0,20,1,1,Tangara_arthus
241,241,121058,SP12,1058,SP121058,Phylloscartes_ophthalmicus,Phylloscartes ophthalmicus,Pogonotriccus_opthalmicus,Tyrannidae,1,9.276296296,montane_manu,midhigh,low,1371,1,0,1,0,0,0,0,0,0,3,0,0,Pogonotriccus_opthalmicus
242,242,121047,SP12,1047,SP121047,Phylloscartes_ophthalmicus,Phylloscartes ophthalmicus,Pogonotriccus_opthalmicus,Tyrannidae,1,9.276296296,montane_manu,midhigh,low,1371,1,0,1,0,0,0,0,0,0,4,0,0,Pogonotriccus_opthalmicus
243,243,120911,SP12,911,SP120911,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,1,1,0,1,0,0,1,0,2,0,0,Basileuterus_tristriatus
244,244,120931,SP12,931,SP120931,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,1,1,0,1,0,0,1,0,20,0,0,Basileuterus_tristriatus
245,245,120934,SP12,934,SP120934,Chlorospingus_flavigularis,Chlorospingus flavigularis,Chlorospingus_flavigularis,Thraupidae,1,25.95577586,montane_manu,understory,low,1362,1,1,1,0,4,1,2,1,0,5,0,0,Chlorospingus_flavigularis
246,246,120016,SP12,16,SP120016,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,9,9,9,Premnoplex_brunnescens
247,247,120036,SP12,36,SP120036,Chlorospingus_flavigularis,Chlorospingus flavigularis,Chlorospingus_flavigularis,Thraupidae,1,25.95577586,montane_manu,understory,low,1362,1,1,0,0,6,2,2,2,0,0,0,0,NA
248,248,120040,SP12,40,SP120040,Chlorospingus_flavigularis,Chlorospingus flavigularis,Chlorospingus_flavigularis,Thraupidae,1,25.95577586,montane_manu,understory,low,1362,1,1,1,0,4,0,4,0,0,1,0,0,Chlorospingus_flavigularis
249,249,120068,SP12,68,SP120068,Phylloscartes_ophthalmicus,Phylloscartes ophthalmicus,Pogonotriccus_opthalmicus,Tyrannidae,1,9.276296296,montane_manu,midhigh,low,1371,1,1,0,0,1,0,1,0,0,0,0,0,NA
250,250,120069,SP12,69,SP120069,Anabacerthia_striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,Furnariidae,1,24.58886525,montane_manu,midhigh,low,1397,1,0,1,0,0,0,0,0,0,11,0,0,Anabacerthia_striaticollis
251,251,120072,SP12,72,SP120072,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,0,1,0,0,0,0,0,0,44,0,0,Tangara_arthus
252,252,120074,SP12,74,SP120074,Phylloscartes_ophthalmicus,Phylloscartes ophthalmicus,Pogonotriccus_opthalmicus,Tyrannidae,1,9.276296296,montane_manu,midhigh,low,1371,1,0,1,0,0,0,0,0,0,52,0,0,Pogonotriccus_opthalmicus
253,253,120076,SP12,76,SP120076,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,0,1,0,0,0,0,0,0,13,0,0,Basileuterus_tristriatus
254,254,120093,SP12,93,SP120093,Leptopogon_superciliaris,Leptopogon superciliaris,Leptopogon_superciliaris,Tyrannidae,1,13.20830645,montane_manu,midhigh,low,1387,1,1,0,0,1,1,0,0,0,0,0,0,NA
255,255,120101,SP12,101,SP120101,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,1,1,0,3,2,0,1,0,24,19,19,Premnoplex_brunnescens
256,256,120115,SP12,115,SP120115,Rhynchocyclus_fulvipectus,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,Tyrannidae,1,24.23724138,montane_manu,understory,low,1365,1,0,1,0,0,0,0,0,0,1,0,0,Rhynchocyclus_fulvipectus
257,257,120630,SP12,630,SP120630,Microcerculus_marginatus,Microcerculus marginatus,Microcerculus_marginatus,Troglodytidae,0,18.81613333,montane_manu,ground-understory,low,754,0,0,0,0,0,0,0,0,0,0,0,0,NA
258,258,120636,SP12,636,SP120636,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,143,141,141,Premnoplex_brunnescens
259,259,120638,SP12,638,SP120638,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,64,63,63,Premnoplex_brunnescens
260,260,120658,SP12,658,SP120658,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,33,32,32,Premnoplex_brunnescens
261,261,120662,SP12,662,SP120662,Leptopogon_superciliaris,Leptopogon superciliaris,Leptopogon_superciliaris,Tyrannidae,1,13.20830645,montane_manu,midhigh,low,1387,1,1,1,0,8,5,2,1,0,2,0,0,Leptopogon_superciliaris
262,262,120666,SP12,666,SP120666,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,1,1,0,8,2,1,5,0,6,0,1,Tangara_arthus
263,263,120669,SP12,669,SP120669,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,54,52,52,Premnoplex_brunnescens
264,264,120674,SP12,674,SP120674,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,30,30,30,Premnoplex_brunnescens
265,265,120767,SP12,767,SP120767,Leptopogon_superciliaris,Leptopogon superciliaris,Leptopogon_superciliaris,Tyrannidae,1,13.20830645,montane_manu,midhigh,low,1387,1,1,0,0,4,1,3,0,0,0,0,0,NA
266,266,120769,SP12,769,SP120769,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,40,35,35,Premnoplex_brunnescens
267,267,120787,SP12,787,SP120787,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,0,1,0,0,0,0,0,0,1,0,0,Tangara_arthus
268,268,120792,SP12,792,SP120792,Chlorospingus_flavigularis,Chlorospingus flavigularis,Chlorospingus_flavigularis,Thraupidae,1,25.95577586,montane_manu,understory,low,1362,1,1,1,0,1,0,0,1,0,1,0,0,Chlorospingus_flavigularis
269,269,120804,SP12,804,SP120804,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,1,0,0,Premnoplex_brunnescens
270,270,120857,SP12,857,SP120857,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,6,5,5,Premnoplex_brunnescens
271,271,120861,SP12,861,SP120861,Anabacerthia_striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,Furnariidae,1,24.58886525,montane_manu,midhigh,low,1397,1,1,0,0,5,3,0,2,0,0,0,0,NA
272,272,120880,SP12,880,SP120880,Chlorospingus_flavigularis,Chlorospingus flavigularis,Chlorospingus_flavigularis,Thraupidae,1,25.95577586,montane_manu,understory,low,1362,0,0,0,0,0,0,0,0,0,0,0,0,NA
273,273,120885,SP12,885,SP120885,Chlorospingus_flavigularis,Chlorospingus flavigularis,Chlorospingus_flavigularis,Thraupidae,1,25.95577586,montane_manu,understory,low,1362,1,1,0,0,25,12,9,4,0,0,0,0,NA
274,274,120889,SP12,889,SP120889,Leptopogon_superciliaris,Leptopogon superciliaris,Leptopogon_superciliaris,Tyrannidae,1,13.20830645,montane_manu,midhigh,low,1387,1,0,1,0,0,0,0,0,0,2,0,1,Leptopogon_superciliaris
275,275,120890,SP12,890,SP120890,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,2,2,2,Premnoplex_brunnescens
276,276,120938,SP12,938,SP120938,Chlorospingus_flavigularis,Chlorospingus flavigularis,Chlorospingus_flavigularis,Thraupidae,1,25.95577586,montane_manu,understory,low,1362,1,1,1,0,10,2,1,7,0,15,0,0,Chlorospingus_flavigularis
277,277,120993,SP12,993,SP120993,Chlorospingus_flavigularis,Chlorospingus flavigularis,Chlorospingus_flavigularis,Thraupidae,1,25.95577586,montane_manu,understory,low,1362,1,1,1,0,7,5,0,2,0,2,0,0,Chlorospingus_flavigularis
278,278,120998,SP12,998,SP120998,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,1,1,0,1,1,0,0,0,20,15,15,Premnoplex_brunnescens
279,279,121004,SP12,1004,SP121004,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,56,55,55,Premnoplex_brunnescens
280,280,121023,SP12,1023,SP121023,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,1,1,0,1,1,0,0,0,18,18,18,Premnoplex_brunnescens
281,281,121029,SP12,1029,SP121029,Rhynchocyclus_fulvipectus,Rhynchocyclus fulvipectus,Rhyncgocyclus_fulvipectus,Tyrannidae,1,24.23724138,montane_manu,understory,low,1365,1,0,1,0,0,0,0,0,0,4,0,0,Rhyncgocyclus_fulvipectus
282,282,121038,SP12,1038,SP121038,Leptopogon_superciliaris,Leptopogon superciliaris,Leptopogon_superciliaris,Tyrannidae,1,13.20830645,montane_manu,midhigh,low,1387,1,1,1,0,1,0,0,1,0,4,0,0,Leptopogon_superciliaris
283,283,121091,SP12,1091,SP121091,Leptopogon_superciliaris,Leptopogon superciliaris,Leptopogon_superciliaris,Tyrannidae,1,13.20830645,montane_manu,midhigh,low,1387,1,1,1,0,1,1,0,0,0,1,0,0,Leptopogon_superciliaris
284,284,121104,SP12,1104,SP121104,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,0,1,0,0,0,0,0,0,18,0,0,Tangara_arthus
285,285,121138,SP12,1138,SP121138,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,1,1,0,1,1,0,0,0,4,0,0,Tangara_arthus
286,286,121141,SP12,1141,SP121141,Microcerculus_marginatus,Microcerculus marginatus,Microcerculus_marginatus,Troglodytidae,0,18.81613333,montane_manu,ground-understory,low,754,1,0,1,0,0,0,0,0,0,71,0,0,Microcerculus_marginatus
287,287,121151,SP12,1151,SP121151,Anabacerthia_striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,Furnariidae,1,24.58886525,montane_manu,midhigh,low,1397,1,0,1,0,0,0,0,0,0,3,0,0,Anabacerthia_striaticollis
288,288,121212,SP12,1212,SP121212,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,1,1,0,1,1,0,0,0,4,0,0,Basileuterus_tristriatus
289,289,121244,SP12,1244,SP121244,Microcerculus_marginatus,Microcerculus marginatus,Microcerculus_marginatus,Troglodytidae,0,18.81613333,montane_manu,ground-understory,low,754,1,0,1,0,0,0,0,0,0,2,0,0,Microcerculus_marginatus
290,290,121267,SP12,1267,SP121267,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,105,99,99,Premnoplex_brunnescens
291,291,121269,SP12,1269,SP121269,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,464,342,342,Premnoplex_brunnescens
292,292,121270,SP12,1270,SP121270,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,31,28,28,Premnoplex_brunnescens
293,293,121282,SP12,1282,SP121282,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,122,105,105,Premnoplex_brunnescens
294,294,121308,SP12,1308,SP121308,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,1,1,0,1,0,1,0,0,1,0,0,Tangara_arthus
295,295,121322,SP12,1322,SP121322,Phylloscartes_ophthalmicus,Phylloscartes ophthalmicus,Pogonotriccus_opthalmicus,Tyrannidae,1,9.276296296,montane_manu,midhigh,low,1371,1,1,1,0,14,4,3,7,0,11,0,0,Pogonotriccus_opthalmicus
296,296,121333,SP12,1333,SP121333,Phylloscartes_ophthalmicus,Phylloscartes ophthalmicus,Pogonotriccus_opthalmicus,Tyrannidae,1,9.276296296,montane_manu,midhigh,low,1371,1,1,1,0,4,0,0,4,0,112,0,0,Pogonotriccus_opthalmicus
297,297,121337,SP12,1337,SP121337,Chlorospingus_flavigularis,Chlorospingus flavigularis,Chlorospingus_flavigularis,Thraupidae,1,25.95577586,montane_manu,understory,low,1362,1,0,1,0,0,0,0,0,0,1,0,0,Chlorospingus_flavigularis
298,298,121360,SP12,1360,SP121360,Myioborus_miniatus,Myioborus miniatus,Myioborus_miniatus,Parulidae,1,9.782295082,montane_manu,midhigh,low,1404,1,0,1,0,0,0,0,0,0,10,0,0,Myioborus_miniatus
299,299,121362,SP12,1362,SP121362,Myioborus_miniatus,Myioborus miniatus,Myioborus_miniatus,Parulidae,1,9.782295082,montane_manu,midhigh,low,1404,1,1,1,0,6,1,0,5,0,70,0,0,Myioborus_miniatus
300,300,121407,SP12,1407,SP121407,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,43,27,27,Premnoplex_brunnescens
301,301,121412,SP12,1412,SP121412,Chlorochrysa_calliparaea,Chlorochrysa calliparaea,Chlorochrysa_calliparaea,Thraupidae,1,17.34217391,montane_manu,midhigh-canopy,low,1387,1,0,1,0,0,0,0,0,0,26,0,0,Chlorochrysa_calliparaea
302,302,121418,SP12,1418,SP121418,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,30,26,26,Premnoplex_brunnescens
303,303,121433,SP12,1433,SP121433,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,0,1,0,0,0,0,0,0,17,0,0,Basileuterus_tristriatus
304,304,121435,SP12,1435,SP121435,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,1,1,0,5,5,0,0,0,7,0,0,Basileuterus_tristriatus
305,305,120016,TL12,16,TL120016,Chlorospingus_ophthalmicus,Chlorospingus flavopectus,Chlorospingus_ophthalmicus,Thraupidae,1,21.97914286,montane_manu,other,low,1821,1,1,1,0,6,0,3,3,0,21,0,0,Chlorospingus_ophthalmicus
306,306,120020,TL12,20,TL120020,Anabacerthia_striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,Furnariidae,1,24.58886525,montane_manu,midhigh,low,1397,1,0,1,0,0,0,0,0,0,2,0,0,Anabacerthia_striaticollis
307,307,120033,TL12,33,TL120033,Chlorospingus_ophthalmicus,Chlorospingus flavopectus,Chlorospingus_ophthalmicus,Thraupidae,1,21.97914286,montane_manu,other,low,1821,1,1,1,0,11,2,1,0,0,59,0,1,Chlorospingus_ophthalmicus
308,308,120034,TL12,34,TL120034,Chlorospingus_ophthalmicus,Chlorospingus flavopectus,Chlorospingus_ophthalmicus,Thraupidae,1,21.97914286,montane_manu,other,low,1821,1,1,1,0,2,1,1,0,0,2,0,1,Chlorospingus_ophthalmicus
309,309,120047,TL12,47,TL120047,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,18,11,11,Premnoplex_brunnescens
310,310,120052,TL12,52,TL120052,Chlorochrysa_calliparaea,Chlorochrysa calliparaea,Chlorochrysa_calliparaea,Thraupidae,1,17.34217391,montane_manu,midhigh-canopy,low,1387,1,1,1,0,2,2,0,0,0,16,16,16,Chlorochrysa_calliparaea
311,311,120054,TL12,54,TL120054,Pyrrhomyias_cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,Tyrannidae,1,11.10103448,montane_manu,understory,low,2324,1,0,1,0,0,0,0,0,0,3,0,0,Pyrrhomyias_cinnamomeus
312,312,120058,TL12,58,TL120058,Chlorospingus_ophthalmicus,Chlorospingus flavopectus,Chlorospingus_ophthalmicus,Thraupidae,1,21.97914286,montane_manu,other,low,1821,0,0,0,0,0,0,0,0,0,0,0,0,NA
313,313,120075,TL12,75,TL120075,Anabacerthia_striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,Furnariidae,1,24.58886525,montane_manu,midhigh,low,1397,0,0,0,0,0,0,0,0,0,0,0,0,NA
314,314,120082,TL12,82,TL120082,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,66,57,57,Premnoplex_brunnescens
315,315,120093,TL12,93,TL120093,Chlorochrysa_calliparaea,Chlorochrysa calliparaea,Chlorochrysa_calliparaea,Thraupidae,1,17.34217391,montane_manu,midhigh-canopy,low,1387,1,0,1,0,0,0,0,0,0,2,0,0,Chlorochrysa_calliparaea
316,316,120094,TL12,94,TL120094,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,1,1,0,1,0,1,0,0,6,0,1,Basileuterus_tristriatus
317,317,120095,TL12,95,TL120095,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,1,1,0,1,0,1,0,0,3,0,0,Basileuterus_tristriatus
318,318,120104,TL12,104,TL120104,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,1,1,0,7,2,4,1,0,12,0,0,Tangara_arthus
319,319,120109,TL12,109,TL120109,Anabacerthia_striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,Furnariidae,1,24.58886525,montane_manu,midhigh,low,1397,0,0,0,0,0,0,0,0,0,0,0,0,NA
320,320,120111,TL12,111,TL120111,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,198,198,198,Premnoplex_brunnescens
321,321,120029,TU12,29,TU120029,Rhynchocyclus_fulvipectus,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,Tyrannidae,1,24.23724138,high_montane_manu,understory,low,1365,0,0,0,0,0,0,0,0,0,0,0,0,NA
322,322,120065,TU12,65,TU120065,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,low,2728,1,1,1,0,4,1,2,1,0,16,0,0,Chlorornis_riefferii
323,323,120066,TU12,66,TU120066,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,low,2728,1,0,1,0,0,0,0,0,0,3,0,0,Chlorornis_riefferii
324,324,120070,VC12,70,VC120070,Hylophylax_naevius,Hylophylax naevius,Hylophylax_naevius,Thamnophilidae,0,13.63936508,lowland_manu,understory,low,850,1,0,1,0,0,0,0,0,0,68,0,0,Hylophylax_naevius
325,325,120099,VC12,99,VC120099,Hylophylax_naevius,Hylophylax naevius,Hylophylax_naevius,Thamnophilidae,0,13.63936508,lowland_manu,understory,low,850,1,0,1,0,0,0,0,0,0,52,0,0,Hylophylax_naevius
326,326,120249,W12,249,W120249,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,low,2932,0,0,0,0,0,0,0,0,0,0,0,0,NA
327,327,120284,W12,284,W120284,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,low,2932,0,0,0,0,0,0,0,0,0,0,0,0,NA
328,328,120291,W12,291,W120291,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,0,0,0,0,0,0,0,0,0,0,0,0,NA
329,329,120305,W12,305,W120305,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,high,2742,1,1,1,0,4,1,1,2,0,5,0,0,Arremon_torquatus
330,330,120318,W12,318,W120318,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,low,2932,1,0,1,0,0,0,0,0,0,9,0,0,Anisognathus_igniventris
331,331,120319,W12,319,W120319,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,low,2932,1,0,1,0,0,0,0,0,0,1,0,0,Anisognathus_igniventris
332,332,120330,W12,330,W120330,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,med,2932,1,1,0,0,2,0,0,2,0,0,0,0,NA
333,333,120335,W12,335,W120335,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,1,0,1,0,0,0,0,0,0,1,0,0,Iridosornis_jelskii
334,334,120338,W12,338,W120338,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,med,2859,1,0,1,0,0,0,0,0,0,1,0,0,Iridosornis_jelskii
335,335,120412,W12,412,W120412,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,1,1,1,0,1,0,0,1,0,3,0,0,Iridosornis_jelskii
336,336,120436,W12,436,W120436,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,low,2932,1,0,1,0,0,0,0,0,0,1,0,0,Anisognathus_igniventris
337,337,120445,W12,445,W120445,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,med,2932,0,0,0,0,0,0,0,0,0,0,0,0,NA
338,338,120455,W12,455,W120455,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,0,0,0,0,0,0,0,0,0,0,0,0,NA
339,339,120468,W12,468,W120468,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,1,0,1,0,0,0,0,0,0,1,0,0,Iridosornis_jelskii
340,340,120474,W12,474,W120474,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,med,2859,1,0,1,0,0,0,0,0,0,2,1,1,Iridosornis_jelskii
341,341,120523,W12,523,W120523,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,low,2932,1,0,1,0,0,0,0,0,0,23,0,0,Anisognathus_igniventris
342,342,120643,W12,643,W120643,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,0,0,0,0,0,0,0,0,0,0,0,0,NA
343,343,120645,W12,645,W120645,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,0,1,0,0,0,0,0,0,2,0,0,Arremon_torquatus
344,344,120646,W12,646,W120646,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,0,0,0,0,0,0,0,0,0,0,0,0,NA
