Host.Family,BLFamilyLatin,species_clean,species_jetz,Lice.Species,Lice.Species2,Lice.Species3,sociality,foraging_cat,elevation_cat,TipLabel,Full_Label,keycol,valuecol
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,Myrsidea cruickshanki?,,,1,other,lowland_manu,Chlorothraupis_carmioli,P130133,Lice.Genus,Myrsidea
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,Myrsidea cruickshanki?,,,1,other,lowland_manu,Chlorothraupis_carmioli,P130628,Lice.Genus,Myrsidea
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,cruickshanki?,,,1,other,lowland_manu,Chlorothraupis_carmioli,P116204,Lice.Genus2,
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,cruickshanki?,,,1,other,lowland_manu,Chlorothraupis_carmioli,P116210,Lice.Genus2,
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,cruickshanki?,,,1,other,lowland_manu,Chlorothraupis_carmioli,P116211,Lice.Genus2,
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,cruickshanki?,,,1,other,lowland_manu,Chlorothraupis_carmioli,P116213,Lice.Genus2,
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,Myrsidea cruickshanki?,,,1,other,lowland_manu,Chlorothraupis_carmioli,P130133,Lice.Genus2,
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,Myrsidea cruickshanki?,,,1,other,lowland_manu,Chlorothraupis_carmioli,P130628,Lice.Genus2,
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,cruickshanki?,,,1,other,lowland_manu,Chlorothraupis_carmioli,P116204,Lice.Genus3,
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,cruickshanki?,,,1,other,lowland_manu,Chlorothraupis_carmioli,P116210,Lice.Genus3,
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,cruickshanki?,,,1,other,lowland_manu,Chlorothraupis_carmioli,P116211,Lice.Genus3,
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,cruickshanki?,,,1,other,lowland_manu,Chlorothraupis_carmioli,P116213,Lice.Genus3,
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,Myrsidea cruickshanki?,,,1,other,lowland_manu,Chlorothraupis_carmioli,P130133,Lice.Genus3,
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,Myrsidea cruickshanki?,,,1,other,lowland_manu,Chlorothraupis_carmioli,P130628,Lice.Genus3,
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,ophthalmici/violaceae?,,,1,other,montane_manu,Chlorospingus_ophthalmicus,TL120016,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,ophthalmici/violaceae?,,,1,other,montane_manu,Chlorospingus_ophthalmicus,TL120034,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,ophthalmici/violaceae?,Menacanthus eurysternus?,,1,other,montane_manu,Chlorospingus_ophthalmicus,TL120033,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,ophthalmici/violaceae?,,,1,other,montane_manu,Chlorospingus_ophthalmicus,TL120016,Lice.Genus2,
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,ophthalmici/violaceae?,,,1,other,montane_manu,Chlorospingus_ophthalmicus,TL120034,Lice.Genus2,
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,ophthalmici/violaceae?,Menacanthus eurysternus?,,1,other,montane_manu,Chlorospingus_ophthalmicus,TL120033,Lice.Genus2,Menoponidae?
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,ophthalmici/violaceae?,,,1,other,montane_manu,Chlorospingus_ophthalmicus,TL120016,Lice.Genus3,
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,ophthalmici/violaceae?,,,1,other,montane_manu,Chlorospingus_ophthalmicus,TL120034,Lice.Genus3,
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,ophthalmici/violaceae?,Menacanthus eurysternus?,,1,other,montane_manu,Chlorospingus_ophthalmicus,TL120033,Lice.Genus3,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110040,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110066,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110070,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110120,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120036,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120040,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120885,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120934,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120938,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120993,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),new sp?,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110108,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),new sp?,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110008,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),new sp?,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110013,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120792,Lice.Genus,Myrsidea?
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110040,Lice.Genus2,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110066,Lice.Genus2,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110070,Lice.Genus2,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110120,Lice.Genus2,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120036,Lice.Genus2,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120040,Lice.Genus2,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120885,Lice.Genus2,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120934,Lice.Genus2,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120938,Lice.Genus2,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120993,Lice.Genus2,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),new sp?,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110108,Lice.Genus2,Philopteridae
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),new sp?,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110008,Lice.Genus2,Rallicola
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),new sp?,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110013,Lice.Genus2,Rallicola
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120792,Lice.Genus2,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110040,Lice.Genus3,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110066,Lice.Genus3,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110070,Lice.Genus3,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110120,Lice.Genus3,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120036,Lice.Genus3,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120040,Lice.Genus3,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120885,Lice.Genus3,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120934,Lice.Genus3,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120938,Lice.Genus3,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120993,Lice.Genus3,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),new sp?,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110108,Lice.Genus3,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),new sp?,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110008,Lice.Genus3,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),new sp?,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110013,Lice.Genus3,
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,(ophthalmici/violaceae?),,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120792,Lice.Genus3,
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,(Menacanthus eurysternus?),new sp?,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W120791,Lice.Genus,Menacanthus?
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,TU120065,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130255,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130330,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130677,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,new sp?,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130256,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,new sp?,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130700,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130253,Lice.Genus,Philopteridae
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,(Menacanthus eurysternus?),new sp?,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W120791,Lice.Genus2,Myrsidea
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,TU120065,Lice.Genus2,
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130255,Lice.Genus2,
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130330,Lice.Genus2,
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130677,Lice.Genus2,
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,new sp?,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130256,Lice.Genus2,Philopteridae
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,new sp?,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130700,Lice.Genus2,Philopteridae
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130253,Lice.Genus2,
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,(Menacanthus eurysternus?),new sp?,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W120791,Lice.Genus3,
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,TU120065,Lice.Genus3,
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130255,Lice.Genus3,
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130330,Lice.Genus3,
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130677,Lice.Genus3,
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,new sp?,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130256,Lice.Genus3,
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,new sp?,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130700,Lice.Genus3,
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,new sp?,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130253,Lice.Genus3,
Thraupidae,Thraupidae,Chlorochrysa calliparaea,Chlorochrysa calliparaea,new sp?,,,1,midhigh-canopy,montane_manu,Chlorochrysa_calliparaea,TL120052,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Chlorochrysa calliparaea,Chlorochrysa calliparaea,new sp?,,,1,midhigh-canopy,montane_manu,Chlorochrysa_calliparaea,TL120052,Lice.Genus2,
Thraupidae,Thraupidae,Chlorochrysa calliparaea,Chlorochrysa calliparaea,new sp?,,,1,midhigh-canopy,montane_manu,Chlorochrysa_calliparaea,TL120052,Lice.Genus3,
,Pipridae,Chiroxiphia boliviana,Chiroxiphia boliviana,(Myrsidea andyolsoni?),,,1,undersory-midhigh,montane_manu,Chiroxiphia_boliviana,SP13013,Lice.Genus,Myrsidea
,Pipridae,Chiroxiphia boliviana,Chiroxiphia boliviana,(Myrsidea andyolsoni?),,,1,undersory-midhigh,montane_manu,Chiroxiphia_boliviana,SP13013,Lice.Genus2,
,Pipridae,Chiroxiphia boliviana,Chiroxiphia boliviana,(Myrsidea andyolsoni?),,,1,undersory-midhigh,montane_manu,Chiroxiphia_boliviana,SP13013,Lice.Genus3,
Formicariidae,Formicariidae,Chamaeza mollissima,Chamaeza mollissima,(willisi?),,,0,ground,high_montane_manu,Chamaeza_mollissima,W120733,Lice.Genus,Formicaricola
Formicariidae,Formicariidae,Chamaeza mollissima,Chamaeza mollissima,(willisi?),,,0,ground,high_montane_manu,Chamaeza_mollissima,W120733,Lice.Genus2,
Formicariidae,Formicariidae,Chamaeza mollissima,Chamaeza mollissima,(willisi?),,,0,ground,high_montane_manu,Chamaeza_mollissima,W120733,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Cercomacroides serva,Cercomacra serva,new sp?,,,0,understory,other_iquitos,Cercomacra_serva,1059,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Cercomacroides serva,Cercomacra serva,new sp?,,,0,understory,other_iquitos,Cercomacra_serva,1059,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Cercomacroides serva,Cercomacra serva,new sp?,,,0,understory,other_iquitos,Cercomacra_serva,1059,Lice.Genus3,
Picidae,Picidae,Celeus grammicus,Celeus grammicus,new sp?,,,1,midhigh,lowland_iquitos,Celeus_grammicus,V682,Lice.Genus,Picicola?
Picidae,Picidae,Celeus grammicus,Celeus grammicus,new sp?,,,1,midhigh,lowland_iquitos,Celeus_grammicus,V682,Lice.Genus2,
Picidae,Picidae,Celeus grammicus,Celeus grammicus,new sp?,,,1,midhigh,lowland_iquitos,Celeus_grammicus,V682,Lice.Genus3,
Icteridae,Icteridae,Cacicus cela,Cacicus cela,"picta, mirabilis?",picturatus?,,0,canopy,lowland_iquitos,Cacicus_cela,V1239,Lice.Genus,Myrsidea
Icteridae,Icteridae,Cacicus cela,Cacicus cela,"picta, mirabilis?",picturatus?,,0,canopy,lowland_iquitos,Cacicus_cela,V1239,Lice.Genus2,Bizarrifrons
Icteridae,Icteridae,Cacicus cela,Cacicus cela,"picta, mirabilis?",picturatus?,,0,canopy,lowland_iquitos,Cacicus_cela,V1239,Lice.Genus3,
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,new sp?,,,1,midhigh,high_montane_manu,Buthraupis_montana,TU120049,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,new sp?,,,1,midhigh,high_montane_manu,Buthraupis_montana,W130234,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,new sp?,new sp?,,1,midhigh,high_montane_manu,Buthraupis_montana,W120483,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,new sp?,,,1,midhigh,high_montane_manu,Buthraupis_montana,TU120049,Lice.Genus2,
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,new sp?,,,1,midhigh,high_montane_manu,Buthraupis_montana,W130234,Lice.Genus2,
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,new sp?,new sp?,,1,midhigh,high_montane_manu,Buthraupis_montana,W120483,Lice.Genus2,Philopterus-like
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,new sp?,,,1,midhigh,high_montane_manu,Buthraupis_montana,TU120049,Lice.Genus3,
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,new sp?,,,1,midhigh,high_montane_manu,Buthraupis_montana,W130234,Lice.Genus3,
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,new sp?,new sp?,,1,midhigh,high_montane_manu,Buthraupis_montana,W120483,Lice.Genus3,
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(Myrsidea basileuteri/ paleno)?,,,1,understory,montane_manu,Basileuterus_tristriatus,SP120931,Lice.Genus,Menoponidae
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,SP110113,Lice.Genus,Myrsidea
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,SP110144,Lice.Genus,Myrsidea
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,SP121212,Lice.Genus,Myrsidea
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,SP121435,Lice.Genus,Myrsidea
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,TL120094,Lice.Genus,Myrsidea
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,TL120095,Lice.Genus,Myrsidea
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,SP110186,Lice.Genus,Ricinus
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,new sp?,,,1,understory,montane_manu,Basileuterus_tristriatus,SP120911,Lice.Genus,Ricinus
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(Myrsidea basileuteri/ paleno)?,,,1,understory,montane_manu,Basileuterus_tristriatus,SP120931,Lice.Genus2,
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,SP110113,Lice.Genus2,
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,SP110144,Lice.Genus2,
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,SP121212,Lice.Genus2,
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,SP121435,Lice.Genus2,
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,TL120094,Lice.Genus2,
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,TL120095,Lice.Genus2,
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,SP110186,Lice.Genus2,
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,new sp?,,,1,understory,montane_manu,Basileuterus_tristriatus,SP120911,Lice.Genus2,
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(Myrsidea basileuteri/ paleno)?,,,1,understory,montane_manu,Basileuterus_tristriatus,SP120931,Lice.Genus3,
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,SP110113,Lice.Genus3,
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,SP110144,Lice.Genus3,
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,SP121212,Lice.Genus3,
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,SP121435,Lice.Genus3,
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,TL120094,Lice.Genus3,
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,TL120095,Lice.Genus3,
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,(basileuteri/ paleno),,,1,understory,montane_manu,Basileuterus_tristriatus,SP110186,Lice.Genus3,
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,new sp?,,,1,understory,montane_manu,Basileuterus_tristriatus,SP120911,Lice.Genus3,
Parulidae,Parulidae,Myiothlypis coronata,Basileuterus coronatus,(paleno/zeledoni?),,,1,understory,montane_manu,Basileuterus_coronatus,SP110041,Lice.Genus,Myrsidea
Parulidae,Parulidae,Myiothlypis coronata,Basileuterus coronatus,(paleno/zeledoni?),,,1,understory,montane_manu,Basileuterus_coronatus,SP120778,Lice.Genus,Myrsidea
Parulidae,Parulidae,Myiothlypis coronata,Basileuterus coronatus,(paleno/zeledoni?),,,1,understory,montane_manu,Basileuterus_coronatus,SP120943,Lice.Genus,Myrsidea
Parulidae,Parulidae,Myiothlypis coronata,Basileuterus coronatus,(paleno/zeledoni?),,,1,understory,montane_manu,Basileuterus_coronatus,SP121000,Lice.Genus,Myrsidea
Parulidae,Parulidae,Myiothlypis coronata,Basileuterus coronatus,(paleno/zeledoni?),,,1,understory,montane_manu,Basileuterus_coronatus,SP121402,Lice.Genus,Myrsidea
Parulidae,Parulidae,Myiothlypis coronata,Basileuterus coronatus,regulus?,(paleno/zeledoni?),,1,understory,montane_manu,Basileuterus_coronatus,SP110009,Lice.Genus,Picicola?
