,sample,Sample_label,Sample_No,Full_Label,species_jetz,species_clean,species_binomial,family,sociality,mass_tidy,elevation_cat,foraging_cat,Powder.lvl,elevation_midpoint,ectoparasites_PA,Lice,Mites,Ticks
602,115929,P11,5929,P115929,Automolus_melanopezus,Automolus melanopezus,Automolus_melanopezus,Furnariidae,1,31.118,lowland_manu,understory,high,413,1,1,1,0
603,115932,P11,5932,P115932,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,high,414,1,0,1,0
604,115935,P11,5935,P115935,Xenops_minutus,Xenops minutus,Xenops_minutus,Furnariidae,1,12.16725806,lowland_manu,undersory-midhigh,med,414,1,0,1,0
605,115937,P11,5937,P115937,Simoxenops_ucayalae,Syndactyla ucayalae,Syndactyla _ucayalae,Furnariidae,1,52.21692308,lowland_manu,understory,low,717,1,1,1,0
606,115940,P11,5940,P115940,Myrmeciza_goeldii,Akletos goeldii,Percnostola_goeldii,Thamnophilidae,1,44.03666667,lowland_manu,ground-understory,low,438,1,1,1,0
607,115942,P11,5942,P115942,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,1,0,1,0
608,115944,P11,5944,P115944,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,med,414,1,1,1,0
609,115945,P11,5945,P115945,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,1,0,1,0
610,115948,P11,5948,P115948,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,med,413,1,1,1,0
611,115950,P11,5950,P115950,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,0,1,0
612,115952,P11,5952,P115952,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,1,1,0
613,115955,P11,5955,P115955,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,med,416,1,1,1,0
614,115956,P11,5956,P115956,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,1,1,0
615,115958,P11,5958,P115958,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,low,421,1,1,1,0
616,115959,P11,5959,P115959,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,high,414,1,1,1,0
617,115960,P11,5960,P115960,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,med,414,1,1,1,0
618,115964,P11,5964,P115964,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,high,413,1,1,1,0
619,115984,P11,5984,P115984,Cyphorhinus_arada,Cyphorhinus arada,Cyphorhinus_arada,Troglodytidae,0,26.05117647,lowland_manu,ground-understory,med,404,1,0,1,0
620,115991,P11,5991,P115991,Myrmeciza_goeldii,Akletos goeldii,Percnostola_goeldii,Thamnophilidae,1,44.03666667,lowland_manu,ground-understory,low,438,1,1,1,0
621,115993,P11,5993,P115993,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,1,0,1,0
622,115997,P11,5997,P115997,Ramphastos_tucanus,Ramphastos tucanus,Ramphastos_tucanus,Ramphastidae,0,377.88,lowland_manu,canopy,low,425,1,1,0,0
623,115999,P11,5999,P115999,Anabazenops_dorsalis,Anabazenops dorsalis,Anabazenops_dorsalis,Furnariidae,1,34.91,lowland_manu,midhigh,low,827.5,1,1,1,0
624,116004,P11,6004,P116004,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,med,414,1,1,1,0
625,116005,P11,6005,P116005,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,med,415,1,1,1,0
626,116007,P11,6007,P116007,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,med,421,1,0,1,0
627,116012,P11,6012,P116012,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,high,413,1,1,1,0
628,116013,P11,6013,P116013,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,low,417.5,1,1,1,0
629,116014,P11,6014,P116014,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,med,413,1,1,1,0
630,116019,P11,6019,P116019,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,high,414,1,1,1,0
631,116022,P11,6022,P116022,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,med,413,1,1,1,0
632,116030,P11,6030,P116030,Myrmoborus_myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,Thamnophilidae,1,20.73168831,lowland_manu,ground-understory,low,426,1,1,1,0
633,116034,P11,6034,P116034,Philydor_rufum,Dendroma rufa,Dendroma_rufa,Furnariidae,0,22.25,lowland_manu,canopy,high,1068,1,1,1,0
634,116037,P11,6037,P116037,Epinecrophylla_leucophthalma,Epinecrophylla leucophthalma,Epinecrophylla_leucophthalma,Thamnophilidae,1,10.10645161,lowland_manu,understory,low,415,1,0,1,0
635,116041,P11,6041,P116041,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,1,1,0
636,116043,P11,6043,P116043,Myrmoborus_myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,Thamnophilidae,1,20.73168831,lowland_manu,ground-understory,low,426,1,0,1,0
637,116048,P11,6048,P116048,Deconychura_longicauda,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,30.6912,lowland_manu,midhigh,med,439,1,0,1,1
638,116049,P11,6049,P116049,Piprites_chloris,Piprites chloris,Piprites_chloris,Pipridae,0,18.9,lowland_manu,canopy,med,426,1,0,1,0
639,116051,P11,6051,P116051,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,med,417.5,1,0,1,0
640,116053,P11,6053,P116053,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,low,416,1,0,1,0
641,116054,P11,6054,P116054,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,med,416,1,1,1,0
642,116057,P11,6057,P116057,Automolus_infuscatus,Automolus infuscatus,Automolus_infuscatus,Furnariidae,1,39.19135135,lowland_manu,understory,med,419,1,1,1,0
643,116058,P11,6058,P116058,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,med,413,1,1,1,0
644,116059,P11,6059,P116059,Laniocera_hypopyrra,Laniocera hypopyrra,Laniocera_hypopyrra,Cotingidae,0,48.87571429,lowland_manu,undersory-midhigh,low,416,1,1,1,0
645,116068,P11,6068,P116068,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,1,1,1,0
646,116079,P11,6079,P116079,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,0,1,0
647,116082,P11,6082,P116082,Conopophaga_peruviana,Conopophaga peruviana,Conopophaga_peruviana,Conopophagidae,1,24.6675,lowland_manu,ground,low,415.5,1,1,1,0
648,116085,P11,6085,P116085,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,1,1,0
649,116089,P11,6089,P116089,Deconychura_longicauda,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,30.6912,lowland_manu,midhigh,med,439,0,0,0,0
650,116092,P11,6092,P116092,Dichrozona_cincta,Dichrozona cincta,Dichrozona_cincta,Thamnophilidae,0,14.8,lowland_manu,ground,med,417,1,0,1,0
651,116094,P11,6094,P116094,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,med,414,1,1,1,0
652,116096,P11,6096,P116096,Xenops_minutus,Xenops minutus,Xenops_minutus,Furnariidae,1,12.16725806,lowland_manu,undersory-midhigh,high,414,1,1,1,0
653,116097,P11,6097,P116097,Xenops_minutus,Xenops minutus,Xenops_minutus,Furnariidae,1,12.16725806,lowland_manu,undersory-midhigh,low,414,1,0,1,0
654,116110,P11,6110,P116110,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,med,1262,1,1,1,0
655,116120,P11,6120,P116120,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,med,439,1,1,1,0
656,116111,P11,6111,P116111,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,1,1,0
657,116112,P11,6112,P116112,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,med,414,1,1,1,0
658,116115,P11,6115,P116115,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,med,429,1,1,1,0
659,116116,P11,6116,P116116,Percnostola_lophotes,Myrmoborus lophotes,Myrmoborus_lophotes,Thamnophilidae,1,30.48875,lowland_manu,ground-understory,low,670,1,1,1,0
660,116121,P11,6121,P116121,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,1,1,0
661,116123,P11,6123,P116123,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,med,439,1,1,0,0
662,116131,P11,6131,P116131,Laniocera_hypopyrra,Laniocera hypopyrra,Laniocera_hypopyrra,Cotingidae,0,48.87571429,lowland_manu,undersory-midhigh,low,416,1,1,1,0
663,116142,P11,6142,P116142,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,0,0,0,0
664,116150,P11,6150,P116150,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,1,1,0
665,116151,P11,6151,P116151,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,med,415,1,1,1,0
666,116152,P11,6152,P116152,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,high,415,1,1,1,0
667,116206,P11,6206,P116206,Myrmeciza_hemimelaena,Sciaphylax hemimelaena,Sciaphylax_hemimelaena,Thamnophilidae,0,16.58849057,lowland_manu,ground-understory,low,818,1,1,1,0
668,116215,P11,6215,P116215,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,high,415,1,0,1,0
669,116254,P11,6254,P116254,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,1,1,0
670,116261,P11,6261,P116261,Deconychura_longicauda,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,30.6912,lowland_manu,midhigh,med,439,1,0,1,0
671,116276,P11,6276,P116276,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,1,1,0
672,116287,P11,6287,P116287,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,1,1,0
673,116303,P11,6303,P116303,Rhytipterna_simplex,Rhytipterna simplex,Rhytipterna_simplex,Tyrannidae,0,39.808,lowland_manu,undersory-midhigh,high,526,1,1,0,0
674,116325,P11,6325,P116325,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,high,415,1,0,1,0
675,116336,P11,6336,P116336,Myrmotherula_longipennis,Myrmotherula longipennis,Myrmotherula_longipennis,Thamnophilidae,1,9.109375,lowland_manu,undersory-midhigh,low,418.5,0,0,0,0
676,120612,P12,612,P120612,Myrmeciza_goeldii,Akletos goeldii,Percnostola_goeldii,Thamnophilidae,1,44.03666667,lowland_manu,ground-understory,low,438,1,1,0,0
677,120615,P12,615,P120615,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,0,1,0
678,120621,P12,621,P120621,Myrmeciza_hemimelaena,Sciaphylax hemimelaena,Sciaphylax_hemimelaena,Thamnophilidae,0,16.58849057,lowland_manu,ground-understory,low,818,1,0,1,0
679,120629,P12,629,P120629,Myrmeciza_goeldii,Akletos goeldii,Percnostola_goeldii,Thamnophilidae,1,44.03666667,lowland_manu,ground-understory,low,438,1,1,1,0
680,120666,P12,666,P120666,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,low,421,0,0,0,0
681,120703,P12,703,P120703,Glyphorynchus_spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,15.41370221,lowland_manu,canopy,low,421,1,0,1,0
682,120676,P12,676,P120676,Phlegopsis_nigromaculata,Phlegopsis nigromaculata,Phlegopsis_nigromaculata,Thamnophilidae,0,48.78089286,lowland_manu,ground,low,413,1,0,1,0
683,120685,P12,685,P120685,Myrmotherula_menetriesii,Myrmotherula menetriesii,Myrmotherula_menetriesii,Thamnophilidae,1,9.046,lowland_manu,midhigh,low,423.5,1,0,1,0
684,120695,P12,695,P120695,Myrmotherula_longipennis,Myrmotherula longipennis,Myrmotherula_longipennis,Thamnophilidae,1,9.109375,lowland_manu,undersory-midhigh,low,418.5,1,0,1,0
685,120711,P12,711,P120711,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,0,1,0
686,120712,P12,712,P120712,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,0,1,0
687,120715,P12,715,P120715,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,0,0,0,0
688,120716,P12,716,P120716,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,0,1,0
689,120713,P12,713,P120713,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,1,0,0
690,120744,P12,744,P120744,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,low,413,1,0,1,0
691,120752,P12,752,P120752,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,0,0,0,0
692,120769,P12,769,P120769,Phlegopsis_nigromaculata,Phlegopsis nigromaculata,Phlegopsis_nigromaculata,Thamnophilidae,0,48.78089286,lowland_manu,ground,low,413,0,0,0,0
693,120779,P12,779,P120779,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,0,1,0
694,120795,P12,795,P120795,Xiphorhynchus_elegans,Xiphorhynchus elegans,Xiphorhynchus_elegans,Dendrocolaptidae,1,38.50835294,lowland_manu,midhigh,low,421,1,0,1,0
695,120783,P12,783,P120783,Xiphorhynchus_elegans,Xiphorhynchus elegans,XIphorhynchus_elegans,Dendrocolaptidae,1,38.50835294,lowland_manu,midhigh,low,421,0,0,0,0
696,120790,P12,790,P120790,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,none,429,1,0,1,0
697,120799,P12,799,P120799,Myrmotherula_menetriesii,Myrmotherula menetriesii,Myrmotherula_menetriesii,Thamnophilidae,1,9.046,lowland_manu,midhigh,low,423.5,1,0,1,0
698,120800,P12,800,P120800,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,0,0,0,0
699,120814,P12,814,P120814,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,0,1,0
700,120850,P12,850,P120850,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,0,0,0,0
701,120870,P12,870,P120870,Ramphotrigon_fuscicauda,Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,Tyrannidae,1,18.96923077,lowland_manu,undersory-midhigh,low,431,1,0,1,0
702,120913,P12,913,P120913,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,1,1,0
703,120920,P12,920,P120920,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,0,1,0
704,120964,P12,964,P120964,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,0,0,0,0
705,121005,P12,1005,P121005,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,med,421,0,0,0,0
706,121042,P12,1042,P121042,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,0,1,0
707,121064,P12,1064,P121064,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,low,421,0,0,0,0
708,121135,P12,1135,P121135,Phlegopsis_nigromaculata,Phlegopsis nigromaculata,Phlegopsis_nigromaculata,Thamnophilidae,0,48.78089286,lowland_manu,ground,low,413,1,0,1,0
709,121354,P12,1354,P121354,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,0,0,0,0
710,121399,P12,1399,P121399,Xiphorhynchus_elegans,Xiphorhynchus elegans,Xiphorhynchus_elegans,Dendrocolaptidae,1,38.50835294,lowland_manu,midhigh,low,421,1,0,1,1
711,121417,P12,1417,P121417,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,1,1,0
712,121426,P12,1426,P121426,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,0,0,0,0
713,121430,P12,1430,P121430,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,0,1,0
714,121467,P12,1467,P121467,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,0,0,0,0
715,121508,P12,1508,P121508,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,0,1,0
716,121575,P12,1575,P121575,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,low,421,1,0,1,0
717,121580,P12,1580,P121580,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,low,413,1,0,1,0
718,121593,P12,1593,P121593,Myrmotherula_longipennis,Myrmotherula longipennis,Myrmotherula_longipennis,Thamnophilidae,1,9.109375,lowland_manu,undersory-midhigh,low,418.5,0,0,0,0
719,121775,P12,1775,P121775,Phaethornis_koepckeae,Phaethornis koepckeae,Phaethornis_koepckeae,Trochilidae,0,5.275526316,lowland_manu,understory,low,418,1,1,0,0
720,121756,P12,1756,P121756,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,0,0,0,0
721,121798,P12,1798,P121798,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,0,0,0,0
722,130002,P13,2,P130002,Rhytipterna_simplex,Rhytipterna simplex,Rhytipterna_simplex,Tyrannidae,0,39.808,lowland_manu,undersory-midhigh,low,526,1,1,1,0
723,130003,P13,3,P130003,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,0,1,0
724,130060,P13,60,P130060,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,1,0,1,0
725,130298,P13,298,P130298,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,med,415,1,1,1,0
726,130269,P13,269,P130269,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,med,429,1,1,1,0
727,130182,P13,182,P130182,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,1,1,0
728,130067,P13,67,P130067,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,1,0,1,0
729,130131,P13,131,P130131,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,1,1,0
730,130155,P13,155,P130155,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,1,1,0
731,130180,P13,180,P130180,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,1,1,0
732,121342,SP12,1342,SP121342,Myrmotherula_schisticolor,Myrmotherula schisticolor,Myrmotherula_schisticolor,Thamnophilidae,1,9.628441558,montane_manu,midhigh,low,1487,1,0,1,0
733,121402,SP12,1402,SP121402,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,1,1,0
734,121325,SP12,1325,SP121325,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,0,1,0
735,130335,P13,335,P130335,Myrmeciza_hemimelaena,Sciaphylax hemimelaena,Sciaphylax_hemimelaena,Thamnophilidae,0,16.58849057,lowland_manu,ground-understory,low,818,0,0,0,0
736,130332,P13,332,P130332,Deconychura_longicauda,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,30.6912,lowland_manu,midhigh,low,439,0,0,0,0
737,130334,P13,334,P130334,Rhytipterna_simplex,Rhytipterna simplex,Rhytipterna_simplex,Tyrannidae,0,39.808,lowland_manu,undersory-midhigh,med,526,1,0,1,0
738,130351,P13,351,P130351,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,med,429,1,1,1,0
739,130353,P13,353,P130353,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,0,1,0
740,130443,P13,443,P130443,Phlegopsis_nigromaculata,Phlegopsis nigromaculata,Phlegopsis_nigromaculata,Thamnophilidae,0,48.78089286,lowland_manu,ground,med,413,1,0,1,0
741,130355,P13,355,P130355,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,low,413,0,0,0,0
742,130392,P13,392,P130392,Deconychura_longicauda,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,30.6912,lowland_manu,midhigh,high,439,1,0,1,0
743,130803,P13,803,P130803,Ramphotrigon_fuscicauda,Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,Tyrannidae,1,18.96923077,lowland_manu,undersory-midhigh,high,431,1,0,1,0
744,130887,P13,887,P130887,Myrmeciza_hemimelaena,Sciaphylax hemimelaena,Sciaphylax_hemimelaena,Thamnophilidae,0,16.58849057,lowland_manu,ground-understory,low,818,1,0,1,0
745,110004,SP11,4,SP110004,Trichothraupis_melanops,Trichothraupis melanops,Trichothraupis_melanops,Thraupidae,1,24.68761468,montane_manu,other,high,1387,1,1,1,0
746,110009,SP11,9,SP110009,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,1,1,0
747,110017,SP11,17,SP110017,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,high,1541,1,0,1,0
748,110027,SP11,27,SP110027,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,1,0
749,110036,SP11,36,SP110036,Trichothraupis_melanops,Trichothraupis melanops,Trichothraupis_melanops,Thraupidae,1,24.68761468,montane_manu,other,low,1387,1,1,0,0
750,110039,SP11,39,SP110039,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,1,0
751,110038,SP11,38,SP110038,Trichothraupis_melanops,Trichothraupis melanops,Trichothraupis_melanops,Thraupidae,1,24.68761468,montane_manu,other,low,1387,1,1,1,0
752,110048,SP11,48,SP110048,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,0,0,0,0
753,110069,SP11,69,SP110069,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,0,1,0
754,110094,SP11,94,SP110094,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,high,1348,1,1,1,0
