,sample,Sample_label,Sample_No,Full_Label,species_jetz,species_clean,species_binomial,family,sociality,mass_tidy,elevation_cat,foraging_cat,Powder.lvl,elevation_midpoint,ectoparasites_PA,Lice,Mites,Ticks
297,121337,SP12,1337,SP121337,Chlorospingus_flavigularis,Chlorospingus flavigularis,Chlorospingus_flavigularis,Thraupidae,1,25.95577586,montane_manu,understory,low,1362,1,0,1,0
298,121360,SP12,1360,SP121360,Myioborus_miniatus,Myioborus miniatus,Myioborus_miniatus,Parulidae,1,9.782295082,montane_manu,midhigh,low,1404,1,0,1,0
299,121362,SP12,1362,SP121362,Myioborus_miniatus,Myioborus miniatus,Myioborus_miniatus,Parulidae,1,9.782295082,montane_manu,midhigh,low,1404,1,1,1,0
300,121407,SP12,1407,SP121407,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0
301,121412,SP12,1412,SP121412,Chlorochrysa_calliparaea,Chlorochrysa calliparaea,Chlorochrysa_calliparaea,Thraupidae,1,17.34217391,montane_manu,midhigh-canopy,low,1387,1,0,1,0
302,121418,SP12,1418,SP121418,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0
303,121433,SP12,1433,SP121433,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,0,1,0
304,121435,SP12,1435,SP121435,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,1,1,0
305,120016,TL12,16,TL120016,Chlorospingus_ophthalmicus,Chlorospingus flavopectus,Chlorospingus_ophthalmicus,Thraupidae,1,21.97914286,montane_manu,other,low,1821,1,1,1,0
306,120020,TL12,20,TL120020,Anabacerthia_striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,Furnariidae,1,24.58886525,montane_manu,midhigh,low,1397,1,0,1,0
307,120033,TL12,33,TL120033,Chlorospingus_ophthalmicus,Chlorospingus flavopectus,Chlorospingus_ophthalmicus,Thraupidae,1,21.97914286,montane_manu,other,low,1821,1,1,1,0
308,120034,TL12,34,TL120034,Chlorospingus_ophthalmicus,Chlorospingus flavopectus,Chlorospingus_ophthalmicus,Thraupidae,1,21.97914286,montane_manu,other,low,1821,1,1,1,0
309,120047,TL12,47,TL120047,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0
310,120052,TL12,52,TL120052,Chlorochrysa_calliparaea,Chlorochrysa calliparaea,Chlorochrysa_calliparaea,Thraupidae,1,17.34217391,montane_manu,midhigh-canopy,low,1387,1,1,1,0
311,120054,TL12,54,TL120054,Pyrrhomyias_cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,Tyrannidae,1,11.10103448,montane_manu,understory,low,2324,1,0,1,0
312,120058,TL12,58,TL120058,Chlorospingus_ophthalmicus,Chlorospingus flavopectus,Chlorospingus_ophthalmicus,Thraupidae,1,21.97914286,montane_manu,other,low,1821,0,0,0,0
313,120075,TL12,75,TL120075,Anabacerthia_striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,Furnariidae,1,24.58886525,montane_manu,midhigh,low,1397,0,0,0,0
314,120082,TL12,82,TL120082,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0
315,120093,TL12,93,TL120093,Chlorochrysa_calliparaea,Chlorochrysa calliparaea,Chlorochrysa_calliparaea,Thraupidae,1,17.34217391,montane_manu,midhigh-canopy,low,1387,1,0,1,0
316,120094,TL12,94,TL120094,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,1,1,0
317,120095,TL12,95,TL120095,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,1,1,0
318,120104,TL12,104,TL120104,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,1,1,0
319,120109,TL12,109,TL120109,Anabacerthia_striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,Furnariidae,1,24.58886525,montane_manu,midhigh,low,1397,0,0,0,0
320,120111,TL12,111,TL120111,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0
321,120029,TU12,29,TU120029,Rhynchocyclus_fulvipectus,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,Tyrannidae,1,24.23724138,high_montane_manu,understory,low,1365,0,0,0,0
322,120065,TU12,65,TU120065,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,low,2728,1,1,1,0
323,120066,TU12,66,TU120066,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,low,2728,1,0,1,0
324,120070,VC12,70,VC120070,Hylophylax_naevius,Hylophylax naevius,Hylophylax_naevius,Thamnophilidae,0,13.63936508,lowland_manu,understory,low,850,1,0,1,0
325,120099,VC12,99,VC120099,Hylophylax_naevius,Hylophylax naevius,Hylophylax_naevius,Thamnophilidae,0,13.63936508,lowland_manu,understory,low,850,1,0,1,0
326,120249,W12,249,W120249,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,low,2932,0,0,0,0
327,120284,W12,284,W120284,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,low,2932,0,0,0,0
328,120291,W12,291,W120291,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,0,0,0,0
329,120305,W12,305,W120305,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,high,2742,1,1,1,0
330,120318,W12,318,W120318,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,low,2932,1,0,1,0
331,120319,W12,319,W120319,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,low,2932,1,0,1,0
332,120330,W12,330,W120330,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,med,2932,1,1,0,0
333,120335,W12,335,W120335,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,1,0,1,0
334,120338,W12,338,W120338,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,med,2859,1,0,1,0
335,120412,W12,412,W120412,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,1,1,1,0
336,120436,W12,436,W120436,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,low,2932,1,0,1,0
337,120445,W12,445,W120445,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,med,2932,0,0,0,0
338,120455,W12,455,W120455,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,0,0,0,0
339,120468,W12,468,W120468,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,1,0,1,0
340,120474,W12,474,W120474,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,med,2859,1,0,1,0
341,120523,W12,523,W120523,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,low,2932,1,0,1,0
342,120643,W12,643,W120643,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,0,0,0,0
343,120645,W12,645,W120645,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,0,1,0
344,120646,W12,646,W120646,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,0,0,0,0
345,120676,W12,676,W120676,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,med,2859,1,0,1,0
346,120702,W12,702,W120702,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,med,2932,1,0,1,0
347,120703,W12,703,W120703,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,med,2932,0,0,0,0
348,120709,W12,709,W120709,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0
349,120719,W12,719,W120719,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0
350,120750,W12,750,W120750,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,med,2728,1,0,1,0
351,120696,W12,696,W120696,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0
352,120753,W12,753,W120753,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0
353,120755,W12,755,W120755,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,high,2728,1,0,1,0
354,120760,W12,760,W120760,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0
355,120764,W12,764,W120764,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,1,0,1,0
356,120781,W12,781,W120781,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,med,2728,1,0,1,0
357,120790,W12,790,W120790,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,low,2578,1,0,1,0
358,120791,W12,791,W120791,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,high,2728,1,1,1,0
359,120878,W12,878,W120878,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,0,0,0,0
360,120875,W12,875,W120875,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,med,2932,1,0,1,0
361,120921,W12,921,W120921,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,0,0,0,0
362,120877,W12,877,W120877,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,med,2859,1,0,1,0
363,120924,W12,924,W120924,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0
364,120946,W12,946,W120946,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0
365,120986,W12,986,W120986,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,0,0,0,0
366,120988,W12,988,W120988,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0
367,121001,W12,1001,W121001,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,high,2742,1,1,1,0
368,121016,W12,1016,W121016,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,high,2728,1,0,1,0
369,121048,W12,1048,W121048,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,high,2742,1,1,1,0
370,121047,W12,1047,W121047,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,0,0,0,0
371,121044,W12,1044,W121044,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,1,1,0
372,121090,W12,1090,W121090,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,low,2578,1,0,1,0
373,121223,W12,1223,W121223,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,1,0,1,0
374,121041,W12,1041,W121041,Mecocerculus_stictopterus,Mecocerculus stictopterus,Mecocerculus_stictopterus,Tyrannidae,1,10.18833333,high_montane_manu,midhigh-canopy,med,2739,1,0,1,0
375,121136,W12,1136,W121136,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,1,0,1,0
376,121161,W12,1161,W121161,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,1,1,1,0
377,130183,P13,183,P130183,Hylophylax_naevius,Hylophylax naevius,Hylophylax_naevius,Thamnophilidae,0,13.63936508,lowland_manu,understory,low,850,1,0,1,0
378,130157,P13,157,P130157,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,low,421,1,0,1,0
379,130133,P13,133,P130133,Chlorothraupis_carmioli,Chlorothraupis carmioli,Chlorothraupis_carmioli,Cardinalidae,1,37.5053125,lowland_manu,other,low,600,1,1,0,0
380,130050,P13,50,P130050,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,low,421,1,0,1,0
381,130049,P13,49,P130049,Willisornis_poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,18.39630137,lowland_manu,ground,high,419,0,0,0,0
382,130047,P13,47,P130047,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,low,421,0,0,0,0
383,130041,P13,41,P130041,Platyrinchus_platyrhynchos,Platyrinchus platyrhynchos,Platyrinchus_platyrhynchos,Tyrannidae,0,12.27526316,lowland_manu,midhigh,low,421.5,0,0,0,0
384,130025,P13,25,P130025,Myrmotherula_axillaris,Myrmotherula axillaris,Myrmotherula_axillaris,Thamnophilidae,1,8.457105263,lowland_manu,midhigh,low,415,1,0,1,0
385,130007,P13,7,P130007,Willisornis_poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,18.39630137,lowland_manu,ground,low,419,0,0,0,0
386,130300,P13,300,P130300,Corythopis_torquatus,Corythopis torquatus,Corythopis_torquatus,Tyrannidae,0,17.01754717,lowland_manu,ground,low,419,1,1,0,0
387,130281,P13,281,P130281,Myrmotherula_hauxwelli,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,11.27941606,lowland_manu,other,low,415,0,0,0,0
388,130259,P13,259,P130259,Myrmotherula_axillaris,Myrmotherula axillaris,Myrmotherula_axillaris,Thamnophilidae,1,8.457105263,lowland_manu,midhigh,low,415,1,0,1,0
389,130233,P13,233,P130233,Lanio_versicolor,Lanio versicolor,Lanio_versicolor,Thraupidae,1,19.76205128,lowland_manu,canopy,low,438,1,1,1,0
390,130253,P13,253,P130253,Hylophylax_naevius,Hylophylax naevius,Hylophylax_naevius,Thamnophilidae,0,13.63936508,lowland_manu,understory,low,850,1,0,1,0
391,130254,P13,254,P130254,Microcerculus_marginatus,Microcerculus marginatus,Microcerculus_marginatus,Troglodytidae,0,18.81613333,lowland_manu,ground-understory,low,754,1,0,1,0
392,130255,P13,255,P130255,Microcerculus_marginatus,Microcerculus marginatus,Microcerculus_marginatus,Troglodytidae,0,18.81613333,lowland_manu,ground-understory,low,754,1,0,1,0
393,130187,P13,187,P130187,Hylophylax_naevius,Hylophylax naevius,Hylophylax_naevius,Thamnophilidae,0,13.63936508,lowland_manu,understory,low,850,1,1,1,0
394,130189,P13,189,P130189,Hylophylax_naevius,Hylophylax naevius,Hylophylax_naevius,Thamnophilidae,0,13.63936508,lowland_manu,understory,low,850,1,0,1,0
395,130216,P13,216,P130216,Willisornis_poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,18.39630137,lowland_manu,ground,low,419,0,0,0,0
396,130301,P13,301,P130301,Corythopis_torquatus,Corythopis torquatus,Corythopis_torquatus,Tyrannidae,0,17.01754717,lowland_manu,ground,low,419,1,0,1,0
397,130303,P13,303,P130303,Corythopis_torquatus,Corythopis torquatus,Corythopis_torquatus,Tyrannidae,0,17.01754717,lowland_manu,ground,low,419,1,1,1,0
398,130328,P13,328,P130328,Corythopis_torquatus,Corythopis torquatus,Corythopis_torquatus,Tyrannidae,0,17.01754717,lowland_manu,ground,low,419,1,1,1,0
399,130330,P13,330,P130330,Corythopis_torquatus,Corythopis torquatus,Corythopis_torquatus,Tyrannidae,0,17.01754717,lowland_manu,ground,low,419,1,0,1,0
400,130352,P13,352,P130352,Microcerculus_marginatus,Microcerculus marginatus,Microcerculus_marginatus,Troglodytidae,0,18.81613333,lowland_manu,ground-understory,low,754,1,0,1,0
401,130400,P13,400,P130400,Willisornis_poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,18.39630137,lowland_manu,ground,low,419,1,0,1,0
402,130405,P13,405,P130405,Microcerculus_marginatus,Microcerculus marginatus,Microcerculus_marginatus,Troglodytidae,0,18.81613333,lowland_manu,ground-understory,low,754,1,0,1,0
403,130439,P13,439,P130439,Myrmotherula_hauxwelli,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,11.27941606,lowland_manu,other,low,415,1,0,1,0
404,130442,P13,442,P130442,Sclerurus_caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,37.54095238,lowland_manu,ground,low,413,1,0,1,0
405,131053,P13,1053,P131053,Sclerurus_caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,37.54095238,lowland_manu,ground,low,413,1,0,1,0
406,130628,P13,628,P130628,Chlorothraupis_carmioli,Chlorothraupis carmioli,Chlorothraupis_carmioli,Cardinalidae,1,37.5053125,lowland_manu,other,low,600,1,1,0,0
407,131067,P13,1067,P131067,Sclerurus_caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,37.54095238,lowland_manu,ground,high,413,1,0,1,0
408,13006,SP13,6,SP13006,Anabacerthia_striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,Furnariidae,1,24.58886525,montane_manu,midhigh,low,1397,0,0,0,0
409,130013,SP13,13,SP130013,Chiroxiphia_boliviana,Chiroxiphia boliviana,Chiroxiphia_boliviana,Pipridae,1,17.23620087,montane_manu,undersory-midhigh,low,1449,1,1,1,0
410,130063,W13,63,W130063,Pyrrhomyias_cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,Tyrannidae,1,11.10103448,high_montane_manu,understory,med,2324,1,0,1,0
411,130080,W13,80,W130080,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,1,0,1,0
412,130118,W13,118,W130118,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,1,0,0
413,130142,W13,142,W130142,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,1,0,1,0
414,130143,W13,143,W130143,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,1,0,1,0
415,130145,W13,145,W130145,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,1,0,1,0
416,130232,W13,232,W130232,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,1,0,1,0
417,130297,W13,297,W130297,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,0,0,0,0
418,130233,W13,233,W130233,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,1,0,1,0
419,130253,W13,253,W130253,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,med,2728,1,1,1,0
420,130255,W13,255,W130255,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,low,2728,1,1,1,0
421,130256,W13,256,W130256,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,low,2728,1,1,1,0
422,130257,W13,257,W130257,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,1,0,1,0
423,130270,W13,270,W130270,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,low,2932,1,1,0,1
424,130286,W13,286,W130286,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0
425,130287,W13,287,W130287,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,1,0,1,0
426,130298,W13,298,W130298,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,med,2742,1,1,1,0
427,130330,W13,330,W130330,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,high,2728,1,1,1,0
428,130349,W13,349,W130349,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,1,1,0
429,130351,W13,351,W130351,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,low,2578,0,0,0,0
430,130353,W13,353,W130353,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,0,0,0,0
431,130360,W13,360,W130360,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,high,2859,1,1,0,0
432,130369,W13,369,W130369,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,1,0,1,0
433,130370,W13,370,W130370,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,0,0,0,0
434,130377,W13,377,W130377,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,med,2742,1,1,1,0
435,130378,W13,378,W130378,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,med,2742,1,1,1,0
436,130416,W13,416,W130416,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,0,0,0,0
437,130417,W13,417,W130417,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,high,2742,1,0,1,0
438,130429,W13,429,W130429,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,med,2728,1,0,1,0
439,130445,W13,445,W130445,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,med,2932,1,0,1,0
440,130453,W13,453,W130453,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,high,2742,1,1,1,0
441,130497,W13,497,W130497,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0
442,130488,W13,488,W130488,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,0,0,0,0
443,130560,W13,560,W130560,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,1,1,0
444,130561,W13,561,W130561,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,0,1,0
445,130572,W13,572,W130572,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,1,1,0
446,130633,W13,633,W130633,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,low,2578,1,0,1,0
447,130637,W13,637,W130637,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,med,2859,1,1,1,0
448,130676,W13,676,W130676,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,1,1,1,0
449,130826,W13,826,W130826,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,1,0,1,0
