Host.Family,BLFamilyLatin,species_clean,species_jetz,Mite.Genus,Mite.Genus2,sociality,foraging_cat,elevation_cat,TipLabel,Sample.Full..,keycol,valuecol
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,,,0,ground-understory,lowland_manu,Microcerculus_marginatus,P130352,Mite.Group2,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,,,0,ground-understory,montane_manu,Microcerculus_marginatus,SP121141,Mite.Group2,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,,,0,ground-understory,montane_manu,Microcerculus_marginatus,SP121244,Mite.Group2,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,,,0,ground-understory,other_iquitos,Microcerculus_marginatus,1052,Mite.Group2,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,,,0,ground-understory,lowland_iquitos,Microcerculus_marginatus,M540,Mite.Group2,Mesostigmatid
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,,,0,ground-understory,lowland_manu,Microcerculus_marginatus,P130405,Mite.Group2,Mesostigmatid
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,,,0,ground-understory,other_iquitos,Microcerculus_marginatus,791,Mite.Group2,Mesostigmatid
"Tyrannidae
",Tyrannidae,Mecocerculus stictopterus,Mecocerculus stictopterus,,,1,midhigh-canopy,high_montane_manu,Mecocerculus_stictopterus,W121041,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Mecocerculus stictopterus,Mecocerculus stictopterus,,,1,midhigh-canopy,high_montane_manu,Mecocerculus_stictopterus,W121041,Mite.Group2,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,,,0,understory,other_iquitos,Manacus_manacus,781,Mite.Group,Feather
Pipridae,Pipridae,Manacus manacus,Manacus manacus,,,0,understory,other_iquitos,Manacus_manacus,804,Mite.Group,Feather
Pipridae,Pipridae,Manacus manacus,Manacus manacus,,,0,understory,other_iquitos,Manacus_manacus,809,Mite.Group,Feather
Pipridae,Pipridae,Manacus manacus,Manacus manacus,,,0,understory,other_iquitos,Manacus_manacus,888,Mite.Group,Feather
Pipridae,Pipridae,Manacus manacus,Manacus manacus,,,0,understory,other_iquitos,Manacus_manacus,866,Mite.Group,Feather
Pipridae,Pipridae,Manacus manacus,Manacus manacus,,,0,understory,other_iquitos,Manacus_manacus,831,Mite.Group,Mesostigmatid
Pipridae,Pipridae,Manacus manacus,Manacus manacus,,,0,understory,other_iquitos,Manacus_manacus,867,Mite.Group,Unknown
Pipridae,Pipridae,Manacus manacus,Manacus manacus,,,0,understory,other_iquitos,Manacus_manacus,781,Mite.Group2,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,,,0,understory,other_iquitos,Manacus_manacus,804,Mite.Group2,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,,,0,understory,other_iquitos,Manacus_manacus,809,Mite.Group2,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,,,0,understory,other_iquitos,Manacus_manacus,888,Mite.Group2,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,,,0,understory,other_iquitos,Manacus_manacus,866,Mite.Group2,Mesostigmatid
Pipridae,Pipridae,Manacus manacus,Manacus manacus,,,0,understory,other_iquitos,Manacus_manacus,831,Mite.Group2,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,,,0,understory,other_iquitos,Manacus_manacus,867,Mite.Group2,
Bucconidae,Bucconidae,Malacoptila fulvogularis,Malacoptila fulvogularis,,,1,undersory-midhigh,montane_manu,Malacoptila_fulvogularis,SP120917,Mite.Group,Feather
Bucconidae,Bucconidae,Malacoptila fulvogularis,Malacoptila fulvogularis,,,1,undersory-midhigh,montane_manu,Malacoptila_fulvogularis,SP121189,Mite.Group,Feather
Bucconidae,Bucconidae,Malacoptila fulvogularis,Malacoptila fulvogularis,,,1,undersory-midhigh,montane_manu,Malacoptila_fulvogularis,SP121276,Mite.Group,Feather
Bucconidae,Bucconidae,Malacoptila fulvogularis,Malacoptila fulvogularis,,,1,undersory-midhigh,montane_manu,Malacoptila_fulvogularis,SP121176,Mite.Group,Mesostigmatid
Bucconidae,Bucconidae,Malacoptila fulvogularis,Malacoptila fulvogularis,,,1,undersory-midhigh,montane_manu,Malacoptila_fulvogularis,SP120917,Mite.Group2,
Bucconidae,Bucconidae,Malacoptila fulvogularis,Malacoptila fulvogularis,,,1,undersory-midhigh,montane_manu,Malacoptila_fulvogularis,SP121189,Mite.Group2,
Bucconidae,Bucconidae,Malacoptila fulvogularis,Malacoptila fulvogularis,,,1,undersory-midhigh,montane_manu,Malacoptila_fulvogularis,SP121276,Mite.Group2,
Bucconidae,Bucconidae,Malacoptila fulvogularis,Malacoptila fulvogularis,,,1,undersory-midhigh,montane_manu,Malacoptila_fulvogularis,SP121176,Mite.Group2,
Tyrannidae,Tyrannidae,Lophotriccus pileatus,Lophotriccus pileatus,,,0,midhigh,montane_manu,Lophotriccus_pileatus,SP120065,Mite.Group,Feather
Tyrannidae,Tyrannidae,Lophotriccus pileatus,Lophotriccus pileatus,,,0,midhigh,montane_manu,Lophotriccus_pileatus,SP120772,Mite.Group,Feather
Tyrannidae,Tyrannidae,Lophotriccus pileatus,Lophotriccus pileatus,,,0,midhigh,montane_manu,Lophotriccus_pileatus,SP121172,Mite.Group,Feather
Tyrannidae,Tyrannidae,Lophotriccus pileatus,Lophotriccus pileatus,,,0,midhigh,montane_manu,Lophotriccus_pileatus,SP120065,Mite.Group2,
Tyrannidae,Tyrannidae,Lophotriccus pileatus,Lophotriccus pileatus,,,0,midhigh,montane_manu,Lophotriccus_pileatus,SP120772,Mite.Group2,
Tyrannidae,Tyrannidae,Lophotriccus pileatus,Lophotriccus pileatus,,,0,midhigh,montane_manu,Lophotriccus_pileatus,SP121172,Mite.Group2,
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,,,1,midhigh,montane_manu,Leptopogon_superciliaris,SP110340,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,,,1,midhigh,montane_manu,Leptopogon_superciliaris,SP120662,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,,,1,midhigh,montane_manu,Leptopogon_superciliaris,SP121038,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,,,1,midhigh,montane_manu,Leptopogon_superciliaris,SP121091,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,,,1,midhigh,montane_manu,Leptopogon_superciliaris,SP120889,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,,,1,midhigh,montane_manu,Leptopogon_superciliaris,SP110340,Mite.Group2,
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,,,1,midhigh,montane_manu,Leptopogon_superciliaris,SP120662,Mite.Group2,
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,,,1,midhigh,montane_manu,Leptopogon_superciliaris,SP121038,Mite.Group2,
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,,,1,midhigh,montane_manu,Leptopogon_superciliaris,SP121091,Mite.Group2,
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,,,1,midhigh,montane_manu,Leptopogon_superciliaris,SP120889,Mite.Group2,Trombiculid
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P110129,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P110406,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P116225,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120679,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120736,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120818,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120922,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P121030,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P121751,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P130379,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P115912,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P116216,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120659,Mite.Group,Feather 
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120812,Mite.Group,Oribatida
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P110129,Mite.Group2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P110406,Mite.Group2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P116225,Mite.Group2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120679,Mite.Group2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120736,Mite.Group2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120818,Mite.Group2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120922,Mite.Group2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P121030,Mite.Group2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P121751,Mite.Group2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P130379,Mite.Group2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P115912,Mite.Group2,Trombiculid
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P116216,Mite.Group2,Trombiculid
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120659,Mite.Group2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120812,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,V412,Mite.Group,Feather
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,V452,Mite.Group,Feather
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,V453,Mite.Group,Feather
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,V459,Mite.Group,Feather
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,V733,Mite.Group,Feather
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110059,Mite.Group,Feather
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110063,Mite.Group,Feather
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110175,Mite.Group,Feather
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110190,Mite.Group,Feather
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110258,Mite.Group,Feather
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110269,Mite.Group,Feather
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110317,Mite.Group,Feather
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110422,Mite.Group,Feather
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P116013,Mite.Group,Feather
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P116051,Mite.Group,Feather
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P116177,Mite.Group,Feather
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,other_iquitos,Lepidothrix_coronata,784,Mite.Group,Feather
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110333,Mite.Group,Feather
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110041,Mite.Group,Feather
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,V96,Mite.Group,not found in box
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110343,Mite.Group,Oribatida
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,other_iquitos,Lepidothrix_coronata,1010,Mite.Group,Trombiculid
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,other_iquitos,Lepidothrix_coronata,875,Mite.Group,Unknown
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,other_iquitos,Lepidothrix_coronata,1017,Mite.Group,Unknown?
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,V412,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,V452,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,V453,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,V459,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,V733,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110059,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110063,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110175,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110190,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110258,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110269,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110317,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110422,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P116013,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P116051,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P116177,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,other_iquitos,Lepidothrix_coronata,784,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110333,Mite.Group2,Oribatida
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110041,Mite.Group2,Trombiculid/Oribatida
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,V96,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110343,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,other_iquitos,Lepidothrix_coronata,1010,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,other_iquitos,Lepidothrix_coronata,875,Mite.Group2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,,,1,undersory-midhigh,other_iquitos,Lepidothrix_coronata,1017,Mite.Group2,
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,,,0,undersory-midhigh,lowland_manu,Laniocera_hypopyrra,P110108,Mite.Group,Feather
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,,,0,undersory-midhigh,lowland_manu,Laniocera_hypopyrra,P116059,Mite.Group,Feather
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,,,0,undersory-midhigh,lowland_manu,Laniocera_hypopyrra,P116131,Mite.Group,Feather
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,,,0,undersory-midhigh,lowland_manu,Laniocera_hypopyrra,P110108,Mite.Group2,
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,,,0,undersory-midhigh,lowland_manu,Laniocera_hypopyrra,P116059,Mite.Group2,
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,,,0,undersory-midhigh,lowland_manu,Laniocera_hypopyrra,P116131,Mite.Group2,Oribatida
"Thraupidae
",Thraupidae,Lanio versicolor,Lanio versicolor,,,1,canopy,lowland_manu,Lanio_versicolor,P116172,Mite.Group,Feather
"Thraupidae
",Thraupidae,Lanio versicolor,Lanio versicolor,,,1,canopy,lowland_manu,Lanio_versicolor,P116232,Mite.Group,Feather
"Thraupidae
",Thraupidae,Lanio versicolor,Lanio versicolor,,,1,canopy,lowland_manu,Lanio_versicolor,P130233,Mite.Group,Feather
"Thraupidae
",Thraupidae,Lanio versicolor,Lanio versicolor,,,1,canopy,lowland_manu,Lanio_versicolor,P115976,Mite.Group,Feather
"Thraupidae
",Thraupidae,Lanio versicolor,Lanio versicolor,,,1,canopy,lowland_manu,Lanio_versicolor,P120975,Mite.Group,Feather
"Thraupidae
",Thraupidae,Lanio versicolor,Lanio versicolor,,,1,canopy,lowland_manu,Lanio_versicolor,P116172,Mite.Group2,
"Thraupidae
",Thraupidae,Lanio versicolor,Lanio versicolor,,,1,canopy,lowland_manu,Lanio_versicolor,P116232,Mite.Group2,
"Thraupidae
",Thraupidae,Lanio versicolor,Lanio versicolor,,,1,canopy,lowland_manu,Lanio_versicolor,P130233,Mite.Group2,
"Thraupidae
",Thraupidae,Lanio versicolor,Lanio versicolor,,,1,canopy,lowland_manu,Lanio_versicolor,P115976,Mite.Group2,Mesostigmatid
"Thraupidae
",Thraupidae,Lanio versicolor,Lanio versicolor,,,1,canopy,lowland_manu,Lanio_versicolor,P120975,Mite.Group2,Mesostigmatid
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W120335,Mite.Group,Feather
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W120338,Mite.Group,Feather
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W120412,Mite.Group,Feather
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W120468,Mite.Group,Feather
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W120676,Mite.Group,Feather
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W120877,Mite.Group,Feather
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W121223,Mite.Group,Feather
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130676,Mite.Group,Feather
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130897,Mite.Group,Feather
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130898,Mite.Group,Feather
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130914,Mite.Group,Feather
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130920,Mite.Group,Feather
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W120474,Mite.Group,Feather
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130637,Mite.Group,Feather
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W120335,Mite.Group2,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W120338,Mite.Group2,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W120412,Mite.Group2,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W120468,Mite.Group2,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W120676,Mite.Group2,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W120877,Mite.Group2,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W121223,Mite.Group2,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130676,Mite.Group2,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130897,Mite.Group2,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130898,Mite.Group2,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130914,Mite.Group2,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130920,Mite.Group2,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W120474,Mite.Group2,Mesostigmatid
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130637,Mite.Group2,Mesostigmatid
Thraupidae,Thraupidae,Iridosornis analis,Iridosornis analis,,,1,understory,montane_manu,Iridosornis_analis,TL120060,Mite.Group,Feather
Thraupidae,Thraupidae,Iridosornis analis,Iridosornis analis,,,1,understory,montane_manu,Iridosornis_analis,TL120062,Mite.Group,Feather
