sample,Sample_label,Sample_No,Full_Label,species_jetz,species_clean,species_binomial,family,sociality,mass_tidy,elevation_cat,foraging_cat,Powder.lvl,elevation_midpoint,ectoparasites_PA,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x,X.y,ectoparasite_code,species,species_taxonomy_SACC_2021,jetz_species,elevation_all_years,net_elevation,elevation_extrapolated_date,elevation_midpoint,Species_parameters,Station
120711,P12,711,P120711,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,0,1,0,0,0,0,0,0,8,0,0,Automolus_ochrolaemus,1104,30_6_2012_pantiacolla_Automolus ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,415,NA,415,680,Automolus ochrolaemus,pantiacolla
120712,P12,712,P120712,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,0,1,0,0,0,0,0,0,180,0,0,Habia_rubica,1101,30_6_2012_pantiacolla_Habia rubica,Habia rubica,Habia rubica,Habia rubica,415,NA,415,413,Habia rubica,pantiacolla
120715,P12,715,P120715,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,0,0,0,0,0,0,0,0,0,0,0,0,NA,5333,___pantiacolla_Automolus ochrolaemus,NA,NA,NA,NA,NA,NA,680,Automolus ochrolaemus,pantiacolla
120716,P12,716,P120716,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,0,1,0,0,0,0,0,0,1,0,0,Pipra_fasciicauda,1107,30_6_2012_pantiacolla_Pipra fasciicauda,Pipra fasciicauda,Pipra fasciicauda,Pipra fasciicauda,415,NA,415,413,Pipra fasciicauda,pantiacolla
120713,P12,713,P120713,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,1,0,0,3,1,1,1,0,0,0,0,NA,1102,30_6_2012_pantiacolla_Habia rubica,Habia rubica,Habia rubica,Habia rubica,415,NA,415,413,Habia rubica,pantiacolla
120744,P12,744,P120744,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,low,413,1,0,1,0,0,0,0,0,0,4,0,0,Terenotriccus_erythrurus,1120,2_7_2012_pantiacolla_Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus erythrurus,NA,NA,NA,413,Terenotriccus erythrurus,pantiacolla
120752,P12,752,P120752,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,0,0,0,0,0,0,0,0,0,0,0,0,NA,1119,2_7_2012_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis salvini,Gymnopithys salvini,NA,NA,NA,415,Gymnopithys salvini,pantiacolla
120769,P12,769,P120769,Phlegopsis_nigromaculata,Phlegopsis nigromaculata,Phlegopsis_nigromaculata,Thamnophilidae,0,48.78089286,lowland_manu,ground,low,413,0,0,0,0,0,0,0,0,0,0,0,0,NA,1127,10_7_2012_pantiacolla_Phlegopsis nigromaculata,Phlegopsis nigromaculata,Phlegopsis nigromaculata,Phlegopsis nigromaculata,NA,NA,NA,413,Phlegopsis nigromaculata,pantiacolla
120779,P12,779,P120779,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,0,1,0,0,0,0,0,0,3,0,0,Arremon_taciturnus,4404,13_7_2012_pantiacolla_Arremon taciturnus,NA,NA,NA,NA,NA,NA,429,Arremon taciturnus,pantiacolla
120795,P12,795,P120795,Xiphorhynchus_elegans,Xiphorhynchus elegans,Xiphorhynchus_elegans,Dendrocolaptidae,1,38.50835294,lowland_manu,midhigh,low,421,1,0,1,0,0,0,0,0,0,23,0,0,Xiphorhynchus_elegans,4409,19_7_2012_pantiacolla_Xiphorhynchus elegans,NA,NA,NA,NA,NA,NA,421,Xiphorhynchus elegans,pantiacolla
120783,P12,783,P120783,Xiphorhynchus_elegans,Xiphorhynchus elegans,XIphorhynchus_elegans,Dendrocolaptidae,1,38.50835294,lowland_manu,midhigh,low,421,0,0,0,0,0,0,0,0,0,0,0,0,NA,4405,14_7_2012_pantiacolla_XIphorhynchus elegans,NA,NA,NA,NA,NA,NA,421,XIphorhynchus elegans,pantiacolla
120790,P12,790,P120790,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,none,429,1,0,1,0,0,0,0,0,0,1,0,1,Arremon_taciturnus,1137,17_7_2012_pantiacolla_Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,NA,NA,NA,429,Arremon taciturnus,pantiacolla
120799,P12,799,P120799,Myrmotherula_menetriesii,Myrmotherula menetriesii,Myrmotherula_menetriesii,Thamnophilidae,1,9.046,lowland_manu,midhigh,low,423.5,1,0,1,0,0,0,0,0,0,1,0,0,Myrmotherula_menetriesii,1140,21_7_2012_pantiacolla_Myrmotherula menetriesii,Myrmotherula menetriesii,Myrmotherula menetriesii,Myrmotherula menetriesii,NA,NA,NA,423.5,Myrmotherula menetriesii,pantiacolla
120800,P12,800,P120800,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,0,0,0,0,0,0,0,0,0,0,0,0,NA,4411,21_7_2012_pantiacolla_Automolus ochrolaemus,NA,NA,NA,NA,NA,NA,680,Automolus ochrolaemus,pantiacolla
120814,P12,814,P120814,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,0,1,0,0,0,0,0,0,18,0,0,Habia_rubica,4415,27_7_2012_pantiacolla_Habia rubica,NA,NA,NA,NA,NA,NA,413,Habia rubica,pantiacolla
120850,P12,850,P120850,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,0,0,0,0,0,0,0,0,0,0,0,0,NA,4433,13_8_2012_pantiacolla_Thamnophilus schistaceus,NA,NA,NA,NA,NA,NA,439,Thamnophilus schistaceus,pantiacolla
120870,P12,870,P120870,Ramphotrigon_fuscicauda,Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,Tyrannidae,1,18.96923077,lowland_manu,undersory-midhigh,low,431,1,0,1,0,0,0,0,0,0,7,1,1,Ramphotrigon_fuscicauda,1165,15_8_2012_pantiacolla_Ramphotrigon fuscicauda,Ramphotrigon fuscicauda,Ramphotrigon fuscicauda,Ramphotrigon fuscicauda,NA,NA,415,431,Ramphotrigon fuscicauda,pantiacolla
120913,P12,913,P120913,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,1,1,0,1,0,0,1,0,18,0,0,Habia_rubica,1184,22_8_2012_pantiacolla_Habia rubica,Habia rubica,Habia rubica,Habia rubica,438,NA,438,413,Habia rubica,pantiacolla
120920,P12,920,P120920,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,0,1,0,0,0,0,0,0,6,0,0,Arremon_taciturnus,1177,22_8_2012_pantiacolla_Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,438,NA,438,429,Arremon taciturnus,pantiacolla
120964,P12,964,P120964,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,0,0,0,0,0,0,0,0,0,0,0,0,NA,1198,23_8_2012_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis salvini,Gymnopithys salvini,438,NA,438,415,Gymnopithys salvini,pantiacolla
121005,P12,1005,P121005,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,med,421,0,0,0,0,0,0,0,0,0,0,0,0,NA,1213,30_8_2012_pantiacolla_Tangara schrankii,Tangara schrankii,Tangara schrankii,Tangara schrankii,422,NA,422,421,Tangara schrankii,pantiacolla
121042,P12,1042,P121042,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,0,1,0,0,0,0,0,0,6,0,0,Arremon_taciturnus,1231,4_9_2012_pantiacolla_Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,421,NA,421,429,Arremon taciturnus,pantiacolla
121064,P12,1064,P121064,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,low,421,0,0,0,0,0,0,0,0,0,0,0,0,NA,1247,5_9_2012_pantiacolla_Tangara schrankii,Tangara schrankii,Tangara schrankii,Tangara schrankii,421,NA,421,421,Tangara schrankii,pantiacolla
121135,P12,1135,P121135,Phlegopsis_nigromaculata,Phlegopsis nigromaculata,Phlegopsis_nigromaculata,Thamnophilidae,0,48.78089286,lowland_manu,ground,low,413,1,0,1,0,0,0,0,0,0,1,0,0,Phlegopsis_nigromaculata,1260,19_9_2012_pantiacolla_Phlegopsis nigromaculata,Phlegopsis nigromaculata,Phlegopsis nigromaculata,Phlegopsis nigromaculata,381,NA,381,413,Phlegopsis nigromaculata,pantiacolla
121354,P12,1354,P121354,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,0,0,0,0,0,0,0,0,0,0,0,0,NA,1353,20_10_2012_pantiacolla_Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,415,NA,415,429,Arremon taciturnus,pantiacolla
121399,P12,1399,P121399,Xiphorhynchus_elegans,Xiphorhynchus elegans,Xiphorhynchus_elegans,Dendrocolaptidae,1,38.50835294,lowland_manu,midhigh,low,421,1,0,1,1,0,0,0,0,0,1,0,0,Xiphorhynchus_elegans,1378,25_10_2012_pantiacolla_Xiphorhynchus elegans,Xiphorhynchus elegans,Xiphorhynchus elegans,Xiphorhynchus elegans,385,NA,385,421,Xiphorhynchus elegans,pantiacolla
121417,P12,1417,P121417,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,1,1,0,3,2,0,1,0,7,0,0,Arremon_taciturnus,1384,26_10_2012_pantiacolla_Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,385,NA,385,429,Arremon taciturnus,pantiacolla
121426,P12,1426,P121426,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,0,0,0,0,0,0,0,0,0,0,0,0,NA,1388,26_10_2012_pantiacolla_Habia rubica,Habia rubica,Habia rubica,Habia rubica,385,NA,385,413,Habia rubica,pantiacolla
121430,P12,1430,P121430,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,0,1,0,0,0,0,0,0,1,0,0,Arremon_taciturnus,1385,26_10_2012_pantiacolla_Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,385,NA,385,429,Arremon taciturnus,pantiacolla
121467,P12,1467,P121467,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,0,0,0,0,0,0,0,0,0,0,0,0,NA,1413,31_10_2012_pantiacolla_Thamnophilus schistaceus,Thamnophilus schistaceus,Thamnophilus schistaceus,Thamnophilus schistaceus,398,NA,398,439,Thamnophilus schistaceus,pantiacolla
121508,P12,1508,P121508,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,0,1,0,0,0,0,0,0,1,0,0,Oneillornis_salvini,1434,2_11_2012_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis salvini,Gymnopithys salvini,398,NA,398,415,Gymnopithys salvini,pantiacolla
121575,P12,1575,P121575,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,low,421,1,0,1,0,0,0,0,0,0,3,0,1,Tangara_schrankii,1478,19_11_2012_pantiacolla_Tangara schrankii,Tangara schrankii,Tangara schrankii,Tangara schrankii,413,NA,413,421,Tangara schrankii,pantiacolla
121580,P12,1580,P121580,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,low,413,1,0,1,0,0,0,0,0,0,6,0,0,Terenotriccus_erythrurus,1475,19_11_2012_pantiacolla_Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus erythrurus,413,NA,413,413,Terenotriccus erythrurus,pantiacolla
121593,P12,1593,P121593,Myrmotherula_longipennis,Myrmotherula longipennis,Myrmotherula_longipennis,Thamnophilidae,1,9.109375,lowland_manu,undersory-midhigh,low,418.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,1490,20_11_2012_pantiacolla_Myrmotherula longipennis,Myrmotherula longipennis,Myrmotherula longipennis,Myrmotherula longipennis,413,NA,413,418.5,Myrmotherula longipennis,pantiacolla
121775,P12,1775,P121775,Phaethornis_koepckeae,Phaethornis koepckeae,Phaethornis_koepckeae,Trochilidae,0,5.275526316,lowland_manu,understory,low,418,1,1,0,0,0,0,0,0,0,0,0,0,NA,1582,3_12_2012_pantiacolla_Phaethornis koepckeae,Phaethornis koepckeae,Phaethornis koepckeae,Phaethornis koepckeae,414,NA,414,418,Phaethornis koepckeae,pantiacolla
121756,P12,1756,P121756,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,0,0,0,0,0,0,0,0,0,0,0,0,NA,1575,3_12_2012_pantiacolla_Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,414,NA,414,429,Arremon taciturnus,pantiacolla
121798,P12,1798,P121798,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,0,0,0,0,0,0,0,0,0,0,0,0,NA,1595,6_12_2012_pantiacolla_Thamnophilus schistaceus,Thamnophilus schistaceus,Thamnophilus schistaceus,Thamnophilus schistaceus,392,NA,392,439,Thamnophilus schistaceus,pantiacolla
130002,P13,2,P130002,Rhytipterna_simplex,Rhytipterna simplex,Rhytipterna_simplex,Tyrannidae,0,39.808,lowland_manu,undersory-midhigh,low,526,1,1,1,0,1,0,0,1,0,2,0,0,Rhytipterna_simplex,2876,26_8_2013_pantiacolla_Rhytipterna simplex,Rhytipterna simplex,Rhytipterna simplex,Rhytipterna simplex,432,NA,432,526,Rhytipterna simplex,pantiacolla
130003,P13,3,P130003,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,0,1,0,0,0,0,0,0,1,0,0,Oneillornis_salvini,2872,26_8_2013_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis salvini,Gymnopithys salvini,432,NA,432,415,Gymnopithys salvini,pantiacolla
130060,P13,60,P130060,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,1,0,1,0,0,0,0,0,0,5,0,0,Thamnophilus_schistaceus,2904,28_8_2013_pantiacolla_Thamnophilus schistaceus,Thamnophilus schistaceus,Thamnophilus schistaceus,Thamnophilus schistaceus,432,NA,432,439,Thamnophilus schistaceus,pantiacolla
130298,P13,298,P130298,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,med,415,1,1,1,0,6,0,1,5,0,28,0,0,Oneillornis_salvini,3031,14_9_2013_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis salvini,Gymnopithys salvini,415,NA,415,415,Gymnopithys salvini,pantiacolla
130269,P13,269,P130269,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,med,429,1,1,1,0,3,1,0,2,0,3,0,0,Arremon_taciturnus,3018,10_9_2013_pantiacolla_Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,410,NA,410,429,Arremon taciturnus,pantiacolla
130182,P13,182,P130182,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,1,1,0,7,2,1,2,0,15,0,0,Oneillornis_salvini,2976,6_9_2013_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis salvini,Gymnopithys salvini,398,NA,398,415,Gymnopithys salvini,pantiacolla
130067,P13,67,P130067,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,1,0,1,0,0,0,0,0,0,1,0,0,Thamnophilus_schistaceus,2905,28_8_2013_pantiacolla_Thamnophilus schistaceus,Thamnophilus schistaceus,Thamnophilus schistaceus,Thamnophilus schistaceus,432,NA,432,439,Thamnophilus schistaceus,pantiacolla
130131,P13,131,P130131,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,1,1,0,2,1,1,0,0,1,0,0,Arremon_taciturnus,2942,3_9_2013_pantiacolla_Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,385,NA,385,429,Arremon taciturnus,pantiacolla
130155,P13,155,P130155,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,1,1,0,2,1,0,0,0,1,0,0,Oneillornis_salvini,2955,5_9_2013_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis salvini,Gymnopithys salvini,398,NA,398,415,Gymnopithys salvini,pantiacolla
130180,P13,180,P130180,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,1,1,0,10,1,9,0,0,1,0,0,Oneillornis_salvini,2975,6_9_2013_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis salvini,Gymnopithys salvini,398,NA,398,415,Gymnopithys salvini,pantiacolla
121342,SP12,1342,SP121342,Myrmotherula_schisticolor,Myrmotherula schisticolor,Myrmotherula_schisticolor,Thamnophilidae,1,9.628441558,montane_manu,midhigh,low,1487,1,0,1,0,0,0,0,0,0,12,0,0,Myrmotherula_schisticolor,4657,17_11_2012_san_pedro_Myrmotherula schisticolor,NA,NA,NA,NA,NA,NA,1487,Myrmotherula schisticolor,san_pedro
121402,SP12,1402,SP121402,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,1,1,0,2,0,0,2,0,2,0,0,Myiothlypis_coronata,4662,18_11_2012_san_pedro_Basileuterus coronatus,NA,NA,NA,NA,NA,1449,1541,Basileuterus coronatus,san_pedro
121325,SP12,1325,SP121325,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,0,1,0,0,0,0,0,0,25,13,13,Cyphorhinus_thoracicus,2200,11_11_2012_san_pedro_Cyphorhinus thoracicus,Cyphorhinus thoracicus,Cyphorhinus thoracicus,Cyphorhinus thoracicus,1262,NA,1262,1348,Cyphorhinus thoracicus,san_pedro
130335,P13,335,P130335,Myrmeciza_hemimelaena,Sciaphylax hemimelaena,Sciaphylax_hemimelaena,Thamnophilidae,0,16.58849057,lowland_manu,ground-understory,low,818,0,0,0,0,0,0,0,0,0,0,0,0,NA,3037,16_9_2013_pantiacolla_Myrmeciza hemimelaena,Myrmeciza hemimelaena,Sciaphylax hemimelaena,Myrmeciza hemimelaena,415,NA,415,818,Myrmeciza hemimelaena,pantiacolla
130332,P13,332,P130332,Deconychura_longicauda,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,30.6912,lowland_manu,midhigh,low,439,0,0,0,0,0,0,0,0,0,0,0,0,NA,3038,16_9_2013_pantiacolla_Deconychura longicauda,Deconychura longicauda,Deconychura longicauda,Deconychura longicauda,415,NA,415,439,Deconychura longicauda,pantiacolla
130334,P13,334,P130334,Rhytipterna_simplex,Rhytipterna simplex,Rhytipterna_simplex,Tyrannidae,0,39.808,lowland_manu,undersory-midhigh,med,526,1,0,1,0,0,0,0,0,0,4,1,1,Rhytipterna_simplex,3039,16_9_2013_pantiacolla_Rhytipterna simplex,Rhytipterna simplex,Rhytipterna simplex,Rhytipterna simplex,415,NA,415,526,Rhytipterna simplex,pantiacolla
130351,P13,351,P130351,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,med,429,1,1,1,0,11,3,3,5,0,6,0,0,Arremon_taciturnus,3041,17_9_2013_pantiacolla_Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,Arremon taciturnus,415,NA,415,429,Arremon taciturnus,pantiacolla
130353,P13,353,P130353,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,0,1,0,0,0,0,0,0,1,0,0,Automolus_ochrolaemus,3040,17_9_2013_pantiacolla_Automolus ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,415,NA,415,680,Automolus ochrolaemus,pantiacolla
130443,P13,443,P130443,Phlegopsis_nigromaculata,Phlegopsis nigromaculata,Phlegopsis_nigromaculata,Thamnophilidae,0,48.78089286,lowland_manu,ground,med,413,1,0,1,0,0,0,0,0,0,4,0,0,Phlegopsis_nigromaculata,3121,24_9_2013_pantiacolla_Phlegopsis nigromaculata,Phlegopsis nigromaculata,Phlegopsis nigromaculata,Phlegopsis nigromaculata,395,NA,395,413,Phlegopsis nigromaculata,pantiacolla
130355,P13,355,P130355,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,low,413,0,0,0,0,0,0,0,0,0,0,0,0,NA,3047,17_9_2013_pantiacolla_Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus erythrurus,415,NA,415,413,Terenotriccus erythrurus,pantiacolla
130392,P13,392,P130392,Deconychura_longicauda,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,30.6912,lowland_manu,midhigh,high,439,1,0,1,0,0,0,0,0,0,5,0,0,Deconychura_longicauda,3086,20_9_2013_pantiacolla_Deconychura longicauda,Deconychura longicauda,Deconychura longicauda,Deconychura longicauda,410,NA,410,439,Deconychura longicauda,pantiacolla
130803,P13,803,P130803,Ramphotrigon_fuscicauda,Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,Tyrannidae,1,18.96923077,lowland_manu,undersory-midhigh,high,431,1,0,1,0,0,0,0,0,0,37,0,0,Ramphotrigon_fuscicauda,5072,31_10_2013_pantiacolla_Ramphotrigon fuscicauda,NA,NA,NA,NA,NA,NA,431,Ramphotrigon fuscicauda,pantiacolla
130887,P13,887,P130887,Myrmeciza_hemimelaena,Sciaphylax hemimelaena,Sciaphylax_hemimelaena,Thamnophilidae,0,16.58849057,lowland_manu,ground-understory,low,818,1,0,1,0,0,0,0,0,0,1,0,0,Sciaphylax_hemimelaena,3216,5_11_2013_pantiacolla_Myrmeciza hemimelaena,Myrmeciza hemimelaena,Sciaphylax hemimelaena,Myrmeciza hemimelaena,397,NA,397,818,Myrmeciza hemimelaena,pantiacolla
110004,SP11,4,SP110004,Trichothraupis_melanops,Trichothraupis melanops,Trichothraupis_melanops,Thraupidae,1,24.68761468,montane_manu,other,high,1387,1,1,1,0,1,0,0,1,0,58,0,0,Trichothraupis_melanops,1002,2_9_2011_san_pedro_Trichothraupis melanops,Trichothraupis melanops,Trichothraupis melanops,Trichothraupis melanops,1383,NA,1383,1387,Trichothraupis melanops,san_pedro
110009,SP11,9,SP110009,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,1,1,0,9,1,0,1,0,12,0,0,Myiothlypis_coronata,4245,5_9_2011_san_pedro_Basileuterus coronatus,NA,NA,NA,NA,NA,NA,1541,Basileuterus coronatus,san_pedro
110017,SP11,17,SP110017,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,high,1541,1,0,1,0,0,0,0,0,0,1,0,0,Myiothlypis_coronata,4248,8_9_2011_san_pedro_Basileuterus coronatus,NA,NA,NA,NA,NA,NA,1541,Basileuterus coronatus,san_pedro
110027,SP11,27,SP110027,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,1,0,4,3,0,1,yes,3,0,0,Thripadectes_melanorhynchus,1012,12_9_2011_san_pedro_Thripadectes melanorhynchus,Thripadectes melanorhynchus,Thripadectes melanorhynchus,Thripadectes melanorhynchus,1383,NA,1383,1337,Thripadectes melanorhynchus,san_pedro
110036,SP11,36,SP110036,Trichothraupis_melanops,Trichothraupis melanops,Trichothraupis_melanops,Thraupidae,1,24.68761468,montane_manu,other,low,1387,1,1,0,0,1,0,0,1,0,0,0,0,NA,930,16_9_2011_san_pedro_Trichothraupis melanops,Trichothraupis melanops,Trichothraupis melanops,Trichothraupis melanops,1387,NA,1387,1387,Trichothraupis melanops,san_pedro
110039,SP11,39,SP110039,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,1,0,2,1,0,0,0,2,0,0,Thripadectes_melanorhynchus,928,16_9_2011_san_pedro_Thripadectes melanorhynchus,Thripadectes melanorhynchus,Thripadectes melanorhynchus,Thripadectes melanorhynchus,1387,NA,1387,1337,Thripadectes melanorhynchus,san_pedro
110038,SP11,38,SP110038,Trichothraupis_melanops,Trichothraupis melanops,Trichothraupis_melanops,Thraupidae,1,24.68761468,montane_manu,other,low,1387,1,1,1,0,1,0,1,0,0,1,0,0,Trichothraupis_melanops,931,16_9_2011_san_pedro_Trichothraupis melanops,Trichothraupis melanops,Trichothraupis melanops,Trichothraupis melanops,1387,NA,1387,1387,Trichothraupis melanops,san_pedro
110048,SP11,48,SP110048,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,0,0,0,0,0,0,0,0,0,0,0,0,NA,937,19_9_2011_san_pedro_Thripadectes melanorhynchus,Thripadectes melanorhynchus,Thripadectes melanorhynchus,Thripadectes melanorhynchus,1387,NA,1387,1337,Thripadectes melanorhynchus,san_pedro
