X.,Collection,Sample_Group,Sample.No...,Full_Label,species_binomial,Host.Order,Host.Family,Box.Location,Mite.Group,Mite.Genus,Mite.Species,Total,Mite.Group2,Mite.Genus2,Mite.Species2,Total2,Comment,total_mites,total_mesostigmatidae,total_no_feathers_mites,X,X.1,X.2,X.3,species_clean,mass_tidy,bill_tidy,wing_tidy,tail_tidy,wing_index_tidy,tarsus_tidy,sociality,ForStrat_ground,ForStrat_understory,ForStrat_midhigh,ForStrat_canopy,species_jetz,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,foraging_cat,elevation_cat,sample
565,JEJ,W13,453,W130453,Kleinothraupis_atropileus,Passeriformes,"Thraupidae
",,Feather,,NA,136,,,NA,NA,,136,0,0,NA,NA,NA,NA,Kleinothraupis atropileus,20.552,9.195769231,70.85714286,73.6,13.2,23.8,1,0,90,10,0,Hemispingus atropileus,12847,Hemispingus_atropileus,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Black-capped Hemispingus,bow12847,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,high_montane_manu,130453
566,JEJ,W13,497,W130497,Kleinothraupis_atropileus,Passeriformes,"Thraupidae
",,Feather,,NA,300,,,NA,NA,,300,0,0,NA,NA,NA,NA,Kleinothraupis atropileus,20.552,9.195769231,70.85714286,73.6,13.2,23.8,1,0,90,10,0,Hemispingus atropileus,12847,Hemispingus_atropileus,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Black-capped Hemispingus,bow12847,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,high_montane_manu,130497
567,JEJ,W13,560,W130560,Arremon_torquatus,Passeriformes,"Passerellidae
",,Feather,,NA,2,,,NA,NA,,2,0,0,NA,NA,NA,NA,Arremon torquatus,42.28636364,11.60647059,76.97058824,85.7,9.8,32.2,1,0,50,50,0,Arremon torquatus,12651,Arremon_torquatus,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Stripe-headed Brush-finch,bow12651,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,undersory-midhigh,high_montane_manu,130560
568,JEJ,W13,561,W130561,Arremon_torquatus,Passeriformes,"Passerellidae
",,Feather,,NA,37,Trombiculid,,NA,1,,38,0,1,NA,NA,NA,NA,Arremon torquatus,42.28636364,11.60647059,76.97058824,85.7,9.8,32.2,1,0,50,50,0,Arremon torquatus,12651,Arremon_torquatus,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Stripe-headed Brush-finch,bow12651,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,undersory-midhigh,high_montane_manu,130561
569,JEJ,W13,572,W130572,Arremon_torquatus,Passeriformes,"Passerellidae
",,Feather,,NA,21,Trombiculid,,NA,1,,22,0,1,NA,NA,NA,NA,Arremon torquatus,42.28636364,11.60647059,76.97058824,85.7,9.8,32.2,1,0,50,50,0,Arremon torquatus,12651,Arremon_torquatus,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Stripe-headed Brush-finch,bow12651,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,undersory-midhigh,high_montane_manu,130572
570,JEJ,W13,633,W130633,Myioborus_melanocephalus,Passeriformes,"Parulidae
",,Feather,,NA,9,,,NA,NA,,9,0,0,NA,NA,NA,NA,Myioborus melanocephalus,11.53984848,6.9432,65.4,66.5,15.5,19.6,1,0,20,0,80,Myioborus melanocephalus,12766,Myioborus_melanocephalus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Spectacled Redstart,bow12766,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,canopy,high_montane_manu,130633
571,JEJ,W13,637,W130637,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,Feather,,NA,187,Mesostigmatid,,NA,2,,189,2,2,NA,NA,NA,NA,Iridosornis jelskii,20.34714286,7.004603175,72.94117647,64.7,16.8,23.9,1,0,60,40,0,Iridosornis jelskii,12964,Iridosornis_jelskii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden-collared Tanager,bow12964,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,high_montane_manu,130637
572,JEJ,W13,676,W130676,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,Feather,,NA,41,,,NA,NA,,41,0,0,NA,NA,NA,NA,Iridosornis jelskii,20.34714286,7.004603175,72.94117647,64.7,16.8,23.9,1,0,60,40,0,Iridosornis jelskii,12964,Iridosornis_jelskii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden-collared Tanager,bow12964,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,high_montane_manu,130676
573,JEJ,W13,826,W130826,Kleinothraupis_atropileus,Passeriformes,"Thraupidae
",,Feather,,NA,515,,,NA,NA,,515,0,0,NA,NA,NA,NA,Kleinothraupis atropileus,20.552,9.195769231,70.85714286,73.6,13.2,23.8,1,0,90,10,0,Hemispingus atropileus,12847,Hemispingus_atropileus,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Black-capped Hemispingus,bow12847,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,high_montane_manu,130826
574,JEJ,W13,677,W130677,Chlorornis_riefferii,Passeriformes,Thraupidae,,Feather,,NA,191,,,NA,NA,,191,0,0,NA,NA,NA,NA,Chlorornis riefferii,48.93459016,11.33787234,104.9016393,87.2,18.2,29.3,1,0,30,70,0,Chlorornis riefferii,12830,Chlorornis_riefferii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Grass-green Tanager,bow12830,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,high_montane_manu,130677
575,JEJ,W13,700,W130700,Chlorornis_riefferii,Passeriformes,Thraupidae,,Feather,,NA,27,,,NA,NA,,27,0,0,NA,NA,NA,NA,Chlorornis riefferii,48.93459016,11.33787234,104.9016393,87.2,18.2,29.3,1,0,30,70,0,Chlorornis riefferii,12830,Chlorornis_riefferii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Grass-green Tanager,bow12830,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,high_montane_manu,130700
576,JEJ,W13,753,W130753,Pyrrhomyias_cinnamomeus,Passeriformes,"Tyrannidae
",,Feather,,NA,10,,,NA,NA,,10,0,0,NA,NA,NA,NA,Pyrrhomyias cinnamomeus,11.10103448,7.602380952,68.31034483,61.3,22.7,12.8,1,0,100,0,0,Pyrrhomyias cinnamomeus,6006,Pyrrhomyias_cinnamomeus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Cinnamon Flycatcher,bow06006,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,high_montane_manu,130753
577,JEJ,P11,129,P110129,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Feather,,NA,2,,,NA,NA,,2,0,0,NA,NA,NA,NA,Leptopogon amaurocephalus,11.67782609,8.840697674,61.33695652,55.3,18.7,14.5,1,0,50,50,0,Leptopogon amaurocephalus,5768,Leptopogon_amaurocephalus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Sepia-capped Flycatcher,bow05768,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,110129
578,JEJ,W13,824,W130824,Kleinothraupis_atropileus,Passeriformes,"Thraupidae
",,Feather,,NA,41,,,NA,NA,,41,0,0,NA,NA,NA,NA,Kleinothraupis atropileus,20.552,9.195769231,70.85714286,73.6,13.2,23.8,1,0,90,10,0,Hemispingus atropileus,12847,Hemispingus_atropileus,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Black-capped Hemispingus,bow12847,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,high_montane_manu,130824
579,JEJ,P11,406,P110406,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Feather,,NA,5,,,NA,NA,,5,0,0,NA,NA,NA,NA,Leptopogon amaurocephalus,11.67782609,8.840697674,61.33695652,55.3,18.7,14.5,1,0,50,50,0,Leptopogon amaurocephalus,5768,Leptopogon_amaurocephalus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Sepia-capped Flycatcher,bow05768,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,110406
580,JEJ,P11,5912,P115912,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Feather,,NA,23,Trombiculid,,NA,1,,24,0,1,NA,NA,NA,NA,Leptopogon amaurocephalus,11.67782609,8.840697674,61.33695652,55.3,18.7,14.5,1,0,50,50,0,Leptopogon amaurocephalus,5768,Leptopogon_amaurocephalus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Sepia-capped Flycatcher,bow05768,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,115912
581,JEJ,W13,897,W130897,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,Feather,,NA,53,,,NA,NA,,53,0,0,NA,NA,NA,NA,Iridosornis jelskii,20.34714286,7.004603175,72.94117647,64.7,16.8,23.9,1,0,60,40,0,Iridosornis jelskii,12964,Iridosornis_jelskii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden-collared Tanager,bow12964,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,high_montane_manu,130897
582,JEJ,W13,898,W130898,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,Feather,,NA,115,,,NA,NA,,115,0,0,NA,NA,NA,NA,Iridosornis jelskii,20.34714286,7.004603175,72.94117647,64.7,16.8,23.9,1,0,60,40,0,Iridosornis jelskii,12964,Iridosornis_jelskii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden-collared Tanager,bow12964,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,high_montane_manu,130898
583,JEJ,W13,914,W130914,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,Feather,,NA,47,,,NA,NA,,47,0,0,NA,NA,NA,NA,Iridosornis jelskii,20.34714286,7.004603175,72.94117647,64.7,16.8,23.9,1,0,60,40,0,Iridosornis jelskii,12964,Iridosornis_jelskii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden-collared Tanager,bow12964,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,high_montane_manu,130914
584,JEJ,W13,920,W130920,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,Feather,,NA,19,,,NA,NA,,19,0,0,NA,NA,NA,NA,Iridosornis jelskii,20.34714286,7.004603175,72.94117647,64.7,16.8,23.9,1,0,60,40,0,Iridosornis jelskii,12964,Iridosornis_jelskii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden-collared Tanager,bow12964,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,high_montane_manu,130920
585,JEJ,W13,939,W130939,Anisognathus_igniventris,Passeriformes,"Thraupidae
",,Feather,,NA,132,,,NA,NA,,132,0,0,NA,NA,NA,NA,Anisognathus igniventris,34.8345,8.160857143,86.69387755,75.3,16.8,25.1,1,0,20,50,30,Anisognathus igniventris,12958,Anisognathus_igniventris,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Scarlet-bellied Mountain-tanager,bow12958,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,high_montane_manu,130939
586,JEJ,P11,6216,P116216,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Feather,,NA,6,Trombiculid,,NA,1,,7,0,1,NA,NA,NA,NA,Leptopogon amaurocephalus,11.67782609,8.840697674,61.33695652,55.3,18.7,14.5,1,0,50,50,0,Leptopogon amaurocephalus,5768,Leptopogon_amaurocephalus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Sepia-capped Flycatcher,bow05768,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116216
587,JEJ,P11,6225,P116225,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Feather,,NA,26,,,NA,NA,,26,0,0,NA,NA,NA,NA,Leptopogon amaurocephalus,11.67782609,8.840697674,61.33695652,55.3,18.7,14.5,1,0,50,50,0,Leptopogon amaurocephalus,5768,Leptopogon_amaurocephalus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Sepia-capped Flycatcher,bow05768,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116225
588,JEJ,P12,659,P120659,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Feather ,,NA,25,,,NA,NA,,25,0,0,NA,NA,NA,NA,Leptopogon amaurocephalus,11.67782609,8.840697674,61.33695652,55.3,18.7,14.5,1,0,50,50,0,Leptopogon amaurocephalus,5768,Leptopogon_amaurocephalus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Sepia-capped Flycatcher,bow05768,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,120659
589,JEJ,P12,679,P120679,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Feather,,NA,17,,,NA,NA,,17,0,0,NA,NA,NA,NA,Leptopogon amaurocephalus,11.67782609,8.840697674,61.33695652,55.3,18.7,14.5,1,0,50,50,0,Leptopogon amaurocephalus,5768,Leptopogon_amaurocephalus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Sepia-capped Flycatcher,bow05768,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,120679
590,JEJ,P12,736,P120736,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Feather,,NA,4,,,NA,NA,,4,0,0,NA,NA,NA,NA,Leptopogon amaurocephalus,11.67782609,8.840697674,61.33695652,55.3,18.7,14.5,1,0,50,50,0,Leptopogon amaurocephalus,5768,Leptopogon_amaurocephalus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Sepia-capped Flycatcher,bow05768,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,120736
591,JEJ,P12,812,P120812,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Oribatida,,NA,1,,,NA,NA,,1,0,1,NA,NA,NA,NA,Leptopogon amaurocephalus,11.67782609,8.840697674,61.33695652,55.3,18.7,14.5,1,0,50,50,0,Leptopogon amaurocephalus,5768,Leptopogon_amaurocephalus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Sepia-capped Flycatcher,bow05768,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,120812
592,JEJ,P12,922,P120922,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Feather,,NA,5,,,NA,NA,,5,0,0,NA,NA,NA,NA,Leptopogon amaurocephalus,11.67782609,8.840697674,61.33695652,55.3,18.7,14.5,1,0,50,50,0,Leptopogon amaurocephalus,5768,Leptopogon_amaurocephalus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Sepia-capped Flycatcher,bow05768,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,120922
593,JEJ,P12,1030,P121030,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Leptopogon amaurocephalus,11.67782609,8.840697674,61.33695652,55.3,18.7,14.5,1,0,50,50,0,Leptopogon amaurocephalus,5768,Leptopogon_amaurocephalus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Sepia-capped Flycatcher,bow05768,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,121030
594,JEJ,P12,1751,P121751,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Feather,,NA,8,,,NA,NA,,8,0,0,NA,NA,NA,NA,Leptopogon amaurocephalus,11.67782609,8.840697674,61.33695652,55.3,18.7,14.5,1,0,50,50,0,Leptopogon amaurocephalus,5768,Leptopogon_amaurocephalus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Sepia-capped Flycatcher,bow05768,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,121751
595,JEJ,P13,379,P130379,Leptopogon_amaurocephalus,Passeriformes,"Tyrannidae
",,Feather,,NA,3,,,NA,NA,,3,0,0,NA,NA,NA,NA,Leptopogon amaurocephalus,11.67782609,8.840697674,61.33695652,55.3,18.7,14.5,1,0,50,50,0,Leptopogon amaurocephalus,5768,Leptopogon_amaurocephalus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Sepia-capped Flycatcher,bow05768,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,130379
596,JEJ,P11,28,P110028,Pipra_fasciicauda,Passeriformes,Pipridae,,Feather,,NA,14,,,NA,NA,,14,0,0,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,110028
597,JEJ,P11,34,P110034,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,3,Oribatida,,NA,5,,8,0,5,NA,NA,NA,2,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,110034
597,JEJ,P11,34,P110034,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,3,Oribatida,,NA,5,,8,0,5,NA,NA,NA,2,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,110034
597,JEJ,P11,34,P110034,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,3,Oribatida,,NA,5,,8,0,5,NA,NA,NA,2,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,110034
597,JEJ,P11,34,P110034,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,3,Oribatida,,NA,5,,8,0,5,NA,NA,NA,2,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,110034
597,JEJ,P11,34,P110034,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,3,Oribatida,,NA,5,,8,0,5,NA,NA,NA,2,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,110034
597,JEJ,P11,34,P110034,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,3,Oribatida,,NA,5,,8,0,5,NA,NA,NA,2,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,110034
598,JEJ,P11,37,P110037,Habia_rubica,Passeriformes,"Cardinalidae
",,Feather,,NA,16,Oribatida,,NA,3,,19,0,3,NA,NA,NA,NA,Habia rubica,33.58774194,11.44724138,88.09677419,84,17.6,23.7,1,0,40,60,0,Habia rubica,12902,Habia_rubica,P12,"Cardinals, Allies","Cardinals, Allies",Red-crowned Ant-tanager,bow12902,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,lowland_manu,110037
599,JEJ,P11,41,P110041,Lepidothrix_coronata,Passeriformes,Pipridae,,Feather,,NA,7,Trombiculid/Oribatida,,NA,1,,8,0,1,NA,NA,NA,NA,Lepidothrix coronata,9.769768786,6.224307229,56.94444444,26.6,17.9,14.2,1,0,50,50,0,Lepidothrix coronata,6346,Lepidothrix_coronata,Pipridae,Manakins,Manakins,Blue-crowned Manakin,bow06346,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,110041
600,JEJ,P11,42,P110042,Momotus_momota,Coraciiformes,Momotidae,,Oribatida,,NA,1,,,NA,NA,,1,0,1,NA,NA,NA,2,Momotus momota,110.3235714,29.00533333,132.6923077,253.9,18.6,28.4,0,30,30,30,10,Momotus momota,1524,Momotus_momota,Motmotidae,"Kingfishers, Motmots, Todies","Bee-eaters, Kingfishers, Motmots, Todies, Rollers, Ground-Rollers",Blue-crowned Motmot,bow01524,BL3,Momotidae,Motmots,87,CORACIIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,ground-midhigh,lowland_manu,110042
601,JEJ,P11,43,P110043,Myrmotherula_longipennis,Passeriformes,Thamnophilidae,,Feather,,NA,2,,,NA,NA,,2,0,0,NA,NA,NA,NA,Myrmotherula longipennis,9.109375,9.376470588,56.77777778,32,18.2,15.6,1,0,50,50,0,Myrmotherula longipennis,6491,Myrmotherula_longipennis,Thamnophilidae,Antbirds,Antbirds,Long-winged Antwren,bow06491,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,110043
602,JEJ,P11,49,P110049,Habia_rubica,Passeriformes,Cardinalidae,,Feather,,NA,6,,,NA,NA,,6,0,0,NA,NA,NA,NA,Habia rubica,33.58774194,11.44724138,88.09677419,84,17.6,23.7,1,0,40,60,0,Habia rubica,12902,Habia_rubica,P12,"Cardinals, Allies","Cardinals, Allies",Red-crowned Ant-tanager,bow12902,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,lowland_manu,110049
603,JEJ,P11,53,P110053,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,3,Unknown,,NA,1,,4,0,0,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,110053
603,JEJ,P11,53,P110053,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,3,Unknown,,NA,1,,4,0,0,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,110053
603,JEJ,P11,53,P110053,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,3,Unknown,,NA,1,,4,0,0,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,110053
