X.,Collection,Sample_Group,Sample.No...,Full_Label,species_binomial,Host.Order,Host.Family,Box.Location,Mite.Group,Mite.Genus,Mite.Species,Total,Mite.Group2,Mite.Genus2,Mite.Species2,Total2,Comment,total_mites,total_mesostigmatidae,total_no_feathers_mites,X,X.1,X.2,X.3,species_clean,mass_tidy,bill_tidy,wing_tidy,tail_tidy,wing_index_tidy,tarsus_tidy,sociality,ForStrat_ground,ForStrat_understory,ForStrat_midhigh,ForStrat_canopy,species_jetz,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,foraging_cat,elevation_cat,sample
78,JUM,M,M487,M487,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,487
84,JUM,M,M497,M497,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,497
85,JUM,M,M499,M499,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,499
87,JUM,M,M507,M507,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,,Feather,,NA,6,,,NA,NA,,6,0,0,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,507
88,JUM,M,M515,M515,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather,,NA,3,Mesostigmatid,,NA,3,,6,3,3,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,515
89,JUM,M,M516,M516,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Mesostigmatid,,NA,5,,,NA,NA,,5,5,5,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,516
90,JUM,M,M519,M519,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Mesostigmatid,,NA,1,,,NA,NA,,1,1,1,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,519
93,JUM,M,M533,M533,Xiphorhynchus_elegans,Passeriformes,Furnariidae,,Feather,,NA,2,,,NA,NA,,2,0,0,NA,NA,NA,NA,Xiphorhynchus elegans,38.50835294,24.42858824,100.1363636,82,20.1,21.9,1,0,30,60,10,Xiphorhynchus elegans,20106,Xiphorhynchus_elegans,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Elegant Woodcreeper,bow20106,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,533
96,JUM,M,M540,M540,Microcerculus_marginatus,Passeriformes,Troglodytidae,,Feather,,NA,4,Mesostigmatid,,NA,1,,5,1,1,NA,NA,NA,NA,Microcerculus marginatus,18.81613333,12.17923077,59.61538462,24.2,11.6,23.5,0,50,50,0,0,Microcerculus marginatus,9781,Microcerculus_marginatus,M1,"Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers",Southern Nightingale-wren,bow09781,BL3,Troglodytidae,Wrens,162,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_iquitos,540
99,JUM,M,M543,M543,Microcerculus_marginatus,Passeriformes,Troglodytidae,,Feather,,NA,5,,,NA,NA,,5,0,0,NA,NA,NA,NA,Microcerculus marginatus,18.81613333,12.17923077,59.61538462,24.2,11.6,23.5,0,50,50,0,0,Microcerculus marginatus,9781,Microcerculus_marginatus,M1,"Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers",Southern Nightingale-wren,bow09781,BL3,Troglodytidae,Wrens,162,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_iquitos,543
101,JUM,M,M549,M549,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,549
102,JUM,M,M551,M551,Frederickena_unduligera,Passeriformes,Thamnophilidae,,Feather,,NA,1,Mesostigmatid,,NA,1,,2,1,1,NA,NA,NA,NA,Frederickena unduliger,78.66,16.3,98,91.4,9,35.1,0,40,40,20,0,Frederickena unduligera,6402,Frederickena_unduligera,Thamnophilidae,Antbirds,Antbirds,Undulated Antshrike,bow06402,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,other,lowland_iquitos,551
103,JUM,M,M560,M560,Terenotriccus_erythrurus,Passeriformes,"Tityridae
",,Feather,,NA,7,,,NA,NA,,7,0,0,NA,NA,NA,NA,Terenotriccus erythrurus,7.369767442,5.111627907,47.74468085,38.1,16.2,14.8,1,0,30,70,0,Terenotriccus erythrurus,5999,Terenotriccus_erythrurus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ruddy-tailed Flycatcher,bow05999,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,560
104,JUM,M,M561,M561,Xenops_minutus,Passeriformes,Furnariidae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Xenops minutus,12.16725806,10.44927273,61.44827586,49.2,22.1,14.7,1,0,50,50,0,Xenops minutus,6880,Xenops_minutus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain Xenops,bow06880,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_iquitos,561
106,JUM,M,M565,M565,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,,Feather,,NA,5,,,NA,NA,,5,0,0,NA,NA,NA,NA,Myrmoborus myotherinus,20.73168831,10.19666667,62.45783133,40.1,14.8,25.7,1,50,50,0,0,Myrmoborus myotherinus,6561,Myrmoborus_myotherinus,Thamnophilidae,Antbirds,Antbirds,Black-faced Antbird,bow06561,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,565
107,JUM,M,M571,M571,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,,Feather,,NA,4,,,NA,NA,,4,0,0,NA,NA,NA,NA,Myrmoborus myotherinus,20.73168831,10.19666667,62.45783133,40.1,14.8,25.7,1,50,50,0,0,Myrmoborus myotherinus,6561,Myrmoborus_myotherinus,Thamnophilidae,Antbirds,Antbirds,Black-faced Antbird,bow06561,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,571
109,JUM,M,M579,M579,Conopophaga_peruviana,Passeriformes,Conopophagidae,,Feather,,NA,7,,,NA,NA,,7,0,0,NA,NA,NA,NA,Conopophaga peruviana,24.6675,9.423809524,66.19047619,30.8,17.1,25.6,1,60,40,0,0,Conopophaga peruviana,7029,Conopophaga_peruviana,Conopophagidae,"Gnateaters, Allies","Gnateaters, Allies",Ash-throated Gnateater,bow07029,BL3,Conopophagidae,Gnateaters,107,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,579
111,JUM,M,M581,M581,Turdus_albicollis,Passeriformes,Turdidae,,Feather,,NA,2,,,NA,NA,,2,0,0,NA,NA,NA,NA,Turdus albicollis,50.02123288,11.26238806,104.8428571,90,21.2,30,0,80,0,20,0,Turdus albicollis,9003,Turdus_albicollis,M5,Thrushes,"Thrushes, Dippers, Chats, Old World Flycatchers",White-necked Thrush,bow09003,BL3,Turdidae,Thrushes,178,PASSERIFORMES,PASSERIFORMES,Passeri,ground,lowland_iquitos,581
112,JUM,M,M582,M582,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,,Feather,,NA,3,Mesostigmatid,,NA,1,,4,1,1,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,582
113,JUM,M,M583,M583,Dendrocincla_merula,Passeriformes,"Furnariidae
",,Feather,,NA,10,,,NA,NA,,10,0,0,NA,NA,NA,NA,Dendrocincla merula,46.92958333,19.43829268,102.744186,80,20.3,24.7,1,40,40,20,0,Dendrocincla merula,6896,Dendrocincla_merula,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",White-chinned Woodcreeper,bow06896,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,other,lowland_iquitos,583
114,JUM,M,M584,M584,Dendrocincla_merula,Passeriformes,"Furnariidae
",,Feather,,NA,2,,,NA,NA,,2,0,0,NA,NA,NA,NA,Dendrocincla merula,46.92958333,19.43829268,102.744186,80,20.3,24.7,1,40,40,20,0,Dendrocincla merula,6896,Dendrocincla_merula,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",White-chinned Woodcreeper,bow06896,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,other,lowland_iquitos,584
115,JUM,M,M588,M588,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,,Feather,,NA,2,,,NA,NA,,2,0,0,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,588
119,JUM,M,M594,M594,Dendrocincla_merula,Passeriformes,"Furnariidae
",,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Dendrocincla merula,46.92958333,19.43829268,102.744186,80,20.3,24.7,1,40,40,20,0,Dendrocincla merula,6896,Dendrocincla_merula,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",White-chinned Woodcreeper,bow06896,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,other,lowland_iquitos,594
120,JUM,M,M598,M598,Dendrocincla_fuliginosa,Passeriformes,"Furnariidae
",,Feather,,NA,2,,,NA,NA,,2,0,0,NA,NA,NA,NA,Dendrocincla fuliginosa,31.68493671,19.41738462,95.81428571,86.7,18.3,24.7,1,33,33,33,0,Dendrocincla fuliginosa,6893,Dendrocincla_fuliginosa,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain-brown Woodcreeper,bow06893,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-midhigh,lowland_iquitos,598
121,JUM,M,M600,M600,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,,Mesostigmatid,,NA,1,,,NA,NA,,1,1,1,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,600
124,JUM,M,M608,M608,Percnostola_fortis,Passeriformes,Thamnophilidae,,Feather,,NA,8,,,NA,NA,,8,0,0,NA,NA,NA,NA,Hafferia fortis,48.60083333,13.35384615,81.69230769,62.9,10.7,34.1,1,60,40,0,0,Myrmeciza fortis,6592,Myrmeciza_fortis,Thamnophilidae,Antbirds,Antbirds,Sooty Antbird,bow06592,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,608
125,JUM,M,M612,M612,Percnostola_fortis,Passeriformes,Thamnophilidae,,Feather,,NA,5,,,NA,NA,,5,0,0,NA,NA,NA,NA,Hafferia fortis,48.60083333,13.35384615,81.69230769,62.9,10.7,34.1,1,60,40,0,0,Myrmeciza fortis,6592,Myrmeciza_fortis,Thamnophilidae,Antbirds,Antbirds,Sooty Antbird,bow06592,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,612
126,JUM,M,M614,M614,Percnostola_fortis,Passeriformes,Thamnophilidae,,Feather,,NA,20,,,NA,NA,,20,0,0,NA,NA,NA,NA,Hafferia fortis,48.60083333,13.35384615,81.69230769,62.9,10.7,34.1,1,60,40,0,0,Myrmeciza fortis,6592,Myrmeciza_fortis,Thamnophilidae,Antbirds,Antbirds,Sooty Antbird,bow06592,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,614
128,JUM,M,M625,M625,Mionectes_oleagineus,Passeriformes,Tyrannidae,,Feather,,NA,2,,,NA,NA,,2,0,0,NA,NA,NA,NA,Mionectes oleagineus,11.49915698,7.792196721,60.54227405,48.2,17.1,16,1,0,50,50,0,Mionectes oleagineus,5763,Mionectes_oleagineus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ochre-bellied Flycatcher,bow05763,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_iquitos,625
129,JUM,M,M626,M626,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,,Feather,,NA,11,,,NA,NA,,11,0,0,NA,NA,NA,NA,Myrmoborus myotherinus,20.73168831,10.19666667,62.45783133,40.1,14.8,25.7,1,50,50,0,0,Myrmoborus myotherinus,6561,Myrmoborus_myotherinus,Thamnophilidae,Antbirds,Antbirds,Black-faced Antbird,bow06561,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,626
132,JUM,V,V658,V658,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,658
134,JUM,V,V663,V663,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,,Feather,,NA,2,,,NA,NA,,2,0,0,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,663
139,JUM,V,V677,V677,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather,,NA,2,,,NA,NA,,2,0,0,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,677
140,JUM,V,V678,V678,Microcerculus_marginatus,Passeriformes,Troglodytidae,,Feather,,NA,5,,,NA,NA,,5,0,0,NA,NA,NA,NA,Microcerculus marginatus,18.81613333,12.17923077,59.61538462,24.2,11.6,23.5,0,50,50,0,0,Microcerculus marginatus,9781,Microcerculus_marginatus,M1,"Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers",Southern Nightingale-wren,bow09781,BL3,Troglodytidae,Wrens,162,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_iquitos,678
141,JUM,V,V680,V680,Xiphorhynchus_elegans,Passeriformes,Furnariidae,,Feather,,NA,1,Oribatida,Oribatida,NA,2,,3,0,2,NA,NA,NA,NA,Xiphorhynchus elegans,38.50835294,24.42858824,100.1363636,82,20.1,21.9,1,0,30,60,10,Xiphorhynchus elegans,20106,Xiphorhynchus_elegans,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Elegant Woodcreeper,bow20106,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,680
142,JUM,V,V682,V682,Celeus_grammicus,Piciformes,Picidae,,Feather,,NA,55,,,NA,NA,,55,0,0,NA,NA,NA,NA,Celeus grammicus,64.5,24.8,122.8,71,22.5,20.6,1,0,0,80,20,Celeus grammicus,1011,Celeus_grammicus,Picidae,Woodpeckers,"Woodpeckers, Honeyguides, Toucans, Barbets",Scaly-breasted Woodpecker,bow01011,BL3,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,midhigh,lowland_iquitos,682
144,JUM,V,V687,V687,Dendrocolaptes_certhia,Passeriformes,"Furnariidae
",,Feather,,NA,4,Mesostigmatid,,NA,1,,5,1,1,NA,NA,NA,NA,Dendrocolaptes certhia,77.81666667,29.515,131.6666667,122.9,17.7,27.3,0,0,10,90,0,Dendrocolaptes certhia,6915,Dendrocolaptes_certhia,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Amazonian Barred Woodcreeper,bow06915,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,687
145,JUM,V,V688,V688,Geotrygon_montana,Columbiformes,"Columbidae
",,Feather,,NA,5,,,NA,NA,,5,0,0,NA,NA,NA,NA,Geotrygon montana,114.4062791,7.908604651,132.3859155,76.3,27.1,26.9,0,100,0,0,0,Geotrygon montana,3494,Geotrygon_montana,Columbidae,"Pigeons, Doves","Pigeons, Doves",Ruddy Quail-dove,bow03494,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,ground,lowland_iquitos,688
147,JUM,V,V691,V691,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather,,NA,1,Mesostigmatid,,NA,7,,8,7,7,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,691
148,JUM,V,V692,V692,Onychorhynchus_coronatus,Passeriformes,Tityridae,,Mesostigmatid,,NA,2,,,NA,NA,,2,2,2,NA,NA,NA,NA,Onychorhynchus coronatus,14.66117647,13.396875,73.8125,63.8,18.8,15.9,0,0,30,70,0,Onychorhynchus coronatus,5980,Onychorhynchus_coronatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Amazonian Royal Flycatcher,bow05980,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,692
149,JUM,V,V694,V694,Xiphorhynchus_elegans,Passeriformes,Furnariidae,,Feather,,NA,3,Mesostigmatid,,NA,1,,4,1,1,NA,NA,NA,NA,Xiphorhynchus elegans,38.50835294,24.42858824,100.1363636,82,20.1,21.9,1,0,30,60,10,Xiphorhynchus elegans,20106,Xiphorhynchus_elegans,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Elegant Woodcreeper,bow20106,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,694
150,JUM,V,V695,V695,Ancistrops_strigilatus,Passeriformes,"Furnariidae
",,Feather,,NA,2,,,NA,NA,,2,0,0,NA,NA,NA,NA,Ancistrops strigilatus,33.46333333,14.2,87.83333333,72.5,18.1,23.1,1,50,50,0,0,Ancistrops strigilatus,6827,Ancistrops_strigilatus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Chestnut-winged Hookbill,bow06827,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,695
151,JUM,V,V699,V699,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,not found in box,,NA,0,,,NA,NA,,0,0,0,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,699
157,JUM,V,V720,V720,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Mesostigmatid,,NA,1,,,NA,NA,,1,1,1,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,720
160,JUM,,857,857,Formicarius_colma,Passeriformes,"Formicariidae
",,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Formicarius colma,45.426,12,85.8,53.4,19,29.9,0,80,20,0,0,Formicarius colma,6953,Formicarius_colma,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Rufous-capped Antthrush,bow06953,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,other_iquitos,NA
161,JUM,V,V1297,V1297,Formicarius_colma,Passeriformes,"Formicariidae
",,Feather,,NA,6,,,NA,NA,,6,0,0,NA,NA,NA,NA,Formicarius colma,45.426,12,85.8,53.4,19,29.9,0,80,20,0,0,Formicarius colma,6953,Formicarius_colma,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Rufous-capped Antthrush,bow06953,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,1297
162,JUM,,968,968,Terenotriccus_erythrurus,Passeriformes,"Tityridae
",,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Terenotriccus erythrurus,7.369767442,5.111627907,47.74468085,38.1,16.2,14.8,1,0,30,70,0,Terenotriccus erythrurus,5999,Terenotriccus_erythrurus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ruddy-tailed Flycatcher,bow05999,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,other_iquitos,NA
163,JUM,,3576,3576,Terenotriccus_erythrurus,Passeriformes,"Tityridae
",,Mesostigmatid,,NA,1,,,NA,NA,,1,1,1,NA,NA,NA,NA,Terenotriccus erythrurus,7.369767442,5.111627907,47.74468085,38.1,16.2,14.8,1,0,30,70,0,Terenotriccus erythrurus,5999,Terenotriccus_erythrurus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ruddy-tailed Flycatcher,bow05999,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,other_iquitos,NA
