"","X.No","Collection.x","Sample_group","Sample.No...","Full_Label","comment","species_binomial","Host.Order","Host.Family","New.Association","Lice.Genus","Lice.Species","Female","Male","Nimph","Eggs","Total","BoxLocation1","Lice.Genus2","Lice.Species2","Female2","Male2","Nimph2","Eggs2","Total2","BoxLocation2","Lice.Genus3","Lice.Species3","Female3","Male3","Nimph3","Eggs3","Total.1","BoxLocation3","total_lice","species_clean","mass_tidy","bill_tidy","wing_tidy","tail_tidy","wing_index_tidy","tarsus_tidy","sociality","ForStrat_ground","ForStrat_understory","ForStrat_midhigh","ForStrat_canopy","species_jetz","WJSpecID","TipLabel","PatchClade","Hackett_FineClades","Hackett_CoarseClades","English","FileName","Taxo","BLFamilyLatin","BLFamilyEnglish","FamSequID","IOCOrder","PassNonPass","OscSubOsc","foraging_cat","elevation_cat","sample","infestation_lice","Collection.y","powder_level","Host.genus","Host.species"
"223",323,"JEJ","P11","5940","P115940","","Percnostola_goeldii","Passeriformes","Thamnophilidae","","Philopteridae","new sp?","5","6","3","",16,"","Myrsidea","new sp?",0,0,2,0,2,"","","",NA,NA,NA,"",NA,NA,18,"Akletos goeldii",44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,"1",50,50,0,0,"Myrmeciza_goeldii",6591,"Myrmeciza_goeldii","Thamnophilidae","Antbirds","Antbirds","Goeldi's Antbird","bow06591","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","ground-understory","lowland_manu",115940,0,"JEJ","low","Percnostola","goeldii"
"224",323,"JEJ","P11","5940","P115940","","Percnostola_goeldii","Passeriformes","Thamnophilidae","","Philopteridae","new sp?","5","6","3","",16,"","Myrsidea","new sp?",0,0,2,0,2,"","","",NA,NA,NA,"",NA,NA,18,"Akletos goeldii",44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,"1",50,50,0,0,"Myrmeciza_goeldii",6591,"Myrmeciza_goeldii","Thamnophilidae","Antbirds","Antbirds","Goeldi's Antbird","bow06591","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","ground-understory","lowland_manu",115940,0,"JEJ","low","Percnostola","goeldii"
"225",323,"JEJ","P11","5940","P115940","","Percnostola_goeldii","Passeriformes","Thamnophilidae","","Philopteridae","new sp?","5","6","3","",16,"","Myrsidea","new sp?",0,0,2,0,2,"","","",NA,NA,NA,"",NA,NA,18,"Akletos goeldii",44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,"1",50,50,0,0,"Myrmeciza_goeldii",6591,"Myrmeciza_goeldii","Thamnophilidae","Antbirds","Antbirds","Goeldi's Antbird","bow06591","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","ground-understory","lowland_manu",115940,0,"JEJ","low","Percnostola","goeldii"
"226",323,"JEJ","P11","5940","P115940","","Percnostola_goeldii","Passeriformes","Thamnophilidae","","Philopteridae","new sp?","5","6","3","",16,"","Myrsidea","new sp?",0,0,2,0,2,"","","",NA,NA,NA,"",NA,NA,18,"Akletos goeldii",44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,"1",50,50,0,0,"Myrmeciza_goeldii",6591,"Myrmeciza_goeldii","Thamnophilidae","Antbirds","Antbirds","Goeldi's Antbird","bow06591","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","ground-understory","lowland_manu",115940,0,"JEJ","low","Percnostola","goeldii"
"227",324,"JEJ","P11","5944","P115944","in sheet wrongly as 43","Mionectes_macconnelli","Passeriformes","Tyrannidae","","Myrsidea","(oleaginei/olivacei?)","0","0","2","",2,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,2,"Mionectes macconnelli",12.63060606,7.94,61.75,49.8,16.7,16,"1",0,20,80,0,"Mionectes_macconnelli",5764,"Mionectes_macconnelli","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","MacConnell's Flycatcher","bow05764","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","lowland_manu",115944,0,"JEJ","med","Mionectes","macconnelli"
"228",325,"JEJ","P11","5948","P115948","","Terenotriccus_erythrurus","Passeriformes","Tityridae
","","Myrsidea","new sp?","1","0","0","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Terenotriccus erythrurus",7.369767442,5.111627907,47.74468085,38.1,16.2,14.8,"1",0,30,70,0,"Terenotriccus_erythrurus",5999,"Terenotriccus_erythrurus","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Ruddy-tailed Flycatcher","bow05999","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","lowland_manu",115948,0,"JEJ","med","Terenotriccus","erythrurus"
"229",326,"JEJ","P11","5952","P115952","","Pipra_fasciicauda","Passeriformes","Pipridae","","Myrsidea","(edgarsmithi?)","1","2","3","",6,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,6,"Pipra fasciicauda",16.82485876,7.333184932,63.63225806,29.8,20,16,"1",0,50,50,0,"Pipra_fasciicauda",6337,"Pipra_fasciicauda","Pipridae","Manakins","Manakins","Band-tailed Manakin","bow06337","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",115952,0,"JEJ","low","Pipra","fasciicauda"
"230",327,"JEJ","P11","5955","P115955","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Ricinus","invadens/pessimalis?","0","0","1","",1,"","Myrsidea","(baileyae/edgarsmithi)?",1,2,3,0,6,"","","",NA,NA,NA,"",NA,NA,7,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",115955,0,"JEJ","med","Ceratopipra ","chloromeros"
"231",327,"JEJ","P11","5955","P115955","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Ricinus","invadens/pessimalis?","0","0","1","",1,"","Myrsidea","(baileyae/edgarsmithi)?",1,2,3,0,6,"","","",NA,NA,NA,"",NA,NA,7,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",115955,0,"JEJ","med","Ceratopipra ","chloromeros"
"232",327,"JEJ","P11","5955","P115955","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Ricinus","invadens/pessimalis?","0","0","1","",1,"","Myrsidea","(baileyae/edgarsmithi)?",1,2,3,0,6,"","","",NA,NA,NA,"",NA,NA,7,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",115955,0,"JEJ","med","Ceratopipra ","chloromeros"
"233",327,"JEJ","P11","5955","P115955","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Ricinus","invadens/pessimalis?","0","0","1","",1,"","Myrsidea","(baileyae/edgarsmithi)?",1,2,3,0,6,"","","",NA,NA,NA,"",NA,NA,7,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",115955,0,"JEJ","med","Ceratopipra ","chloromeros"
"234",327,"JEJ","P11","5955","P115955","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Ricinus","invadens/pessimalis?","0","0","1","",1,"","Myrsidea","(baileyae/edgarsmithi)?",1,2,3,0,6,"","","",NA,NA,NA,"",NA,NA,7,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",115955,0,"JEJ","med","Ceratopipra ","chloromeros"
"235",327,"JEJ","P11","5955","P115955","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Ricinus","invadens/pessimalis?","0","0","1","",1,"","Myrsidea","(baileyae/edgarsmithi)?",1,2,3,0,6,"","","",NA,NA,NA,"",NA,NA,7,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",115955,0,"JEJ","med","Ceratopipra ","chloromeros"
"236",328,"JEJ","P11","5956","P115956","","Pipra_fasciicauda","Passeriformes","Pipridae","","Ricinus","invadens/pessimalis?","1","0","0","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Pipra fasciicauda",16.82485876,7.333184932,63.63225806,29.8,20,16,"1",0,50,50,0,"Pipra_fasciicauda",6337,"Pipra_fasciicauda","Pipridae","Manakins","Manakins","Band-tailed Manakin","bow06337","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",115956,0,"JEJ","low","Pipra","fasciicauda"
"237",329,"JEJ","P11","5958","P115958","","Mionectes_oleagineus","Passeriformes","Tyrannidae","","Myrsidea","oleaginei?","1","0","6","",7,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,7,"Mionectes oleagineus",11.49915698,7.792196721,60.54227405,48.2,17.1,16,"1",0,50,50,0,"Mionectes_oleagineus",5763,"Mionectes_oleagineus","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Ochre-bellied Flycatcher","bow05763","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",115958,0,"JEJ","low","Mionectes","oleagineus"
"238",330,"JEJ","P11","5959","P115959","","Mionectes_macconnelli","Passeriformes","Tyrannidae","","Myrsidea","(oleaginei/olivacei?)","4","1","1","",6,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,6,"Mionectes macconnelli",12.63060606,7.94,61.75,49.8,16.7,16,"1",0,20,80,0,"Mionectes_macconnelli",5764,"Mionectes_macconnelli","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","MacConnell's Flycatcher","bow05764","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","lowland_manu",115959,0,"JEJ","high","Mionectes","macconnelli"
"239",331,"JEJ","P11","5960","P115960","","Mionectes_macconnelli","Passeriformes","Tyrannidae","","Myrsidea","(oleaginei/olivacei?)","1","0","2","",3,"","Menoponidae","new sp?",1,0,1,NA,2,"","","",NA,NA,NA,"",NA,NA,5,"Mionectes macconnelli",12.63060606,7.94,61.75,49.8,16.7,16,"1",0,20,80,0,"Mionectes_macconnelli",5764,"Mionectes_macconnelli","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","MacConnell's Flycatcher","bow05764","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","lowland_manu",115960,0,"JEJ","med","Mionectes","macconnelli"
"240",332,"JEJ","P11","5964","P115964","","Pipra_fasciicauda","Passeriformes","Pipridae","","Philopterus-like","new sp?","1","0","6","",7,"","Myrsidea","(edgarsmithi?)",1,0,2,NA,3,"","","",NA,NA,NA,"",NA,NA,10,"Pipra fasciicauda",16.82485876,7.333184932,63.63225806,29.8,20,16,"1",0,50,50,0,"Pipra_fasciicauda",6337,"Pipra_fasciicauda","Pipridae","Manakins","Manakins","Band-tailed Manakin","bow06337","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",115964,0,"JEJ","high","Pipra","fasciicauda"
"241",333,"JEJ","P11","5991","P115991","","Percnostola_goeldii","Passeriformes","Thamnophilidae","","Myrsidea","new sp?","1","0","2","",3,"","Philopteridae","new sp?",0,0,1,NA,1,"","","",NA,NA,NA,"",NA,NA,4,"Akletos goeldii",44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,"1",50,50,0,0,"Myrmeciza_goeldii",6591,"Myrmeciza_goeldii","Thamnophilidae","Antbirds","Antbirds","Goeldi's Antbird","bow06591","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","ground-understory","lowland_manu",115991,0,"JEJ","low","Percnostola","goeldii"
"242",333,"JEJ","P11","5991","P115991","","Percnostola_goeldii","Passeriformes","Thamnophilidae","","Myrsidea","new sp?","1","0","2","",3,"","Philopteridae","new sp?",0,0,1,NA,1,"","","",NA,NA,NA,"",NA,NA,4,"Akletos goeldii",44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,"1",50,50,0,0,"Myrmeciza_goeldii",6591,"Myrmeciza_goeldii","Thamnophilidae","Antbirds","Antbirds","Goeldi's Antbird","bow06591","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","ground-understory","lowland_manu",115991,0,"JEJ","low","Percnostola","goeldii"
"243",333,"JEJ","P11","5991","P115991","","Percnostola_goeldii","Passeriformes","Thamnophilidae","","Myrsidea","new sp?","1","0","2","",3,"","Philopteridae","new sp?",0,0,1,NA,1,"","","",NA,NA,NA,"",NA,NA,4,"Akletos goeldii",44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,"1",50,50,0,0,"Myrmeciza_goeldii",6591,"Myrmeciza_goeldii","Thamnophilidae","Antbirds","Antbirds","Goeldi's Antbird","bow06591","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","ground-understory","lowland_manu",115991,0,"JEJ","low","Percnostola","goeldii"
"244",333,"JEJ","P11","5991","P115991","","Percnostola_goeldii","Passeriformes","Thamnophilidae","","Myrsidea","new sp?","1","0","2","",3,"","Philopteridae","new sp?",0,0,1,NA,1,"","","",NA,NA,NA,"",NA,NA,4,"Akletos goeldii",44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,"1",50,50,0,0,"Myrmeciza_goeldii",6591,"Myrmeciza_goeldii","Thamnophilidae","Antbirds","Antbirds","Goeldi's Antbird","bow06591","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","ground-understory","lowland_manu",115991,0,"JEJ","low","Percnostola","goeldii"
"245",333,"JEJ","P11","5991","P115991","","Percnostola_goeldii","Passeriformes","Thamnophilidae","","Myrsidea","new sp?","1","0","2","",3,"","Philopteridae","new sp?",0,0,1,NA,1,"","","",NA,NA,NA,"",NA,NA,4,"Akletos goeldii",44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,"1",50,50,0,0,"Myrmeciza_goeldii",6591,"Myrmeciza_goeldii","Thamnophilidae","Antbirds","Antbirds","Goeldi's Antbird","bow06591","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","ground-understory","lowland_manu",115991,0,"JEJ","low","Percnostola","goeldii"
"246",333,"JEJ","P11","5991","P115991","","Percnostola_goeldii","Passeriformes","Thamnophilidae","","Myrsidea","new sp?","1","0","2","",3,"","Philopteridae","new sp?",0,0,1,NA,1,"","","",NA,NA,NA,"",NA,NA,4,"Akletos goeldii",44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,"1",50,50,0,0,"Myrmeciza_goeldii",6591,"Myrmeciza_goeldii","Thamnophilidae","Antbirds","Antbirds","Goeldi's Antbird","bow06591","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","ground-understory","lowland_manu",115991,0,"JEJ","low","Percnostola","goeldii"
"247",334,"JEJ","P11","5997","P115997","","Ramphastos_tucanus","Piciformes","Ramphastidae","","Myrsidea","various?","1","0","0","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Ramphastos tucanus",377.88,158,241,156.8,14.7,52.5,"0",0,0,20,80,"Ramphastos_tucanus",1215,"Ramphastos_tucanus","Ramphastidae","Toucans, Barbets","Woodpeckers, Honeyguides, Toucans, Barbets","White-throated Toucan","bow01215","BL3","Ramphastidae","Toucans and barbets",93,"PICIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","canopy","lowland_manu",115997,0,"JEJ","low","Ramphastos","tucanus"
"248",335,"JEJ","P11","5999","P115999","","Anabazenops_dorsalis","Passeriformes","Furnariidae","","Philopteridae","new sp?","1","0","0","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Anabazenops dorsalis",34.91,13.8,90,77,13.9,23.5,"1",0,0,100,0,"Anabazenops_dorsalis",6862,"Anabazenops_dorsalis","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Dusky-cheeked Foliage-gleaner","bow06862","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","lowland_manu",115999,0,"JEJ","low","Anabazenops","dorsalis"
"249",336,"JEJ","P11","6004","P116004","","Mionectes_macconnelli","Passeriformes","Tyrannidae","","Myrsidea","(oleaginei/olivacei?)","5","4","7","",18,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,18,"Mionectes macconnelli",12.63060606,7.94,61.75,49.8,16.7,16,"1",0,20,80,0,"Mionectes_macconnelli",5764,"Mionectes_macconnelli","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","MacConnell's Flycatcher","bow05764","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","lowland_manu",116004,0,"JEJ","med","Mionectes","macconnelli"
"250",337,"JEJ","P11","6005","P116005","","Oneillornis_salvini","Passeriformes","Thamnophilidae","","Myrsidea","(milleri?)","1","0","1","",2,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,2,"Oneillornis salvini",25.86508475,11.39172727,71.90677966,45.1,16.5,25.5,"0",60,40,0,0,"Gymnopithys_salvini",6602,"Gymnopithys_salvini","Thamnophilidae","Antbirds","Antbirds","White-throated Antbird","bow06602","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","ground","lowland_manu",116005,0,"JEJ","med","Oneillornis","salvini"
"251",338,"JEJ","P11","6012","P116012","","Pipra_fasciicauda","Passeriformes","Pipridae","","Myrsidea","(edgarsmithi?)","0","0","5","",5,"","Philopteridae","new sp?",3,1,1,NA,5,"","unknown eggs","",NA,NA,NA,"Yes",NA,NA,10,"Pipra fasciicauda",16.82485876,7.333184932,63.63225806,29.8,20,16,"1",0,50,50,0,"Pipra_fasciicauda",6337,"Pipra_fasciicauda","Pipridae","Manakins","Manakins","Band-tailed Manakin","bow06337","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",116012,0,"JEJ","high","Pipra","fasciicauda"
"252",339,"JEJ","P11","6013","P116013","","Lepidothrix_coronata","Passeriformes","Pipridae","","Ricinus","new sp?/contamination?","2","1","0","",3,"","Philopteridae","new sp?",2,0,1,NA,3,"","","",NA,NA,NA,"",NA,NA,6,"Lepidothrix coronata",9.769768786,6.224307229,56.94444444,26.6,17.9,14.2,"1",0,50,50,0,"Lepidothrix_coronata",6346,"Lepidothrix_coronata","Pipridae","Manakins","Manakins","Blue-crowned Manakin","bow06346","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",116013,0,"JEJ","low","Lepidothrix","coronata"
"253",340,"JEJ","P11","6014","P116014","","Pipra_fasciicauda","Passeriformes","Pipridae","","Philopteridae","new sp?","6","2","1","",9,"","Myrsidea","(edgarsmithi?)",2,4,3,NA,9,"","","",NA,NA,NA,"",NA,NA,18,"Pipra fasciicauda",16.82485876,7.333184932,63.63225806,29.8,20,16,"1",0,50,50,0,"Pipra_fasciicauda",6337,"Pipra_fasciicauda","Pipridae","Manakins","Manakins","Band-tailed Manakin","bow06337","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",116014,0,"JEJ","med","Pipra","fasciicauda"
"254",341,"JEJ","P11","6019","P116019","","Mionectes_macconnelli","Passeriformes","Tyrannidae","","Myrsidea","(oleaginei/olivacei?)","2","2","8","",12,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,12,"Mionectes macconnelli",12.63060606,7.94,61.75,49.8,16.7,16,"1",0,20,80,0,"Mionectes_macconnelli",5764,"Mionectes_macconnelli","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","MacConnell's Flycatcher","bow05764","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","lowland_manu",116019,0,"JEJ","high","Mionectes","macconnelli"
"255",342,"JEJ","P11","6022","P116022","","Pipra_fasciicauda","Passeriformes","Pipridae","","Myrsidea","(edgarsmithi?)","0","0","2","",2,"","Ricinus","invadens/pessimalis?",2,0,0,NA,2,"","","",NA,NA,NA,"",NA,NA,4,"Pipra fasciicauda",16.82485876,7.333184932,63.63225806,29.8,20,16,"1",0,50,50,0,"Pipra_fasciicauda",6337,"Pipra_fasciicauda","Pipridae","Manakins","Manakins","Band-tailed Manakin","bow06337","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",116022,0,"JEJ","med","Pipra","fasciicauda"
"256",343,"JEJ","P11","6030","P116030","","Myrmoborus_myotherinus","Passeriformes","Thamnophilidae","","Philopterus like?","new sp?","1","0","0","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Myrmoborus myotherinus",20.73168831,10.19666667,62.45783133,40.1,14.8,25.7,"1",50,50,0,0,"Myrmoborus_myotherinus",6561,"Myrmoborus_myotherinus","Thamnophilidae","Antbirds","Antbirds","Black-faced Antbird","bow06561","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","ground-understory","lowland_manu",116030,0,"JEJ","low","Myrmoborus","myotherinus"
"257",344,"JEJ","P11","6034","P116034","","Dendroma_rufa","Passeriformes","Furnariidae
","","Myrsidea","new sp?","3","1","2","",6,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,6,"Dendroma rufa",22.25,15.9,81.5,85,19.8,24.1,"0",0,0,40,60,"Philydor_rufum",6848,"Philydor_rufum","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Buff-fronted Foliage-gleaner","bow06848","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_manu",116034,0,"JEJ","high","Dendroma","rufa"
"258",345,"JEJ","P11","6041","P116041","","Arremon_taciturnus","Passeriformes","Passerellidae","","Myrsidea","taciturni?","1","1","0","",2,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,2,"Arremon taciturnus",27.7755,10.00218182,73.3880597,61.3,10.9,23.8,"1",50,50,0,0,"Arremon_taciturnus",12615,"Arremon_taciturnus","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Pectoral Sparrow","bow12615","BL3","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","PASSERIFORMES","Passeri","ground-understory","lowland_manu",116041,0,"JEJ","low","Arremon","taciturnus"
"259",346,"JEJ","P11","6054","P116054","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Myrsidea","(baileyae/edgarsmithi)?","1","3","5","",9,"","Philopterus-like","new sp?",0,0,1,NA,1,"","","",NA,NA,NA,"",NA,NA,10,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",116054,0,"JEJ","med","Ceratopipra ","chloromeros"
