"","sample","Sample_label","Sample_No","Full_Label","species_jetz","species_clean","species_binomial","family","sociality","mass_tidy","elevation_cat","foraging_cat","Powder.lvl","elevation_midpoint","ectoparasites_PA","Lice","Mites","Ticks","total_lice","Female","Male","Nimph","Eggs","total_mites","total_mesostigmatidae","total_no_feathers_mites","species_binomial.x","x","ectoparasite_code","species","species_taxonomy_SACC_2021","elevation_all_years","net_elevation","elevation","elevation_midpoint.1","Species_parameters","Station","X","day","month","year","full_date","date_status","date","year_seasonality"
"462","120065","SP12","65","SP120065","Lophotriccus_pileatus","Lophotriccus pileatus","Lophotriccus_pileatus","Tyrannidae",0,8.351454545,"montane_manu","midhigh","low",1384.5,1,0,1,0,0,"0","0","0","0",2,0,0,"Lophotriccus_pileatus",4583,"29_6_2012_san_pedro_Lophotriccus pileatus",NA,"Lophotriccus_pileatus",NA,NA,1387,1384.5,"Lophotriccus pileatus","san_pedro",NA,29,6,2012,"2012-6-29",NA,2012-06-29,"181"
"463","116216","P11","6216","P116216","Leptopogon_amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus","Tyrannidae",1,11.67782609,"lowland_manu","undersory-midhigh","low",417,1,0,1,0,0,"0","0","0","0",7,0,1,"Leptopogon_amaurocephalus",214,"19_8_2011_pantiacolla_Leptopogon amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus",600,NA,600,417,"Leptopogon amaurocephalus","pantiacolla",NA,19,8,2011,"2011-8-19",NA,2011-08-19,"231"
"464","116225","P11","6225","P116225","Leptopogon_amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus","Tyrannidae",1,11.67782609,"lowland_manu","undersory-midhigh","low",417,1,1,1,0,15,"5","6","4","0",26,0,0,"Leptopogon_amaurocephalus",215,"19_8_2011_pantiacolla_Leptopogon amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus",600,NA,600,417,"Leptopogon amaurocephalus","pantiacolla",NA,19,8,2011,"2011-8-19",NA,2011-08-19,"231"
"465","120659","P12","659","P120659","Leptopogon_amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus","Tyrannidae",1,11.67782609,"lowland_manu","undersory-midhigh","low",417,1,1,1,0,11,"5","4","2","0",25,0,0,"Leptopogon_amaurocephalus",1075,"26_6_2012_pantiacolla_Leptopogon amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus",438,NA,438,417,"Leptopogon amaurocephalus","pantiacolla",NA,26,6,2012,"2012-6-26",NA,2012-06-26,"178"
"466","120679","P12","679","P120679","Leptopogon_amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus","Tyrannidae",1,11.67782609,"lowland_manu","undersory-midhigh","low",417,1,1,1,0,2,"2","0","0","0",17,0,0,"Leptopogon_amaurocephalus",1092,"29_6_2012_pantiacolla_Leptopogon amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus",415,NA,415,417,"Leptopogon amaurocephalus","pantiacolla",NA,29,6,2012,"2012-6-29",NA,2012-06-29,"181"
"467","120736","P12","736","P120736","Leptopogon_amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus","Tyrannidae",1,11.67782609,"lowland_manu","undersory-midhigh","low",417,1,0,1,0,0,"0","0","0","0",4,0,0,"Leptopogon_amaurocephalus",1121,"2_7_2012_pantiacolla_Leptopogon amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus",NA,NA,NA,417,"Leptopogon amaurocephalus","pantiacolla",NA,2,7,2012,"2012-7-2",NA,2012-07-02,"184"
"468","110233",NA,"P110233","P110233","Microcerculus_marginatus","Microcerculus marginatus","Microcerculus_marginatus","Troglodytidae",0,18.81613333,"lowland_manu","ground-understory","very low",754,0,0,0,0,0,"0","0","0","0",0,0,0,NA,4136,"17_11_2011_pantiacolla_Microcerculus marginatus",NA,"Microcerculus_marginatus",NA,NA,2742,754,"Microcerculus marginatus","pantiacolla",NA,17,11,2011,"2011-11-17",NA,2011-11-17,"321"
"469","120922","P12","922","P120922","Leptopogon_amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus","Tyrannidae",1,11.67782609,"lowland_manu","undersory-midhigh","low",417,1,0,1,0,0,"0","0","0","0",5,0,0,"Leptopogon_amaurocephalus",1191,"22_8_2012_pantiacolla_Leptopogon amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus",438,NA,438,417,"Leptopogon amaurocephalus","pantiacolla",NA,22,8,2012,"2012-8-22",NA,2012-08-22,"235"
"470","121030","P12","1030","P121030","Leptopogon_amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus","Tyrannidae",1,11.67782609,"lowland_manu","undersory-midhigh","low",417,1,1,1,0,10,"3","1","6","0",1,0,0,"Leptopogon_amaurocephalus",1225,"3_9_2012_pantiacolla_Leptopogon amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus",421,NA,421,417,"Leptopogon amaurocephalus","pantiacolla",NA,3,9,2012,"2012-9-3",NA,2012-09-03,"247"
"471","121141","SP12","1141","SP121141","Microcerculus_marginatus","Microcerculus marginatus","Microcerculus_marginatus","Troglodytidae",0,18.81613333,"montane_manu","ground-understory","low",754,1,0,1,0,0,"0","0","0","0",71,0,0,"Microcerculus_marginatus",4641,"17_10_2012_san_pedro_Microcerculus marginatus",NA,"Microcerculus_marginatus",NA,NA,436,754,"Microcerculus marginatus","san_pedro",NA,17,10,2012,"2012-10-17",NA,2012-10-17,"291"
"472","121606","P12","1606","P121606","Leptopogon_amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus","Tyrannidae",1,11.67782609,"lowland_manu","undersory-midhigh","low",417,1,1,0,0,4,"2","2","0","0",0,0,0,NA,1488,"20_11_2012_pantiacolla_Leptopogon amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus",413,NA,413,417,"Leptopogon amaurocephalus","pantiacolla",NA,20,11,2012,"2012-11-20",NA,2012-11-20,"325"
"473","121751","P12","1751","P121751","Leptopogon_amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus","Tyrannidae",1,11.67782609,"lowland_manu","undersory-midhigh","low",417,1,0,1,0,0,"0","0","0","0",8,0,0,"Leptopogon_amaurocephalus",1562,"2_12_2012_pantiacolla_Leptopogon amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus",414,NA,414,417,"Leptopogon amaurocephalus","pantiacolla",NA,2,12,2012,"2012-12-2",NA,2012-12-02,"337"
"474","130161","P13","161","P130161","Leptopogon_amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus","Tyrannidae",1,11.67782609,"lowland_manu","undersory-midhigh","low",417,0,0,0,0,0,"0","0","0","0",0,0,0,NA,2949,"5_9_2013_pantiacolla_Leptopogon amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus",398,NA,398,417,"Leptopogon amaurocephalus","pantiacolla",NA,5,9,2013,"2013-9-5",NA,2013-09-05,"248"
"475","130379","P13","379","P130379","Leptopogon_amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus","Tyrannidae",1,11.67782609,"lowland_manu","undersory-midhigh","high",417,1,0,1,0,0,"0","0","0","0",3,0,0,"Leptopogon_amaurocephalus",3069,"19_9_2013_pantiacolla_Leptopogon amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus",410,NA,410,417,"Leptopogon amaurocephalus","pantiacolla",NA,19,9,2013,"2013-9-19",NA,2013-09-19,"262"
"476","110028","P11","28","P110028","Pipra_fasciicauda","Pipra fasciicauda","Pipra_fasciicauda","Pipridae",1,16.82485876,"lowland_manu","undersory-midhigh","low",413,1,1,1,0,4,"2","0","2","0",14,0,0,"Pipra_fasciicauda",456,"28_9_2011_pantiacolla_Pipra fasciicauda","Pipra fasciicauda","Pipra_fasciicauda",381,NA,381,413,"Pipra fasciicauda","pantiacolla",NA,28,9,2011,"2011-9-28",NA,2011-09-28,"271"
"477","110138","P11","138","P110138","Mionectes_macconnelli","Mionectes macconnelli","Mionectes_macconnelli","Tyrannidae",1,12.63060606,"lowland_manu","midhigh","low",414,1,1,1,0,12,"3","6","3","0",1,0,0,"Mionectes_macconnelli",4125,"10_10_2011_pantiacolla_Mionectes macconnelli",NA,"Mionectes_macconnelli",NA,NA,413,414,"Mionectes macconnelli","pantiacolla",NA,10,10,2011,"2011-10-10",NA,2011-10-10,"283"
"478","110037","P11","37","P110037","Habia_rubica","Habia rubica","Habia_rubica","Cardinalidae",1,33.58774194,"lowland_manu","midhigh","low",413,1,1,1,0,7,"0","6","1","0",19,0,3,"Habia_rubica",455,"28_9_2011_pantiacolla_Habia rubica","Habia rubica","Habia_rubica",381,NA,381,413,"Habia rubica","pantiacolla",NA,28,9,2011,"2011-9-28",NA,2011-09-28,"271"
"479","110041","P11","41","P110041","Lepidothrix_coronata","Lepidothrix coronata","Lepidothrix_coronata","Pipridae",1,9.769768786,"lowland_manu","undersory-midhigh","low",417.5,1,0,1,0,0,"0","0","0","0",8,0,1,"Lepidothrix_coronata",461,"28_9_2011_pantiacolla_Lepidothrix coronata","Lepidothrix coronata","Lepidothrix_coronata",381,NA,381,417.5,"Lepidothrix coronata","pantiacolla",NA,28,9,2011,"2011-9-28",NA,2011-09-28,"271"
"480","110042","P11","42","P110042","Momotus_momota","Momotus momota","Momotus_momota","Momotidae",0,110.3235714,"lowland_manu","ground-midhigh","low",429,1,1,1,0,1,"1","0","0","0",1,0,1,"Momotus_momota",457,"28_9_2011_pantiacolla_Momotus momota","Momotus momota","Momotus_momota",381,NA,381,429,"Momotus momota","pantiacolla",NA,28,9,2011,"2011-9-28",NA,2011-09-28,"271"
"481","115959","P11","5959","P115959","Mionectes_macconnelli","Mionectes macconnelli","Mionectes_macconnelli","Tyrannidae",1,12.63060606,"lowland_manu","midhigh","high",414,1,1,1,0,6,"4","1","1","0",268,0,0,"Mionectes_macconnelli",4184," 10_8_2011_pantiacolla_Mionectes macconnelli",NA,"Mionectes_macconnelli",NA,NA,NA,414,"Mionectes macconnelli","pantiacolla",NA,10,8,2011,"2011-8-10","check date",2011-08-10,"222"
"482","110049","P11","49","P110049","Habia_rubica","Habia rubica","Habia_rubica","Cardinalidae",1,33.58774194,"lowland_manu","midhigh","low",413,1,1,1,0,1,"0","0","1","0",6,0,0,"Habia_rubica",469,"29_9_2011_pantiacolla_Habia rubica","Habia rubica","Habia_rubica",381,NA,381,413,"Habia rubica","pantiacolla",NA,29,9,2011,"2011-9-29",NA,2011-09-29,"272"
"483","115960","P11","5960","P115960","Mionectes_macconnelli","Mionectes macconnelli","Mionectes_macconnelli","Tyrannidae",1,12.63060606,"lowland_manu","midhigh","med",414,1,1,1,0,5,"1","0","2","0",75,0,0,"Mionectes_macconnelli",4185," 10_8_2011_pantiacolla_Mionectes macconnelli",NA,"Mionectes_macconnelli",NA,NA,NA,414,"Mionectes macconnelli","pantiacolla",NA,10,8,2011,"2011-8-10","check date",2011-08-10,"222"
"484","110055","P11","55","P110055","Mionectes_macconnelli","Mionectes macconnelli","Mionectes_macconnelli","Tyrannidae",1,12.63060606,"lowland_manu","midhigh","low",414,1,1,1,0,8,"0","0","8","0",17,0,0,"Mionectes_macconnelli",472,"29_9_2011_pantiacolla_Mionectes macconnelli","Mionectes macconnelli","Mionectes_macconnelli",381,NA,381,414,"Mionectes macconnelli","pantiacolla",NA,29,9,2011,"2011-9-29",NA,2011-09-29,"272"
"485","110057","P11","57","P110057","Geotrygon_montana","Geotrygon montana","Geotrygon_montana","Columbidae",0,114.4062791,"lowland_manu","ground","high",426,1,1,1,0,2,"0","0","1","0",2,0,0,"Geotrygon_montana",467,"29_9_2011_pantiacolla_Geotrygon montana","Geotrygon montana","Geotrygon_montana",381,NA,381,426,"Geotrygon montana","pantiacolla",NA,29,9,2011,"2011-9-29",NA,2011-09-29,"272"
"486","110058","P11","58","P110058","Geotrygon_montana","Geotrygon montana","Geotrygon_montana","Columbidae",0,114.4062791,"lowland_manu","ground","med",426,1,1,1,0,3,"2","1","0","0",56,0,3,"Geotrygon_montana",468,"29_9_2011_pantiacolla_Geotrygon montana","Geotrygon montana","Geotrygon_montana",381,NA,381,426,"Geotrygon montana","pantiacolla",NA,29,9,2011,"2011-9-29",NA,2011-09-29,"272"
"487","110059","P11","59","P110059","Lepidothrix_coronata","Lepidothrix coronata","Lepidothrix_coronata","Pipridae",1,9.769768786,"lowland_manu","undersory-midhigh","med",417.5,1,0,1,0,0,"0","0","0","0",2,0,0,"Lepidothrix_coronata",471,"29_9_2011_pantiacolla_Lepidothrix coronata","Lepidothrix coronata","Lepidothrix_coronata",381,NA,381,417.5,"Lepidothrix coronata","pantiacolla",NA,29,9,2011,"2011-9-29",NA,2011-09-29,"272"
"488","110060","P11","60","P110060","Psarocolius_angustifrons","Psarocolius angustifrons","Psarocolius_angustifrons","Icteridae",0,168.4071429,"lowland_manu","canopy","med/high",537,1,1,1,0,2,"0","0","2","0",3,1,1,"Psarocolius_angustifrons",474,"29_9_2011_pantiacolla_Psarocolius angustifrons","Psarocolius angustifrons","Psarocolius_angustifrons",381,NA,381,537,"Psarocolius angustifrons","pantiacolla",NA,29,9,2011,"2011-9-29",NA,2011-09-29,"272"
"489","110063","P11","63","P110063","Lepidothrix_coronata","Lepidothrix coronata","Lepidothrix_coronata","Pipridae",1,9.769768786,"lowland_manu","undersory-midhigh","low",417.5,1,1,1,0,1,"0","0","1","0",3,0,0,"Lepidothrix_coronata",482,"30_9_2011_pantiacolla_Lepidothrix coronata","Lepidothrix coronata","Lepidothrix_coronata",392,NA,392,417.5,"Lepidothrix coronata","pantiacolla",NA,30,9,2011,"2011-9-30",NA,2011-09-30,"273"
"490","110067","P11","67","P110067","Habia_rubica","Habia rubica","Habia_rubica","Cardinalidae",1,33.58774194,"lowland_manu","midhigh","low",413,1,0,1,0,0,"0","0","0","0",49,0,1,"Habia_rubica",481,"30_9_2011_pantiacolla_Turdus albicollis","Turdus albicollis","Turdus_albicollis",392,NA,392,413,"Turdus albicollis","pantiacolla",NA,30,9,2011,"2011-9-30",NA,2011-09-30,"273"
"491","110068","P11","68","P110068","Momotus_momota","Momotus momota","Momotus_momota","Momotidae",0,110.3235714,"lowland_manu","ground-midhigh","med",429,1,0,1,0,0,"0","0","0","0",1,0,1,"Momotus_momota",476,"30_9_2011_pantiacolla_Momotus momota","Momotus momota","Momotus_momota",392,NA,392,429,"Momotus momota","pantiacolla",NA,30,9,2011,"2011-9-30",NA,2011-09-30,"273"
"492","110069","P11","69","P110069","Habia_rubica","Habia rubica","Habia_rubica","Cardinalidae",1,33.58774194,"lowland_manu","midhigh","low",413,1,1,1,0,2,"0","0","2","0",33,0,0,"Habia_rubica",477,"30_9_2011_pantiacolla_Habia rubica","Habia rubica","Habia_rubica",392,NA,392,413,"Habia rubica","pantiacolla",NA,30,9,2011,"2011-9-30",NA,2011-09-30,"273"
"493","110078","P11","78","P110078","Mionectes_olivaceus","Mionectes olivaceus","Mionectes_olivaceus","Tyrannidae",1,14.85200461,"lowland_manu","understory","low",1262,0,0,0,0,0,"0","0","0","0",0,0,0,NA,490,"1_10_2011_pantiacolla_Mionectes olivaceus","Mionectes olivaceus","Mionectes_olivaceus",392,NA,392,1262,"Mionectes olivaceus","pantiacolla",NA,1,10,2011,"2011-10-1",NA,2011-10-01,"274"
"494","110083","P11","83","P110083","Myrmoborus_leucophrys","Myrmoborus leucophrys","Myrmoborus_leucophrys","Thamnophilidae",1,19.82189189,"lowland_manu","ground","low",889,0,0,0,0,0,"0","0","0","0",0,0,0,NA,492,"3_10_2011_pantiacolla_Myrmoborus leucophrys","Myrmoborus leucophrys","Myrmoborus_leucophrys",392,NA,392,889,"Myrmoborus leucophrys","pantiacolla",NA,3,10,2011,"2011-10-3",NA,2011-10-03,"276"
"495","110087","P11","87","P110087","Habia_rubica","Habia rubica","Habia_rubica","Cardinalidae",1,33.58774194,"lowland_manu","midhigh","low",413,1,0,1,0,0,"0","0","0","0",2,0,0,"Habia_rubica",491,"3_10_2011_pantiacolla_Habia rubica","Habia rubica","Habia_rubica",392,NA,392,413,"Habia rubica","pantiacolla",NA,3,10,2011,"2011-10-3",NA,2011-10-03,"276"
"496","110090","P11","90","P110090","Pipra_fasciicauda","Pipra fasciicauda","Pipra_fasciicauda","Pipridae",1,16.82485876,"lowland_manu","undersory-midhigh","low/med",413,1,1,1,0,1,"0","0","1","0",1,0,1,"Pipra_fasciicauda",493,"3_10_2011_pantiacolla_Pipra fasciicauda","Pipra fasciicauda","Pipra_fasciicauda",392,NA,392,413,"Pipra fasciicauda","pantiacolla",NA,3,10,2011,"2011-10-3",NA,2011-10-03,"276"
"497","110088","P11","88","P110088","Terenotriccus_erythrurus","Terenotriccus erythrurus","Terenotriccus_erythrurus","Tyrannidae",1,7.369767442,"lowland_manu","midhigh","med",413,1,0,1,0,0,"0","0","0","0",3,0,0,"Terenotriccus_erythrurus",494,"3_10_2011_pantiacolla_Terenotriccus erythrurus","Terenotriccus erythrurus","Terenotriccus_erythrurus",392,NA,392,413,"Terenotriccus erythrurus","pantiacolla",NA,3,10,2011,"2011-10-3",NA,2011-10-03,"276"
"498","116004","P11","6004","P116004","Mionectes_macconnelli","Mionectes macconnelli","Mionectes_macconnelli","Tyrannidae",1,12.63060606,"lowland_manu","midhigh","med",414,1,1,1,0,18,"5","4","7","0",71,0,0,"Mionectes_macconnelli",4190," 10_8_2011_pantiacolla_Mionectes macconnelli",NA,"Mionectes_macconnelli",NA,NA,NA,414,"Mionectes macconnelli","pantiacolla",NA,10,8,2011,"2011-8-10","check date",2011-08-10,"222"
"499","110095","P11","95","P110095","Ramphotrigon_fuscicauda","Ramphotrigon fuscicauda","Ramphotrigon_fuscicauda","Tyrannidae",1,18.96923077,"lowland_manu","undersory-midhigh","low",431,1,0,1,0,0,"0","0","0","0",9,0,8,"Ramphotrigon_fuscicauda",501,"5_10_2011_pantiacolla_Ramphotrigon fuscicauda","Ramphotrigon fuscicauda","Ramphotrigon_fuscicauda",397,NA,397,431,"Ramphotrigon fuscicauda","pantiacolla",NA,5,10,2011,"2011-10-5",NA,2011-10-05,"278"
"500","110098","P11","98","P110098","Pipra_fasciicauda","Pipra fasciicauda","Pipra_fasciicauda","Pipridae",1,16.82485876,"lowland_manu","undersory-midhigh","low",413,1,1,1,0,17,"8","2","7","0",26,0,0,"Pipra_fasciicauda",499,"5_10_2011_pantiacolla_Pipra fasciicauda","Pipra fasciicauda","Pipra_fasciicauda",397,NA,397,413,"Pipra fasciicauda","pantiacolla",NA,5,10,2011,"2011-10-5",NA,2011-10-05,"278"
"501","110100","P11","100","P110100","Terenotriccus_erythrurus","Terenotriccus erythrurus","Terenotriccus_erythrurus","Tyrannidae",1,7.369767442,"lowland_manu","midhigh","low",413,1,1,1,0,1,"0","0","1","0",10,0,0,"Terenotriccus_erythrurus",504,"5_10_2011_pantiacolla_Terenotriccus erythrurus","Terenotriccus erythrurus","Terenotriccus_erythrurus",397,NA,397,413,"Terenotriccus erythrurus","pantiacolla",NA,5,10,2011,"2011-10-5",NA,2011-10-05,"278"
"502","110102","P11","102","P110102","Myrmoborus_myotherinus","Myrmoborus myotherinus","Myrmoborus_myotherinus","Thamnophilidae",1,20.73168831,"lowland_manu","ground-understory","low",426,1,0,1,0,0,"0","0","0","0",31,0,1,"Myrmoborus_myotherinus",498,"5_10_2011_pantiacolla_Myrmoborus myotherinus","Myrmoborus myotherinus","Myrmoborus_myotherinus",397,NA,397,426,"Myrmoborus myotherinus","pantiacolla",NA,5,10,2011,"2011-10-5",NA,2011-10-05,"278"
"503","110103","P11","103","P110103","Pipra_fasciicauda","Pipra fasciicauda","Pipra_fasciicauda","Pipridae",1,16.82485876,"lowland_manu","undersory-midhigh","low",413,1,1,1,0,2,"2","0","0","0",53,0,1,"Pipra_fasciicauda",500,"5_10_2011_pantiacolla_Pipra fasciicauda","Pipra fasciicauda","Pipra_fasciicauda",397,NA,397,413,"Pipra fasciicauda","pantiacolla",NA,5,10,2011,"2011-10-5",NA,2011-10-05,"278"
"504","110106","P11","106","P110106","Geotrygon_montana","Geotrygon montana","Geotrygon_montana","Columbidae",0,114.4062791,"lowland_manu","ground","low",426,0,0,0,0,0,"0","0","0","0",0,0,0,NA,502,"5_10_2011_pantiacolla_Geotrygon montana","Geotrygon montana","Geotrygon_montana",397,NA,397,426,"Geotrygon montana","pantiacolla",NA,5,10,2011,"2011-10-5",NA,2011-10-05,"278"
"505","110107","P11","107","P110107","Geotrygon_montana","Geotrygon montana","Geotrygon_montana","Columbidae",0,114.4062791,"lowland_manu","ground","low",426,1,1,1,0,8,"1","2","4","0",9,0,0,"Geotrygon_montana",503,"5_10_2011_pantiacolla_Geotrygon montana","Geotrygon montana","Geotrygon_montana",397,NA,397,426,"Geotrygon montana","pantiacolla",NA,5,10,2011,"2011-10-5",NA,2011-10-05,"278"
"506","110108","P11","108","P110108","Laniocera_hypopyrra","Laniocera hypopyrra","Laniocera_hypopyrra","Cotingidae",0,48.87571429,"lowland_manu","undersory-midhigh","low",416,1,0,1,0,0,"0","0","0","0",1,0,0,"Laniocera_hypopyrra",497,"5_10_2011_pantiacolla_Laniocera hypopyrra","Laniocera hypopyrra","Laniocera_hypopyrra",397,NA,397,416,"Laniocera hypopyrra","pantiacolla",NA,5,10,2011,"2011-10-5",NA,2011-10-05,"278"
"507","116019","P11","6019","P116019","Mionectes_macconnelli","Mionectes macconnelli","Mionectes_macconnelli","Tyrannidae",1,12.63060606,"lowland_manu","midhigh","high",414,1,1,1,0,12,"2","2","8","0",425,0,0,"Mionectes_macconnelli",4194,"14-16_8_2011_pantiacolla_Mionectes macconnelli",NA,"Mionectes_macconnelli",NA,NA,NA,414,"Mionectes macconnelli","pantiacolla",NA,14,8,2011,"2011-8-14","check date",2011-08-14,"226"
"508","110111","P11","111","P110111","Automolus_ochrolaemus","Automolus ochrolaemus","Automolus_ochrolaemus","Furnariidae",1,34.96803922,"lowland_manu","understory","low",680,1,1,0,1,1,"0","0","1","0",0,0,0,NA,509,"6_10_2011_pantiacolla_Automolus ochrolaemus","Automolus ochrolaemus","Automolus_ochrolaemus",397,NA,397,680,"Automolus ochrolaemus","pantiacolla",NA,6,10,2011,"2011-10-6",NA,2011-10-06,"279"
"509","110119","P11","119","P110119","Xenops_tenuirostris","Xenops tenuirostris","Xenops_tenuirostris","Furnariidae",1,9.2,"lowland_manu","canopy","low",430,0,0,0,0,0,"0","0","0","0",0,0,0,NA,517,"7_10_2011_pantiacolla_Xenops tenuirostris","Xenops tenuirostris","Xenops_tenuirostris",397,NA,397,430,"Xenops tenuirostris","pantiacolla",NA,7,10,2011,"2011-10-7",NA,2011-10-07,"280"
"510","116094","P11","6094","P116094","Mionectes_macconnelli","Mionectes macconnelli","Mionectes_macconnelli","Tyrannidae",1,12.63060606,"lowland_manu","midhigh","med",414,1,1,1,0,47,"12","12","23","0",135,0,0,"Mionectes_macconnelli",4211,"14-16_8_2011_pantiacolla_Mionectes macconnelli",NA,"Mionectes_macconnelli",NA,NA,NA,414,"Mionectes macconnelli","pantiacolla",NA,15,8,2011,"2011-8-15","check date",2011-08-15,"227"
"511","110124","P11","124","P110124","Pipra_fasciicauda","Pipra fasciicauda","Pipra_fasciicauda","Pipridae",1,16.82485876,"lowland_manu","undersory-midhigh","low",413,1,1,1,0,9,"0","2","4","0",15,0,0,"Pipra_fasciicauda",513,"7_10_2011_pantiacolla_Pipra fasciicauda","Pipra fasciicauda","Pipra_fasciicauda",397,NA,397,413,"Pipra fasciicauda","pantiacolla",NA,7,10,2011,"2011-10-7",NA,2011-10-07,"280"
"512","110133","P11","133","P110133","Pipra_fasciicauda","Pipra fasciicauda","Pipra_fasciicauda","Pipridae",1,16.82485876,"lowland_manu","undersory-midhigh","low",413,1,1,1,0,17,"2","0","15","0",19,0,0,"Pipra_fasciicauda",520,"8_10_2011_pantiacolla_Pipra fasciicauda","Pipra fasciicauda","Pipra_fasciicauda",413,NA,413,413,"Pipra fasciicauda","pantiacolla",NA,8,10,2011,"2011-10-8",NA,2011-10-08,"281"
"513","110137","P11","137","P110137","Tangara_schrankii","Tangara schrankii","Tangara_schrankii","Thraupidae",1,19.85320755,"lowland_manu","midhigh","med",421,1,1,1,0,4,"1","2","1","0",4,0,0,"Tangara_schrankii",529,"10_10_2011_pantiacolla_Tangara schrankii","Tangara schrankii","Tangara_schrankii",413,NA,413,421,"Tangara schrankii","pantiacolla",NA,10,10,2011,"2011-10-10",NA,2011-10-10,"283"
"514","116112","P11","6112","P116112","Mionectes_macconnelli","Mionectes macconnelli","Mionectes_macconnelli","Tyrannidae",1,12.63060606,"lowland_manu","midhigh","med",414,1,1,1,0,9,"3","0","5","0",18,0,0,"Mionectes_macconnelli",4213,"14-16_8_2011_pantiacolla_Mionectes macconnelli",NA,"Mionectes_macconnelli",NA,NA,NA,414,"Mionectes macconnelli","pantiacolla",NA,16,8,2011,"2011-8-16","check date",2011-08-16,"228"
"515","110142","P11","142","P110142","Automolus_ochrolaemus","Automolus ochrolaemus","Automolus_ochrolaemus","Furnariidae",1,34.96803922,"lowland_manu","understory","none",680,1,0,0,1,0,"0","0","0","0",0,0,0,NA,528,"10_10_2011_pantiacolla_Automolus ochrolaemus","Automolus ochrolaemus","Automolus_ochrolaemus",413,NA,413,680,"Automolus ochrolaemus","pantiacolla",NA,10,10,2011,"2011-10-10",NA,2011-10-10,"283"
"516","115958","P11","5958","P115958","Mionectes_oleagineus","Mionectes oleagineus","Mionectes_oleagineus","Tyrannidae",1,11.49915698,"lowland_manu","undersory-midhigh","low",421,1,1,1,0,7,"1","0","6","0",79,1,1,"Mionectes_oleagineus",4183,"9 ´è_ 11_8_2011_pantiacolla_Mionectes oleagineus",NA,"Mionectes_oleagineus",NA,NA,NA,421,"Mionectes oleagineus","pantiacolla",NA,9,8,2011,"2011-8-9","check date",2011-08-09,"221"
"517","110156","P11","156","P110156","Pteroglossus_azara","Pteroglossus azara","Pteroglossus_azara","Ramphastidae",0,136.565,"lowland_manu","canopy","high",714,1,0,1,0,0,"0","0","0","0",2,2,2,"Pteroglossus_azara",531,"11_10_2011_pantiacolla_Pteroglossus azara","Pteroglossus azara","Pteroglossus_azara",413,NA,413,714,"Pteroglossus azara","pantiacolla",NA,11,10,2011,"2011-10-11",NA,2011-10-11,"284"
"518","110157","P11","157","P110157","Pteroglossus_azara","Pteroglossus azara","Pteroglossus_azara","Ramphastidae",0,136.565,"lowland_manu","canopy","low",714,1,0,1,0,0,"0","0","0","0",3,0,0,"Pteroglossus_azara",532,"11_10_2011_pantiacolla_Pteroglossus azara","Pteroglossus azara","Pteroglossus_azara",413,NA,413,714,"Pteroglossus azara","pantiacolla",NA,11,10,2011,"2011-10-11",NA,2011-10-11,"284"
"519","110166","P11","166","P110166","Turdus_albicollis","Turdus albicollis","Turdus_albicollis","Turdidae",0,50.02123288,"lowland_manu","ground","med",411.5,1,1,1,0,7,"1","2","4","0",5,0,0,"Turdus_albicollis",534,"11_10_2011_pantiacolla_Turdus albicollis","Turdus albicollis","Turdus_albicollis",413,NA,413,411.5,"Turdus albicollis","pantiacolla",NA,11,10,2011,"2011-10-11",NA,2011-10-11,"284"
"520","110174","P11","174","P110174","Synallaxis_cabanisi","Synallaxis cabanisi","Synallaxis_cabanisi","Furnariidae",0,18.982,"lowland_manu","understory","low",1084,1,1,1,0,1,"0","0","1","0",10,0,0,"Synallaxis_cabanisi",551,"13_10_2011_pantiacolla_Synallaxis cabanisi","Synallaxis cabanisi","Synallaxis_cabanisi",438,NA,438,1084,"Synallaxis cabanisi","pantiacolla",NA,13,10,2011,"2011-10-13",NA,2011-10-13,"286"
