"","sample","Sample_label","Sample_No","Full_Label","species_jetz","species_clean","species_binomial","family","sociality","mass_tidy","elevation_cat","foraging_cat","Powder.lvl","elevation_midpoint","ectoparasites_PA","Lice","Mites","Ticks","total_lice","Female","Male","Nimph","Eggs","total_mites","total_mesostigmatidae","total_no_feathers_mites","species_binomial.x","x","ectoparasite_code","species","species_taxonomy_SACC_2021","elevation_all_years","net_elevation","elevation","elevation_midpoint.1","Species_parameters","Station","X","day","month","year","full_date","date_status","date","year_seasonality"
"171","110188","SP11","188","SP110188","Anabacerthia_striaticollis","Anabacerthia striaticollis","Anabacerthia_striaticollis","Furnariidae",1,24.58886525,"montane_manu","midhigh","med",1397,1,0,1,0,0,"0","0","0","0",1,0,0,"Anabacerthia_striaticollis",842,"6_10_2011_san_pedro_Anabacerthia striaticollis","Anabacerthia striaticollis","Anabacerthia_striaticollis",1337,NA,1337,1397,"Anabacerthia striaticollis","san_pedro",NA,6,10,2011,"2011-10-6",NA,2011-10-06,"279"
"172","110259","SP11","259","SP110259","Hylophylax_naevius","Hylophylax naevius","Hylophylax_naevius","Thamnophilidae",0,13.63936508,"montane_manu","understory","low",850,1,0,1,0,0,"0","0","0","0",3,0,0,"Hylophylax_naevius",787,"19_10_2011_san_pedro_Hylophylax naevius","Hylophylax naevius","Hylophylax_naevius",1339,NA,1339,850,"Hylophylax naevius","san_pedro",NA,19,10,2011,"2011-10-19",NA,2011-10-19,"292"
"173","121223","SP12","1223","SP121223","Basileuterus_bivittatus","Myiothlypis bivittata","Myiothlypis_bivittata","Parulidae",1,15.17214286,"montane_manu","midhigh","low",1217,0,0,0,0,0,"0","0","0","0",0,0,0,NA,4646,"25_10_2012_san_pedro_Basileuterus bivittatus",NA,"Myiothlypis_bivittata",NA,NA,385,1217,"Basileuterus bivittatus","san_pedro",NA,25,10,2012,"2012-10-25",NA,2012-10-25,"299"
"174","110340","SP11","340","SP110340","Leptopogon_superciliaris","Leptopogon superciliaris","Leptopogon_superciliaris","Tyrannidae",1,13.20830645,"montane_manu","midhigh","low",1387,1,1,1,0,1,"0","0","0","0",2,0,0,"Leptopogon_superciliaris",918,"29_10_2011_san_pedro_Leptopogon superciliaris","Leptopogon superciliaris","Leptopogon_superciliaris",1262,NA,1262,1387,"Leptopogon superciliaris","san_pedro",NA,29,10,2011,"2011-10-29",NA,2011-10-29,"302"
"175","110120","SP11","120","SP110120","Chlorospingus_flavigularis","Chlorospingus flavigularis","Chlorospingus_flavigularis","Thraupidae",1,25.95577586,"montane_manu","understory","med",1362,1,1,1,0,8,"2","2","4","0",9,0,0,"Chlorospingus_flavigularis",943,"29_9_2011_san_pedro_Chlorospingus flavigularis","Chlorospingus flavigularis","Chlorospingus_flavigularis",1387,NA,1387,1362,"Chlorospingus flavigularis","san_pedro",NA,29,9,2011,"2011-9-29",NA,2011-09-29,"272"
"176","110130","SP11","130","SP110130","Premnoplex_brunnescens","Premnoplex brunnescens","Premnoplex_brunnescens","Furnariidae",1,15.77809045,"montane_manu","understory","low",1366,1,0,1,0,0,"0","0","0","0",37,36,36,"Premnoplex_brunnescens",822,"1_10_2011_san_pedro_Premnoplex brunnescens","Premnoplex brunnescens","Premnoplex_brunnescens",1362,NA,1362,1366,"Premnoplex brunnescens","san_pedro",NA,1,10,2011,"2011-10-1",NA,2011-10-01,"274"
"177","110140","SP11","140","SP110140","Premnoplex_brunnescens","Premnoplex brunnescens","Premnoplex_brunnescens","Furnariidae",1,15.77809045,"montane_manu","understory","low",1366,1,0,1,0,0,"0","0","0","0",1,1,1,"Premnoplex_brunnescens",826,"3_10_2011_san_pedro_Premnoplex brunnescens","Premnoplex brunnescens","Premnoplex_brunnescens",1362,NA,1362,1366,"Premnoplex brunnescens","san_pedro",NA,3,10,2011,"2011-10-3",NA,2011-10-03,"276"
"178","110144","SP11","144","SP110144","Basileuterus_tristriatus","Basileuterus tristriatus","Basileuterus_tristriatus","Parulidae",1,12.9,"montane_manu","understory","low",1459,1,1,1,0,2,"1","0","1","0",3,0,0,"Basileuterus_tristriatus",825,"3_10_2011_san_pedro_Basileuterus tristriatus","Basileuterus tristriatus","Basileuterus_tristriatus",1362,NA,1362,1459,"Basileuterus tristriatus","san_pedro",NA,3,10,2011,"2011-10-3",NA,2011-10-03,"276"
"179","120675","P12","675","P120675","Willisornis_poecilinotus","Willisornis poecilinotus","Willisornis_poecilinotus","Thamnophilidae",0,18.39630137,"lowland_manu","ground","low",419,1,1,1,0,3,"2","0","1","0",7,0,0,"Willisornis_poecilinotus",1098,"29_6_2012_pantiacolla_Willisornis poecilinotus","Willisornis poecilinotus","Willisornis_poecilinotus",415,NA,415,419,"Willisornis poecilinotus","pantiacolla",NA,29,6,2012,"2012-6-29",NA,2012-06-29,"181"
"180","120781","P12","781","P120781","Sclerurus_caudacutus","Sclerurus caudacutus","Sclerurus_caudacutus","Furnariidae",0,37.54095238,"lowland_manu","ground","low",413,1,0,1,0,0,"0","0","0","0",1,0,0,"Sclerurus_caudacutus",1134,"14_7_2012_pantiacolla_Sclerurus caudacutus","Sclerurus caudacutus","Sclerurus_caudacutus",NA,NA,NA,413,"Sclerurus caudacutus","pantiacolla",NA,14,7,2012,"2012-7-14",NA,2012-07-14,"196"
"181","120742","P12","742","P120742","Corythopis_torquatus","Corythopis torquatus","Corythopis_torquatus","Tyrannidae",0,17.01754717,"lowland_manu","ground","low",419,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1116,"2_7_2012_pantiacolla_Corythopis torquatus","Corythopis torquatus","Corythopis_torquatus",NA,NA,NA,419,"Corythopis torquatus","pantiacolla",NA,2,7,2012,"2012-7-2",NA,2012-07-02,"184"
"182","120770","P12","770","P120770","Microcerculus_marginatus","Microcerculus marginatus","Microcerculus_marginatus","Troglodytidae",0,18.81613333,"lowland_manu","ground-understory","low",754,1,0,1,0,0,"0","0","0","0",1,0,0,"Microcerculus_marginatus",1130,"10_7_2012_pantiacolla_Microcerculus marginatus","Microcerculus marginatus","Microcerculus_marginatus",NA,NA,NA,754,"Microcerculus marginatus","pantiacolla",NA,10,7,2012,"2012-7-10",NA,2012-07-10,"192"
"183","121292","SP12","1292","SP121292","Basileuterus_bivittatus","Myiothlypis bivittata","Myiothlypis_bivittata","Parulidae",1,15.17214286,"montane_manu","midhigh","low",1217,1,1,0,0,14,"2","3","9","0",0,0,0,NA,4653,"8_11_2012_san_pedro_Basileuterus bivittatus",NA,"Myiothlypis_bivittata",NA,NA,1307,1217,"Basileuterus bivittatus","san_pedro",NA,8,11,2012,"2012-11-8",NA,2012-11-08,"313"
"184","120684","P12","684","P120684","Hylophilus_ochraceiceps","Tunchiornis ochraceiceps","Hylophilus_ochraceiceps","Vireonidae",1,11.72933333,"lowland_manu","understory","low",892,1,0,1,0,0,"0","0","0","0",1,0,0,"Hylophilus_ochraceiceps",1093,"29_6_2012_pantiacolla_Hylophilus ochraceiceps","Hylophilus ochraceiceps","Tunchiornis_ochraceiceps",415,NA,415,892,"Hylophilus ochraceiceps","pantiacolla",NA,29,6,2012,"2012-6-29",NA,2012-06-29,"181"
"185","120687","P12","687","P120687","Willisornis_poecilinotus","Willisornis poecilinotus","Willisornis_poecilinotus","Thamnophilidae",0,18.39630137,"lowland_manu","ground","low",419,1,0,1,0,0,"0","0","0","0",1,0,0,"Willisornis_poecilinotus",1099,"29_6_2012_pantiacolla_Willisornis poecilinotus","Willisornis poecilinotus","Willisornis_poecilinotus",415,NA,415,419,"Willisornis poecilinotus","pantiacolla",NA,29,6,2012,"2012-6-29",NA,2012-06-29,"181"
"186","120714","P12","714","P120714","Myrmotherula_axillaris","Myrmotherula axillaris","Myrmotherula_axillaris","Thamnophilidae",1,8.457105263,"lowland_manu","midhigh","low",415,1,0,1,0,0,"0","0","0","0",1,0,0,"Myrmotherula_axillaris",1112,"30_6_2012_pantiacolla_Myrmotherula axillaris","Myrmotherula axillaris","Myrmotherula_axillaris",415,NA,415,415,"Myrmotherula axillaris","pantiacolla",NA,30,6,2012,"2012-6-30",NA,2012-06-30,"182"
"187","120739","P12","739","P120739","Corythopis_torquatus","Corythopis torquatus","Corythopis_torquatus","Tyrannidae",0,17.01754717,"lowland_manu","ground","low",419,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1115,"2_7_2012_pantiacolla_Corythopis torquatus","Corythopis torquatus","Corythopis_torquatus",NA,NA,NA,419,"Corythopis torquatus","pantiacolla",NA,2,7,2012,"2012-7-2",NA,2012-07-02,"184"
"188","120788","P12","788","P120788","Thamnomanes_ardesiacus","Thamnomanes ardesiacus","Thamnomanes_ardesiacus","Thamnophilidae",1,18.58714286,"lowland_manu","midhigh","low",421,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1136,"16_7_2012_pantiacolla_Thamnomanes ardesiacus","Thamnomanes ardesiacus","Thamnomanes_ardesiacus",NA,NA,415,421,"Thamnomanes ardesiacus","pantiacolla",NA,16,7,2012,"2012-7-16",NA,2012-07-16,"198"
"189","121402","SP12","1402","SP121402","Basileuterus_coronatus","Myiothlypis coronata","Myiothlypis_coronata","Parulidae",1,16.03027273,"montane_manu","understory","low",1541,1,1,1,0,2,"0","0","2","0",2,0,0,"Myiothlypis_coronata",4662,"18_11_2012_san_pedro_Basileuterus coronatus",NA,"Myiothlypis_coronata",NA,NA,1449,1541,"Basileuterus coronatus","san_pedro",NA,18,11,2012,"2012-11-18",NA,2012-11-18,"323"
"190","120805","P12","805","P120805","Corythopis_torquatus","Corythopis torquatus","Corythopis_torquatus","Tyrannidae",0,17.01754717,"lowland_manu","ground","low",419,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1144,"23_7_2012_pantiacolla_Corythopis torquatus","Corythopis torquatus","Corythopis_torquatus",NA,NA,NA,419,"Corythopis torquatus","pantiacolla",NA,23,7,2012,"2012-7-23",NA,2012-07-23,"205"
"191","120806","P12","806","P120806","Mionectes_olivaceus","Mionectes olivaceus","Mionectes_olivaceus","Tyrannidae",1,14.85200461,"lowland_manu","understory","low",1262,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1143,"23_7_2012_pantiacolla_Mionectes olivaceus","Mionectes olivaceus","Mionectes_olivaceus",NA,NA,NA,1262,"Mionectes olivaceus","pantiacolla",NA,23,7,2012,"2012-7-23",NA,2012-07-23,"205"
"192","110009","SP11","9","SP110009","Basileuterus_coronatus","Myiothlypis coronata","Myiothlypis_coronata","Parulidae",1,16.03027273,"montane_manu","understory","low",1541,1,1,1,0,9,"1","0","1","0",12,0,0,"Myiothlypis_coronata",4245,"5_9_2011_san_pedro_Basileuterus coronatus",NA,"Myiothlypis_coronata",NA,NA,NA,1541,"Basileuterus coronatus","san_pedro",NA,5,9,2011,"2011-9-5",NA,2011-09-05,"248"
"193","120818","P12","818","P120818","Leptopogon_amaurocephalus","Leptopogon amaurocephalus","Leptopogon_amaurocephalus","Tyrannidae",1,11.67782609,"lowland_manu","undersory-midhigh","low",417,1,0,1,0,0,"0","0","0","0",11,0,0,"Leptopogon_amaurocephalus",1147,"30_7_2012_pantiacolla_Glyphorynchus spirurus","Glyphorynchus spirurus","Glyphorynchus_spirurus",NA,NA,NA,417,"Glyphorynchus spirurus","pantiacolla",NA,30,7,2012,"2012-7-30",NA,2012-07-30,"212"
"194","120883","P12","883","P120883","Platyrinchus_platyrhynchos","Platyrinchus platyrhynchos","Platyrinchus_platyrhynchos","Tyrannidae",0,12.27526316,"lowland_manu","midhigh","low",421.5,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1171,"16_8_2012_pantiacolla_Platyrinchus platyrhynchos","Platyrinchus platyrhynchos","Platyrinchus_platyrhynchos",NA,NA,415,421.5,"Platyrinchus platyrhynchos","pantiacolla",NA,16,8,2012,"2012-8-16",NA,2012-08-16,"229"
"195","110017","SP11","17","SP110017","Basileuterus_coronatus","Myiothlypis coronata","Myiothlypis_coronata","Parulidae",1,16.03027273,"montane_manu","understory","high",1541,1,0,1,0,0,"0","0","0","0",1,0,0,"Myiothlypis_coronata",4248,"8_9_2011_san_pedro_Basileuterus coronatus",NA,"Myiothlypis_coronata",NA,NA,NA,1541,"Basileuterus coronatus","san_pedro",NA,8,9,2011,"2011-9-8",NA,2011-09-08,"251"
"196","120916","P12","916","P120916","Thamnomanes_schistogynus","Thamnomanes schistogynus","Thamnomanes_schistogynus","Thamnophilidae",1,17.905,"lowland_manu","midhigh","low",430,1,0,1,0,0,"0","0","0","0",52,0,0,"Thamnomanes_schistogynus",1185,"22_8_2012_pantiacolla_Thamnomanes schistogynus","Thamnomanes schistogynus","Thamnomanes_schistogynus",438,NA,438,430,"Thamnomanes schistogynus","pantiacolla",NA,22,8,2012,"2012-8-22",NA,2012-08-22,"235"
"197","120921","P12","921","P120921","Thamnomanes_schistogynus","Thamnomanes schistogynus","Thamnomanes_schistogynus","Thamnophilidae",1,17.905,"lowland_manu","midhigh","low",430,1,0,1,0,0,"0","0","0","0",13,0,0,"Thamnomanes_schistogynus",1186,"22_8_2012_pantiacolla_Thamnomanes schistogynus","Thamnomanes schistogynus","Thamnomanes_schistogynus",438,NA,438,430,"Thamnomanes schistogynus","pantiacolla",NA,22,8,2012,"2012-8-22",NA,2012-08-22,"235"
"198","120923","P12","923","P120923","Thamnomanes_schistogynus","Thamnomanes schistogynus","Thamnomanes_schistogynus","Thamnophilidae",1,17.905,"lowland_manu","midhigh","low",430,1,0,1,0,0,"0","0","0","0",37,0,0,"Thamnomanes_schistogynus",1187,"22_8_2012_pantiacolla_Thamnomanes schistogynus","Thamnomanes schistogynus","Thamnomanes_schistogynus",438,NA,438,430,"Thamnomanes schistogynus","pantiacolla",NA,22,8,2012,"2012-8-22",NA,2012-08-22,"235"
"199","120924","P12","924","P120924","Thamnomanes_schistogynus","Thamnomanes schistogynus","Thamnomanes_schistogynus","Thamnophilidae",1,17.905,"lowland_manu","midhigh","low",430,1,0,1,0,0,"0","0","0","0",21,0,0,"Thamnomanes_schistogynus",1188,"22_8_2012_pantiacolla_Thamnomanes schistogynus","Thamnomanes schistogynus","Thamnomanes_schistogynus",438,NA,438,430,"Thamnomanes schistogynus","pantiacolla",NA,22,8,2012,"2012-8-22",NA,2012-08-22,"235"
"200","120933","P12","933","P120933","Myrmotherula_axillaris","Myrmotherula axillaris","Myrmotherula_axillaris","Thamnophilidae",1,8.457105263,"lowland_manu","midhigh","low",415,1,0,1,0,0,"0","0","0","0",2,0,0,"Myrmotherula_axillaris",1195,"22_8_2012_pantiacolla_Myrmotherula axillaris","Myrmotherula axillaris","Myrmotherula_axillaris",438,NA,438,415,"Myrmotherula axillaris","pantiacolla",NA,22,8,2012,"2012-8-22",NA,2012-08-22,"235"
"201","110041","SP11","41","SP110041","Basileuterus_coronatus","Myiothlypis coronata","Myiothlypis_coronata","Parulidae",1,16.03027273,"montane_manu","understory","low",1541,1,1,1,0,3,"0","0","3","0",4,0,0,"Myiothlypis_coronata",4251,"17_9_2011_san_pedro_Basileuterus coronatus",NA,"Myiothlypis_coronata",NA,NA,NA,1541,"Basileuterus coronatus","san_pedro",NA,17,9,2011,"2011-9-17",NA,2011-09-17,"260"
"202","110143","SP11","143","SP110143","Basileuterus_coronatus","Myiothlypis coronata","Myiothlypis_coronata","Parulidae",1,16.03027273,"montane_manu","understory","low",1541,0,0,0,0,0,"0","0","0","0",0,0,0,NA,4257,"3_10_2011_san_pedro_Basileuterus coronatus",NA,"Myiothlypis_coronata",NA,NA,1362,1541,"Basileuterus coronatus","san_pedro",NA,3,10,2011,"2011-10-3",NA,2011-10-03,"276"
"203","121004","P12","1004","P121004","Hylophylax_naevius","Hylophylax naevius","Hylophylax_naevius","Thamnophilidae",0,13.63936508,"lowland_manu","understory","low",850,1,0,1,0,0,"0","0","0","0",1,0,0,"Hylophylax_naevius",1214,"30_8_2012_pantiacolla_Hylophylax naevius","Hylophylax naevius","Hylophylax_naevius",422,NA,422,850,"Hylophylax naevius","pantiacolla",NA,30,8,2012,"2012-8-30",NA,2012-08-30,"243"
"204","120057","SP12","57","SP120057","Basileuterus_coronatus","Myiothlypis coronata","Myiothlypis_coronata","Parulidae",1,16.03027273,"montane_manu","understory","low",1541,1,0,1,0,0,"0","0","0","0",3,0,1,"Myiothlypis_coronata",4580,"25_6_2012_san_pedro_Basileuterus coronatus",NA,"Myiothlypis_coronata",NA,NA,1387,1541,"Basileuterus coronatus","san_pedro",NA,25,6,2012,"2012-6-25",NA,2012-06-25,"177"
"205","121019","P12","1019","P121019","Hylophilus_ochraceiceps","Tunchiornis ochraceiceps","Hylophilus_ochraceiceps","Vireonidae",1,11.72933333,"lowland_manu","understory","med",892,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1221,"3_9_2012_pantiacolla_Hylophilus ochraceiceps","Hylophilus ochraceiceps","Tunchiornis_ochraceiceps",421,NA,421,892,"Hylophilus ochraceiceps","pantiacolla",NA,3,9,2012,"2012-9-3",NA,2012-09-03,"247"
"206","121020","P12","1020","P121020","Hylophilus_ochraceiceps","Tunchiornis ochraceiceps","Hylophilus_ochraceiceps","Vireonidae",1,11.72933333,"lowland_manu","understory","med",892,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1222,"3_9_2012_pantiacolla_Hylophilus ochraceiceps","Hylophilus ochraceiceps","Tunchiornis_ochraceiceps",421,NA,421,892,"Hylophilus ochraceiceps","pantiacolla",NA,3,9,2012,"2012-9-3",NA,2012-09-03,"247"
"207","121052","P12","1052","P121052","Corythopis_torquatus","Corythopis torquatus","Corythopis_torquatus","Tyrannidae",0,17.01754717,"lowland_manu","ground","low",419,1,0,1,0,0,"0","0","0","0",63,0,0,"Corythopis_torquatus",1236,"4_9_2012_pantiacolla_Corythopis torquatus","Corythopis torquatus","Corythopis_torquatus",421,NA,421,419,"Corythopis torquatus","pantiacolla",NA,4,9,2012,"2012-9-4",NA,2012-09-04,"248"
"208","121238","P12","1238","P121238","Glyphorynchus_spirurus","Glyphorynchus spirurus","Glyphorynchus_spirurus","Dendrocolaptidae",1,15.41370221,"lowland_manu","canopy","low",421,1,0,1,0,0,"0","0","0","0",1,0,0,"Glyphorynchus_spirurus",1293,"9_10_2012_pantiacolla_Glyphorynchus spirurus","Glyphorynchus spirurus","Glyphorynchus_spirurus",837,NA,837,421,"Glyphorynchus spirurus","pantiacolla",NA,9,10,2012,"2012-10-9",NA,2012-10-09,"283"
"209","121245","P12","1245","P121245","Glyphorynchus_spirurus","Glyphorynchus spirurus","Glyphorynchus_spirurus","Dendrocolaptidae",1,15.41370221,"lowland_manu","canopy","low",421,1,1,1,0,2,"1","0","1","0",14,3,3,"Glyphorynchus_spirurus",1295,"9_10_2012_pantiacolla_Glyphorynchus spirurus","Glyphorynchus spirurus","Glyphorynchus_spirurus",837,NA,837,421,"Glyphorynchus spirurus","pantiacolla",NA,9,10,2012,"2012-10-9",NA,2012-10-09,"283"
"210","121250","P12","1250","P121250","Willisornis_poecilinotus","Willisornis poecilinotus","Willisornis_poecilinotus","Thamnophilidae",0,18.39630137,"lowland_manu","ground","low",419,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1309,"10_10_2012_pantiacolla_Willisornis poecilinotus","Willisornis poecilinotus","Willisornis_poecilinotus",837,NA,837,419,"Willisornis poecilinotus","pantiacolla",NA,10,10,2012,"2012-10-10",NA,2012-10-10,"284"
"211","121252","P12","1252","P121252","Willisornis_poecilinotus","Willisornis poecilinotus","Willisornis_poecilinotus","Thamnophilidae",0,18.39630137,"lowland_manu","ground","low",419,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1310,"10_10_2012_pantiacolla_Willisornis poecilinotus","Willisornis poecilinotus","Willisornis_poecilinotus",837,NA,837,419,"Willisornis poecilinotus","pantiacolla",NA,10,10,2012,"2012-10-10",NA,2012-10-10,"284"
"212","121255","P12","1255","P121255","Willisornis_poecilinotus","Willisornis poecilinotus","Willisornis_poecilinotus","Thamnophilidae",0,18.39630137,"lowland_manu","ground","low",419,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1312,"10_10_2012_pantiacolla_Willisornis poecilinotus","Willisornis poecilinotus","Willisornis_poecilinotus",837,NA,837,419,"Willisornis poecilinotus","pantiacolla",NA,10,10,2012,"2012-10-10",NA,2012-10-10,"284"
"213","121258","P12","1258","P121258","Platyrinchus_platyrhynchos","Platyrinchus platyrhynchos","Platyrinchus_platyrhynchos","Tyrannidae",0,12.27526316,"lowland_manu","midhigh","low",421.5,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1302,"10_10_2012_pantiacolla_Platyrinchus platyrhynchos","Platyrinchus platyrhynchos","Platyrinchus_platyrhynchos",837,NA,837,421.5,"Platyrinchus platyrhynchos","pantiacolla",NA,10,10,2012,"2012-10-10",NA,2012-10-10,"284"
"214","121259","P12","1259","P121259","Platyrinchus_platyrhynchos","Platyrinchus platyrhynchos","Platyrinchus_platyrhynchos","Tyrannidae",0,12.27526316,"lowland_manu","midhigh","low",421.5,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1303,"10_10_2012_pantiacolla_Platyrinchus platyrhynchos","Platyrinchus platyrhynchos","Platyrinchus_platyrhynchos",837,NA,837,421.5,"Platyrinchus platyrhynchos","pantiacolla",NA,10,10,2012,"2012-10-10",NA,2012-10-10,"284"
"215","121262","P12","1262","P121262","Myrmotherula_axillaris","Myrmotherula axillaris","Myrmotherula_axillaris","Thamnophilidae",1,8.457105263,"lowland_manu","midhigh","low",415,1,0,1,0,0,"0","0","0","0",3,0,0,"Myrmotherula_axillaris",1301,"10_10_2012_pantiacolla_Myrmotherula axillaris","Myrmotherula axillaris","Myrmotherula_axillaris",837,NA,837,415,"Myrmotherula axillaris","pantiacolla",NA,10,10,2012,"2012-10-10",NA,2012-10-10,"284"
"216","121271","P12","1271","P121271","Glyphorynchus_spirurus","Glyphorynchus spirurus","Glyphorynchus_spirurus","Dendrocolaptidae",1,15.41370221,"lowland_manu","canopy","low",421,1,0,1,0,0,"0","0","0","0",19,0,0,"Glyphorynchus_spirurus",1300,"10_10_2012_pantiacolla_Glyphorynchus spirurus","Glyphorynchus spirurus","Glyphorynchus_spirurus",837,NA,837,421,"Glyphorynchus spirurus","pantiacolla",NA,10,10,2012,"2012-10-10",NA,2012-10-10,"284"
"217","121352","P12","1352","P121352","Thamnomanes_ardesiacus","Thamnomanes ardesiacus","Thamnomanes_ardesiacus","Thamnophilidae",1,18.58714286,"lowland_manu","midhigh","low",421,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1356,"20_10_2012_pantiacolla_Thamnomanes ardesiacus","Thamnomanes ardesiacus","Thamnomanes_ardesiacus",415,NA,415,421,"Thamnomanes ardesiacus","pantiacolla",NA,20,10,2012,"2012-10-20",NA,2012-10-20,"294"
"218","120080","SP12","80","SP120080","Basileuterus_coronatus","Myiothlypis coronata","Myiothlypis_coronata","Parulidae",1,16.03027273,"montane_manu","understory","low",1541,1,0,1,0,0,"0","0","0","0",6,0,0,"Myiothlypis_coronata",4591,"21_6_2012_san_pedro_Basileuterus coronatus",NA,"Myiothlypis_coronata",NA,NA,1387,1541,"Basileuterus coronatus","san_pedro",NA,21,6,2012,"2012-6-21",NA,2012-06-21,"173"
"219","121359","P12","1359","P121359","Glyphorynchus_spirurus","Glyphorynchus spirurus","Glyphorynchus_spirurus","Dendrocolaptidae",1,15.41370221,"lowland_manu","canopy","low",421,1,1,1,0,17,"4","10","3","0",24,1,23,"Glyphorynchus_spirurus",1348,"20_10_2012_pantiacolla_Glyphorynchus spirurus","Glyphorynchus spirurus","Glyphorynchus_spirurus",415,NA,415,421,"Glyphorynchus spirurus","pantiacolla",NA,20,10,2012,"2012-10-20",NA,2012-10-20,"294"
