NO#,Collection,Sample label,Sample No. #,Full_Label,Powder lvl,Host genus,Host species,Order,Family,Lice,Mites,Ticks,Other,Host Family,Order2,Date of collection,Country,Province,Locality,Altitude
1,JUM,V,V01,V01,,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,No,No,Yes,,,,,,,
2,JUM,V,V02,V02,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
3,JUM,V,V03,V03,,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
4,JUM,V,V05,V05,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
5,JUM,V,V06,V06,,Hylophylax,naevius,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
6,JUM,V,V07,V07,,Hylophylax,naevius,Passeriformes,Thamnophilidae,No,No,No,Yes,,,,,,,
7,JUM,V,V10,V10,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
8,JUM,V,V11,V11,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
9,JUM,V,V12,V12,,Xenops,margaritatus,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
10,JUM,V,V13,V13,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
11,JUM,V,V14,V14,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,No,No,No,Yes,,,,,,,
12,JUM,V,V15,V15,,Myrmelastes,leucostigma,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
13,JUM,V,V17,V17,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
14,JUM,V,V19,V19,,Corythopis,torquatus,Passeriformes,Tyrannidae,No,No,No,No,,,,,,,
15,JUM,V,V20,V20,,Myrmelastes,leucostigma,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
16,JUM,V,V22,V22,,Myrmelastes,leucostigma,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
17,JUM,V,V23,V23,,Myrmelastes,leucostigma,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
18,JUM,V,V26,V26,,Schiffornis,turdina,Passeriformes,Tityridae,No,No,No,No,,,,,,,
19,JUM,V,V29,V29,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
20,JUM,V,V30,V30,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
21,JUM,V,V31,V31,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
22,JUM,V,V32,V32,,Pithys,albifrons,Passeriformes,Thamnophilidae,Yes,No,No,No,,,,,,,
23,JUM,V,V33,V33,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,Yes,No,No,No,,,,,,,
24,JUM,V,V34,V34,,Myrmelastes,leucostigma,Passeriformes,Thamnophilidae,No,No,Yes,No,,,,,,,
25,JUM,V,V36,V36,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,No,No,No,Yes,,,,,,,
26,JUM,V,V39,V39,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
27,JUM,V,V40,V40,,Myrmotherula,axillaris,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
28,JUM,V,V41,V41,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
29,JUM,V,V44,V44,,Myrmoborus,myotherinus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
30,JUM,V,V49,V49,,Corythopis,torquatus,Passeriformes,Tyrannidae,No,No,No,No,,,,,,,
31,JUM,V,V50,V50,,Loriotus,cristatus,Passeriformes,Thraupidae,No,No,No,No,,,,,,,
32,JUM,V,V64,V64,,Ceratopipra,erythrocephala,Passeriformes,Pipridae,Yes,No,No,No,,,,,,,
33,JUM,V,V68,V68,,Epinecrophylla,haematonota,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
34,JUM,V,V81,V81,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
35,JUM,V,V82,V82,,Pithys,albifrons,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
36,JUM,V,V87,V87,,Pithys,albifrons,Passeriformes,Thamnophilidae,Yes,No,No,No,,,,,,,
37,JUM,V,V90,V90,,Manacus,manacus,Passeriformes,Pipridae,Yes,No,Yes,Yes,,,,,,,
38,JUM,V,V91,V91,,Mionectes,oleagineus,Passeriformes,Tyrannidae,Yes,No,No,Yes,,,,,,,
39,JUM,V,V93,V93,,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
40,JUM,V,V96,V96,,Lepidothrix,coronata,Passeriformes,Pipridae,No,Yes,No,No,,,,,,,
41,JUM,V,V102,V102,,Pheugopedius,coraya,Passeriformes,Troglodytidae,No,Yes,No,No,,,,,,,
42,JUM,V,V103,V103,,Hylophylax,naevius,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
43,JUM,V,V104,V104,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
44,JUM,V,V108,V108,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
45,JUM,V,V109,V109,,Mionectes,oleagineus,Passeriformes,Tyrannidae,No,No,No,No,,,,,,,
46,JUM,V,V110,V110,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,Yes,No,No,No,,,,,,,
47,JUM,V,V112,V112,,Gymnopithys,leucaspis,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
48,JUM,V,V113,V113,,Gymnopithys,leucaspis,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
49,JUM,V,V114,V114,,Xiphorhynchus,elegans,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
50,JUM,V,V115,V115,,Epinecrophylla,haematonota,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
51,JUM,V,V116,V116,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
52,JUM,V,V118,V118,,Mionectes,oleagineus,Passeriformes,Tyrannidae,No,No,No,No,,,,,,,
53,JUM,V,V120,V120,,Threnetes,leucurus,Apodiformes,"Trochilidae
",Yes,No,No,No,,,,,,,
54,JUM,V,V122,V122,,Mionectes,oleagineus,Passeriformes,Tyrannidae,No,No,No,No,,,,,,,
55,JUM,V,V123,V123,,Schiffornis,turdina,Passeriformes,Tityridae,No,No,No,No,,,,,,,
56,JUM,V,V124,V124,,Schiffornis,turdina,Passeriformes,Tityridae,No,No,No,No,,,,,,,
57,JUM,V,V125?,V125?,,Isleria,hauxwelli,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
58,JUM,V,V126,V126,,Isleria,hauxwelli,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
59,JUM,V,V127,V127,,Myrmotherula,axillaris,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
60,JUM,V,V129,V129,,Dendrocincla,fuliginosa,Passeriformes,"Furnariidae
",No,No,No,Yes,,,,,,,
61,JUM,V,V130,V130,,Ceratopipra,erythrocephala,Passeriformes,Pipridae,No,No,No,No,,,,,,,
62,JUM,V,V132,V132,,Thamnophilus,murinus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
63,JUM,V,V135,V135,,Sclerurus,caudatus,Passeriformes,Furnariidae,Yes,No,No,No,,,,,,,
64,JUM,V,V137,V137,,Philydor,erythrocercum,Passeriformes,"Furnariidae
",No,No,No,No,,,,,,,
65,JUM,V,V138,V138,,Dendrocincla,merula,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
66,JUM,V,V139,V139,,Synallaxis,rutilans,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
67,JUM,V,V140,V140,,Tangara,chilensis,Passeriformes,Thraupidae,No,No,No,No,,,,,,,
68,JUM,V,V145,V145,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
69,JUM,V,V148,V148,,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
70,JUM,V,V149,V149,,Hypocnemis,hypoxantha,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
71,JUM,V,V155,V155,,Hypocnemis,hypoxantha,Passeriformes,Thamnophilidae,No,No,No,Yes,,,,,,,
72,JUM,V,V156,V156,,Hypocnemis,hypoxantha,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
73,JUM,V,V157,V157,,Xenops,minutus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
74,JUM,V,V158,V158,,Pithys,albifrons,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
75,JUM,V,V160,V160,,Microcerculus,marginatus,Passeriformes,Troglodytidae,No,No,No,No,,,,,,,
76,JUM,V,V162,V162,,Myrmotherula,axillaris,Passeriformes,Thamnophilidae,No,No,No,Yes,,,,,,,
77,JUM,V,V163,V163,,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
78,JUM,V,V167,V167,,Epinecrophylla,haematonota,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
79,JUM,V,V168,V168,,Tachyphonus,surinamus,Passeriformes,"Thraupidae
",Yes,Yes,No,No,,,,,,,
80,JUM,V,V173,V173,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,Yes,No,Yes,,,,,,,
81,JUM,V,V175,V175,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
82,JUM,V,V179,V179,,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
83,JUM,V,V182,V182,,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,Yes,No,Yes,,,,,,,
84,JUM,V,V183,V183,,Dendrocincla,fuliginosa,Passeriformes,"Furnariidae
",No,No,No,No,,,,,,,
85,JUM,V,V187,V187,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
86,JUM,V,V184,V184,,Dendrocincla,fuliginosa,Passeriformes,"Furnariidae
",No,Yes,No,Yes,,,,,,,
87,JUM,V,V192,V192,,Xiphorhynchus,elegans,Passeriformes,Furnariidae,Yes,No,Yes,Yes,,,,,,,
88,JUM,V,V196,V196,,Attila,citriniventris,Passeriformes,"Tyrannidae
",No,Yes,No,Yes,,,,,,,
89,JUM,V,V200,V200,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,No,No,Yes,,,,,,,
90,JUM,V,V204,V204,,Dendrocincla,merula,Passeriformes,"Furnariidae
",No,No,No,No,,,,,,,
91,JUM,V,V209,V209,,Gymnopithys,leucaspis,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
92,JUM,V,V210,V210,,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,No,No,Yes,,,,,,,
93,JUM,V,V215,V215,,Dendrocincla,fuliginosa,Passeriformes,"Furnariidae
",No,No,No,No,,,,,,,
94,JUM,V,V216,V216,,Onychorhynchus,coronatus,Passeriformes,Tityridae,No,Yes,No,No,,,,,,,
95,JUM,V,V223,V223,,Formicarius,colma,Passeriformes,"Formicariidae
",No,Yes,No,No,,,,,,,
96,JUM,V,V220,V220,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
97,JUM,V,V225,V225,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
98,JUM,V,V227,V227,,Heterocercus,aurantiivertex,Passeriformes,"Pipridae
",No,No,No,No,,,,,,,
99,JUM,V,V228,V228,,Pithys,albifrons,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
100,JUM,V,V223,V223,,Formicarius,colma,Passeriformes,"Formicariidae
",No,No,No,No,,,,,,,
101,JUM,V,V224,V224,,Pithys,albifrons,Passeriformes,Thamnophilidae,No,No,Yes,No,,,,,,,
102,JUM,V,V235,V235,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
103,JUM,V,V240,V240,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
104,JUM,V,V243,V243,,Xiphorhynchus,elegans,Passeriformes,Furnariidae,No,No,No,Yes,,,,,,,
105,JUM,V,V245,V245,,Heterocercus,aurantiivertex,Passeriformes,"Pipridae
",Yes,No,No,No,,,,,,,
106,JUM,V,V253,V253,,Sclerurus,mexicanus,Passeriformes,"Furnariidae
",Yes,Yes,No,Yes,,,,,,,
107,JUM,V,V254,V254,,Formicarius,colma,Passeriformes,"Formicariidae
",Yes,Yes,No,Yes,,,,,,,
108,JUM,V,V256,V256,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
109,JUM,V,V257,V257,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
110,JUM,V,V259,V259,,Xenops,minutus,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
111,JUM,V,V260,V260,,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,No,No,Yes,,,,,,,
112,JUM,V,V261,V261,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
113,JUM,V,V268,V268,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
114,JUM,V,V269,V269,,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
115,JUM,V,V270,V270,,Heterocercus,aurantiivertex,Passeriformes,"Pipridae
",No,No,No,No,,,,,,,
116,JUM,V,V274,V274,,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
117,JUM,V,V282,V282,,Ceratopipra,erythrocephala,Passeriformes,Pipridae,No,Yes,No,No,,,,,,,
118,JUM,V,V283,V283,,Geotrygon,montana,Columbiformes,"Columbidae
",Yes,Yes,No,No,,,,,,,
119,JUM,V,V285,V285,,Dendrocincla,fuliginosa,Passeriformes,"Furnariidae
",Yes,Yes,Yes,No,,,,,,,
120,JUM,V,V289,V289,,Gymnopithys,leucaspis,Passeriformes,Thamnophilidae,No,No,No,Yes,,,,,,,
121,JUM,V,V293,V293,,Hypocnemis,hypoxantha,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
122,JUM,V,V294,V294,,Momotus,momota,Coraciiformes,Momotidae,No,No,No,No,,,,,,,
123,JUM,V,V296,V296,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
124,JUM,V,V297,V297,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
125,JUM,V,V298,V298,,Automolus,ochrolaemus,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
126,JUM,V,V299,V299,,Xiphorhynchus,elegans,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
127,JUM,V,V300,V300,,Gymnopithys,leucaspis,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
128,JUM,V,V301,V301,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
129,JUM,V,V304,V304,,Celeus,elegans,Piciformes,Picidae,Yes,Yes,Yes,No,,,,,,,
130,JUM,V,V311,V311,,Automolus,ochrolaemus,Passeriformes,Furnariidae,No,No,No,Yes,,,,,,,
131,JUM,V,V314,V314,,Formicarius,colma,Passeriformes,"Formicariidae
",No,Yes,No,No,,,,,,,
132,JUM,V,V315,V315,,Xiphorhynchus,elegans,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
133,JUM,V,V319,V319,,Notarchus,ordii,,,No,Yes,No,No,,,,,,,
134,JUM,V,V327,V327,,Gymnopithys,leucaspis,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
135,JUM,V,V328,V328,,Veniliornis,affinis,Piciformes,"Picidae
",No,No,No,No,,,,,,,
136,JUM,V,V383,V383,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
137,JUM,V,V384,V384,,Celeus,elegans,Piciformes,Picidae,Yes,Yes,No,No,,,,,,,
138,JUM,V,V385,V385,,Formicarius,colma,Passeriformes,"Formicariidae
",No,Yes,No,No,,,,,,,
139,JUM,V,V386,V386,,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
140,JUM,V,V387,V387,,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,No,Yes,No,,,,,,,
141,JUM,V,V393,V393,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
142,JUM,V,V395,V395,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
143,JUM,V,V396,V396,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
144,JUM,V,V398,V398,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,Yes,No,No,No,,,,,,,
145,JUM,V,V399,V399,,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,Yes,Yes,No,,,,,,,
146,JUM,V,V400,V400,,Myrmoborus,myotherinus,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
147,JUM,V,V401,V401,,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
148,JUM,V,V403,V403,,Cyanoloxia,cyanoides,Passeriformes,Cardinalidae,No,No,No,No,,,,,,,
149,JUM,V,V404,V404,,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
150,JUM,V,V405,V405,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
151,JUM,V,V406,V406,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
152,JUM,V,V408,V408,,Myrmoborus,myotherinus,Passeriformes,"Thamnophilidae
",Yes,No,No,No,,,,,,,
153,JUM,V,V409,V409,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,No,Yes,No,Yes,,,,,,,
154,JUM,V,V410,V410,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
155,JUM,V,V411,V411,,Lepidothrix,coronata,Passeriformes,Pipridae,No,No,No,No,,,,,,,
156,JUM,V,V412,V412,,Lepidothrix,coronata,Passeriformes,Pipridae,No,Yes,No,No,,,,,,,
157,JUM,V,V413,V413,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
158,JUM,V,V414,V414,,Phlegopsis,erythroptera,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
159,JUM,V,V415,V415,,Phlegopsis,erythroptera,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
160,JUM,V,V416,V416,,Phlegopsis,erythroptera,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
161,JUM,V,V419,V419,,Megastictus,margaritatus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
162,JUM,V,V422,V422,,Hypocnemis,hypoxantha,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
163,JUM,V,V433,V433,,Lepidothrix,coronata,Passeriformes,Pipridae,No,No,No,No,,,,,,,
164,JUM,V,V437,V437,,Xenops,minutus,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
165,JUM,V,V443,V443,,Pithys,albifrons,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
166,JUM,V,V446,V446,,Automolus,subulatus,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
167,JUM,V,V448,V448,,Pithys,albifrons,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
168,JUM,V,V449,V449,,Pithys,albifrons,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
169,JUM,V,V451,V451,,Ramphotrigon,ruficauda,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
170,JUM,V,V452,V452,,Lepidothrix,coronata,Passeriformes,Pipridae,No,Yes,No,No,,,,,,,
171,JUM,V,V453,V453,,Lepidothrix,coronata,Passeriformes,Pipridae,No,Yes,No,No,,,,,,,
172,JUM,V,V458,V458,,Dendrocincla,fuliginosa,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
173,JUM,V,V459,V459,,Lepidothrix,coronata,Passeriformes,Pipridae,No,Yes,No,No,,,,,,,
