NO#,Collection,Sample label,Sample No. #,Full_Label,Powder lvl,Host genus,Host species,Order,Family,Lice,Mites,Ticks,Other,Host Family,Order2,Date of collection,Country,Province,Locality,Altitude
633,JEJ,P11,6080,P116080,high,Isleria,hauxwelli,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
634,JEJ,P11,6119,P116119,med,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
635,JEJ,P11,6147,P116147,low,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
636,JEJ,P11,6154,P116154,med,Thamnomanes,ardesiacus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
637,JEJ,P11,6163,P116163,low,Thamnomanes,ardesiacus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
638,JEJ,P11,6166,P116166,low,Schiffornis,turdina,Passeriformes,Tityridae,Yes,No,No,No,,,,,,,
639,JEJ,P11,6172,P116172,low,Lanio,versicolor,Passeriformes,"Thraupidae
",Yes,Yes,No,No,,,,,,,
640,JEJ,P11,6185,P116185,low,Schiffornis,turdina,Passeriformes,Tityridae,Yes,No,No,No,,,,,,,
641,JEJ,P11,6187,P116187,low,Schiffornis,turdina,Passeriformes,Tityridae,No,Yes,No,No,,,,,,,
642,JEJ,P11,6200,P116200,low,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
643,JEJ,P11,6202,P116202,low,Chlorothraupis,turdina,Passeriformes,"Cardinalidae
",Yes,No,No,No,,,,,,,
644,JEJ,P11,6204,P116204,low,Chlorothraupis,carmioli,Passeriformes,"Cardinalidae
",Yes,Yes,No,No,,,,,,,
645,JEJ,P11,6210,P116210,low,Chlorothraupis,carmioli,Passeriformes,"Cardinalidae
",Yes,Yes,No,No,,,,,,,
646,JEJ,P11,6211,P116211,high,Chlorothraupis,carmioli,Passeriformes,"Cardinalidae
",Yes,Yes,No,No,,,,,,,
647,JEJ,P11,6213,P116213,med,Chlorothraupis,carmioli,Passeriformes,"Cardinalidae
",Yes,Yes,No,No,,,,,,,
648,JEJ,P11,6228,P116228,low,Myiobius,barbatus,Passeriformes,"Tityridae
",No,Yes,No,No,,,,,,,
649,JEJ,P11,6231,P116231,low,Glyphorynchus,spirurus,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
650,JEJ,P11,6232,P116232,low,Lanio,versicolor,Passeriformes,"Thraupidae
",Yes,Yes,No,No,,,,,,,
651,JEJ,P11,6246,P116246,low,Thamnomanes,ardesiacus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
652,JEJ,P11,6247,P116247,low,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
653,JEJ,P11,6259,P116259,low,Myrmotherula,axillaris,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
654,JEJ,P11,6260,P116260,low,Corythopis,torquatus,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
655,JEJ,P11,6262,P116262,low,Schiffornis,turdina,Passeriformes,Tityridae,Yes,Yes,No,No,,,,,,,
656,JEJ,P11,6271,P116271,low,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
657,JEJ,P11,6278,P116278,low,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
658,JEJ,P11,6291,P116291,med,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
659,JEJ,P11,6292,P116292,med,Schiffornis,turdina,Passeriformes,Tityridae,No,No,No,No,,,,,,,
660,JEJ,P11,6295,P116295,low,Schiffornis,turdina,Passeriformes,Tityridae,No,No,No,No,,,,,,,
661,JEJ,P11,6299,P116299,low,Schiffornis,turdina,Passeriformes,Tityridae,No,No,No,No,,,,,,,
662,JEJ,P11,6302,P116302,low,Schiffornis,turdina,Passeriformes,Tityridae,No,No,No,No,,,,,,,
663,JEJ,P11,6324,P116324,low,Platyrinchus,platyrhynchos,Passeriformes,"Tyrannidae
",No,No,No,No,,,,,,,
664,JEJ,P11,6360,P116360,med,Thamnomanes,schistogynus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
665,JEJ,P11,6369,P116369,low,Hylophilus,ochraceiceps,Passeriformes,Vireonidae,No,No,No,No,,,,,,,
666,JEJ,P11,6378,P116378,low,Thamnomanes,schistogynus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
667,JEJ,P11,6380,P116380,low,Hylophilus,ochraceiceps,Passeriformes,Vireonidae,No,No,No,No,,,,,,,
668,JEJ,P11,6411,P116411,med,Corythopis,torquatus,Passeriformes,Tyrannidae,No,No,No,No,,,,,,,
669,JEJ,P11,6420,P116420,low,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
670,JEJ,P11,6425,P116425,low,Hylophylax,naevius,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
671,JEJ,P11,6453,P116453,low,Microcerculus,marginatus,Passeriformes,Troglodytidae,No,Yes,No,No,,,,,,,
672,JEJ,P11,6467,P116467,low,Thamnomanes,schistogynus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
673,JEJ,SP11,8,SP110008,med,Chlorospingus,flavigularis,Passeriformes,"Passerellidae
",Yes,Yes,No,No,,,,,,,
674,JEJ,SP11,13,SP110013,low,Chlorospingus,flavigularis,Passeriformes,"Passerellidae
",Yes,No,No,No,,,,,,,
675,JEJ,SP11,22,SP110022,med,Tangara,arthus,Passeriformes,Thraupidae,Yes,No,No,No,,,,,,,
676,JEJ,SP11,23,SP110023,med,Tangara,arthus,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
677,JEJ,SP11,40,SP110040,low,Chlorospingus,flavigularis,Passeriformes,"Passerellidae
",Yes,Yes,No,No,,,,,,,
678,JEJ,SP11,44,SP110044,low,Leptopogon,superciliaris,Passeriformes,"Tyrannidae
",Yes,No,No,No,,,,,,,
679,JEJ,SP11,59,SP110059,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",No,No,No,No,,,,,,,
680,JEJ,SP11,66,SP110066,low,Chlorospingus,flavigularis,Passeriformes,"Passerellidae
",Yes,Yes,No,No,,,,,,,
681,JEJ,SP11,70,SP110070,low,Chlorospingus,flavigularis,Passeriformes,"Passerellidae
",Yes,Yes,No,No,,,,,,,
682,JEJ,SP11,73,SP110073,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
683,JEJ,SP11,74,SP110074,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
684,JEJ,SP11,80,SP110080,low,Rhynchocyclus,fulvipectus,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
685,JEJ,SP11,84,SP110084,low,Myioborus,miniatus,Passeriformes,Parulidae,No,Yes,No,No,,,,,,,
686,JEJ,SP11,86,SP110086,med,Myioborus,miniatus,Passeriformes,Parulidae,No,Yes,No,No,,,,,,,
687,JEJ,SP11,87,SP110087,low,Myioborus,miniatus,Passeriformes,Parulidae,No,Yes,No,No,,,,,,,
688,JEJ,SP11,95,SP110095,low,Rhynchocyclus,fulvipectus,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
689,JEJ,SP11,113,SP110113,med,Basileuterus,tristriatus,Passeriformes,Parulidae,Yes,Yes,No,No,,,,,,,
690,JEJ,SP11,108,SP110108,low,Chlorospingus,opthalmicus,Passeriformes,"Passerellidae
",Yes,Yes,No,No,,,,,,,
691,JEJ,SP11,154,SP110154,low,Rhynchocyclus,fulvipectus,Passeriformes,Tyrannidae,No,No,No,No,,,,,,,
692,JEJ,SP11,186,SP110186,low,Basileuterus,tristriatus,Passeriformes,Parulidae,Yes,Yes,No,No,,,,,,,
693,JEJ,SP11,98,SP110098,low,Eutoxeres,condamini,Passeriformes,Parulidae,No,Yes,No,No,,,,,,,
694,JEJ,SP11,188,SP110188,med,Anabacerthia,striaticollis,Passeriformes,Furnariidae,No,Yes,No,Yes,,,,,,,
695,JEJ,SP11,259,SP110259,low,Hylophylax,naevius,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
696,JEJ,SP11,101,SP110101,low,Chlorospingus,flavigularis,Passeriformes,"Passerellidae
",No,Yes,No,No,,,,,,,
697,JEJ,SP11,340,SP110340,low,Leptopogon,superciliaris,Passeriformes,"Tyrannidae
",Yes,Yes,No,No,,,,,,,
698,JEJ,SP11,120,SP110120,med,Chlorospingus,flavigularis,Passeriformes,"Passerellidae
",Yes,Yes,No,No,,,,,,,
699,JEJ,SP11,130,SP110130,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
700,JEJ,SP11,140,SP110140,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
701,JEJ,SP11,144,SP110144,low,Basileuterus,tristriatus,Passeriformes,Parulidae,Yes,Yes,No,No,,,,,,,
702,JEJ,P12,675,P120675,low,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
703,JEJ,P12,781,P120781,low,Sclerurus,caudacutus,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
704,JEJ,P12,742,P120742,low,Corythopis,torquatus,Passeriformes,Tyrannidae,No,No,No,No,,,,,,,
705,JEJ,P12,770,P120770,low,Microcerculus,marginatus,Passeriformes,Troglodytidae,No,Yes,No,No,,,,,,,
706,JEJ,P12,773,P120773,low,Hylophylax,naevius,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
707,JEJ,P12,684,P120684,low,Hylophilus,ochraceiceps,Passeriformes,Vireonidae,No,Yes,No,No,,,,,,,
708,JEJ,P12,687,P120687,low,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
709,JEJ,P12,714,P120714,low,Myrmotherula,axillaris,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
710,JEJ,P12,739,P120739,low,Corythopis,torquatus,Passeriformes,Tyrannidae,No,No,No,No,,,,,,,
711,JEJ,P12,788,P120788,low,Thamnomanes,ardesiacus,Passeriformes,Thamnophilidae,No,No,No,Yes,,,,,,,
712,JEJ,P12,791,P120791,low,Isleria,hauxwelli,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
713,JEJ,P12,805,P120805,low,Corythopis,torquatus,Passeriformes,Tyrannidae,No,No,No,No,,,,,,,
714,JEJ,P12,806,P120806,low,Mionectes,olivaceus,Passeriformes,Tyrannidae,No,No,No,No,,,,,,,
715,JEJ,P12,807,P120807,low,Isleria,hauxwelli,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
716,JEJ,P12,818,P120818,low,Leptopogon,amaurocephalus,Passeriformes,"Tyrannidae
",No,Yes,No,No,,,,,,,
717,JEJ,P12,883,P120883,low,Platyrinchus,platyrhynchos,Passeriformes,"Tyrannidae
",No,No,No,No,,,,,,,
718,JEJ,P12,889,P120889,low,Platyrinchus,platyrhynchos,Passeriformes,"Tyrannidae
",No,No,No,No,,,,,,,
719,JEJ,P12,916,P120916,low,Thamnomanes,schistogynus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
720,JEJ,P12,921,P120921,low,Thamnomanes,schistogynus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
721,JEJ,P12,923,P120923,low,Thamnomanes,schistogynus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
722,JEJ,P12,924,P120924,low,Thamnomanes,schistogynus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
723,JEJ,P12,933,P120933,low,Myrmotherula,axillaris,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
724,JEJ,P12,956,P120956,low,Isleria,hauxwelli,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
725,JEJ,P12,975,P120975,low,Lanio,versicolor,Passeriformes,"Thraupidae
",No,Yes,No,No,,,,,,,
726,JEJ,P12,1004,P121004,low,Hylophylax,naevius,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
727,JEJ,P12,1007,P121007,med,Isleria,hauxwelli,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
728,JEJ,P12,1019,P121019,med,Hylophilus,ochraceiceps,Passeriformes,Vireonidae,No,No,No,No,,,,,,,
729,JEJ,P12,1020,P121020,med,Hylophilus,ochraceiceps,Passeriformes,Vireonidae,No,No,No,Yes,,,,,,,
730,JEJ,P12,1052,P121052,low,Corythopis,torquatus,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
731,JEJ,P12,1238,P121238,low,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,Yes,No,Yes,,,,,,,
732,JEJ,P12,1245,P121245,low,Glyphorynchus,spirurus,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
733,JEJ,P12,1250,P121250,low,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
734,JEJ,P12,1252,P121252,low,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
735,JEJ,P12,1255,P121255,low,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
736,JEJ,P12,1258,P121258,low,Platyrinchus,platyrhynchos,Passeriformes,"Tyrannidae
",No,No,No,No,,,,,,,
737,JEJ,P12,1259,P121259,low,Platyrinchus,platyrhynchos,Passeriformes,"Tyrannidae
",No,No,No,No,,,,,,,
738,JEJ,P12,1262,P121262,low,Myrmotherula,axillaris,Passeriformes,Thamnophilidae,No,Yes,No,Yes,,,,,,,
739,JEJ,P12,1271,P121271,low,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
740,JEJ,P12,1352,P121352,low,Thamnomanes,ardesiacus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
741,JEJ,P12,1357,P121357,low,Isleria,hauxwelli,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
742,JEJ,P12,1359,P121359,low,Glyphorynchus,spirurus,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
743,JEJ,P12,1446,P121446,low,Myiobius,barbatus,Passeriformes,"Tityridae
",No,Yes,No,No,,,,,,,
744,JEJ,P12,1773,P121773,low,Myrmotherula,axillaris,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
745,JEJ,P12,1448,P121448,low,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
746,JEJ,P12,1774,P121774,low,Myrmotherula,axillaris,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
747,JEJ,P12,1457,P121457,low,Sclerurus,caudacutus,Passeriformes,"Furnariidae
",No,No,No,No,,,,,,,
748,JEJ,P12,1796,P121796,low,Isleria,hauxwelli,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
749,JEJ,P12,1797,P121797,low,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
750,JEJ,P12,1499,P121499,low,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
751,JEJ,P12,1800,P121800,low,Isleria,hauxwelli,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
752,JEJ,P12,1503,P121503,low,Isleria,hauxwelli,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
753,JEJ,P12,1801,P121801,low,Isleria,hauxwelli,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
754,JEJ,P12,1505,P121505,low,Willisornis,poecilinotus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
755,JEJ,P12,1511,P121511,low,Myiobius,barbatus,Passeriformes,"Tityridae
",No,Yes,No,No,,,,,,,
756,JEJ,P12,1367,P121367,low,Sclerurus,caudacutus,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
757,JEJ,P12,1374,P121374,low,Microcerculus,marginatus,Passeriformes,Troglodytidae,No,Yes,No,No,,,,,,,
758,JEJ,P12,1400,P121400,low,Myrmotherula,axillaris,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
759,JEJ,P12,1409,P121409,low,Myiobius,barbatus,Passeriformes,"Tityridae
",No,Yes,No,No,,,,,,,
760,JEJ,P12,1741,P121741,low,Isleria,hauxwelli,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
761,JEJ,P12,1757,P121757,low,Isleria,hauxwelli,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
762,JEJ,P12,1764,P121764,low,Thamnomanes,schistogynus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
763,JEJ,SP12,1081,SP121081,low,Tangara,arthus,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
764,JEJ,SP12,1058,SP121058,low,Pogonotriccus,opthalmicus,Passeriformes,"Tyrannidae
",No,Yes,No,No,,,,,,,
765,JEJ,SP12,1047,SP121047,low,Pogonotriccus,opthalmicus,Passeriformes,"Tyrannidae
",No,Yes,No,No,,,,,,,
766,JEJ,SP12,911,SP120911,low,Basileuterus,tristriatus,Passeriformes,Parulidae,Yes,Yes,No,No,,,,,,,
767,JEJ,SP12,931,SP120931,low,Basileuterus,tristriatus,Passeriformes,Parulidae,Yes,Yes,No,No,,,,,,,
768,JEJ,SP12,934,SP120934,low,Chlorospingus,flavigularis,Passeriformes,"Passerellidae
",Yes,Yes,No,No,,,,,,,
769,JEJ,SP12,16,SP120016,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
770,JEJ,SP12,36,SP120036,low,Chlorospingus,flavigularis,Passeriformes,"Passerellidae
",Yes,No,No,No,,,,,,,
771,JEJ,SP12,40,SP120040,low,Chlorospingus,flavigularis,Passeriformes,"Passerellidae
",Yes,Yes,No,No,,,,,,,
772,JEJ,SP12,68,SP120068,low,Pogonotriccus,opthalmicus,Passeriformes,"Tyrannidae
",Yes,No,No,Yes,,,,,,,
773,JEJ,SP12,69,SP120069,low,Anabacerthia,striaticollis,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
774,JEJ,SP12,72,SP120072,low,Tangara,arthus,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
775,JEJ,SP12,74,SP120074,low,Pogonotriccus,opthalmicus,Passeriformes,"Tyrannidae
",No,Yes,No,No,,,,,,,
776,JEJ,SP12,76,SP120076,low,Basileuterus,tristriatus,Passeriformes,Parulidae,No,Yes,No,No,,,,,,,
777,JEJ,SP12,93,SP120093,low,Leptopogon,superciliaris,Passeriformes,"Tyrannidae
",Yes,No,No,No,,,,,,,
778,JEJ,SP12,101,SP120101,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",Yes,Yes,No,No,,,,,,,
779,JEJ,SP12,115,SP120115,low,Rhynchocyclus,fulvipectus,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
780,JEJ,SP12,630,SP120630,low,Microcerculus,marginatus,Passeriformes,Troglodytidae,No,No,No,No,,,,,,,
781,JEJ,SP12,636,SP120636,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
782,JEJ,SP12,638,SP120638,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
783,JEJ,SP12,658,SP120658,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
784,JEJ,SP12,662,SP120662,low,Leptopogon,superciliaris,Passeriformes,"Tyrannidae
",Yes,Yes,No,No,,,,,,,
785,JEJ,SP12,666,SP120666,low,Tangara,arthus,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
786,JEJ,SP12,669,SP120669,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
787,JEJ,SP12,674,SP120674,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
788,JEJ,SP12,767,SP120767,low,Leptopogon,superciliaris,Passeriformes,"Tyrannidae
",Yes,No,No,No,,,,,,,
789,JEJ,SP12,769,SP120769,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
790,JEJ,SP12,787,SP120787,low,Tangara,arthus,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
791,JEJ,SP12,792,SP120792,low,Chlorospingus,flavigularis,Passeriformes,"Passerellidae
",Yes,Yes,No,No,,,,,,,
792,JEJ,SP12,804,SP120804,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
793,JEJ,SP12,857,SP120857,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
794,JEJ,SP12,861,SP120861,low,Anabacerthia,striaticollis,Passeriformes,Furnariidae,Yes,No,No,No,,,,,,,
795,JEJ,SP12,880,SP120880,low,Chlorospingus,flavigularis,Passeriformes,"Passerellidae
",No,No,No,No,,,,,,,
796,JEJ,SP12,885,SP120885,low,Chlorospingus,flavigularis,Passeriformes,"Passerellidae
",Yes,No,No,No,,,,,,,
797,JEJ,SP12,889,SP120889,low,Leptopogon,superciliaris,Passeriformes,"Tyrannidae
",No,Yes,No,No,,,,,,,
798,JEJ,SP12,890,SP120890,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
799,JEJ,SP12,938,SP120938,low,Chlorospingus,flavigularis,Passeriformes,"Passerellidae
",Yes,Yes,No,No,,,,,,,
800,JEJ,SP12,993,SP120993,low,Chlorospingus,flavigularis,Passeriformes,"Passerellidae
",Yes,Yes,No,No,,,,,,,
801,JEJ,SP12,998,SP120998,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",Yes,Yes,No,No,,,,,,,
802,JEJ,SP12,1004,SP121004,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
803,JEJ,SP12,1023,SP121023,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",Yes,Yes,No,No,,,,,,,
804,JEJ,SP12,1029,SP121029,low,Rhyncgocyclus,fulvipectus,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
805,JEJ,SP12,1038,SP121038,low,Leptopogon,superciliaris,Passeriformes,"Tyrannidae
",Yes,Yes,No,No,,,,,,,
806,JEJ,SP12,1091,SP121091,low,Leptopogon,superciliaris,Passeriformes,"Tyrannidae
",Yes,Yes,No,No,,,,,,,
807,JEJ,SP12,1104,SP121104,low,Tangara,arthus,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
808,JEJ,SP12,1138,SP121138,low,Tangara,arthus,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
809,JEJ,SP12,1141,SP121141,low,Microcerculus,marginatus,Passeriformes,Troglodytidae,No,Yes,No,No,,,,,,,
810,JEJ,SP12,1151,SP121151,low,Anabacerthia,striaticollis,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
811,JUM,V,1224,V1224,med,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
812,JUM,V,1225,V1225,med,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
813,JEJ,SP12,1212,SP121212,low,Basileuterus,tristriatus,Passeriformes,Parulidae,Yes,Yes,No,No,,,,,,,
814,JEJ,SP12,1244,SP121244,low,Microcerculus,marginatus,Passeriformes,Troglodytidae,No,Yes,No,No,,,,,,,
815,JEJ,SP12,1267,SP121267,low,Premnoplex,brunnescens,Passeriformes,Furnariidae,No,Yes,No,Yes,,,,,,,
816,JEJ,SP12,1269,SP121269,low,Premnoplex,brunnescens,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
817,JEJ,SP12,1270,SP121270,low,Premnoplex,brunnescens,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
818,JEJ,SP12,1282,SP121282,low,Premnoplex,brunnescens,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
819,JEJ,SP12,1308,SP121308,low,Tangara,arthus,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
820,JEJ,SP12,1322,SP121322,low,Pogonotriccus,opthalmicus,Passeriformes,"Tyrannidae
",Yes,Yes,No,No,,,,,,,
821,JEJ,SP12,1333,SP121333,low,Pogonotriccus,opthalmicus,Passeriformes,"Tyrannidae
",Yes,Yes,No,No,,,,,,,
822,JEJ,SP12,1337,SP121337,low,Chlorospingus,flavigularis,Passeriformes,"Passerellidae
",No,Yes,No,No,,,,,,,
823,JEJ,SP12,1360,SP121360,low,Myioborus,miniatus,Passeriformes,Parulidae,No,Yes,No,No,,,,,,,
824,JEJ,SP12,1362,SP121362,low,Myioborus,miniatus,Passeriformes,Parulidae,Yes,Yes,No,No,,,,,,,
825,JEJ,SP12,1407,SP121407,low,Premnoplex,brunnescens,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
826,JEJ,SP12,1412,SP121412,low,Chlorochrysa,calliparaea,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
827,JEJ,SP12,1418,SP121418,low,Premnoplex,brunnescens,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
828,JEJ,SP12,1433,SP121433,low,Basileuterus,tristriatus,Passeriformes,Parulidae,No,Yes,No,No,,,,,,,
829,JEJ,SP12,1435,SP121435,low,Basileuterus,tristriatus,Passeriformes,Parulidae,Yes,Yes,No,No,,,,,,,
830,JEJ,TL12,16,TL120016,low,Chlorospingus,ophthalmicus,Passeriformes,"Passerellidae
",Yes,Yes,No,No,,,,,,,
831,JEJ,TL12,20,TL120020,low,Anabacerthia,striaticollis,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
832,JEJ,TL12,33,TL120033,low,Chlorospingus,ophthalmicus,Passeriformes,"Passerellidae
",Yes,Yes,No,No,,,,,,,
833,JEJ,TL12,34,TL120034,low,Chlorospingus,ophthalmicus,Passeriformes,"Passerellidae
",Yes,Yes,No,No,,,,,,,
834,JEJ,TL12,47,TL120047,low,Premnoplex,brunnescens,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
835,JEJ,TL12,52,TL120052,low,Chlorochrysa,calliparaea,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
836,JEJ,TL12,54,TL120054,low,Pyrrhomyias,cinnamomeus,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
837,JEJ,TL12,58,TL120058,low,Chlorospingus,ophthalmicus,Passeriformes,"Passerellidae
",No,No,No,Yes,,,,,,,
838,JEJ,TL12,75,TL120075,low,Anabacerthia,striaticollis,Passeriformes,Furnariidae,No,No,No,Yes,,,,,,,
839,JEJ,TL12,82,TL120082,low,Premnoplex,brunnescens,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
840,JEJ,TL12,93,TL120093,low,Chlorochrysa,calliparaea,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
841,JEJ,TL12,94,TL120094,low,Basileuterus,tristriatus,Passeriformes,Parulidae,Yes,Yes,No,No,,,,,,,
842,JEJ,TL12,95,TL120095,low,Basileuterus,tristriatus,Passeriformes,Parulidae,Yes,Yes,No,No,,,,,,,
843,JEJ,TL12,104,TL120104,low,Tangara,arthus,Passeriformes,Thraupidae,Yes,Yes,No,Yes,,,,,,,
844,JEJ,TL12,109,TL120109,low,Anabacerthia,striaticollis,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
845,JEJ,TL12,111,TL120111,low,Premnoplex,brunnescens,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
