"","species_pair","species","species2","low_limit","high_limit"
"626","Hylophylax.naevius&Sciaphylax.hemimelaena","Hylophylax.naevius","Sciaphylax.hemimelaena",380,1212.630708
"627","Hypocnemis.subflava&Sciaphylax.hemimelaena","Hypocnemis.subflava","Sciaphylax.hemimelaena",451.2888823,1212.630708
"628","Microrhopias.quixensis&Sciaphylax.hemimelaena","Microrhopias.quixensis","Sciaphylax.hemimelaena",380.9074699,1185.003847
"629","Myrmelastes.brunneiceps&Sciaphylax.hemimelaena","Myrmelastes.brunneiceps","Sciaphylax.hemimelaena",380.0000471,746.5097098
"630","Myrmelastes.leucostigma&Sciaphylax.hemimelaena","Myrmelastes.leucostigma","Sciaphylax.hemimelaena",555.8201003,1212.630708
"631","Myrmoborus.leucophrys&Sciaphylax.hemimelaena","Myrmoborus.leucophrys","Sciaphylax.hemimelaena",380,1130.37757
"632","Myrmoborus.lophotes&Sciaphylax.hemimelaena","Myrmoborus.lophotes","Sciaphylax.hemimelaena",380,1158.186905
"633","Myrmoborus.myotherinus&Sciaphylax.hemimelaena","Myrmoborus.myotherinus","Sciaphylax.hemimelaena",380.0000471,747.5128609
"634","Myrmotherula.axillaris&Sciaphylax.hemimelaena","Myrmotherula.axillaris","Sciaphylax.hemimelaena",380.0000471,534.2222829
"635","Myrmotherula.brachyura&Sciaphylax.hemimelaena","Myrmotherula.brachyura","Sciaphylax.hemimelaena",380.0000471,776.2948127
"636","Myrmotherula.longicauda&Sciaphylax.hemimelaena","Myrmotherula.longicauda","Sciaphylax.hemimelaena",969.1766003,1212.630708
"637","Myrmotherula.menetriesii&Sciaphylax.hemimelaena","Myrmotherula.menetriesii","Sciaphylax.hemimelaena",380.0000471,553.0720514
"638","Oneillornis.salvini&Sciaphylax.hemimelaena","Oneillornis.salvini","Sciaphylax.hemimelaena",380.0000471,508.6982498
"639","Pyriglena.leuconota&Sciaphylax.hemimelaena","Pyriglena.leuconota","Sciaphylax.hemimelaena",1036.267373,1212.630708
"640","Rhegmatorhina.melanosticta&Sciaphylax.hemimelaena","Rhegmatorhina.melanosticta","Sciaphylax.hemimelaena",380,1011.101573
"641","Thamnomanes.ardesiacus&Sciaphylax.hemimelaena","Thamnomanes.ardesiacus","Sciaphylax.hemimelaena",380.0000471,525.366705
"642","Thamnomanes.schistogynus&Sciaphylax.hemimelaena","Thamnomanes.schistogynus","Sciaphylax.hemimelaena",380.0000471,782.9777507
"643","Thamnophilus.palliatus&Sciaphylax.hemimelaena","Thamnophilus.palliatus","Sciaphylax.hemimelaena",941.374244,1212.630708
"644","Thamnophilus.schistaceus&Sciaphylax.hemimelaena","Thamnophilus.schistaceus","Sciaphylax.hemimelaena",380.0000471,848.7361562
"645","Akletos.goeldii&Thamnomanes.ardesiacus","Akletos.goeldii","Thamnomanes.ardesiacus",380.0000471,525.366705
"646","Cercomacra.manu&Thamnomanes.ardesiacus","Cercomacra.manu","Thamnomanes.ardesiacus",380.0000471,525.366705
"647","Cercomacroides.serva&Thamnomanes.ardesiacus","Cercomacroides.serva","Thamnomanes.ardesiacus",380.0000471,525.366705
"648","Cymbilaimus.sanctaemariae&Thamnomanes.ardesiacus","Cymbilaimus.sanctaemariae","Thamnomanes.ardesiacus",405.5124356,525.366705
"649","Epinecrophylla.ornata&Thamnomanes.ardesiacus","Epinecrophylla.ornata","Thamnomanes.ardesiacus",478.8607096,525.366705
"650","Hafferia.fortis&Thamnomanes.ardesiacus","Hafferia.fortis","Thamnomanes.ardesiacus",380.0000471,525.366705
"651","Hylophylax.naevius&Thamnomanes.ardesiacus","Hylophylax.naevius","Thamnomanes.ardesiacus",380.0000471,525.366705
"652","Hypocnemis.subflava&Thamnomanes.ardesiacus","Hypocnemis.subflava","Thamnomanes.ardesiacus",451.2888823,525.366705
"653","Microrhopias.quixensis&Thamnomanes.ardesiacus","Microrhopias.quixensis","Thamnomanes.ardesiacus",380.9074699,525.366705
"654","Myrmelastes.brunneiceps&Thamnomanes.ardesiacus","Myrmelastes.brunneiceps","Thamnomanes.ardesiacus",380.0000471,525.366705
"655","Myrmoborus.leucophrys&Thamnomanes.ardesiacus","Myrmoborus.leucophrys","Thamnomanes.ardesiacus",380.0000471,525.366705
"656","Myrmoborus.lophotes&Thamnomanes.ardesiacus","Myrmoborus.lophotes","Thamnomanes.ardesiacus",380.0000471,525.366705
"657","Myrmoborus.myotherinus&Thamnomanes.ardesiacus","Myrmoborus.myotherinus","Thamnomanes.ardesiacus",380.0000471,525.366705
"658","Myrmotherula.axillaris&Thamnomanes.ardesiacus","Myrmotherula.axillaris","Thamnomanes.ardesiacus",380.0000471,525.366705
"659","Myrmotherula.brachyura&Thamnomanes.ardesiacus","Myrmotherula.brachyura","Thamnomanes.ardesiacus",380.0000471,525.366705
"660","Myrmotherula.menetriesii&Thamnomanes.ardesiacus","Myrmotherula.menetriesii","Thamnomanes.ardesiacus",380.0000471,525.366705
"661","Oneillornis.salvini&Thamnomanes.ardesiacus","Oneillornis.salvini","Thamnomanes.ardesiacus",380.0000471,508.6982498
"662","Rhegmatorhina.melanosticta&Thamnomanes.ardesiacus","Rhegmatorhina.melanosticta","Thamnomanes.ardesiacus",380.0000471,525.366705
"663","Sciaphylax.hemimelaena&Thamnomanes.ardesiacus","Sciaphylax.hemimelaena","Thamnomanes.ardesiacus",380.0000471,525.366705
"664","Thamnomanes.schistogynus&Thamnomanes.ardesiacus","Thamnomanes.schistogynus","Thamnomanes.ardesiacus",380.0000471,525.366705
"665","Thamnophilus.schistaceus&Thamnomanes.ardesiacus","Thamnophilus.schistaceus","Thamnomanes.ardesiacus",380.0000471,525.366705
"666","Akletos.goeldii&Thamnomanes.schistogynus","Akletos.goeldii","Thamnomanes.schistogynus",380.0000471,782.9777507
"667","Cercomacra.manu&Thamnomanes.schistogynus","Cercomacra.manu","Thamnomanes.schistogynus",380.0000471,782.9777507
"668","Cercomacroides.serva&Thamnomanes.schistogynus","Cercomacroides.serva","Thamnomanes.schistogynus",380.0000471,782.9777507
"669","Cymbilaimus.sanctaemariae&Thamnomanes.schistogynus","Cymbilaimus.sanctaemariae","Thamnomanes.schistogynus",405.5124356,782.9777507
"670","Dysithamnus.mentalis&Thamnomanes.schistogynus","Dysithamnus.mentalis","Thamnomanes.schistogynus",583.0497077,782.9777507
"671","Epinecrophylla.ornata&Thamnomanes.schistogynus","Epinecrophylla.ornata","Thamnomanes.schistogynus",478.8607096,782.9777507
"672","Hafferia.fortis&Thamnomanes.schistogynus","Hafferia.fortis","Thamnomanes.schistogynus",380.0000471,613.5858084
"673","Hylophylax.naevius&Thamnomanes.schistogynus","Hylophylax.naevius","Thamnomanes.schistogynus",380.0000471,782.9777507
"674","Hypocnemis.subflava&Thamnomanes.schistogynus","Hypocnemis.subflava","Thamnomanes.schistogynus",451.2888823,782.9777507
"675","Microrhopias.quixensis&Thamnomanes.schistogynus","Microrhopias.quixensis","Thamnomanes.schistogynus",380.9074699,782.9777507
"676","Myrmelastes.brunneiceps&Thamnomanes.schistogynus","Myrmelastes.brunneiceps","Thamnomanes.schistogynus",380.0000471,746.5097098
"677","Myrmelastes.leucostigma&Thamnomanes.schistogynus","Myrmelastes.leucostigma","Thamnomanes.schistogynus",555.8201003,782.9777507
"678","Myrmoborus.leucophrys&Thamnomanes.schistogynus","Myrmoborus.leucophrys","Thamnomanes.schistogynus",380.0000471,782.9777507
"679","Myrmoborus.lophotes&Thamnomanes.schistogynus","Myrmoborus.lophotes","Thamnomanes.schistogynus",380.0000471,782.9777507
"680","Myrmoborus.myotherinus&Thamnomanes.schistogynus","Myrmoborus.myotherinus","Thamnomanes.schistogynus",380.0000471,747.5128609
"681","Myrmotherula.axillaris&Thamnomanes.schistogynus","Myrmotherula.axillaris","Thamnomanes.schistogynus",380.0000471,534.2222829
"682","Myrmotherula.brachyura&Thamnomanes.schistogynus","Myrmotherula.brachyura","Thamnomanes.schistogynus",380.0000471,776.2948127
"683","Myrmotherula.menetriesii&Thamnomanes.schistogynus","Myrmotherula.menetriesii","Thamnomanes.schistogynus",380.0000471,553.0720514
"684","Oneillornis.salvini&Thamnomanes.schistogynus","Oneillornis.salvini","Thamnomanes.schistogynus",380.0000471,508.6982498
"685","Rhegmatorhina.melanosticta&Thamnomanes.schistogynus","Rhegmatorhina.melanosticta","Thamnomanes.schistogynus",380.0000471,782.9777507
"686","Sciaphylax.hemimelaena&Thamnomanes.schistogynus","Sciaphylax.hemimelaena","Thamnomanes.schistogynus",380.0000471,782.9777507
"687","Thamnomanes.ardesiacus&Thamnomanes.schistogynus","Thamnomanes.ardesiacus","Thamnomanes.schistogynus",380.0000471,525.366705
"688","Thamnophilus.schistaceus&Thamnomanes.schistogynus","Thamnophilus.schistaceus","Thamnomanes.schistogynus",380.0000471,782.9777507
"689","Cercomacroides.serva&Thamnophilus.caerulescens","Cercomacroides.serva","Thamnophilus.caerulescens",1435.312561,1566.929409
"690","Drymophila.caudata&Thamnophilus.caerulescens","Drymophila.caudata","Thamnophilus.caerulescens",1435.312561,2151.799115
"691","Dysithamnus.mentalis&Thamnophilus.caerulescens","Dysithamnus.mentalis","Thamnophilus.caerulescens",1435.312561,1691.521775
"692","Epinecrophylla.ornata&Thamnophilus.caerulescens","Epinecrophylla.ornata","Thamnophilus.caerulescens",1435.312561,1627.628265
"693","Herpsilochmus.axillaris&Thamnophilus.caerulescens","Herpsilochmus.axillaris","Thamnophilus.caerulescens",1435.312561,1590.139445
"694","Hypocnemis.subflava&Thamnophilus.caerulescens","Hypocnemis.subflava","Thamnophilus.caerulescens",1435.312561,1437.704218
"695","Myrmotherula.schisticolor&Thamnophilus.caerulescens","Myrmotherula.schisticolor","Thamnophilus.caerulescens",1435.312561,1735.477418
"696","Pyriglena.leuconota&Thamnophilus.caerulescens","Pyriglena.leuconota","Thamnophilus.caerulescens",1435.312561,1889.261285
"697","Thamnophilus.palliatus&Thamnophilus.caerulescens","Thamnophilus.palliatus","Thamnophilus.caerulescens",1435.312561,1450.684489
"698","Cercomacra.manu&Thamnophilus.palliatus","Cercomacra.manu","Thamnophilus.palliatus",941.374244,1047.448962
"699","Cercomacroides.serva&Thamnophilus.palliatus","Cercomacroides.serva","Thamnophilus.palliatus",941.374244,1450.684489
"700","Cymbilaimus.sanctaemariae&Thamnophilus.palliatus","Cymbilaimus.sanctaemariae","Thamnophilus.palliatus",941.374244,1161.333136
"701","Drymophila.caudata&Thamnophilus.palliatus","Drymophila.caudata","Thamnophilus.palliatus",1432.910889,1450.684489
"702","Dysithamnus.mentalis&Thamnophilus.palliatus","Dysithamnus.mentalis","Thamnophilus.palliatus",941.374244,1450.684489
"703","Epinecrophylla.ornata&Thamnophilus.palliatus","Epinecrophylla.ornata","Thamnophilus.palliatus",941.374244,1450.684489
"704","Epinecrophylla.spodionota&Thamnophilus.palliatus","Epinecrophylla.spodionota","Thamnophilus.palliatus",941.374244,1423.114472
"705","Herpsilochmus.axillaris&Thamnophilus.palliatus","Herpsilochmus.axillaris","Thamnophilus.palliatus",941.374244,1450.684489
"706","Hylophylax.naevius&Thamnophilus.palliatus","Hylophylax.naevius","Thamnophilus.palliatus",941.374244,1288.421472
"707","Hypocnemis.subflava&Thamnophilus.palliatus","Hypocnemis.subflava","Thamnophilus.palliatus",941.374244,1437.704218
"708","Microrhopias.quixensis&Thamnophilus.palliatus","Microrhopias.quixensis","Thamnophilus.palliatus",941.374244,1185.003847
"709","Myrmelastes.leucostigma&Thamnophilus.palliatus","Myrmelastes.leucostigma","Thamnophilus.palliatus",941.374244,1419.427474
"710","Myrmoborus.leucophrys&Thamnophilus.palliatus","Myrmoborus.leucophrys","Thamnophilus.palliatus",941.374244,1130.37757
"711","Myrmoborus.lophotes&Thamnophilus.palliatus","Myrmoborus.lophotes","Thamnophilus.palliatus",941.374244,1158.186905
"712","Myrmotherula.longicauda&Thamnophilus.palliatus","Myrmotherula.longicauda","Thamnophilus.palliatus",969.1766003,1431.987319
"713","Myrmotherula.schisticolor&Thamnophilus.palliatus","Myrmotherula.schisticolor","Thamnophilus.palliatus",1242.949247,1450.684489
"714","Pyriglena.leuconota&Thamnophilus.palliatus","Pyriglena.leuconota","Thamnophilus.palliatus",1036.267373,1450.684489
"715","Rhegmatorhina.melanosticta&Thamnophilus.palliatus","Rhegmatorhina.melanosticta","Thamnophilus.palliatus",941.374244,1011.101573
"716","Sciaphylax.hemimelaena&Thamnophilus.palliatus","Sciaphylax.hemimelaena","Thamnophilus.palliatus",941.374244,1212.630708
"717","Thamnophilus.caerulescens&Thamnophilus.palliatus","Thamnophilus.caerulescens","Thamnophilus.palliatus",1435.312561,1450.684489
"718","Akletos.goeldii&Thamnophilus.schistaceus","Akletos.goeldii","Thamnophilus.schistaceus",380.0000471,816.2073002
"719","Cercomacra.manu&Thamnophilus.schistaceus","Cercomacra.manu","Thamnophilus.schistaceus",380.0000471,848.7361562
"720","Cercomacroides.serva&Thamnophilus.schistaceus","Cercomacroides.serva","Thamnophilus.schistaceus",380.0000471,848.7361562
"721","Cymbilaimus.sanctaemariae&Thamnophilus.schistaceus","Cymbilaimus.sanctaemariae","Thamnophilus.schistaceus",405.5124356,848.7361562
"722","Dysithamnus.mentalis&Thamnophilus.schistaceus","Dysithamnus.mentalis","Thamnophilus.schistaceus",583.0497077,848.7361562
"723","Epinecrophylla.ornata&Thamnophilus.schistaceus","Epinecrophylla.ornata","Thamnophilus.schistaceus",478.8607096,848.7361562
"724","Hafferia.fortis&Thamnophilus.schistaceus","Hafferia.fortis","Thamnophilus.schistaceus",380.0000471,613.5858084
"725","Hylophylax.naevius&Thamnophilus.schistaceus","Hylophylax.naevius","Thamnophilus.schistaceus",380.0000471,848.7361562
"726","Hypocnemis.subflava&Thamnophilus.schistaceus","Hypocnemis.subflava","Thamnophilus.schistaceus",451.2888823,848.7361562
"727","Microrhopias.quixensis&Thamnophilus.schistaceus","Microrhopias.quixensis","Thamnophilus.schistaceus",380.9074699,848.7361562
"728","Myrmelastes.brunneiceps&Thamnophilus.schistaceus","Myrmelastes.brunneiceps","Thamnophilus.schistaceus",380.0000471,746.5097098
"729","Myrmelastes.leucostigma&Thamnophilus.schistaceus","Myrmelastes.leucostigma","Thamnophilus.schistaceus",555.8201003,848.7361562
"730","Myrmoborus.leucophrys&Thamnophilus.schistaceus","Myrmoborus.leucophrys","Thamnophilus.schistaceus",380.0000471,848.7361562
"731","Myrmoborus.lophotes&Thamnophilus.schistaceus","Myrmoborus.lophotes","Thamnophilus.schistaceus",380.0000471,848.7361562
"732","Myrmoborus.myotherinus&Thamnophilus.schistaceus","Myrmoborus.myotherinus","Thamnophilus.schistaceus",380.0000471,747.5128609
"733","Myrmotherula.axillaris&Thamnophilus.schistaceus","Myrmotherula.axillaris","Thamnophilus.schistaceus",380.0000471,534.2222829
"734","Myrmotherula.brachyura&Thamnophilus.schistaceus","Myrmotherula.brachyura","Thamnophilus.schistaceus",380.0000471,776.2948127
"735","Myrmotherula.menetriesii&Thamnophilus.schistaceus","Myrmotherula.menetriesii","Thamnophilus.schistaceus",380.0000471,553.0720514
"736","Oneillornis.salvini&Thamnophilus.schistaceus","Oneillornis.salvini","Thamnophilus.schistaceus",380.0000471,508.6982498
"737","Rhegmatorhina.melanosticta&Thamnophilus.schistaceus","Rhegmatorhina.melanosticta","Thamnophilus.schistaceus",380.0000471,848.7361562
"738","Sciaphylax.hemimelaena&Thamnophilus.schistaceus","Sciaphylax.hemimelaena","Thamnophilus.schistaceus",380.0000471,848.7361562
"739","Thamnomanes.ardesiacus&Thamnophilus.schistaceus","Thamnomanes.ardesiacus","Thamnophilus.schistaceus",380.0000471,525.366705
"740","Thamnomanes.schistogynus&Thamnophilus.schistaceus","Thamnomanes.schistogynus","Thamnophilus.schistaceus",380.0000471,782.9777507
