X.No,Collection,Sample_group,Sample.No...,Full_Label,comment,species_binomial,Host.Order,Host.Family,New.Association,Lice.Genus,Lice.Species,Female,Male,Nimph,Eggs,Total,BoxLocation1,Lice.Genus2,Lice.Species2,Female2,Male2,Nimph2,Eggs2,Total2,BoxLocation2,Lice.Genus3,Lice.Species3,Female3,Male3,Nimph3,Eggs3,Total.1,BoxLocation3,total_lice,species_clean,mass_tidy,bill_tidy,wing_tidy,tail_tidy,wing_index_tidy,tarsus_tidy,sociality,ForStrat_ground,ForStrat_understory,ForStrat_midhigh,ForStrat_canopy,species_jetz,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,foraging_cat,elevation_cat,sample,infestation_lice
373,JEJ,P12,629,P120629,,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Myrsidea,new sp?,0,1,0,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza_goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_manu,120629,0
373,JEJ,P12,629,P120629,,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Myrsidea,new sp?,0,1,0,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza_goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_manu,120629,0
373,JEJ,P12,629,P120629,,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Myrsidea,new sp?,0,1,0,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza_goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_manu,120629,0
373,JEJ,P12,629,P120629,,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Myrsidea,new sp?,0,1,0,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza_goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_manu,120629,0
373,JEJ,P12,629,P120629,,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Myrsidea,new sp?,0,1,0,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza_goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_manu,120629,0
374,JEJ,P12,713,P120713,,Habia_rubica,Passeriformes,Cardinalidae,,Myrsidea,habiae?,1,1,1,,3,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,3,Habia rubica,33.58774194,11.44724138,88.09677419,84,17.6,23.7,1,0,40,60,0,Habia_rubica,12902,Habia_rubica,P12,"Cardinals, Allies","Cardinals, Allies",Red-crowned Ant-tanager,bow12902,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,lowland_manu,120713,0
375,JEJ,P12,913,P120913,,Habia_rubica,Passeriformes,Cardinalidae,,Myrsidea,habiae?,0,0,1,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Habia rubica,33.58774194,11.44724138,88.09677419,84,17.6,23.7,1,0,40,60,0,Habia_rubica,12902,Habia_rubica,P12,"Cardinals, Allies","Cardinals, Allies",Red-crowned Ant-tanager,bow12902,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,lowland_manu,120913,0
376,JEJ,P12,1417,P121417,,Arremon_taciturnus,Passeriformes,Passerellidae,,Myrsidea,taciturni?,2,0,1,,3,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,3,Arremon taciturnus,27.7755,10.00218182,73.3880597,61.3,10.9,23.8,1,50,50,0,0,Arremon_taciturnus,12615,Arremon_taciturnus,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Pectoral Sparrow,bow12615,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_manu,121417,0
377,JEJ,P12,1755,P121755,*possibly P121775,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Myrsidea,(milleri?),0,0,2,,2,,Menoponidae,new sp?,0,0,1,NA,1,,,,NA,NA,NA,,NA,NA,3,Oneillornis salvini,25.86508475,11.39172727,71.90677966,45.1,16.5,25.5,0,60,40,0,0,Gymnopithys_salvini,6602,Gymnopithys_salvini,Thamnophilidae,Antbirds,Antbirds,White-throated Antbird,bow06602,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_manu,121755,0
378,JEJ,P13,2,P130002,,Rhytipterna_simplex,Passeriformes,Tyrannidae,,Philopteridae,new sp?,0,0,1,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Rhytipterna simplex,39.808,12.824,98.2,95.3,16.8,21.3,0,0,50,50,0,Rhytipterna_simplex,6148,Rhytipterna_simplex,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Greyish Mourner,bow06148,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,130002,0
379,JEJ,P13,298,P130298,,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Myrsidea,(milleri?),0,1,5,,6,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,6,Oneillornis salvini,25.86508475,11.39172727,71.90677966,45.1,16.5,25.5,0,60,40,0,0,Gymnopithys_salvini,6602,Gymnopithys_salvini,Thamnophilidae,Antbirds,Antbirds,White-throated Antbird,bow06602,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_manu,130298,0
380,JEJ,P13,269,P130269,,Arremon_taciturnus,Passeriformes,Passerellidae,,Myrsidea,taciturni?,1,0,2,,3,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,3,Arremon taciturnus,27.7755,10.00218182,73.3880597,61.3,10.9,23.8,1,50,50,0,0,Arremon_taciturnus,12615,Arremon_taciturnus,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Pectoral Sparrow,bow12615,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_manu,130269,0
381,JEJ,P13,182,P130182,,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Myrsidea,(milleri?),2,1,2,,5,,Ricinus,new sp?,1,1,0,0,2,,,,NA,NA,NA,,NA,NA,7,Oneillornis salvini,25.86508475,11.39172727,71.90677966,45.1,16.5,25.5,0,60,40,0,0,Gymnopithys_salvini,6602,Gymnopithys_salvini,Thamnophilidae,Antbirds,Antbirds,White-throated Antbird,bow06602,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_manu,130182,0
382,JEJ,P13,131,P130131,,Arremon_taciturnus,Passeriformes,Passerellidae,,Myrsidea,taciturni?,1,1,0,,2,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,2,Arremon taciturnus,27.7755,10.00218182,73.3880597,61.3,10.9,23.8,1,50,50,0,0,Arremon_taciturnus,12615,Arremon_taciturnus,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Pectoral Sparrow,bow12615,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_manu,130131,0
383,JEJ,P13,155,P130155,,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Ricinus,new sp?,1,0,0,,1,,Myrsidea,(milleri?),0,1,0,0,1,,,,NA,NA,NA,,NA,NA,2,Oneillornis salvini,25.86508475,11.39172727,71.90677966,45.1,16.5,25.5,0,60,40,0,0,Gymnopithys_salvini,6602,Gymnopithys_salvini,Thamnophilidae,Antbirds,Antbirds,White-throated Antbird,bow06602,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_manu,130155,0
384,JEJ,P13,180,P130180,,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Myrsidea,(milleri?),1,9,0,,10,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,10,Oneillornis salvini,25.86508475,11.39172727,71.90677966,45.1,16.5,25.5,0,60,40,0,0,Gymnopithys_salvini,6602,Gymnopithys_salvini,Thamnophilidae,Antbirds,Antbirds,White-throated Antbird,bow06602,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_manu,130180,0
385,JEJ,SP12,1402,SP121402,,Myiothlypis_coronata,Passeriformes,Parulidae,,Myrsidea,(paleno/zeledoni?),0,0,2,,2,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,2,Myiothlypis coronata,16.03027273,7.691615385,68.21184834,61.3,14.4,22.7,1,0,70,30,0,Basileuterus_coronatus,12782,Basileuterus_coronatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Russet-crowned Warbler,bow12782,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,understory,montane_manu,121402,0
386,JEJ,P13,351,P130351,,Arremon_taciturnus,Passeriformes,Passerellidae,,Myrsidea,taciturni?,3,3,5,,11,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,11,Arremon taciturnus,27.7755,10.00218182,73.3880597,61.3,10.9,23.8,1,50,50,0,0,Arremon_taciturnus,12615,Arremon_taciturnus,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Pectoral Sparrow,bow12615,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_manu,130351,0
387,JEJ,SP11,4,SP110004,,Trichothraupis_melanops,Passeriformes,Thraupidae,,Myrsidea,new sp?,0,0,1,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Trichothraupis melanops,24.68761468,9.292424242,78.88857143,75.7,19.2,19.8,1,30,30,20,10,Trichothraupis_melanops,12901,Trichothraupis_melanops,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Black-goggled Tanager,bow12901,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,other,montane_manu,110004,0
388,JEJ,SP11,9,SP110009,,Myiothlypis_coronata,Passeriformes,Parulidae,,Picicola?,regulus?,1,0,1,,2,,Myrsidea,(paleno/zeledoni?),2,1,5,0,7,,,,NA,NA,NA,,NA,NA,9,Myiothlypis coronata,16.03027273,7.691615385,68.21184834,61.3,14.4,22.7,1,0,70,30,0,Basileuterus_coronatus,12782,Basileuterus_coronatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Russet-crowned Warbler,bow12782,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,understory,montane_manu,110009,0
389,JEJ,SP11,27,SP110027,,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,new sp?,3,0,1,yes,4,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,4,Thripadectes melanorhynchus,45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,1,0,100,0,0,Thripadectes_melanorhynchus,6857,Thripadectes_melanorhynchus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Black-billed Treehunter,bow06857,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,montane_manu,110027,0
390,JEJ,SP11,36,SP110036,,Trichothraupis_melanops,Passeriformes,Thraupidae,,Myrsidea,new sp?,0,0,1,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Trichothraupis melanops,24.68761468,9.292424242,78.88857143,75.7,19.2,19.8,1,30,30,20,10,Trichothraupis_melanops,12901,Trichothraupis_melanops,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Black-goggled Tanager,bow12901,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,other,montane_manu,110036,0
391,JEJ,SP11,39,SP110039,,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,new sp?,1,0,0,,1,,Rallicola,leeae?,1,0,0,NA,1,,,,NA,NA,NA,,NA,NA,2,Thripadectes melanorhynchus,45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,1,0,100,0,0,Thripadectes_melanorhynchus,6857,Thripadectes_melanorhynchus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Black-billed Treehunter,bow06857,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,montane_manu,110039,0
392,JEJ,SP11,38,SP110038,,Trichothraupis_melanops,Passeriformes,Thraupidae,,Myrsidea,new sp?,0,1,0,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Trichothraupis melanops,24.68761468,9.292424242,78.88857143,75.7,19.2,19.8,1,30,30,20,10,Trichothraupis_melanops,12901,Trichothraupis_melanops,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Black-goggled Tanager,bow12901,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,other,montane_manu,110038,0
393,JEJ,SP11,94,SP110094,,Cyphorhinus_thoracicus,Passeriformes,Troglodytidae,,Myrsidea,new sp?,0,1,2,,3,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,3,Cyphorhinus thoracicus,32.136625,14.70943396,68.504,48.1,9.8,27.7,0,100,0,0,0,Cyphorhinus_thoracicus,9790,Cyphorhinus_thoracicus,M1,"Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers",Chestnut-breasted Wren,bow09790,BL3,Troglodytidae,Wrens,162,PASSERIFORMES,PASSERIFORMES,Passeri,ground,montane_manu,110094,0
394,JEJ,SP11,41,SP110041,,Myiothlypis_coronata,Passeriformes,Parulidae,,Myrsidea,(paleno/zeledoni?),0,0,3,,3,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,3,Myiothlypis coronata,16.03027273,7.691615385,68.21184834,61.3,14.4,22.7,1,0,70,30,0,Basileuterus_coronatus,12782,Basileuterus_coronatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Russet-crowned Warbler,bow12782,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,understory,montane_manu,110041,0
395,JEJ,SP11,47,SP110047,,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,new sp?,1,1,1,,3,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,3,Thripadectes melanorhynchus,45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,1,0,100,0,0,Thripadectes_melanorhynchus,6857,Thripadectes_melanorhynchus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Black-billed Treehunter,bow06857,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,montane_manu,110047,0
396,JEJ,SP11,126,SP110126,,Cyphorhinus_thoracicus,Passeriformes,Troglodytidae,,Myrsidea,new sp?,0,1,0,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Cyphorhinus thoracicus,32.136625,14.70943396,68.504,48.1,9.8,27.7,0,100,0,0,0,Cyphorhinus_thoracicus,9790,Cyphorhinus_thoracicus,M1,"Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers",Chestnut-breasted Wren,bow09790,BL3,Troglodytidae,Wrens,162,PASSERIFORMES,PASSERIFORMES,Passeri,ground,montane_manu,110126,0
397,JEJ,SP11,159,SP110159,,Myiothlypis_bivittata,Passeriformes,Parulidae,,Myrsidea,(similis/cayanensis?),1,0,0,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Myiothlypis bivittata,15.17214286,7.87025,63.9925,60.2,14.3,22.2,1,0,20,80,0,Basileuterus_bivittatus,12772,Basileuterus_bivittatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Two-banded Warbler,bow12772,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,montane_manu,110159,0
398,JEJ,SP11,367,SP110367,,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,new sp?,2,0,0,,2,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,2,Thripadectes melanorhynchus,45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,1,0,100,0,0,Thripadectes_melanorhynchus,6857,Thripadectes_melanorhynchus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Black-billed Treehunter,bow06857,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,montane_manu,110367,0
399,JEJ,SP12,61,SP120061,,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,unknown,,0,0,0,yes,0,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,2,Thripadectes melanorhynchus,45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,1,0,100,0,0,Thripadectes_melanorhynchus,6857,Thripadectes_melanorhynchus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Black-billed Treehunter,bow06857,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,montane_manu,120061,0
400,JEJ,SP12,660,SP120660,,Myiothlypis_bivittata,Passeriformes,Parulidae,,Myrsidea,(similis/cayanensis?),1,1,0,,2,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,2,Myiothlypis bivittata,15.17214286,7.87025,63.9925,60.2,14.3,22.2,1,0,20,80,0,Basileuterus_bivittatus,12772,Basileuterus_bivittatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Two-banded Warbler,bow12772,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,montane_manu,120660,0
401,JEJ,SP12,778,SP120778,,Myiothlypis_coronata,Passeriformes,Parulidae,,Myrsidea,(paleno/zeledoni?),2,1,1,,4,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,4,Myiothlypis coronata,16.03027273,7.691615385,68.21184834,61.3,14.4,22.7,1,0,70,30,0,Basileuterus_coronatus,12782,Basileuterus_coronatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Russet-crowned Warbler,bow12782,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,understory,montane_manu,120778,0
402,JEJ,SP12,764,SP120764,,Trichothraupis_melanops,Passeriformes,Thraupidae,,Myrsidea,new sp?,0,1,0,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Trichothraupis melanops,24.68761468,9.292424242,78.88857143,75.7,19.2,19.8,1,30,30,20,10,Trichothraupis_melanops,12901,Trichothraupis_melanops,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Black-goggled Tanager,bow12901,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,other,montane_manu,120764,0
403,JEJ,SP12,859,SP120859,,Myiothlypis_bivittata,Passeriformes,Parulidae,,Picicola,(regulus?),1,0,2,,3,,Myrsidea,(similis/cayanensis?),1,0,3,0,4,,,,NA,NA,NA,,NA,NA,7,Myiothlypis bivittata,15.17214286,7.87025,63.9925,60.2,14.3,22.2,1,0,20,80,0,Basileuterus_bivittatus,12772,Basileuterus_bivittatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Two-banded Warbler,bow12772,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,montane_manu,120859,0
404,JEJ,SP12,1000,SP121000,,Myiothlypis_coronata,Passeriformes,Parulidae,,Myrsidea,(paleno/zeledoni?),1,0,0,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Myiothlypis coronata,16.03027273,7.691615385,68.21184834,61.3,14.4,22.7,1,0,70,30,0,Basileuterus_coronatus,12782,Basileuterus_coronatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Russet-crowned Warbler,bow12782,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,understory,montane_manu,121000,0
405,JEJ,SP12,954,SP120954,,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,new sp?,1,2,1,,5,,Rallicola,leeae?,1,0,2,0,3,,Menoponidae,new sp?,4,2,8,14,NA,NA,8,Thripadectes melanorhynchus,45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,1,0,100,0,0,Thripadectes_melanorhynchus,6857,Thripadectes_melanorhynchus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Black-billed Treehunter,bow06857,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,montane_manu,120954,0
406,JEJ,SP12,1001,SP121001,,Cyphorhinus_thoracicus,Passeriformes,Troglodytidae,,Myrsidea,new sp?,0,1,0,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Cyphorhinus thoracicus,32.136625,14.70943396,68.504,48.1,9.8,27.7,0,100,0,0,0,Cyphorhinus_thoracicus,9790,Cyphorhinus_thoracicus,M1,"Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers",Chestnut-breasted Wren,bow09790,BL3,Troglodytidae,Wrens,162,PASSERIFORMES,PASSERIFORMES,Passeri,ground,montane_manu,121001,0
407,JEJ,SP12,943,SP120943,,Myiothlypis_coronata,Passeriformes,Parulidae,,Myrsidea,(paleno/zeledoni?),1,1,3,,5,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,5,Myiothlypis coronata,16.03027273,7.691615385,68.21184834,61.3,14.4,22.7,1,0,70,30,0,Basileuterus_coronatus,12782,Basileuterus_coronatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Russet-crowned Warbler,bow12782,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,understory,montane_manu,120943,0
408,JEJ,SP12,1002,SP121002,,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,new sp?,5,5,10,,20,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,20,Thripadectes melanorhynchus,45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,1,0,100,0,0,Thripadectes_melanorhynchus,6857,Thripadectes_melanorhynchus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Black-billed Treehunter,bow06857,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,montane_manu,121002,0
409,JEJ,SP12,1019,SP121019,,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,new sp?,1,2,0,,3,,Rallicola,leeae?,1,1,1,0,3,,,,NA,NA,NA,,NA,NA,6,Thripadectes melanorhynchus,45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,1,0,100,0,0,Thripadectes_melanorhynchus,6857,Thripadectes_melanorhynchus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Black-billed Treehunter,bow06857,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,montane_manu,121019,0
410,JEJ,SP12,1031,SP121031,,Cyphorhinus_thoracicus,Passeriformes,Troglodytidae,,Myrsidea,new sp?,0,0,2,,2,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,2,Cyphorhinus thoracicus,32.136625,14.70943396,68.504,48.1,9.8,27.7,0,100,0,0,0,Cyphorhinus_thoracicus,9790,Cyphorhinus_thoracicus,M1,"Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers",Chestnut-breasted Wren,bow09790,BL3,Troglodytidae,Wrens,162,PASSERIFORMES,PASSERIFORMES,Passeri,ground,montane_manu,121031,0
411,JEJ,SP12,1046,SP121046,,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,new sp?,2,3,4,,12,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,12,Thripadectes melanorhynchus,45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,1,0,100,0,0,Thripadectes_melanorhynchus,6857,Thripadectes_melanorhynchus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Black-billed Treehunter,bow06857,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,montane_manu,121046,0
