X.No,Collection,Sample_group,Sample.No...,Full_Label,comment,species_binomial,Host.Order,Host.Family,New.Association,Lice.Genus,Lice.Species,Female,Male,Nimph,Eggs,Total,BoxLocation1,Lice.Genus2,Lice.Species2,Female2,Male2,Nimph2,Eggs2,Total2,BoxLocation2,Lice.Genus3,Lice.Species3,Female3,Male3,Nimph3,Eggs3,Total.1,BoxLocation3,total_lice,species_clean,mass_tidy,bill_tidy,wing_tidy,tail_tidy,wing_index_tidy,tarsus_tidy,sociality,ForStrat_ground,ForStrat_understory,ForStrat_midhigh,ForStrat_canopy,species_jetz,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,foraging_cat,elevation_cat,sample,infestation_lice
191,JEJ,SP12,101,SP120101,,Premnoplex_brunnescens,Passeriformes,Furnariidae,No,Rallicola,mooreae?,2,0,1,,3,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,3,Premnoplex brunnescens,15.77809045,9.921900826,59.63826531,61.1,14,20.1,1,0,80,20,0,Premnoplex_brunnescens,6811,Premnoplex_brunnescens,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Spotted Barbtail,bow06811,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,montane_manu,120101,0
192,JEJ,SP12,662,SP120662,,Leptopogon_superciliaris,Passeriformes,Tyrannidae,No,Myrsidea,leptopogoni?,5,2,1,,8,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,8,Leptopogon superciliaris,13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,1,0,0,100,0,Leptopogon_superciliaris,5769,Leptopogon_superciliaris,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Slaty-capped Flycatcher,bow05769,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,montane_manu,120662,0
193,JEJ,SP12,666,SP120666,,Tangara_arthus,Passeriformes,Thraupidae,Yes,Myrsidea,(various species?),2,1,5,,8,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,8,Tangara arthus,21.19101695,7.5034375,76.02833333,54.4,23,19,1,0,10,60,30,Tangara_arthus,13020,Tangara_arthus,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden Tanager,bow13020,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,montane_manu,120666,0
194,JEJ,SP12,767,SP120767,,Leptopogon_superciliaris,Passeriformes,Tyrannidae,No,Myrsidea,leptopogoni?,1,3,0,,4,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,4,Leptopogon superciliaris,13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,1,0,0,100,0,Leptopogon_superciliaris,5769,Leptopogon_superciliaris,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Slaty-capped Flycatcher,bow05769,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,montane_manu,120767,0
195,JEJ,SP12,792,SP120792,,Chlorospingus_flavigularis,Passeriformes,Passerellidae,Yes,Myrsidea?,(ophthalmici/violaceae?),0,0,1,,1,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Chlorospingus flavigularis,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,Chlorospingus_flavigularis,12843,Chlorospingus_flavigularis,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Yellow-throated Bush-tanager,bow12843,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,montane_manu,120792,0
196,JEJ,SP12,861,SP120861,,Anabacerthia_striaticollis,Passeriformes,Furnariidae,Yes,Myrsidea,(ochrolaemi/ waterstoni),3,0,2,,5,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,5,Anabacerthia striaticollis,24.58886525,10.28111111,82.62553191,76.1,18,20,1,0,0,100,0,Anabacerthia_striaticollis,6836,Anabacerthia_striaticollis,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Montane Foliage-gleaner,bow06836,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,montane_manu,120861,0
197,JEJ,SP12,885,SP120885,,Chlorospingus_flavigularis,Passeriformes,Passerellidae,Yes,Myrsidea,(ophthalmici/violaceae?),12,9,4,,25,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,25,Chlorospingus flavigularis,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,Chlorospingus_flavigularis,12843,Chlorospingus_flavigularis,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Yellow-throated Bush-tanager,bow12843,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,montane_manu,120885,1
198,JEJ,SP12,938,SP120938,,Chlorospingus_flavigularis,Passeriformes,Passerellidae,Yes,Myrsidea,(ophthalmici/violaceae?),2,1,7,,10,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,10,Chlorospingus flavigularis,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,Chlorospingus_flavigularis,12843,Chlorospingus_flavigularis,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Yellow-throated Bush-tanager,bow12843,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,montane_manu,120938,0
199,JEJ,SP12,993,SP120993,,Chlorospingus_flavigularis,Passeriformes,Passerellidae,Yes,Myrsidea,(ophthalmici/violaceae?),5,0,2,,7,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,7,Chlorospingus flavigularis,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,Chlorospingus_flavigularis,12843,Chlorospingus_flavigularis,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Yellow-throated Bush-tanager,bow12843,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,montane_manu,120993,0
200,JEJ,SP12,998,SP120998,,Premnoplex_brunnescens,Passeriformes,Furnariidae,No,Rallicola?,mooreae?,1,0,0,,1,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Premnoplex brunnescens,15.77809045,9.921900826,59.63826531,61.1,14,20.1,1,0,80,20,0,Premnoplex_brunnescens,6811,Premnoplex_brunnescens,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Spotted Barbtail,bow06811,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,montane_manu,120998,0
201,JEJ,SP12,1023,SP121023,,Premnoplex_brunnescens,Passeriformes,Furnariidae,No,Rallicola?,mooreae?,1,0,0,,1,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Premnoplex brunnescens,15.77809045,9.921900826,59.63826531,61.1,14,20.1,1,0,80,20,0,Premnoplex_brunnescens,6811,Premnoplex_brunnescens,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Spotted Barbtail,bow06811,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,montane_manu,121023,0
202,JEJ,SP12,1038,SP121038,,Leptopogon_superciliaris,Passeriformes,Tyrannidae,Yes?,Menoponidae?,Myrsidea leptopogoni?,0,0,1,,1,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Leptopogon superciliaris,13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,1,0,0,100,0,Leptopogon_superciliaris,5769,Leptopogon_superciliaris,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Slaty-capped Flycatcher,bow05769,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,montane_manu,121038,0
203,JEJ,SP12,1091,SP121091,,Leptopogon_superciliaris,Passeriformes,Tyrannidae,No,Myrsidea,leptopogoni?,1,0,0,,1,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Leptopogon superciliaris,13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,1,0,0,100,0,Leptopogon_superciliaris,5769,Leptopogon_superciliaris,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Slaty-capped Flycatcher,bow05769,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,montane_manu,121091,0
204,JEJ,SP12,1138,SP121138,,Tangara_arthus,Passeriformes,Thraupidae,Yes,Myrsidea,(various species?),1,0,0,,1,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Tangara arthus,21.19101695,7.5034375,76.02833333,54.4,23,19,1,0,10,60,30,Tangara_arthus,13020,Tangara_arthus,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden Tanager,bow13020,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,montane_manu,121138,0
205,JEJ,SP12,1212,SP121212,,Basileuterus_tristriatus,Passeriformes,Parulidae,Yes,Myrsidea,(basileuteri/ paleno),1,0,0,,1,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Basileuterus tristriatus,12.9,7.4035,60.89204545,56.5,13.6,20.4,1,0,100,0,0,Basileuterus_tristriatus,12792,Basileuterus_tristriatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Three-striped Warbler,bow12792,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,understory,montane_manu,121212,0
206,JEJ,SP12,1308,SP121308,,Tangara_arthus,Passeriformes,Thraupidae,Yes,Myrsidea,(various species?),0,1,0,,1,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Tangara arthus,21.19101695,7.5034375,76.02833333,54.4,23,19,1,0,10,60,30,Tangara_arthus,13020,Tangara_arthus,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden Tanager,bow13020,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,montane_manu,121308,0
207,JEJ,SP12,1322,SP121322,,Phylloscartes_ophthalmicus,Passeriformes,Tyrannidae,Yes?,Myrsidea,new sp?,4,3,7,,14,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,14,Phylloscartes ophthalmicus,9.276296296,6.063157895,57.72333333,56.6,16.5,15.3,1,0,10,90,0,Phylloscartes_ophthalmicus,5928,Phylloscartes_ophthalmicus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Marble-faced Bristle-tyrant,bow05928,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,montane_manu,121322,0
208,JEJ,SP12,1333,SP121333,,Phylloscartes_ophthalmicus,Passeriformes,Tyrannidae,Yes,Philopteridae?,new sp?,0,0,4,,4,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,4,Phylloscartes ophthalmicus,9.276296296,6.063157895,57.72333333,56.6,16.5,15.3,1,0,10,90,0,Phylloscartes_ophthalmicus,5928,Phylloscartes_ophthalmicus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Marble-faced Bristle-tyrant,bow05928,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,montane_manu,121333,0
209,JEJ,SP12,1362,SP121362,,Myioborus_miniatus,Passeriformes,Parulidae,No,Menoponidae,new sp - not Myrsidea!,1,0,5,,6,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,6,Myioborus miniatus,9.782295082,6.985714286,62.43278689,64.9,17,17.7,1,0,0,100,0,Myioborus_miniatus,12758,Myioborus_miniatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Slate-throated Redstart,bow12758,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,montane_manu,121362,0
210,JEJ,SP12,1435,SP121435,,Basileuterus_tristriatus,Passeriformes,Parulidae,Yes,Myrsidea,(basileuteri/ paleno),5,0,0,,5,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,5,Basileuterus tristriatus,12.9,7.4035,60.89204545,56.5,13.6,20.4,1,0,100,0,0,Basileuterus_tristriatus,12792,Basileuterus_tristriatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Three-striped Warbler,bow12792,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,understory,montane_manu,121435,0
211,JEJ,TL12,16,TL120016,,Chlorospingus_flavopectus,Passeriformes,Passerellidae,No,Myrsidea,ophthalmici/violaceae?,0,3,3,,6,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,6,Chlorospingus flavopectus,21.97914286,7.904545455,68.02941176,63.8,15.6,21.4,1,10,30,30,30,Chlorospingus_ophthalmicus,12834,Chlorospingus_ophthalmicus,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Common Bush-tanager,bow12834,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,other,montane_manu,120016,0
212,JEJ,TL12,33,TL120033,,Chlorospingus_flavopectus,Passeriformes,Passerellidae,No,Myrsidea,ophthalmici/violaceae?,2,1,0,,3,L-05,Menoponidae?,Menacanthus eurysternus?,2,1,5,0,8,L-05,,,NA,NA,NA,,NA,NA,11,Chlorospingus flavopectus,21.97914286,7.904545455,68.02941176,63.8,15.6,21.4,1,10,30,30,30,Chlorospingus_ophthalmicus,12834,Chlorospingus_ophthalmicus,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Common Bush-tanager,bow12834,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,other,montane_manu,120033,0
213,JEJ,TL12,34,TL120034,,Chlorospingus_flavopectus,Passeriformes,Passerellidae,No,Myrsidea,ophthalmici/violaceae?,1,1,0,,2,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,2,Chlorospingus flavopectus,21.97914286,7.904545455,68.02941176,63.8,15.6,21.4,1,10,30,30,30,Chlorospingus_ophthalmicus,12834,Chlorospingus_ophthalmicus,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Common Bush-tanager,bow12834,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,other,montane_manu,120034,0
214,JEJ,TL12,52,TL120052,,Chlorochrysa_calliparaea,Passeriformes,Thraupidae,Yes,Myrsidea,new sp?,2,0,0,,2,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,2,Chlorochrysa calliparaea,17.34217391,8.642105263,68.63636364,43,26.1,18.6,1,0,0,50,50,Chlorochrysa_calliparaea,13003,Chlorochrysa_calliparaea,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Orange-eared Tanager,bow13003,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh-canopy,montane_manu,120052,0
215,JEJ,TL12,94,TL120094,,Basileuterus_tristriatus,Passeriformes,Parulidae,Yes,Myrsidea,(basileuteri/ paleno),0,1,0,,1,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Basileuterus tristriatus,12.9,7.4035,60.89204545,56.5,13.6,20.4,1,0,100,0,0,Basileuterus_tristriatus,12792,Basileuterus_tristriatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Three-striped Warbler,bow12792,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,understory,montane_manu,120094,0
216,JEJ,TL12,95,TL120095,,Basileuterus_tristriatus,Passeriformes,Parulidae,Yes,Myrsidea,(basileuteri/ paleno),0,1,0,,1,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Basileuterus tristriatus,12.9,7.4035,60.89204545,56.5,13.6,20.4,1,0,100,0,0,Basileuterus_tristriatus,12792,Basileuterus_tristriatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Three-striped Warbler,bow12792,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,understory,montane_manu,120095,0
217,JEJ,TL12,104,TL120104,,Tangara_arthus,Passeriformes,Thraupidae,Yes,Myrsidea,(various species?),2,4,1,,7,L-05,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,7,Tangara arthus,21.19101695,7.5034375,76.02833333,54.4,23,19,1,0,10,60,30,Tangara_arthus,13020,Tangara_arthus,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden Tanager,bow13020,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,montane_manu,120104,0
218,JEJ,TU12,65,TU120065,,Chlorornis_riefferii,Passeriformes,Thraupidae,,Myrsidea,new sp?,1,2,1,,4,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,4,Chlorornis riefferii,48.93459016,11.33787234,104.9016393,87.2,18.2,29.3,1,0,30,70,0,Chlorornis_riefferii,12830,Chlorornis_riefferii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Grass-green Tanager,bow12830,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,high_montane_manu,120065,0
219,JEJ,W12,305,W120305,,Arremon_torquatus,Passeriformes,"Passerellidae
",,Myrsidea,(various Myrsidea),1,1,2,,4,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,4,Arremon torquatus,42.28636364,11.60647059,76.97058824,85.7,9.8,32.2,1,0,50,50,0,Arremon_torquatus,12651,Arremon_torquatus,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Stripe-headed Brush-finch,bow12651,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,undersory-midhigh,high_montane_manu,120305,0
220,JEJ,W12,330,W120330,,Anisognathus_igniventris,Passeriformes,"Thraupidae
",,Menoponidae,new sp - not Myrsidea!,0,0,2,,2,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,2,Anisognathus igniventris,34.8345,8.160857143,86.69387755,75.3,16.8,25.1,1,0,20,50,30,Anisognathus_igniventris,12958,Anisognathus_igniventris,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Scarlet-bellied Mountain-tanager,bow12958,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,high_montane_manu,120330,0
221,JEJ,W12,412,W120412,,Iridosornis_jelskii,Passeriformes,"Thraupidae
",,Myrsidea,new sp?,0,0,1,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Iridosornis jelskii,20.34714286,7.004603175,72.94117647,64.7,16.8,23.9,1,0,60,40,0,Iridosornis_jelskii,12964,Iridosornis_jelskii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden-collared Tanager,bow12964,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,high_montane_manu,120412,0
222,JEJ,W12,791,W120791,,Chlorornis_riefferii,Passeriformes,Thraupidae,,Menacanthus?,(Menacanthus eurysternus?),,,1,,1,,Myrsidea,new sp?,1,3,1,0,5,,,,NA,NA,NA,,NA,NA,6,Chlorornis riefferii,48.93459016,11.33787234,104.9016393,87.2,18.2,29.3,1,0,30,70,0,Chlorornis_riefferii,12830,Chlorornis_riefferii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Grass-green Tanager,bow12830,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,high_montane_manu,120791,0
223,JEJ,W12,1001,W121001,,Kleinothraupis_atropileus,Passeriformes,"Thraupidae
",,Philopteridae,new sp?,1,0,1,,2,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,2,Kleinothraupis atropileus,20.552,9.195769231,70.85714286,73.6,13.2,23.8,1,0,90,10,0,Hemispingus_atropileus,12847,Hemispingus_atropileus,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Black-capped Hemispingus,bow12847,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,high_montane_manu,121001,0
224,JEJ,W12,1048,W121048,,Arremon_torquatus,Passeriformes,"Passerellidae
",,Brueelia?,(Brueelia brunneinucha?),15,10,14,,39,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,39,Arremon torquatus,42.28636364,11.60647059,76.97058824,85.7,9.8,32.2,1,0,50,50,0,Arremon_torquatus,12651,Arremon_torquatus,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Stripe-headed Brush-finch,bow12651,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,undersory-midhigh,high_montane_manu,121048,1
225,JEJ,W12,1044,W121044,,Kleinothraupis_atropileus,Passeriformes,"Thraupidae
",,Philopteridae,new sp?,6,1,2,,9,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,9,Kleinothraupis atropileus,20.552,9.195769231,70.85714286,73.6,13.2,23.8,1,0,90,10,0,Hemispingus_atropileus,12847,Hemispingus_atropileus,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Black-capped Hemispingus,bow12847,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,understory,high_montane_manu,121044,0
226,JEJ,W12,1161,W121161,,Myioborus_melanocephalus,Passeriformes,"Parulidae
",,Menoponidae,new sp?,0,1,0,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Myioborus melanocephalus,11.53984848,6.9432,65.4,66.5,15.5,19.6,1,0,20,0,80,Myioborus_melanocephalus,12766,Myioborus_melanocephalus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Spectacled Redstart,bow12766,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,canopy,high_montane_manu,121161,0
227,JEJ,P13,133,P130133,,Chlorothraupis_carmioli,Passeriformes,"Cardinalidae
",,Myrsidea,Myrsidea cruickshanki?,1,0,0,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Chlorothraupis carmioli,37.5053125,13.50083333,84.52941176,65.1,17.5,22.6,1,0,40,30,30,Chlorothraupis_carmioli,12879,Chlorothraupis_carmioli,P12,"Cardinals, Allies","Cardinals, Allies",Olive Tanager,bow12879,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,other,lowland_manu,130133,0
228,JEJ,P13,300,P130300,,Corythopis_torquatus,Passeriformes,Tyrannidae,,Philopteridae,new sp?,0,1,1,,2,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,2,Corythopis torquatus,17.01754717,9.018085106,66.12,52.7,17.3,26,0,80,20,0,0,Corythopis_torquatus,5814,Corythopis_torquatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ringed Antpipit,bow05814,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_manu,130300,0
229,JEJ,P13,233,P130233,,Lanio_versicolor,Passeriformes,Thraupidae,,Myrsidea,new sp?,0,1,1,,2,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,2,Lanio versicolor,19.76205128,10.39833333,79.825,67.6,20.3,15.3,1,0,0,20,60,Lanio_versicolor,12886,Lanio_versicolor,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",White-winged Shrike-tanager,bow12886,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,canopy,lowland_manu,130233,0
230,JEJ,P13,187,P130187,,Hylophylax_naevius,Passeriformes,Thamnophilidae,,Myrsidea,new sp?,0,1,0,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Hylophylax naevius,13.63936508,8.975555556,58.31746032,39.8,14.1,20.2,0,0,80,20,0,Hylophylax_naevius,6610,Hylophylax_naevius,Thamnophilidae,Antbirds,Antbirds,Spot-backed Antbird,bow06610,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_manu,130187,0
231,JEJ,P13,303,P130303,,Corythopis_torquatus,Passeriformes,"Tyrannidae
",,Myrsidea,new sp?,0,1,0,,1,,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Corythopis torquatus,17.01754717,9.018085106,66.12,52.7,17.3,26,0,80,20,0,0,Corythopis_torquatus,5814,Corythopis_torquatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ringed Antpipit,bow05814,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_manu,130303,0
