Host.Family,BLFamilyLatin,species_clean,species_jetz,sociality,foraging_cat,elevation_cat,TipLabel,Full_Label,keycol,valuecol
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,1162,Lice.Genus2,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,M877,Lice.Genus2,Rallicola
Columbidae,Columbidae,Geotrygon montana,Geotrygon montana,0,ground,lowland_iquitos,Geotrygon_montana,M574,Lice.Genus,Columbicola
Columbidae,Columbidae,Geotrygon montana,Geotrygon montana,0,ground,lowland_iquitos,Geotrygon_montana,V283,Lice.Genus,Columbicola
Columbidae,Columbidae,Geotrygon montana,Geotrygon montana,0,ground,lowland_iquitos,Geotrygon_montana,1138,Lice.Genus,Columbicola
Columbidae,Columbidae,Geotrygon montana,Geotrygon montana,0,ground,lowland_iquitos,Geotrygon_montana,V806,Lice.Genus,Columbicola
Columbidae,Columbidae,Geotrygon montana,Geotrygon montana,0,ground,lowland_iquitos,Geotrygon_montana,M556,Lice.Genus,Myrsidea
"Columbidae
",Columbidae,Geotrygon montana,Geotrygon montana,0,ground,lowland_iquitos,Geotrygon_montana,P110058,Lice.Genus,Columbicola
"Columbidae
",Columbidae,Geotrygon montana,Geotrygon montana,0,ground,lowland_iquitos,Geotrygon_montana,P110107,Lice.Genus,Columbicola
"Columbidae
",Columbidae,Geotrygon montana,Geotrygon montana,0,ground,lowland_iquitos,Geotrygon_montana,P110417,Lice.Genus,Philopteridae
"Columbidae
",Columbidae,Geotrygon montana,Geotrygon montana,0,ground,lowland_iquitos,Geotrygon_montana,P110057,Lice.Genus,Philopteridae
Columbidae,Columbidae,Geotrygon montana,Geotrygon montana,0,ground,lowland_iquitos,Geotrygon_montana,1138,Lice.Genus2,Physconelloides
Columbidae,Columbidae,Geotrygon montana,Geotrygon montana,0,ground,lowland_iquitos,Geotrygon_montana,V806,Lice.Genus2,Physconelloides
Columbidae,Columbidae,Geotrygon montana,Geotrygon montana,0,ground,lowland_iquitos,Geotrygon_montana,M556,Lice.Genus2,Physconelloides
"Columbidae
",Columbidae,Geotrygon montana,Geotrygon montana,0,ground,lowland_iquitos,Geotrygon_montana,P110107,Lice.Genus2,Hohorstiella?
"Columbidae
",Columbidae,Geotrygon montana,Geotrygon montana,0,ground,lowland_iquitos,Geotrygon_montana,P110057,Lice.Genus2,Columbicola
Galbulidae,Galbulidae,Galbula cyanescens,Galbula cyanescens,1,midhigh,lowland_iquitos,Galbula_cyanescens,P130765,Lice.Genus,Picicola
Formicariidae,Formicariidae,Formicarius rufipectus,Formicarius rufipectus,0,ground,lowland_iquitos,Formicarius_rufipectus,P120085,Lice.Genus,Formicaricola
Formicariidae,Formicariidae,Formicarius colma,Formicarius colma,0,ground,lowland_iquitos,Formicarius_colma,3678,Lice.Genus,Formicaricola
Formicariidae,Formicariidae,Formicarius colma,Formicarius colma,0,ground,lowland_iquitos,Formicarius_colma,857,Lice.Genus,Formicaricola
Formicariidae,Formicariidae,Formicarius colma,Formicarius colma,0,ground,lowland_iquitos,Formicarius_colma,V254,Lice.Genus,Formicaricola
Formicariidae,Formicariidae,Formicarius analis,Formicarius analis,0,ground,lowland_iquitos,Formicarius_analis,VC120112,Lice.Genus,Formicaricola
Fringillidae,Thraupidae,Euphonia xanthogaster,Euphonia xanthogaster,1,midhigh,lowland_iquitos,Euphonia_xanthogaster,V486,Lice.Genus,Myrsidea
Fringillidae,Thraupidae,Euphonia xanthogaster,Euphonia xanthogaster,1,midhigh,lowland_iquitos,Euphonia_xanthogaster,V789,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,1,midhigh,lowland_iquitos,Epinecrophylla_erythrura,P110396,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Diglossa glauca,Diglossa glauca,1,ground-understory,lowland_iquitos,Diglossa_glauca,SP120070,Lice.Genus,Philopterus-like
Furnariidae,Dendrocolaptidae,Dendrocincla merula,Dendrocincla merula,1,ground-understory,lowland_iquitos,Dendrocincla_merula,M583,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Dendrocincla merula,Dendrocincla merula,1,ground-understory,lowland_iquitos,Dendrocincla_merula,M619,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Dendrocincla merula,Dendrocincla merula,1,ground-understory,lowland_iquitos,Dendrocincla_merula,1159,Lice.Genus,Rallicola?
Furnariidae,Dendrocolaptidae,Dendrocincla fuliginosa,Dendrocincla fuliginosa,1,ground-understory,lowland_iquitos,Dendrocincla_fuliginosa,M598,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Dendrocincla fuliginosa,Dendrocincla fuliginosa,1,ground-understory,lowland_iquitos,Dendrocincla_fuliginosa,V285,Lice.Genus,Rallicola
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,0,ground,lowland_iquitos,Cyphorhinus_thoracicus,SP110094,Lice.Genus,Myrsidea
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,0,ground,lowland_iquitos,Cyphorhinus_thoracicus,SP110126,Lice.Genus,Myrsidea
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,0,ground,lowland_iquitos,Cyphorhinus_thoracicus,SP121001,Lice.Genus,Myrsidea
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,0,ground,lowland_iquitos,Cyphorhinus_thoracicus,SP121031,Lice.Genus,Myrsidea
Cardinalidae,Cardinalidae,Cyanoloxia cyanoides,Cyanocompsa cyanoides,1,ground,lowland_iquitos,Cyanocompsa_cyanoides,P130185,Lice.Genus,Myrsidea
Cardinalidae,Cardinalidae,Cyanoloxia cyanoides,Cyanocompsa cyanoides,1,ground,lowland_iquitos,Cyanocompsa_cyanoides,P130219,Lice.Genus,Myrsidea
Cardinalidae,Cardinalidae,Cyanoloxia cyanoides,Cyanocompsa cyanoides,1,ground,lowland_iquitos,Cyanocompsa_cyanoides,P116443,Lice.Genus,unknown louse 
Tyrannidae,Tyrannidae,Corythopis torquatus,Corythopis torquatus,0,ground,lowland_iquitos,Corythopis_torquatus,P130300,Lice.Genus,Philopteridae
"Tyrannidae
",Tyrannidae,Corythopis torquatus,Corythopis torquatus,0,ground,lowland_iquitos,Corythopis_torquatus,P130303,Lice.Genus,Myrsidea
"Tyrannidae
",Tyrannidae,Corythopis torquatus,Corythopis torquatus,0,ground,lowland_iquitos,Corythopis_torquatus,P130328,Lice.Genus,Myrsidea
Conopophagidae,Conopophagidae,Conopophaga peruviana,Conopophaga peruviana,1,ground,lowland_iquitos,Conopophaga_peruviana,P116082,Lice.Genus,Formicaphagus
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,1,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P116204,Lice.Genus,Myrsidea
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,1,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P116210,Lice.Genus,Myrsidea
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,1,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P116211,Lice.Genus,Myrsidea
Cardinalidae,Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,1,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P116213,Lice.Genus,Myrsidea
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,1,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P130133,Lice.Genus,Myrsidea
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,1,ground-understory,lowland_iquitos,Chlorothraupis_carmioli,P130628,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,ground-understory,lowland_iquitos,Chlorospingus_ophthalmicus,TL120016,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,ground-understory,lowland_iquitos,Chlorospingus_ophthalmicus,TL120034,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,ground-understory,lowland_iquitos,Chlorospingus_ophthalmicus,TL120033,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1,ground-understory,lowland_iquitos,Chlorospingus_ophthalmicus,TL120033,Lice.Genus2,Menoponidae?
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,1,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110040,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,1,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110066,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,1,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110070,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,1,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110120,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,1,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120036,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,1,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120040,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,1,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120885,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,1,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120934,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,1,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120938,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,1,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120993,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,1,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110108,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,1,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110008,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,1,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110013,Lice.Genus,Myrsidea
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,1,understory,lowland_iquitos,Chlorospingus_flavigularis,SP120792,Lice.Genus,Myrsidea?
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,1,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110108,Lice.Genus2,Philopteridae
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,1,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110008,Lice.Genus2,Rallicola
Passerellidae,Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,1,understory,lowland_iquitos,Chlorospingus_flavigularis,SP110013,Lice.Genus2,Rallicola
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,1,midhigh,lowland_iquitos,Chlorornis_riefferii,W120791,Lice.Genus,Menacanthus?
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,1,midhigh,lowland_iquitos,Chlorornis_riefferii,TU120065,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,1,midhigh,lowland_iquitos,Chlorornis_riefferii,W130255,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,1,midhigh,lowland_iquitos,Chlorornis_riefferii,W130330,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,1,midhigh,lowland_iquitos,Chlorornis_riefferii,W130677,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,1,midhigh,lowland_iquitos,Chlorornis_riefferii,W130256,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,1,midhigh,lowland_iquitos,Chlorornis_riefferii,W130700,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,1,midhigh,lowland_iquitos,Chlorornis_riefferii,W130253,Lice.Genus,Philopteridae
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,1,midhigh,lowland_iquitos,Chlorornis_riefferii,W120791,Lice.Genus2,Myrsidea
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,1,midhigh,lowland_iquitos,Chlorornis_riefferii,W130256,Lice.Genus2,Philopteridae
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,1,midhigh,lowland_iquitos,Chlorornis_riefferii,W130700,Lice.Genus2,Philopteridae
Thraupidae,Thraupidae,Chlorochrysa calliparaea,Chlorochrysa calliparaea,1,ground-understory,lowland_iquitos,Chlorochrysa_calliparaea,TL120052,Lice.Genus,Myrsidea
,Pipridae,Chiroxiphia boliviana,Chiroxiphia boliviana,1,ground-understory,lowland_iquitos,Chiroxiphia_boliviana,SP13013,Lice.Genus,Myrsidea
Formicariidae,Formicariidae,Chamaeza mollissima,Chamaeza mollissima,0,ground,lowland_iquitos,Chamaeza_mollissima,W120733,Lice.Genus,Formicaricola
Thamnophilidae,Thamnophilidae,Cercomacroides serva,Cercomacra serva,0,ground-understory,lowland_iquitos,Cercomacra_serva,1059,Lice.Genus,Myrsidea
Picidae,Picidae,Celeus grammicus,Celeus grammicus,1,midhigh,lowland_iquitos,Celeus_grammicus,V682,Lice.Genus,Picicola?
Icteridae,Icteridae,Cacicus cela,Cacicus cela,0,canopy,lowland_iquitos,Cacicus_cela,V1239,Lice.Genus,Myrsidea
Icteridae,Icteridae,Cacicus cela,Cacicus cela,0,canopy,lowland_iquitos,Cacicus_cela,V1239,Lice.Genus2,Bizarrifrons
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,1,ground-understory,lowland_iquitos,Buthraupis_montana,TU120049,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,1,ground-understory,lowland_iquitos,Buthraupis_montana,W130234,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,1,ground-understory,lowland_iquitos,Buthraupis_montana,W120483,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Buthraupis montana,Buthraupis montana,1,ground-understory,lowland_iquitos,Buthraupis_montana,W120483,Lice.Genus2,Philopterus-like
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,1,understory,lowland_iquitos,Basileuterus_tristriatus,SP120931,Lice.Genus,Menoponidae
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,1,understory,lowland_iquitos,Basileuterus_tristriatus,SP110113,Lice.Genus,Myrsidea
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,1,understory,lowland_iquitos,Basileuterus_tristriatus,SP110144,Lice.Genus,Myrsidea
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,1,understory,lowland_iquitos,Basileuterus_tristriatus,SP121212,Lice.Genus,Myrsidea
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,1,understory,lowland_iquitos,Basileuterus_tristriatus,SP121435,Lice.Genus,Myrsidea
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,1,understory,lowland_iquitos,Basileuterus_tristriatus,TL120094,Lice.Genus,Myrsidea
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,1,understory,lowland_iquitos,Basileuterus_tristriatus,TL120095,Lice.Genus,Myrsidea
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,1,understory,lowland_iquitos,Basileuterus_tristriatus,SP110186,Lice.Genus,Ricinus
Parulidae,Parulidae,Basileuterus tristriatus,Basileuterus tristriatus,1,understory,lowland_iquitos,Basileuterus_tristriatus,SP120911,Lice.Genus,Ricinus
Parulidae,Parulidae,Myiothlypis coronata,Basileuterus coronatus,1,understory,lowland_iquitos,Basileuterus_coronatus,SP110041,Lice.Genus,Myrsidea
Parulidae,Parulidae,Myiothlypis coronata,Basileuterus coronatus,1,understory,lowland_iquitos,Basileuterus_coronatus,SP120778,Lice.Genus,Myrsidea
Parulidae,Parulidae,Myiothlypis coronata,Basileuterus coronatus,1,understory,lowland_iquitos,Basileuterus_coronatus,SP120943,Lice.Genus,Myrsidea
Parulidae,Parulidae,Myiothlypis coronata,Basileuterus coronatus,1,understory,lowland_iquitos,Basileuterus_coronatus,SP121000,Lice.Genus,Myrsidea
Parulidae,Parulidae,Myiothlypis coronata,Basileuterus coronatus,1,understory,lowland_iquitos,Basileuterus_coronatus,SP121402,Lice.Genus,Myrsidea
Parulidae,Parulidae,Myiothlypis coronata,Basileuterus coronatus,1,understory,lowland_iquitos,Basileuterus_coronatus,SP110009,Lice.Genus,Picicola?
Parulidae,Parulidae,Myiothlypis coronata,Basileuterus coronatus,1,understory,lowland_iquitos,Basileuterus_coronatus,SP110009,Lice.Genus2,Myrsidea
Parulidae,Parulidae,Myiothlypis bivittata,Basileuterus bivittatus,1,midhigh,lowland_iquitos,Basileuterus_bivittatus,SP110159,Lice.Genus,Myrsidea
Parulidae,Parulidae,Myiothlypis bivittata,Basileuterus bivittatus,1,midhigh,lowland_iquitos,Basileuterus_bivittatus,SP120660,Lice.Genus,Myrsidea
Parulidae,Parulidae,Myiothlypis bivittata,Basileuterus bivittatus,1,midhigh,lowland_iquitos,Basileuterus_bivittatus,SP121079,Lice.Genus,Myrsidea
Parulidae,Parulidae,Myiothlypis bivittata,Basileuterus bivittatus,1,midhigh,lowland_iquitos,Basileuterus_bivittatus,SP121292,Lice.Genus,Myrsidea
Parulidae,Parulidae,Myiothlypis bivittata,Basileuterus bivittatus,1,midhigh,lowland_iquitos,Basileuterus_bivittatus,SP120859,Lice.Genus,Picicola
Parulidae,Parulidae,Myiothlypis bivittata,Basileuterus bivittatus,1,midhigh,lowland_iquitos,Basileuterus_bivittatus,SP120859,Lice.Genus2,Myrsidea
Furnariidae,Furnariidae,Automolus ochrolaemus,Automolus ochrolaemus,1,understory,lowland_iquitos,Automolus_ochrolaemus,P110111,Lice.Genus,Myrsidea
Furnariidae,Furnariidae,Automolus ochrolaemus,Automolus ochrolaemus,1,understory,lowland_iquitos,Automolus_ochrolaemus,P116276,Lice.Genus,Myrsidea
Furnariidae,Furnariidae,Automolus ochrolaemus,Automolus ochrolaemus,1,understory,lowland_iquitos,Automolus_ochrolaemus,P116287,Lice.Genus,Myrsidea
Furnariidae,Furnariidae,Automolus ochrolaemus,Automolus ochrolaemus,1,understory,lowland_iquitos,Automolus_ochrolaemus,V298,Lice.Genus,Myrsidea
Furnariidae,Furnariidae,Automolus ochrolaemus,Automolus ochrolaemus,1,understory,lowland_iquitos,Automolus_ochrolaemus,V679,Lice.Genus,Myrsidea
Furnariidae,Furnariidae,Automolus ochrolaemus,Automolus ochrolaemus,1,understory,lowland_iquitos,Automolus_ochrolaemus,P116254,Lice.Genus,Philopteridae
Furnariidae,Furnariidae,Automolus melanopezus,Automolus melanopezus,1,understory,lowland_iquitos,Automolus_melanopezus,P115929,Lice.Genus,Myrsidea
Furnariidae,Furnariidae,Automolus melanopezus,Automolus melanopezus,1,understory,lowland_iquitos,Automolus_melanopezus,P115929,Lice.Genus2,Rallicola?
Furnariidae,Furnariidae,Automolus infuscatus,Automolus infuscatus,1,understory,lowland_iquitos,Automolus_infuscatus,P116057,Lice.Genus,Myrsidea
"Passerellidae
",Emberizidae,Arremon torquatus,Arremon torquatus,1,ground-understory,lowland_iquitos,Arremon_torquatus,W121048,Lice.Genus,Brueelia?
"Passerellidae
",Emberizidae,Arremon torquatus,Arremon torquatus,1,ground-understory,lowland_iquitos,Arremon_torquatus,W130572,Lice.Genus,Brueelia?
"Passerellidae
",Emberizidae,Arremon torquatus,Arremon torquatus,1,ground-understory,lowland_iquitos,Arremon_torquatus,W120305,Lice.Genus,Myrsidea
"Passerellidae
",Emberizidae,Arremon torquatus,Arremon torquatus,1,ground-understory,lowland_iquitos,Arremon_torquatus,W130118,Lice.Genus,Myrsidea
"Passerellidae
",Emberizidae,Arremon torquatus,Arremon torquatus,1,ground-understory,lowland_iquitos,Arremon_torquatus,W130298,Lice.Genus,Myrsidea
"Passerellidae
",Emberizidae,Arremon torquatus,Arremon torquatus,1,ground-understory,lowland_iquitos,Arremon_torquatus,W130349,Lice.Genus,Myrsidea
"Passerellidae
",Emberizidae,Arremon torquatus,Arremon torquatus,1,ground-understory,lowland_iquitos,Arremon_torquatus,W130377,Lice.Genus,Myrsidea
"Passerellidae
",Emberizidae,Arremon torquatus,Arremon torquatus,1,ground-understory,lowland_iquitos,Arremon_torquatus,W130378,Lice.Genus,Myrsidea
"Passerellidae
",Emberizidae,Arremon torquatus,Arremon torquatus,1,ground-understory,lowland_iquitos,Arremon_torquatus,W130560,Lice.Genus,Myrsidea
Passerellidae,Emberizidae,Arremon taciturnus,Arremon taciturnus,1,ground-understory,lowland_iquitos,Arremon_taciturnus,P110323,Lice.Genus,Myrsidea
Passerellidae,Emberizidae,Arremon taciturnus,Arremon taciturnus,1,ground-understory,lowland_iquitos,Arremon_taciturnus,P110346,Lice.Genus,Myrsidea
Passerellidae,Emberizidae,Arremon taciturnus,Arremon taciturnus,1,ground-understory,lowland_iquitos,Arremon_taciturnus,P116041,Lice.Genus,Myrsidea
Passerellidae,Emberizidae,Arremon taciturnus,Arremon taciturnus,1,ground-understory,lowland_iquitos,Arremon_taciturnus,P116115,Lice.Genus,Myrsidea
Passerellidae,Emberizidae,Arremon taciturnus,Arremon taciturnus,1,ground-understory,lowland_iquitos,Arremon_taciturnus,P121417,Lice.Genus,Myrsidea
Passerellidae,Emberizidae,Arremon taciturnus,Arremon taciturnus,1,ground-understory,lowland_iquitos,Arremon_taciturnus,P130131,Lice.Genus,Myrsidea
Passerellidae,Emberizidae,Arremon taciturnus,Arremon taciturnus,1,ground-understory,lowland_iquitos,Arremon_taciturnus,P130269,Lice.Genus,Myrsidea
Passerellidae,Emberizidae,Arremon taciturnus,Arremon taciturnus,1,ground-understory,lowland_iquitos,Arremon_taciturnus,P130351,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Anisognathus somptuosus,Anisognathus somptuosus,1,ground-understory,lowland_iquitos,Anisognathus_somptuosus,TL120053,Lice.Genus,Myrsidea
"Thraupidae
",Thraupidae,Anisognathus igniventris,Anisognathus igniventris,1,ground-understory,lowland_iquitos,Anisognathus_igniventris,W120330,Lice.Genus,Menoponidae
"Thraupidae
",Thraupidae,Anisognathus igniventris,Anisognathus igniventris,1,ground-understory,lowland_iquitos,Anisognathus_igniventris,W130270,Lice.Genus,Myrsidea
Furnariidae,Furnariidae,Ancistrops strigilatus,Ancistrops strigilatus,1,ground-understory,lowland_iquitos,Ancistrops_strigilatus,P120616,Lice.Genus,Myrsidea
Furnariidae,Furnariidae,Ancistrops strigilatus,Ancistrops strigilatus,1,ground-understory,lowland_iquitos,Ancistrops_strigilatus,V695,Lice.Genus,Myrsidea
Furnariidae,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,1,midhigh,lowland_iquitos,Anabazenops_dorsalis,P115999,Lice.Genus,Philopteridae
Furnariidae,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,1,midhigh,lowland_iquitos,Anabacerthia_striaticollis,SP110022,Lice.Genus,Myrsidea
Furnariidae,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,1,midhigh,lowland_iquitos,Anabacerthia_striaticollis,SP120861,Lice.Genus,Myrsidea
