,id_db_flocks,flock_id,elevation,species,ind_per_sp,sex,foraging_height_max,foraging_height_min,vocalization,color_band,num_species,num_ind,flock_type,flock_type_ref,flock_type_cat,location,trail,coordinates,weather_cloudy,forest_type,habitat,mean_canopy_H,num_trees,num_sm_steam,num_lg_steam,vain_vol,bamb_vol,canopy_cover,epiphyte_perc,record,day,month,year,time,method,taxon_order_SACC,family,species_clean,species_taxonomy_SACC_2021,action_taxonomy,notes_taxonomy,database_decision
859,1078,F016,1655,Iridosornis analis,1,NA,3,NA,Y,NA,18,21,2,4,Montane_subcanopy,San Pedro,Lucho Trail,NA,NA,Montane rainforest,Disturbed primary forest,12,23,400,20,0,20,30,NA,Folder 10 R15,21,7,2013,10:50,flock_obs,625,Thraupidae,Iridosornis analis,Iridosornis analis,NC,NA,include
860,1137,F020,1462,Iridosornis analis,1,NA,NA,NA,NA,NA,22,38,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,NA,Montane rainforest,Disturbed primary forest,12,23,225,45,5,20,70,NA,Folde 10/R4,25,7,2013,10:10,flock_obs,625,Thraupidae,Iridosornis analis,Iridosornis analis,NC,NA,include
861,1166,F021,1509,Iridosornis analis,2,NA,NA,NA,NA,NA,23,38,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,100,Montane rainforest,Disturbed primary forest,14,NA,NA,NA,NA,NA,NA,NA,NA,25,7,2013,11:00,flock_obs,625,Thraupidae,Iridosornis analis,Iridosornis analis,NC,NA,include
862,1194,F022,1654,Iridosornis analis,1,NA,NA,NA,NA,NA,18,26,2,4,Montane_subcanopy,San Pedro,Mirador,NA,100,Montane rainforest,Disturbed primary forest,14,38,89,29,5,10,50,NA,NA,25,7,2013,13:35,flock_obs,625,Thraupidae,Iridosornis analis,Iridosornis analis,NC,NA,include
863,1243,F027,1888,Iridosornis analis,1,NA,NA,NA,NA,NA,11,15,2,4,Montane_subcanopy,San Pedro,Lucho Trail,NA,90,Montane rainforest,Disturbed primary forest,10,38,68,11,0,60,60,NA,NA,28,7,2013,10:30,flock_obs,625,Thraupidae,Iridosornis analis,Iridosornis analis,NC,NA,include
864,848,FF102,2825,Iridosornis jelskii,1,UK,3,2,Y,NA,7,16,3,5,MontaneHigh_subcanopy,Wayqecha,Zorro,NA,100,Cloud forest,Elfin forest,4,14,20,8,0,40,50,60,NA,23,10,2014,9:00,flock_obs,626,Thraupidae,Iridosornis jelskii,Iridosornis jelskii,NC,NA,include
865,858,FF103,2935,Iridosornis jelskii,2,UK,NA,NA,Y,NA,10,20,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,NA,100,Cloud forest,Cloud forest,8,17,20,8,0,10,50,10,NA,23,10,2014,11:00,flock_obs,626,Thraupidae,Iridosornis jelskii,Iridosornis jelskii,NC,NA,include
866,893,FF107,3482,Iridosornis jelskii,2,UK,NA,NA,Y,NA,4,8,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,NA,90,Cloud forest,Elfin forest,6,8,30,10,0,0,70,0,NA,25,10,2014,6:00,flock_obs,626,Thraupidae,Iridosornis jelskii,Iridosornis jelskii,NC,NA,include
867,899,FF108,3424,Iridosornis jelskii,2,UK,3,2,Y,NA,5,15,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,NA,90,Cloud forest,Elfin forest,6,6,30,20,6,20,50,0,NA,25,10,2014,8:00,flock_obs,626,Thraupidae,Iridosornis jelskii,Iridosornis jelskii,NC,NA,include
868,902,FF109,3396,Iridosornis jelskii,2,UK,4,0,Y,NA,8,20,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,NA,80,Cloud forest,Elfin forest,8,12,20,8,0,0,30,0,NA,25,10,2014,11:00,flock_obs,626,Thraupidae,Iridosornis jelskii,Iridosornis jelskii,NC,NA,include
869,1985,F131,2750,Iridosornis jelskii,1,NA,NA,NA,NA,NA,9,15,3,5,MontaneHigh_subcanopy,Wayqecha,Road down,NA,100,Cloud forest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,10,2013,9:00,flock_obs,626,Thraupidae,Iridosornis jelskii,Iridosornis jelskii,NC,NA,include
870,2085,F139,2980,Iridosornis jelskii,3,NA,NA,NA,NA,NA,8,17,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha canopy,NA,100,Cloud forest,NA,10,20,10,9,0,0,30,NA,NA,19,10,2013,10:10,flock_obs,626,Thraupidae,Iridosornis jelskii,Iridosornis jelskii,NC,NA,include
871,2142,F145,2819,Iridosornis jelskii,1,NA,NA,NA,NA,NA,7,9,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha Zorro,NA,100,Cloud forest,NA,12,11,20,NA,NA,NA,NA,NA,NA,20,10,2013,14:00,flock_obs,626,Thraupidae,Iridosornis jelskii,Iridosornis jelskii,NC,NA,include
872,2149,F146,2834,Iridosornis jelskii,2,NA,NA,NA,NA,NA,7,17,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha Sclefflera,NA,100,Cloud forest,NA,6,3,20,24,0,0,100,NA,NA,20,10,2013,15:00,flock_obs,626,Thraupidae,Iridosornis jelskii,Iridosornis jelskii,NC,NA,include
873,1649,F091,431,Isleria hauxwelli,1,NA,NA,NA,NA,NA,8,11,1,1,Lowland_understory,Pantiacolla,Pichico trail,NA,40,Lowland forest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,9,2013,11:20,flock_obs,225,Thamnophilidae,Isleria hauxwelli,Isleria hauxwelli,NC,NA,include
874,1820,F111,410,Isleria hauxwelli,1,NA,NA,NA,NA,NA,NA,NA,1,3,Lowland_understory&canopy,Pantiacolla,Monk-saki Trail,NA,0,NA,Disturbed primary forest,24,31,35,23,5,0,30,NA,NA,26,9,2013,9:30,flock_obs,225,Thamnophilidae,Isleria hauxwelli,Isleria hauxwelli,NC,NA,include
875,2026,F134,2783,Knipolegus signatus,1,NA,NA,NA,NA,NA,19,41,3,5,MontaneHigh_subcanopy,Wayqecha,Zorro,NA,0,Cloud forest,Disturbed primary forest,20,32,40,22,0,0,60,NA,NA,18,10,2013,7:30,flock_obs,468,Tyrannidae,Knipolegus signatus,Knipolegus signatus,NC,NA,include
876,315,FF042,420,Lanio versicolor,1,UK,15,10,Y,NA,8,9,1,3,Lowland_understory&canopy,Pantiacolla,Monk-saki,NA,NA,Lowland rainforest,Terra Firme,29,11,22,13,10,0,10,20,NA,29,9,2014,7:40,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
877,335,FF044,427,Lanio versicolor,1,UK,22,20,Y,NA,4,5,1,3,Lowland_canopy,Pantiacolla,Monk-saki,NA,10,Lowland rainforest,Terra Firme,29,12,15,17,10,0,10,15,NA,29,9,2014,13:30,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
878,364,FF047,404,Lanio versicolor,2,UK,46,31,UK,NA,21,38,1,3,Lowland_canopy,Pantiacolla,Capibara,NA,30,Lowland rainforest,Flooded forest,29,9,10,17,30,0,60,10,NA,30,9,2014,15:30,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
879,382,FF049,648,Lanio versicolor,2,MF,20,20,Y,NA,7,12,1,3,Lowland_canopy,Pantiacolla,Mirador,NA,20,Lowland rainforest,Terra Firme,29,24,18,13,10,0,50,0,NA,1,10,2014,11:00,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
880,429,FF052,431,Lanio versicolor,2,MF,15,15,NA,NA,25,40,1,3,Lowland_canopy,Pantiacolla,Pichico,NA,5,Lowland rainforest,Terra Firme,28,24,15,17,30,0,10,10,NA,3,10,2014,9:00,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
881,436,FF053,418,Lanio versicolor,1,UK,16,16,NA,NA,8,12,1,3,Lowland_canopy,Pantiacolla,Aracari,NA,5,Lowland rainforest,Terra Firme,18,18,10,29,20,0,20,25,NA,3,10,2014,12:00,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
882,442,FF054,430,Lanio versicolor,1,F,30,30,NA,NA,6,7,1,3,Lowland_canopy,Pantiacolla,Pichico,NA,5,Lowland rainforest,Terra Firme,31,17,19,9,30,0,30,20,NA,4,10,2014,7:00,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
883,456,FF055,433,Lanio versicolor,2,MF,20,20,NA,NA,24,41,1,3,Lowland_understory&canopy,Pantiacolla,Monk-saki,NA,50,Lowland rainforest,Terra Firme,30,29,26,21,30,0,70,30,NA,4,10,2014,11:00,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
884,470,FF056,405,Lanio versicolor,2,MF,20,14,NA,NA,7,9,1,3,Lowland_understory&canopy,Pantiacolla,Tinamu,NA,100,Lowland rainforest,Flooded forest,28,11,14,11,20,10,40,30,NA,6,10,2014,8:00,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
885,476,FF057,409,Lanio versicolor,1,UK,20,20,NA,NA,8,11,1,3,Lowland_canopy,Pantiacolla,Itahuania,NA,50,Lowland rainforest,Flooded forest,20,11,13,8,10,0,40,10,NA,6,10,2014,10:00,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
886,483,FF058,450,Lanio versicolor,3,MF,NA,NA,NA,NA,35,51,1,3,Lowland_understory&canopy,Pantiacolla,Trail Ari,NA,30,Lowland rainforest,Terra Firme,30,26,22,14,15,0,30,10,NA,7,10,2014,8:00,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
887,534,FF060,846,Lanio versicolor,1,UK,20,20,N,NA,10,13,1,3,Lowland_canopy,Pantiacolla,Mirador,NA,20,Lowland rainforest,Terra Firme,21,11,15,26,5,0,40,5,NA,8,10,2014,15:00,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
888,547,FF062,424,Lanio versicolor,2,MF,18,1,N,NA,10,19,1,3,Lowland_understory&canopy,Pantiacolla,Aracari,NA,100,Lowland rainforest,Terra Firme,23,4,27,12,10,0,40,5,NA,9,10,2014,7:00,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
889,552,FF063,434,Lanio versicolor,2,MF,25,25,N,NA,7,15,1,3,Lowland_canopy,Pantiacolla,Oropendola,NA,10,Lowland rainforest,Terra Firme,30,15,24,10,10,0,40,5,NA,9,10,2014,9:20,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
890,636,FF071,402,Lanio versicolor,2,MF,16,16,Y,NA,20,35,1,3,Lowland_understory&canopy,Pantiacolla,Capibara,NA,0,Lowland rainforest,Terra Firme,11,7,13,5,50,0,10,20,NA,14,10,2014,9:00,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
891,1532,F072,568,Lanio versicolor,3,NA,NA,NA,NA,NA,11,19,1,3,Lowland_canopy,Villa Carmen,Loop,NA,100,Lowland forest,Bamboo forest,25,42,29,32,0,0,20,NA,NA,4,9,2013,9:00,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
892,1572,F076,762,Lanio versicolor,3,NA,NA,NA,NA,NA,23,29,1,3,Lowland_understory&canopy,Villa Carmen,Jaguar trail,NA,0,Lowland forest,Bamboo forest,24,48,29,22,0,5,20,NA,NA,5,9,2013,15:00,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
893,1594,F078,876,Lanio versicolor,1,NA,NA,NA,NA,NA,6,9,1,3,Lowland_understory&canopy,Villa Carmen,Mirador trail,NA,0,Lowland forest,Bamboo forest,25,24,30,17,0,0,20,NA,NA,7,9,2013,7:00,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
894,1706,F099,444,Lanio versicolor,1,NA,NA,NA,NA,NA,16,23,1,3,Lowland_understory&canopy,Pantiacolla,Aracari trail,NA,100,Lowland forest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,9,2013,11:00,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
895,1735,F101,430,Lanio versicolor,2,NA,NA,NA,NA,NA,17,25,1,3,Lowland_understory&canopy,Pantiacolla,Pichico trail,NA,0,Lowland forest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,9,2013,10:00,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
896,1746,F102,420,Lanio versicolor,2,NA,NA,NA,NA,NA,17,25,1,3,Lowland_understory&canopy,Pantiacolla,Monk-saki Trail,NA,50,Lowland forest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,9,2013,7:40,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
897,1791,F108,468,Lanio versicolor,1,NA,NA,NA,NA,NA,8,10,1,3,Lowland_canopy,Pantiacolla,Monk-saki Trail,NA,80,Lowland forest,Disturbed primary forest,30,NA,NA,NA,NA,NA,NA,NA,NA,25,9,2013,15:30,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
898,1806,F110,411,Lanio versicolor,2,NA,NA,NA,NA,NA,10,14,1,3,Lowland_canopy,Pantiacolla,Monk-saki Trail,NA,0,Lowland forest,Disturbed primary forest,30,30,21,25,10,0,20,NA,NA,26,9,2013,6:30,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
899,1829,F111,410,Lanio versicolor,2,NA,NA,NA,NA,NA,NA,NA,1,3,Lowland_understory&canopy,Pantiacolla,Monk-saki Trail,NA,0,NA,Disturbed primary forest,24,31,35,23,5,0,30,NA,NA,26,9,2013,9:30,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
900,1847,F112,440,Lanio versicolor,1,NA,NA,NA,NA,NA,NA,NA,1,3,Lowland_understory&canopy,Pantiacolla,Pichico trail,NA,0,NA,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,9,2013,11:00,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
901,1888,F117,407,Lanio versicolor,2,NA,NA,NA,NA,NA,NA,NA,1,3,Lowland_understory&canopy,Pantiacolla,Monk-saki Trail,NA,80,NA,Disturbed primary forest,26,23,25,29,40,0,40,NA,NA,7,10,2013,11:10,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
902,1911,F119,527,Lanio versicolor,1,NA,NA,NA,NA,NA,NA,NA,1,3,Lowland_understory&canopy,Pantiacolla,Mirador,NA,100,NA,Disturbed primary forest,20,13,18,40,0,0,30,NA,NA,7,10,2013,8:25,flock_obs,595,Thraupidae,Lanio versicolor,Lanio versicolor,NC,NA,include
903,104,FF010,1432,Lathrotriccus euleri,3,UK,10,10,N,NA,23,42,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,90,Montane rainforest,Disturbed primary forest,14,18,10,9,0,30,20,NA,NA,12,9,2014,7:30,flock_obs,477,Tyrannidae,Lathrotriccus euleri,Lathrotriccus euleri,NC,NA,include
904,1090,F016,1655,Lathrotriccus euleri,1,NA,10,NA,Y,NA,18,21,2,4,Montane_subcanopy,San Pedro,Lucho Trail,NA,NA,Montane rainforest,Disturbed primary forest,12,23,400,20,0,20,30,NA,Folder 10 R15,21,7,2013,10:50,flock_obs,477,Tyrannidae,Lathrotriccus euleri,Lathrotriccus euleri,NC,NA,include
905,1441,F058,1024,Lathrotriccus euleri,1,NA,NA,NA,NA,NA,15,24,1,3,Lowland_understory&canopy,Villa Carmen,NA,NA,100,Lowland forest,Bamboo forest,18,9,30,18,0,0,30,NA,NA,23,8,2013,13:00,flock_obs,477,Tyrannidae,Lathrotriccus euleri,Lathrotriccus euleri,NC,NA,include
906,1471,F062,641,Lathrotriccus euleri,1,NA,NA,NA,NA,NA,6,12,1,2,Lowland_understory_Bamboo,Villa Carmen,Mirador trail,NA,100,Lowland forest,Bamboo forest,16,11,12,9,0,90,20,NA,NA,28,8,2013,11:00,flock_obs,477,Tyrannidae,Lathrotriccus euleri,Lathrotriccus euleri,NC,NA,include
907,1692,F098,405,Lathrotriccus euleri,1,NA,NA,NA,NA,NA,6,8,1,1,Lowland_understory,Pantiacolla,Link Monk-saki Trail,NA,100,Lowland forest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,9,2013,16:00,flock_obs,477,Tyrannidae,Lathrotriccus euleri,Lathrotriccus euleri,NC,NA,include
908,1320,F037,1127,Legatus leucophagius,1,NA,NA,NA,NA,NA,13,24,2,4,Montane_subcanopy,San Pedro,Road down,NA,100,Montane rainforest,Disturbed primary forest,16,40,30,20,5,0,10,NA,NA,5,8,2013,11:00,flock_obs,439,Tyrannidae,Legatus leucophaius,Legatus leucophaius,REPLACE,MISSPELLED,include
909,33,FF005,1428,Lepidocolaptes lacrymiger,2,UK,10,10,N,NA,19,36,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,70,Montane rainforest,Primary forest,19,26,16,31,15,40,50,NA,"Folder1 (R1, R2)",11,9,2014,7:40,flock_obs,309,Furnariidae,Lepidocolaptes lacrymiger,Lepidocolaptes lacrymiger,NC,NA,include
910,65,FF007,1581,Lepidocolaptes lacrymiger,1,UK,NA,NA,NA,NA,9,11,2,4,Montane_subcanopy,San Pedro,Trocha Lucho,NA,100,Montane rainforest,Primary forest,13,13,12,16,5,0,50,NA,NA,11,9,2014,10:00,flock_obs,309,Furnariidae,Lepidocolaptes lacrymiger,Lepidocolaptes lacrymiger,NC,NA,include
911,107,FF010,1432,Lepidocolaptes lacrymiger,2,UK,4,4,N,NA,23,42,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,90,Montane rainforest,Disturbed primary forest,14,18,10,9,0,30,20,NA,NA,12,9,2014,7:30,flock_obs,309,Furnariidae,Lepidocolaptes lacrymiger,Lepidocolaptes lacrymiger,NC,NA,include
912,172,FF016,1280,Lepidocolaptes lacrymiger,1,UK,10,10,Y,NA,14,31,2,4,Montane_subcanopy,San Pedro,Trocha maldita,NA,100,Montane rainforest,Disturbed primary forest,22,28,44,22,20,15,50,NA,"Folder 1(R19, 20))",14,9,2014,12:00,flock_obs,309,Furnariidae,Lepidocolaptes lacrymiger,Lepidocolaptes lacrymiger,NC,NA,include
913,259,FF023,1131,Lepidocolaptes lacrymiger,1,UK,8,4,Y,NA,19,30,2,4,Montane_subcanopy,San Pedro,Carretera abajo,NA,95,Montane rainforest,Disturbed primary forest,12,17,10,23,10,50,80,20,"Folder 1 (R36,37)",18,9,2014,14:45,flock_obs,309,Furnariidae,Lepidocolaptes lacrymiger,Lepidocolaptes lacrymiger,NC,NA,include
914,886,FF105,2676,Lepidocolaptes lacrymiger,1,UK,NA,NA,Y,NA,14,28,3,5,MontaneHigh_subcanopy,Wayqecha,Oso,NA,80,Cloud forest,Cloud forest,18,15,30,8,20,0,30,10,NA,24,10,2014,8:00,flock_obs,309,Furnariidae,Lepidocolaptes lacrymiger,Lepidocolaptes lacrymiger,NC,NA,include
915,2022,F133,2831,Lepidocolaptes lacrymiger,1,NA,NA,NA,NA,NA,18,39,3,5,MontaneHigh_subcanopy,Wayqecha,Zorro,NA,100,Cloud forest,Disturbed primary forest,22,18,8,NA,NA,NA,NA,NA,NA,17,10,2013,14:00,flock_obs,309,Furnariidae,Lepidocolaptes lacrymiger,Lepidocolaptes lacrymiger,NC,NA,include
916,2053,F135,2534,Lepidocolaptes lacrymiger,2,NA,NA,NA,NA,NA,16,29,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha Oso,NA,100,Cloud forest,Disturbed primary forest,14,24,52,15,0,0,70,NA,NA,18,10,2013,9:40,flock_obs,309,Furnariidae,Lepidocolaptes lacrymiger,Lepidocolaptes lacrymiger,NC,NA,include
917,2178,F148,2660,Lepidocolaptes lacrymiger,1,NA,NA,NA,NA,NA,20,37,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha Oso,NA,100,Cloud forest,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,22,10,2013,10:30,flock_obs,309,Furnariidae,Lepidocolaptes lacrymiger,Lepidocolaptes lacrymiger,NC,NA,include
918,1720,F100,453,Lepidothrix coronata,1,NA,NA,NA,NA,NA,NA,NA,1,1,Lowland_understory,Pantiacolla,Mirador,NA,0,Lowland forest,Disturbed primary forest,23,31,27,33,0,0,40,NA,NA,20,9,2013,8:30,flock_obs,347,Pipridae,Lepidothrix coronata,Lepidothrix coronata,NC,NA,include
919,311,FF041,424,Leptopogon amaurocephalus,1,UK,4,4,Y,NA,11,13,1,1,Lowland_understory,Pantiacolla,Monk-saki,NA,NA,Lowland rainforest,Terra Firme,26,18,22,21,15,0,10,5,NA,29,9,2014,6:30,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
920,319,FF042,420,Leptopogon amaurocephalus,1,UK,16,16,Y,NA,8,9,1,3,Lowland_understory&canopy,Pantiacolla,Monk-saki,NA,NA,Lowland rainforest,Terra Firme,29,11,22,13,10,0,10,20,NA,29,9,2014,7:40,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
921,346,FF045,418,Leptopogon amaurocephalus,2,UK,10,10,Y,NA,10,14,1,1,Lowland_understory,Pantiacolla,Monk-saki,NA,0,Lowland rainforest,Terra Firme,27,17,14,10,15,0,30,5,NA,30,9,2014,6:45,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
922,428,FF052,431,Leptopogon amaurocephalus,1,UK,12,12,NA,NA,25,40,1,3,Lowland_canopy,Pantiacolla,Pichico,NA,5,Lowland rainforest,Terra Firme,28,24,15,17,30,0,10,10,NA,3,10,2014,9:00,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
923,465,FF055,433,Leptopogon amaurocephalus,1,UK,10,10,NA,NA,24,41,1,3,Lowland_understory&canopy,Pantiacolla,Monk-saki,NA,50,Lowland rainforest,Terra Firme,30,29,26,21,30,0,70,30,NA,4,10,2014,11:00,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
924,490,FF058,450,Leptopogon amaurocephalus,1,UK,NA,NA,NA,NA,35,51,1,3,Lowland_understory&canopy,Pantiacolla,Trail Ari,NA,30,Lowland rainforest,Terra Firme,30,26,22,14,15,0,30,10,NA,7,10,2014,8:00,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
925,559,FF064,412,Leptopogon amaurocephalus,3,UK,8,2,N,NA,15,24,1,1,Lowland_understory,Pantiacolla,Capibara,NA,100,Lowland rainforest,Terra Firme,24,5,30,3,20,0,20,5,NA,9,10,2014,15:00,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
926,617,FF068,419,Leptopogon amaurocephalus,2,UK,20,6,Y,NA,26,47,1,3,Lowland_understory&canopy,Pantiacolla,Aracari,NA,0,Lowland rainforest,Terra Firme,25,7,12,8,40,0,30,20,NA,13,10,2014,6:00,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
927,622,FF069,411,Leptopogon amaurocephalus,1,UK,8,3,Y,NA,12,16,1,1,Lowland_understory,Pantiacolla,Aracari,NA,0,Lowland rainforest,Terra Firme,26,9,13,3,10,0,15,25,NA,13,10,2014,10:00,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
928,1389,F052,535,Leptopogon amaurocephalus,1,NA,NA,NA,NA,NA,9,13,1,2,Lowland_understory_Bamboo,Villa Carmen,Oroya trail,NA,0,Lowland forest,Bamboo forest,4,3,40,22,0,5,40,NA,NA,22,8,2013,7:00,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
929,1398,F053,530,Leptopogon amaurocephalus,1,NA,NA,NA,NA,NA,6,9,1,2,Lowland_understory_Bamboo,Villa Carmen,Oroya trail,NA,0,Lowland forest,Bamboo forest,8,6,24,10,0,90,30,NA,NA,22,8,2013,10:00,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
930,1427,F057,882,Leptopogon amaurocephalus,1,NA,NA,NA,NA,NA,6,8,1,2,Lowland_understory_Bamboo,Villa Carmen,Mirador trail,NA,100,Lowland forest,Bamboo forest,24,2,16,2,0,100,10,NA,NA,23,8,2013,11:00,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
931,1440,F058,1024,Leptopogon amaurocephalus,2,NA,NA,NA,NA,NA,15,24,1,3,Lowland_understory&canopy,Villa Carmen,NA,NA,100,Lowland forest,Bamboo forest,18,9,30,18,0,0,30,NA,NA,23,8,2013,13:00,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
932,1464,F061,655,Leptopogon amaurocephalus,1,NA,NA,NA,NA,NA,6,9,1,2,Lowland_understory_Bamboo,Villa Carmen,Camping trail 2,NA,100,Lowland forest,Bamboo forest,18,9,21,8,0,95,10,NA,NA,28,8,2013,9:00,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
933,1476,F063,700,Leptopogon amaurocephalus,2,NA,NA,NA,NA,NA,11,17,1,2,Lowland_understory_Bamboo,Villa Carmen,Mirador trail,NA,100,Lowland forest,Bamboo forest,18,20,22,36,10,10,10,NA,NA,28,8,2013,12:00,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
934,1514,F068,694,Leptopogon amaurocephalus,1,NA,NA,NA,NA,NA,8,12,1,2,Lowland_understory_Bamboo,Villa Carmen,Jaguar trail,NA,0,Lowland forest,Bamboo forest,28,11,11,10,0,80,5,NA,NA,31,8,2013,9:00,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
935,1578,F076,762,Leptopogon amaurocephalus,1,NA,NA,NA,NA,NA,23,29,1,3,Lowland_understory&canopy,Villa Carmen,Jaguar trail,NA,0,Lowland forest,Bamboo forest,24,48,29,22,0,5,20,NA,NA,5,9,2013,15:00,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
936,1591,F077,719,Leptopogon amaurocephalus,1,NA,NA,NA,NA,NA,7,9,1,2,Lowland_understory_Bamboo,Villa Carmen,Main trail,NA,0,Lowland forest,Bamboo forest,8,2,19,6,0,100,5,NA,NA,6,9,2013,10:00,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
937,1602,F079,925,Leptopogon amaurocephalus,2,NA,NA,NA,NA,NA,8,11,1,2,Lowland_understory_Bamboo,Villa Carmen,Mirador trail,NA,0,Lowland forest,Bamboo forest,18,8,22,39,0,50,50,NA,NA,7,9,2013,8:40,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
938,1615,F081,580,Leptopogon amaurocephalus,1,NA,NA,NA,NA,NA,12,19,1,2,Lowland_understory_Bamboo,Villa Carmen,Main trail,NA,0,Lowland forest,Bamboo forest,25,10,14,16,0,30,10,NA,NA,7,9,2013,11:40,flock_obs,394,Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NC,NA,include
