,id_db_flocks,flock_id,elevation,species,ind_per_sp,sex,foraging_height_max,foraging_height_min,vocalization,color_band,num_species,num_ind,flock_type,flock_type_ref,flock_type_cat,location,trail,coordinates,weather_cloudy,forest_type,habitat,mean_canopy_H,num_trees,num_sm_steam,num_lg_steam,vain_vol,bamb_vol,canopy_cover,epiphyte_perc,record,day,month,year,time,method,taxon_order_SACC,family,species_clean,species_taxonomy_SACC_2021,action_taxonomy,notes_taxonomy,database_decision
585,84,FF009,1718,Entomodestes leucotis,1,UK,6,6,Y,NA,14,25,2,4,Montane_subcanopy,San Pedro,Trocha Lucho,NA,50,Montane rainforest,Primary forest,12,18,6,20,10,30,20,NA,NA,11,9,2014,13:00,flock_obs,513,Turdidae,Entomodestes leucotis,Entomodestes leucotis,NC,NA,include
586,192,FF018,1873,Entomodestes leucotis,1,UK,10,10,Y,NA,5,7,2,4,Montane_subcanopy,San Pedro,Trocha Union,NA,20,Montane rainforest,Disturbed primary forest,11,10,21,9,10,10,15,NA,Folder 1( R22),15,9,2014,9:20,flock_obs,513,Turdidae,Entomodestes leucotis,Entomodestes leucotis,NC,NA,include
587,242,FF022,1787,Entomodestes leucotis,1,UK,10,10,Y,NA,8,12,2,4,Montane_subcanopy,San Pedro,Trocha cocina,NA,100,Montane rainforest,Disturbed primary forest,8,8,20,12,0,15,40,10,"Folder1(R29,30)",16,9,2014,10:50,flock_obs,513,Turdidae,Entomodestes leucotis,Entomodestes leucotis,NC,NA,include
588,1139,F020,1462,Entomodestes leucotis,1,NA,NA,NA,NA,NA,22,38,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,NA,Montane rainforest,Disturbed primary forest,12,23,225,45,5,20,70,NA,NA,25,7,2013,10:10,flock_obs,513,Turdidae,Entomodestes leucotis,Entomodestes leucotis,NC,NA,include
589,1161,F021,1509,Entomodestes leucotis,1,NA,NA,NA,NA,NA,23,38,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,100,Montane rainforest,Disturbed primary forest,14,NA,NA,NA,NA,NA,NA,NA,NA,25,7,2013,11:00,flock_obs,513,Turdidae,Entomodestes leucotis,Entomodestes leucotis,NC,NA,include
590,1994,F132,2810,Entomodestes leucotis,1,NA,NA,NA,NA,NA,14,23,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha Oso,NA,100,Cloud forest,Disturbed primary forest,24,44,12,8,30,50,50,NA,NA,17,10,2013,10:30,flock_obs,513,Turdidae,Entomodestes leucotis,Entomodestes leucotis,NC,NA,include
591,305,FF041,424,Epinecrophylla erythrura,1,UK,10,10,Y,NA,11,13,1,1,Lowland_understory,Pantiacolla,Monk-saki,NA,NA,Lowland rainforest,Terra Firme,26,18,22,21,15,0,10,5,NA,29,9,2014,6:30,flock_obs,230,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,NC,NA,include
592,329,FF043,427,Epinecrophylla erythrura,1,UK,5,5,N,NA,12,16,1,1,Lowland_understory,Pantiacolla,Monk-saki,NA,10,Lowland rainforest,Terra Firme,20,10,19,14,10,0,15,5,NA,29,9,2014,10:05,flock_obs,230,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,NC,NA,include
593,507,FF058,450,Epinecrophylla erythrura,1,UK,NA,NA,NA,NA,35,51,1,3,Lowland_understory&canopy,Pantiacolla,Trail Ari,NA,30,Lowland rainforest,Terra Firme,30,26,22,14,15,0,30,10,NA,7,10,2014,8:00,flock_obs,230,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,NC,NA,include
594,541,FF062,424,Epinecrophylla erythrura,2,MF,3,1,Y,NA,10,19,1,3,Lowland_understory&canopy,Pantiacolla,Aracari,NA,100,Lowland rainforest,Terra Firme,23,4,27,12,10,0,40,5,NA,9,10,2014,7:00,flock_obs,230,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,NC,NA,include
595,562,FF064,412,Epinecrophylla erythrura,2,MF,6,4,N,NA,15,24,1,1,Lowland_understory,Pantiacolla,Capibara,NA,100,Lowland rainforest,Terra Firme,24,5,30,3,20,0,20,5,NA,9,10,2014,15:00,flock_obs,230,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,NC,NA,include
596,573,FF065,421,Epinecrophylla erythrura,2,MF,6,1,Y,NA,6,11,1,1,Lowland_understory,Pantiacolla,Monk-saki,NA,0,Lowland rainforest,Terra Firme,28,10,15,11,10,40,70,0,NA,10,10,2014,7:00,flock_obs,230,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,NC,NA,include
597,579,FF066,422,Epinecrophylla erythrura,1,M,20,NA,N,NA,4,5,1,1,Lowland_understory,Pantiacolla,Monk-saki,NA,70,Lowland rainforest,Terra Firme,27,6,16,12,10,0,10,10,NA,10,10,2014,10:00,flock_obs,230,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,NC,NA,include
598,1650,F091,431,Epinecrophylla erythrura,2,NA,NA,NA,NA,NA,8,11,1,1,Lowland_understory,Pantiacolla,Pichico trail,NA,40,Lowland forest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,9,2013,11:20,flock_obs,230,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,NC,NA,include
599,1661,F093,424,Epinecrophylla erythrura,2,NA,NA,NA,NA,NA,5,8,1,1,Lowland_understory,Pantiacolla,Pichico trail,NA,100,Lowland forest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,9,2013,8:00,flock_obs,230,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,NC,NA,include
600,1697,F099,444,Epinecrophylla erythrura,1,NA,NA,NA,NA,NA,16,23,1,3,Lowland_understory&canopy,Pantiacolla,Aracari trail,NA,100,Lowland forest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,9,2013,11:00,flock_obs,230,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,NC,NA,include
601,1713,F100,453,Epinecrophylla erythrura,3,NA,NA,NA,NA,NA,NA,NA,1,1,Lowland_understory,Pantiacolla,Mirador,NA,0,Lowland forest,Disturbed primary forest,23,31,27,33,0,0,40,NA,NA,20,9,2013,8:30,flock_obs,230,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,NC,NA,include
602,1741,F102,420,Epinecrophylla erythrura,2,NA,NA,NA,NA,NA,17,25,1,3,Lowland_understory&canopy,Pantiacolla,Monk-saki Trail,NA,50,Lowland forest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,9,2013,7:40,flock_obs,230,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,NC,NA,include
603,1763,F104,530,Epinecrophylla erythrura,2,NA,NA,NA,NA,NA,8,10,1,1,Lowland_understory,Pantiacolla,Mirador,NA,100,Lowland forest,Disturbed primary forest,24,10,21,28,0,0,10,NA,NA,23,9,2013,6:00,flock_obs,230,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,NC,NA,include
604,1770,F105,410,Epinecrophylla erythrura,1,NA,NA,NA,NA,NA,6,7,1,1,Lowland_understory,Pantiacolla,Capibara trail,NA,100,Lowland forest,Disturbed primary forest,18,22,43,15,0,20,40,NA,NA,24,9,2013,8:00,flock_obs,230,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,NC,NA,include
605,1835,F112,440,Epinecrophylla erythrura,2,NA,NA,NA,NA,NA,NA,NA,1,3,Lowland_understory&canopy,Pantiacolla,Pichico trail,NA,0,NA,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,9,2013,11:00,flock_obs,230,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,NC,NA,include
606,1851,F113,424,Epinecrophylla erythrura,2,NA,NA,NA,NA,NA,4,7,1,1,Lowland_understory,Pantiacolla,Pichico trail,NA,0,Lowland forest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,9,2013,13:00,flock_obs,230,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,NC,NA,include
607,1871,F116,430,Epinecrophylla erythrura,2,NA,NA,NA,NA,NA,11,16,1,1,Lowland_understory,Pantiacolla,Monk-saki Trail,NA,100,Lowland forest,Disturbed primary forest,19,23,17,19,10,0,30,NA,NA,4,10,2013,15:00,flock_obs,230,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,NC,NA,include
608,345,FF045,418,Epinecrophylla leucophthalma,1,UK,10,10,N,NA,10,14,1,1,Lowland_understory,Pantiacolla,Monk-saki,NA,0,Lowland rainforest,Terra Firme,27,17,14,10,15,0,30,5,NA,30,9,2014,6:45,flock_obs,227,Thamnophilidae,Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,NC,NA,include
609,521,FF059,440,Epinecrophylla leucophthalma,1,F,10,10,NA,NA,7,11,1,1,Lowland_understory,Pantiacolla,Pichico,NA,20,Lowland rainforest,Terra Firme,20,11,20,17,20,0,30,5,NA,7,10,2014,9:00,flock_obs,227,Thamnophilidae,Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,NC,NA,include
610,633,FF070,425,Epinecrophylla leucophthalma,2,MF,NA,NA,N,NA,6,11,1,1,Lowland_understory,Pantiacolla,Monk-saki,NA,0,Lowland rainforest,Terra Firme,27,7,10,5,40,0,15,10,NA,14,10,2014,8:00,flock_obs,227,Thamnophilidae,Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,NC,NA,include
611,653,FF071,402,Epinecrophylla leucophthalma,1,F,14,14,N,NA,20,35,1,3,Lowland_understory&canopy,Pantiacolla,Capibara,NA,0,Lowland rainforest,Terra Firme,11,7,13,5,50,0,10,20,NA,14,10,2014,9:00,flock_obs,227,Thamnophilidae,Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,NC,NA,include
612,1667,F094,396,Epinecrophylla leucophthalma,2,NA,NA,NA,NA,NA,8,11,1,1,Lowland_understory,Pantiacolla,Capibara trail,NA,100,Lowland forest,Disturbed primary forest,11,15,22,13,0,20,30,NA,NA,17,9,2013,10:00,flock_obs,227,Thamnophilidae,Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,NC,NA,include
613,1691,F098,405,Epinecrophylla leucophthalma,1,NA,NA,NA,NA,NA,6,8,1,1,Lowland_understory,Pantiacolla,Link Monk-saki Trail,NA,100,Lowland forest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,9,2013,16:00,flock_obs,227,Thamnophilidae,Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,NC,NA,include
614,1725,F101,430,Epinecrophylla leucophthalma,1,NA,NA,NA,NA,NA,17,25,1,3,Lowland_understory&canopy,Pantiacolla,Pichico trail,NA,0,Lowland forest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,9,2013,10:00,flock_obs,227,Thamnophilidae,Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,NC,NA,include
615,1861,F115,430,Epinecrophylla leucophthalma,1,NA,NA,NA,NA,NA,NA,NA,1,1,Lowland_understory,Pantiacolla,Pichico trail,NA,0,NA,Disturbed primary forest,24,24,18,28,0,0,20,NA,NA,4,10,2013,10:00,flock_obs,227,Thamnophilidae,Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,NC,NA,include
616,1883,F117,407,Epinecrophylla leucophthalma,2,NA,NA,NA,NA,NA,NA,NA,1,3,Lowland_understory&canopy,Pantiacolla,Monk-saki Trail,NA,80,NA,Disturbed primary forest,26,23,25,29,40,0,40,NA,NA,7,10,2013,11:10,flock_obs,227,Thamnophilidae,Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,NC,NA,include
617,1906,F119,527,Epinecrophylla leucophthalma,1,NA,NA,NA,NA,NA,NA,NA,1,3,Lowland_understory&canopy,Pantiacolla,Mirador,NA,100,NA,Disturbed primary forest,20,13,18,40,0,0,30,NA,NA,7,10,2013,8:25,flock_obs,227,Thamnophilidae,Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,NC,NA,include
618,1948,F125,411,Epinecrophylla leucophthalma,2,NA,NA,NA,NA,NA,8,12,1,1,Lowland_understory,Pantiacolla,Monk-saki Trail,NA,100,Lowland forest,Disturbed primary forest,17,14,27,23,0,0,20,NA,NA,10,10,2013,8:20,flock_obs,227,Thamnophilidae,Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,NC,NA,include
619,1955,F127,418,Epinecrophylla leucophthalma,1,NA,NA,NA,NA,NA,NA,NA,1,3,Lowland_understory&canopy,Pantiacolla,Link Monk-saki Trail,NA,70,NA,Disturbed primary forest,15,16,32,24,10,0,40,NA,NA,11,10,2013,9:00,flock_obs,227,Thamnophilidae,Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,NC,NA,include
620,1414,F055,648,Epinecrophylla ornata,1,NA,NA,NA,NA,NA,10,12,1,2,Lowland_understory_Bamboo,Villa Carmen,Camping trail,NA,100,Lowland forest,Bamboo forest,24,3,31,4,0,95,15,NA,NA,23,8,2013,6:30,flock_obs,229,Thamnophilidae,Epinecrophylla ornata,Epinecrophylla ornata,NC,NA,include
621,1489,F064,712,Epinecrophylla ornata,2,NA,NA,NA,NA,NA,7,10,1,2,Lowland_understory_Bamboo,Villa Carmen,Jaguar trail,NA,100,Lowland forest,Bamboo forest,22,18,20,23,5,30,30,NA,NA,29,8,2013,9:20,flock_obs,229,Thamnophilidae,Epinecrophylla ornata,Epinecrophylla ornata,NC,NA,include
622,1559,F075,811,Epinecrophylla ornata,2,NA,NA,NA,NA,NA,4,7,1,2,Lowland_understory_Bamboo,Villa Carmen,Jaguar trail,NA,100,Lowland forest,Bamboo forest,20,28,14,28,0,20,20,NA,NA,5,9,2013,13:40,flock_obs,229,Thamnophilidae,Epinecrophylla ornata,Epinecrophylla ornata,NC,NA,include
623,1757,F103,441,Epinecrophylla ornata,1,NA,NA,NA,NA,NA,4,5,1,1,Lowland_understory,Pantiacolla,Mirador,NA,100,Lowland forest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,9,2013,9:00,flock_obs,229,Thamnophilidae,Epinecrophylla ornata,Epinecrophylla ornata,NC,NA,include
624,928,F003,1390,Eubbuco versicolor,1,F,NA,NA,N,NA,20,36,2,4,Montane_subcanopy,San Pedro,Road up,S13 03.571 W71 33.062,80,Montane rainforest,Disturbed primary forest,12,33,145,19,15,10,60,NA,July 14 (F10/02),12,7,2013,15:55,flock_obs,151,Capitonidae,Eubucco versicolor,Eubucco versicolor,REPLACE,MISSPELLED,include
625,950,F005,1298,Eubbuco versicolor,1,UK,15,15,N,NA,12,21,2,4,Montane_subcanopy,San Pedro,River,S13 03.200 W71 32.150,NA,Montane rainforest,Disturbed primary forest,12,33,83,26,0,20,50,NA,N,13,7,2013,NA,flock_obs,151,Capitonidae,Eubucco versicolor,Eubucco versicolor,REPLACE,MISSPELLED,include
626,1070,F015,1422,Eubbuco versicolor,2,NA,14,14,N,NA,17,29,2,4,Montane_subcanopy,San Pedro,Lucho Trail,NA,NA,Montane rainforest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,Folder 10 R14,21,7,2013,8:20,flock_obs,151,Capitonidae,Eubucco versicolor,Eubucco versicolor,REPLACE,MISSPELLED,include
627,1141,F020,1462,Eubbuco versicolor,2,NA,NA,NA,NA,NA,22,38,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,NA,Montane rainforest,Disturbed primary forest,12,23,225,45,5,20,70,NA,NA,25,7,2013,10:10,flock_obs,151,Capitonidae,Eubucco versicolor,Eubucco versicolor,REPLACE,MISSPELLED,include
628,1163,F021,1509,Eubbuco versicolor,1,NA,NA,NA,NA,NA,23,38,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,100,Montane rainforest,Disturbed primary forest,14,NA,NA,NA,NA,NA,NA,NA,NA,25,7,2013,11:00,flock_obs,151,Capitonidae,Eubucco versicolor,Eubucco versicolor,REPLACE,MISSPELLED,include
629,1230,F026,1512,Eubbuco versicolor,2,NA,NA,NA,NA,NA,11,15,2,4,Montane_subcanopy,San Pedro,Lucho Trail,NA,70,Montane rainforest,Disturbed primary forest,18,36,42,38,30,5,20,NA,NA,28,7,2013,6:30,flock_obs,151,Capitonidae,Eubucco versicolor,Eubucco versicolor,REPLACE,MISSPELLED,include
630,1307,F036,1173,Eubbuco versicolor,1,NA,NA,NA,NA,NA,8,18,2,4,Montane_subcanopy,San Pedro,Road down,NA,100,Montane rainforest,Disturbed primary forest,12,16,42,17,0,0,70,NA,NA,5,8,2013,9:00,flock_obs,151,Capitonidae,Eubucco versicolor,Eubucco versicolor,REPLACE,MISSPELLED,include
631,1314,F037,1127,Eubbuco versicolor,1,NA,NA,NA,NA,NA,13,24,2,4,Montane_subcanopy,San Pedro,Road down,NA,100,Montane rainforest,Disturbed primary forest,16,40,30,20,5,0,10,NA,NA,5,8,2013,11:00,flock_obs,151,Capitonidae,Eubucco versicolor,Eubucco versicolor,REPLACE,MISSPELLED,include
632,1327,F038,1300,Eubbuco versicolor,2,NA,NA,NA,NA,NA,18,35,2,4,Montane_subcanopy,San Pedro,Road down,NA,100,Montane rainforest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,2013,15:00,flock_obs,151,Capitonidae,Eubucco versicolor,Eubucco versicolor,REPLACE,MISSPELLED,include
633,605,FF068,419,Eubucco richardsoni,1,M,18,18,N,NA,26,47,1,3,Lowland_understory&canopy,Pantiacolla,Aracari,NA,0,Lowland rainforest,Terra Firme,25,7,12,8,40,0,30,20,NA,13,10,2014,6:00,flock_obs,149,Capitonidae,Eubucco richardsoni,Eubucco richardsoni,NC,NA,include
634,643,FF071,402,Eubucco richardsoni,1,F,20,20,N,NA,20,35,1,3,Lowland_understory&canopy,Pantiacolla,Capibara,NA,0,Lowland rainforest,Terra Firme,11,7,13,5,50,0,10,20,NA,14,10,2014,9:00,flock_obs,149,Capitonidae,Eubucco richardsoni,Eubucco richardsoni,NC,NA,include
635,494,FF058,450,Eubucco tucinkae,1,UK,NA,NA,NA,NA,35,51,1,3,Lowland_understory&canopy,Pantiacolla,Trail Ari,NA,30,Lowland rainforest,Terra Firme,30,26,22,14,15,0,30,10,NA,7,10,2014,8:00,flock_obs,150,Capitonidae,Eubucco tucinkae,Eubucco tucinkae,NC,NA,include
636,1785,F106,409,Eubucco tucinkae,2,NA,NA,NA,NA,NA,13,25,1,3,Lowland_understory&canopy,Pantiacolla,Capibara trail,NA,100,Lowland forest,Disturbed primary forest,22,8,23,38,0,0,30,NA,NA,24,9,2013,13:00,flock_obs,150,Capitonidae,Eubucco tucinkae,Eubucco tucinkae,NC,NA,include
637,1891,F117,407,Eubucco tucinkae,1,NA,NA,NA,NA,NA,NA,NA,1,3,Lowland_understory&canopy,Pantiacolla,Monk-saki Trail,NA,80,NA,Disturbed primary forest,26,23,25,29,40,0,40,NA,NA,7,10,2013,11:10,flock_obs,150,Capitonidae,Eubucco tucinkae,Eubucco tucinkae,NC,NA,include
638,26,FF004,1310,Eubucco versicolor,1,F,4,4,Y,NA,12,16,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,100,Montane rainforest,Disturbed primary forest,19,5,2,16,0,5,20,NA,"Folder1 (R1, R2)",10,9,2014,15:20,flock_obs,151,Capitonidae,Eubucco versicolor,Eubucco versicolor,NC,NA,include
639,40,FF005,1428,Eubucco versicolor,1,M,10,10,Y,NA,19,36,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,70,Montane rainforest,Primary forest,19,26,16,31,15,40,50,NA,"Folder1 (R1, R2)",11,9,2014,7:40,flock_obs,151,Capitonidae,Eubucco versicolor,Eubucco versicolor,NC,NA,include
640,153,FF014,1721,Eubucco versicolor,1,UK,10,4,NA,NA,11,21,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,90,Montane rainforest,Disturbed primary forest,25,15,15,30,20,10,40,NA,"Folder 1(R12, 13,14)",13,9,2014,18:50,flock_obs,151,Capitonidae,Eubucco versicolor,Eubucco versicolor,NC,NA,include
641,198,FF019,1450,Eubucco versicolor,2,MF,1,1,Y,NA,13,19,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,20,Montane rainforest,Disturbed primary forest,13,16,28,8,5,50,60,5,Folder 1 (R21),15,9,2014,10:00,flock_obs,151,Capitonidae,Eubucco versicolor,Eubucco versicolor,NC,NA,include
642,28,FF004,1310,Euphonia mesochrysa,1,F,8,8,Y,NA,12,16,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,100,Montane rainforest,Disturbed primary forest,19,5,2,16,0,5,20,NA,"Folder1 (R1, R2)",10,9,2014,15:20,flock_obs,531,Fringillidae,Euphonia mesochrysa,Euphonia mesochrysa,NC,NA,include
643,73,FF008,1718,Euphonia mesochrysa,1,UK,12,12,Y,NA,10,12,2,4,Montane_subcanopy,San Pedro,Trocha Lucho,NA,100,Montane rainforest,Primary forest,16,20,15,18,5,0,50,NA,Folder 1 (R5),11,9,2014,14:30,flock_obs,531,Fringillidae,Euphonia mesochrysa,Euphonia mesochrysa,NC,NA,include
