#No,Collection,Sample_group,Sample No. #,Full_Label,comment,Host Genus,Host Species,Host Order,Host Family,New Association,Lice Genus,Lice Species,Female,Male,Nimph,Eggs,Total,BoxLocation1,Lice Genus2,Lice Species2,Female2,Male2,Nimph2,Eggs2,Total2,BoxLocation2,Lice Genus3,Lice Species3,Female3,Male3,Nimph3,Eggs3,Total,BoxLocation3,total_lice
288,JEJ,P11,138,P110138,,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Myrsidea,(oleaginei/olivacei?),3,6,3,,12,,,,,,,,,,,,,,,,,,12
289,JEJ,P11,144,P110144,,Turdus,albicollis,Passeriformes,Turdidae,,Myrsidea,(various?),3,2,11,,16,,,,,,,,,,,,,,,,,,16
290,JEJ,P11,166,P110166,,Turdus,albicollis,Passeriformes,Turdidae,,Myrsidea,(various?),1,2,4,,7,,,,,,,,,,,,,,,,,,7
291,JEJ,P11,174,P110174,,Synallaxis,cabanisi,Passeriformes,Furnariidae,,Myrsidea,new sp?,0,0,1,,1,,,,,,,,,,,,,,,,,,1
292,JEJ,P11,185,P110185,,Mionectes,oleagineus,Passeriformes,Tyrannidae,,Myrsidea,oleaginei?,1,1,2,,4,,,,,,,,,,,,,,,,,,4
293,JUM,V,1239,V1239,nymphs dark color,Cacicus,cela,Passeriformes,Icteridae,,Myrsidea,"picta, mirabilis?",3,0,2,,5,,Bizarrifrons,picturatus?,0,0,1,0,1,Maybe female?,,,,,,,,,6
294,JUM,V,1284,V1284,,Glyphorynchus,spirurus,Passeriformes,Furnariidae,,Rallicola,cephalosa?,4,1,3,,8,,,,,,,,,,,,,,,,,,8
295,JEJ,P11,192,P110192,,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Myrsidea,(oleaginei/olivacei?),1,0,6,,7,,,,,,,,,,,,,,,,,,7
296,JEJ,P11,193,P110193,,Pipra,fasciicauda,Passeriformes,Pipridae,,Philopterus-like,new sp?,1,1,4,,6,,Myrsidea,(edgarsmithi?),0,0,2,0,2,,,,,,,,,,8
297,JEJ,P11,228,P110228,,Pipra,fasciicauda,Passeriformes,Pipridae,,Myrsidea,(edgarsmithi?),0,0,1,,1,,,,,,,,,,,,,,,,,,1
298,JEJ,P11,243,P110243,,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Myrsidea,olivacei?,1,0,0,,1,,,,,,,,,,,,,,,,,,1
299,JEJ,P11,246,P110246,,Ceratopipra ,chloromeros,Passeriformes,Pipridae,,Ricinus,invadens/pessimalis?,0,0,1,,1,,Myrsidea,(baileyae/edgarsmithi)?,3,1,0,0,4,,,,,,,,,,5
300,JEJ,P11,256,P110256,possible contamination,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Ricinus,new sp?,0,0,1,,1,,,,,,,,,,,,,,,,,,1
301,JEJ,P11,278,P110278,,Ceratopipra ,chloromeros,Passeriformes,Pipridae,,Ricinus,invadens/pessimalis?,1,0,0,,1,,Myrsidea,(baileyae/edgarsmithi/rekasii)?,2,1,2,,5,,Philopterus-like,new sp?,0,1,2,0,3,,9
302,JEJ,P11,296,P110296,,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,,Myrsidea,new sp?,1,1,1,,3,,Philopteridae,new sp?,0,0,3,0,3,,,,,,,,,,6
303,JEJ,P11,312,P110312,,Mionectes,oleagineus,Passeriformes,Tyrannidae,,Myrsidea,oleaginei?,1,1,0,,2,,Philopteridae,new sp?,0,0,3,0,3,,,,,,,,,,5
304,JEJ,P11,320,P110320,,Pipra,fasciicauda,Passeriformes,Pipridae,,Myrsidea,(edgarsmithi?),1,0,0,,1,,,,,,,,,,,,,,,,,,1
305,JEJ,P11,323,P110323,,Arremon,taciturnus,Passeriformes,Passerellidae,,Myrsidea,taciturni?,0,1,0,,1,,,,,,,,,,,,,,,,,,1
306,JEJ,P11,324,P110324,,Pipra,fasciicauda,Passeriformes,Pipridae,,Philopterus-like,new sp?,0,1,0,,1,,,,,,,,,,,,,,,,,,1
307,JEJ,P11,334,P110334,,Turdus,albicollis,Passeriformes,Turdidae,,Myrsidea,(various?),0,0,1,,1,,,,,,,,,,,,,,,,,,1
308,JEJ,P11,346,P110346,,Arremon,taciturnus,Passeriformes,Passerellidae,,Myrsidea,taciturni?,0,2,1,,3,,,,,,,,,,,,,,,,,,3
309,JEJ,P11,357,P110357,,Ceratopipra ,chloromeros,Passeriformes,Pipridae,,Myrsidea,(baileyae/edgarsmithi)?,1,0,2,,3,,Philopterus-like,new sp?,1,0,0,0,1,,,,,,,,,,4
310,JEJ,P11,360,P110360,,Ceratopipra ,chloromeros,Passeriformes,Pipridae,,Myrsidea,(baileyae/edgarsmithi)?,0,0,1,,1,,Ricinus,invadens/pessimalis?,0,0,1,0,1,,,,,,,,,,2
311,JEJ,P11,368,P110368,,Pipra,fasciicauda,Passeriformes,Pipridae,,Myrsidea,(edgarsmithi?),0,1,1,,2,,,,,,,,,,,,,,,,,,2
312,JEJ,P11,373,P110373,,Tangara,schrankii,Passeriformes,Thraupidae,,Myrsidea,saviti?,1,1,4,,6,,,,,,,,,,,,,,,,,,6
313,JEJ,P11,396,P110396,,Epinecrophylla,erythrura,Passeriformes,Thamnophilidae,,Myrsidea,new sp?,0,0,1,,1,,,,,,,,,,,,,,,,,,1
314,JEJ,P11,399,P110399,,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Philopteridae,new sp?,0,0,1,,1,,,,,,,,,,,,,,,,,,1
315,JEJ,P11,417,P110417,,Geotrygon,montana,Columbiformes,"Columbidae
",,Philopteridae,new sp?,0,1,0,,1,,,,,,,,,,,,,,,,,,1
316,JEJ,P11,420,P110420,,Mionectes,macconnelli,Passeriformes,Tyrannidae,,unknown eggs,unknown eggs,0,0,0,Yes,0,,Philopteridae,new sp?,1,1,0,0,,,,,,,,,,,0
317,JEJ,P11,424,P110424,,Saltator,maximus,Passeriformes,Thraupidae,,Myrsidea,lightae?,1,0,0,,1,,,,,,,,,,,,,,,,,,1
318,JEJ,P11,5906,P115906,,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Myrsidea,(oleaginei/olivacei?),3,5,13,,21,,,,,,,,,,,,,,,,,,21
319,JEJ,P11,5919,P115919,,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Myrsidea,olivacei?,0,3,8,,11,,,,,,,,,,,,,,,,,,11
320,JEJ,P11,5925,P115925,,Phlegopsis,nigromaculata,Passeriformes,Thamnophilidae,,Myrsidea,new sp?,1,0,0,,1,,,,,,,,,,,,,,,,,,1
321,JEJ,P11,5929,P115929,,Automolus,melanopezus,Passeriformes,Furnariidae,,Myrsidea,(ochrolaemi?),7,4,5,,16,,Rallicola?,(ochrolaemi?),5,11,8,0,24,,,,,,,,,,40
322,JEJ,P11,5937,P115937,in Soto-Patino too,Syndactyla ,ucayalae,Passeriformes,"Furnariidae
",,Myrsidea,new sp?,10,15,19,Yes,44,,,,,,,,,,,,,,,,,,44
323,JEJ,P11,5940,P115940,,Percnostola,goeldii,Passeriformes,Thamnophilidae,,Philopteridae,new sp?,5,6,3,,16,,Myrsidea,new sp?,0,0,2,0,2,,,,,,,,,,18
324,JEJ,P11,5944,P115944,in sheet wrongly as 43,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Myrsidea,(oleaginei/olivacei?),0,0,2,,2,,,,,,,,,,,,,,,,,,2
325,JEJ,P11,5948,P115948,,Terenotriccus,erythrurus,Passeriformes,"Tityridae
",,Myrsidea,new sp?,1,0,0,,1,,,,,,,,,,,,,,,,,,1
326,JEJ,P11,5952,P115952,,Pipra,fasciicauda,Passeriformes,Pipridae,,Myrsidea,(edgarsmithi?),1,2,3,,6,,,,,,,,,,,,,,,,,,6
327,JEJ,P11,5955,P115955,,Ceratopipra ,chloromeros,Passeriformes,Pipridae,,Ricinus,invadens/pessimalis?,0,0,1,,1,,Myrsidea,(baileyae/edgarsmithi)?,1,2,3,0,6,,,,,,,,,,7
328,JEJ,P11,5956,P115956,,Pipra,fasciicauda,Passeriformes,Pipridae,,Ricinus,invadens/pessimalis?,1,0,0,,1,,,,,,,,,,,,,,,,,,1
329,JEJ,P11,5958,P115958,,Mionectes,oleagineus,Passeriformes,Tyrannidae,,Myrsidea,oleaginei?,1,0,6,,7,,,,,,,,,,,,,,,,,,7
330,JEJ,P11,5959,P115959,,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Myrsidea,(oleaginei/olivacei?),4,1,1,,6,,,,,,,,,,,,,,,,,,6
331,JEJ,P11,5960,P115960,,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Myrsidea,(oleaginei/olivacei?),1,0,2,,3,,Menoponidae,new sp?,1,0,1,,2,,,,,,,,,,5
332,JEJ,P11,5964,P115964,,Pipra,fasciicauda,Passeriformes,Pipridae,,Philopterus-like,new sp?,1,0,6,,7,,Myrsidea,(edgarsmithi?),1,0,2,,3,,,,,,,,,,10
333,JEJ,P11,5991,P115991,,Percnostola,goeldii,Passeriformes,Thamnophilidae,,Myrsidea,new sp?,1,0,2,,3,,Philopteridae,new sp?,0,0,1,,1,,,,,,,,,,4
334,JEJ,P11,5997,P115997,,Ramphastos,tucanus,Piciformes,Ramphastidae,,Myrsidea,various?,1,0,0,,1,,,,,,,,,,,,,,,,,,1
335,JEJ,P11,5999,P115999,,Anabazenops,dorsalis,Passeriformes,Furnariidae,,Philopteridae,new sp?,1,0,0,,1,,,,,,,,,,,,,,,,,,1
336,JEJ,P11,6004,P116004,,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Myrsidea,(oleaginei/olivacei?),5,4,7,,18,,,,,,,,,,,,,,,,,,18
337,JEJ,P11,6005,P116005,,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Myrsidea,(milleri?),1,0,1,,2,,,,,,,,,,,,,,,,,,2
338,JEJ,P11,6012,P116012,,Pipra,fasciicauda,Passeriformes,Pipridae,,Myrsidea,(edgarsmithi?),0,0,5,,5,,Philopteridae,new sp?,3,1,1,,5,,unknown eggs,,,,,Yes,,,10
339,JEJ,P11,6013,P116013,,Lepidothrix,coronata,Passeriformes,Pipridae,,Ricinus,new sp?/contamination?,2,1,0,,3,,Philopteridae,new sp?,2,0,1,,3,,,,,,,,,,6
340,JEJ,P11,6014,P116014,,Pipra,fasciicauda,Passeriformes,Pipridae,,Philopteridae,new sp?,6,2,1,,9,,Myrsidea,(edgarsmithi?),2,4,3,,9,,,,,,,,,,18
341,JEJ,P11,6019,P116019,,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Myrsidea,(oleaginei/olivacei?),2,2,8,,12,,,,,,,,,,,,,,,,,,12
342,JEJ,P11,6022,P116022,,Pipra,fasciicauda,Passeriformes,Pipridae,,Myrsidea,(edgarsmithi?),0,0,2,,2,,Ricinus,invadens/pessimalis?,2,0,0,,2,,,,,,,,,,4
343,JEJ,P11,6030,P116030,,Myrmoborus,myotherinus,Passeriformes,Thamnophilidae,,Philopterus like?,new sp?,1,0,0,,1,,,,,,,,,,,,,,,,,,1
344,JEJ,P11,6034,P116034,,Dendroma,rufa,Passeriformes,"Furnariidae
",,Myrsidea,new sp?,3,1,2,,6,,,,,,,,,,,,,,,,,,6
345,JEJ,P11,6041,P116041,,Arremon,taciturnus,Passeriformes,Passerellidae,,Myrsidea,taciturni?,1,1,0,,2,,,,,,,,,,,,,,,,,,2
346,JEJ,P11,6054,P116054,,Ceratopipra ,chloromeros,Passeriformes,Pipridae,,Myrsidea,(baileyae/edgarsmithi)?,1,3,5,,9,,Philopterus-like,new sp?,0,0,1,,1,,,,,,,,,,10
347,JEJ,P11,6057,P116057,,Automolus,infuscatus,Passeriformes,Furnariidae,,Myrsidea,(edgarsmithi?),1,2,2,,5,,,,,,,,,,,,,,,,,,5
348,JEJ,P11,6058,P116058,,Habia,rubica,Passeriformes,Cardinalidae,,Myrsidea,habiae?,5,4,6,,15,,,,,,,,,,,,,,,,,,15
349,JEJ,P11,6059,P116059,,Laniocera,hypopyrra,Passeriformes,"Tityridae
",,Cotingacola,lutzae?,0,1,0,,1,,,,,,,,,,,,,,,,,,1
350,JEJ,P11,6068,P116068,,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Myrsidea,olivacei?,4,2,2,,8,,,,,,,,,,,,,,,,,,8
351,JEJ,P11,6082,P116082,,Conopophaga,peruviana,Passeriformes,Conopophagidae,,Formicaphagus,donpetersi?,5,1,3,,9,,,,,,,,,,,,,,,,,,9
352,JEJ,P11,6085,P116085,,Habia,rubica,Passeriformes,Cardinalidae,,Myrsidea,habiae?,2,4,5,,11,,,,,,,,,,,,,,,,,,11
353,JEJ,P11,6094,P116094,,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Myrsidea,(oleaginei/olivacei?),12,12,23,,47,,,,,,,,,,,,,,,,,,47
354,JEJ,P11,6096,P116096,,Xenops,minutus,Passeriformes,Furnariidae,,Rallicola,inexpectata?,0,0,3,,,,,,,,,,,,,,,,,,,,0
355,JEJ,P11,6110,P116110,,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Myrsidea,olivacei?,0,0,2,,2,,,,,,,,,,,,,,,,,,2
356,JEJ,P11,6120,P116120,,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,,Myrsidea,new sp?,2,0,0,,2,,,,,,,,,,,,,,,,,,2
357,JEJ,P11,6111,P116111,,Pipra,fasciicauda,Passeriformes,Pipridae,,Myrsidea,(edgarsmithi?),4,3,6,,13,,Philopterus-like,new sp?,0,1,0,,1,,Ricinus,invadens/pessimalis?,1,0,0,,1,,15
358,JEJ,P11,6112,P116112,,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Myrsidea,(oleaginei/olivacei?),3,0,5,,9,,,,,,,,,,,,,,,,,,9
359,JEJ,P11,6115,P116115,,Arremon,taciturnus,Passeriformes,Passerellidae,,Myrsidea,taciturni?,1,1,0,,2,,,,,,,,,,,,,,,,,,2
360,JEJ,P11,6116,P116116,,Myrmoborus,lophotes,Passeriformes,Thamnophilidae,,Formicaphagus,new sp?,1,2,2,,5,,,,,,,,,,,,,,,,,,5
361,JEJ,P11,6121,P116121,,Pipra,fasciicauda,Passeriformes,Pipridae,,Myrsidea,(edgarsmithi?),2,1,9,,12,,Philopterus-like,new sp?,0,1,2,,3,,,,,,,,,,15
362,JEJ,P11,6123,P116123,,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,,Myrsidea,new sp?,3,2,7,,12,,,,,,,,,,,,,,,,,,12
363,JEJ,P11,6131,P116131,,Laniocera,hypopyrra,Passeriformes,"Tityridae
",,Cotingacola,lutzae?,3,4,3,,10,,,,,,,,,,,,,,,,,,10
364,JEJ,P11,6150,P116150,,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Myrsidea,(milleri?),0,2,1,,3,,,,,,,,,,,,,,,,,,3
365,JEJ,P11,6151,P116151,,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Myrsidea,(milleri?),0,1,1,,2,,Ricinus,new sp?,0,0,1,,1,,,,,,,,,,3
366,JEJ,P11,6152,P116152,,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Myrsidea,(milleri?),0,1,0,,1,,,,,,,,,,,,,,,,,,1
367,JEJ,P11,6206,P116206,,Sciaphylax,hemimelaena,Passeriformes,Thamnophilidae,,Ricinus,new sp?,1,0,0,,1,,,,,,,,,,,,,,,,,,1
368,JEJ,P11,6254,P116254,,Automolus,ochrolaemus,Passeriformes,Furnariidae,,Philopteridae,new sp?,0,0,1,,1,,,,,,,,,,,,,,,,,,1
369,JEJ,P11,6276,P116276,,Automolus,ochrolaemus,Passeriformes,Furnariidae,,Myrsidea,ochrolaemi?,3,4,5,,12,,,,,,,,,,,,,,,,,,12
370,JEJ,P11,6287,P116287,,Automolus,ochrolaemus,Passeriformes,Furnariidae,,Myrsidea,ochrolaemi?,2,1,2,,5,,,,,,,,,,,,,,,,,,5
371,JEJ,P11,6303,P116303,,Rhytipterna,simplex,Passeriformes,Tyrannidae,,Menacanthus?,distinctus?,1,0,0,,1,,,,,,,,,,,,,,,,,,1
372,JEJ,P12,612,P120612,,Percnostola,goeldii,Passeriformes,Thamnophilidae,,Philopterus-like,new sp?,1,0,0,,1,,,,,,,,,,,,,,,,,,1
373,JEJ,P12,629,P120629,,Percnostola,goeldii,Passeriformes,Thamnophilidae,,Myrsidea,new sp?,0,1,0,,1,,,,,,,,,,,,,,,,,,1
374,JEJ,P12,713,P120713,,Habia,rubica,Passeriformes,Cardinalidae,,Myrsidea,habiae?,1,1,1,,3,,,,,,,,,,,,,,,,,,3
375,JEJ,P12,913,P120913,,Habia,rubica,Passeriformes,Cardinalidae,,Myrsidea,habiae?,0,0,1,,1,,,,,,,,,,,,,,,,,,1
376,JEJ,P12,1417,P121417,,Arremon,taciturnus,Passeriformes,Passerellidae,,Myrsidea,taciturni?,2,0,1,,3,,,,,,,,,,,,,,,,,,3
377,JEJ,P12,1755,P121755,*possibly P121775,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Myrsidea,(milleri?),0,0,2,,2,,Menoponidae,new sp?,0,0,1,,1,,,,,,,,,,3
378,JEJ,P13,2,P130002,,Rhytipterna,simplex,Passeriformes,Tyrannidae,,Philopteridae,new sp?,0,0,1,,1,,,,,,,,,,,,,,,,,,1
379,JEJ,P13,298,P130298,,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Myrsidea,(milleri?),0,1,5,,6,,,,,,,,,,,,,,,,,,6
380,JEJ,P13,269,P130269,,Arremon,taciturnus,Passeriformes,Passerellidae,,Myrsidea,taciturni?,1,0,2,,3,,,,,,,,,,,,,,,,,,3
381,JEJ,P13,182,P130182,,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Myrsidea,(milleri?),2,1,2,,5,,Ricinus,new sp?,1,1,0,0,2,,,,,,,,,,7
382,JEJ,P13,131,P130131,,Arremon,taciturnus,Passeriformes,Passerellidae,,Myrsidea,taciturni?,1,1,0,,2,,,,,,,,,,,,,,,,,,2
383,JEJ,P13,155,P130155,,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Ricinus,new sp?,1,0,0,,1,,Myrsidea,(milleri?),0,1,0,0,1,,,,,,,,,,2
384,JEJ,P13,180,P130180,,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Myrsidea,(milleri?),1,9,0,,10,,,,,,,,,,,,,,,,,,10
385,JEJ,SP12,1402,SP121402,,Myiothlypis,coronata,Passeriformes,Parulidae,,Myrsidea,(paleno/zeledoni?),0,0,2,,2,,,,,,,,,,,,,,,,,,2
386,JEJ,P13,351,P130351,,Arremon,taciturnus,Passeriformes,Passerellidae,,Myrsidea,taciturni?,3,3,5,,11,,,,,,,,,,,,,,,,,,11
387,JEJ,SP11,4,SP110004,,Trichothraupis,melanops,Passeriformes,Thraupidae,,Myrsidea,new sp?,0,0,1,,1,,,,,,,,,,,,,,,,,,1
388,JEJ,SP11,9,SP110009,,Myiothlypis,coronata,Passeriformes,Parulidae,,Picicola?,regulus?,1,0,1,,2,,Myrsidea,(paleno/zeledoni?),2,1,5,0,7,,,,,,,,,,9
389,JEJ,SP11,27,SP110027,,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,new sp?,3,0,1,yes,4,,,,,,,,,,,,,,,,,,4
390,JEJ,SP11,36,SP110036,,Trichothraupis,melanops,Passeriformes,Thraupidae,,Myrsidea,new sp?,0,0,1,,1,,,,,,,,,,,,,,,,,,1
391,JEJ,SP11,39,SP110039,,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,new sp?,1,0,0,,1,,Rallicola,leeae?,1,0,0,,1,,,,,,,,,,2
392,JEJ,SP11,38,SP110038,,Trichothraupis,melanops,Passeriformes,Thraupidae,,Myrsidea,new sp?,0,1,0,,1,,,,,,,,,,,,,,,,,,1
393,JEJ,SP11,94,SP110094,,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,,Myrsidea,new sp?,0,1,2,,3,,,,,,,,,,,,,,,,,,3
394,JEJ,SP11,41,SP110041,,Myiothlypis,coronata,Passeriformes,Parulidae,,Myrsidea,(paleno/zeledoni?),0,0,3,,3,,,,,,,,,,,,,,,,,,3
395,JEJ,SP11,47,SP110047,,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,new sp?,1,1,1,,3,,,,,,,,,,,,,,,,,,3
396,JEJ,SP11,126,SP110126,,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,,Myrsidea,new sp?,0,1,0,,1,,,,,,,,,,,,,,,,,,1
397,JEJ,SP11,159,SP110159,,Myiothlypis,bivittata,Passeriformes,Parulidae,,Myrsidea,(similis/cayanensis?),1,0,0,,1,,,,,,,,,,,,,,,,,,1
398,JEJ,SP11,367,SP110367,,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,new sp?,2,0,0,,2,,,,,,,,,,,,,,,,,,2
399,JEJ,SP12,61,SP120061,,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,unknown,,0,0,0,yes,0,,,,,,,,,,,,,,,,,,2
400,JEJ,SP12,660,SP120660,,Myiothlypis,bivittata,Passeriformes,Parulidae,,Myrsidea,(similis/cayanensis?),1,1,0,,2,,,,,,,,,,,,,,,,,,2
401,JEJ,SP12,778,SP120778,,Myiothlypis,coronata,Passeriformes,Parulidae,,Myrsidea,(paleno/zeledoni?),2,1,1,,4,,,,,,,,,,,,,,,,,,4
402,JEJ,SP12,764,SP120764,,Trichothraupis,melanops,Passeriformes,Thraupidae,,Myrsidea,new sp?,0,1,0,,1,,,,,,,,,,,,,,,,,,1
403,JEJ,SP12,859,SP120859,,Myiothlypis,bivittata,Passeriformes,Parulidae,,Picicola,(regulus?),1,0,2,,3,,Myrsidea,(similis/cayanensis?),1,0,3,0,4,,,,,,,,,,7
404,JEJ,SP12,1000,SP121000,,Myiothlypis,coronata,Passeriformes,Parulidae,,Myrsidea,(paleno/zeledoni?),1,0,0,,1,,,,,,,,,,,,,,,,,,1
405,JEJ,SP12,954,SP120954,,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,new sp?,1,2,1,,5,,Rallicola,leeae?,1,0,2,0,3,,Menoponidae,new sp?,4,2,8,14,,,8
406,JEJ,SP12,1001,SP121001,,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,,Myrsidea,new sp?,0,1,0,,1,,,,,,,,,,,,,,,,,,1
407,JEJ,SP12,943,SP120943,,Myiothlypis,coronata,Passeriformes,Parulidae,,Myrsidea,(paleno/zeledoni?),1,1,3,,5,,,,,,,,,,,,,,,,,,5
408,JEJ,SP12,1002,SP121002,,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,new sp?,5,5,10,,20,,,,,,,,,,,,,,,,,,20
409,JEJ,SP12,1019,SP121019,,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,new sp?,1,2,0,,3,,Rallicola,leeae?,1,1,1,0,3,,,,,,,,,,6
410,JEJ,SP12,1031,SP121031,,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,,Myrsidea,new sp?,0,0,2,,2,,,,,,,,,,,,,,,,,,2
411,JEJ,SP12,1046,SP121046,,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,new sp?,2,3,4,,12,,,,,,,,,,,,,,,,,,12
412,JEJ,SP12,1079,SP121079,,Myiothlypis,bivittata,Passeriformes,Parulidae,,Myrsidea,(similis/cayanensis?),1,3,1,,5,,,,,,,,,,,,,,,,,,5
413,JEJ,SP12,1090,SP121090,,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,new sp?,1,8,3,,12,,Rallicola,leeae?,2,2,2,0,6,,,,,,,,,,18
414,JEJ,SP12,1163,SP121163,,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,new sp?,4,3,15,,22,,,,,,,,,,,,,,,,,,22
415,JEJ,SP12,1292,SP121292,,Myiothlypis,bivittata,Passeriformes,Parulidae,,Myrsidea,new sp?,2,3,9,,14,,,,,,,,,,,,,,,,,,14
416,JEJ,P11,6148,P116148,,Mionectes,oleagineus,Passeriformes,Tyrannidae,,Myrsidea,oleaginei?,1,4,6,,11,,,,,,,,,,,,,,,,,,11
417,JEJ,P11,6149,P116149,,Myrmoborus,myotherinus,Passeriformes,Thamnophilidae,Yes,Philopteridae,new sp?,1,0,1,,2,,,,,,,,,,,,,,,,,,2
418,JEJ,P11,6155,P116155,,Percnostola,fortis,Passeriformes,Thamnophilidae,,Myrsidea,new sp?,0,1,0,,1,,,,,,,,,,,,,,,,,,1
419,JEJ,P11,6171,P116171,,Ceratopipra ,chloromeros,Passeriformes,Pipridae,,Philopteridae,new sp?,0,0,1,,1,,,,,,,,,,,,,,,,,,1
420,JEJ,P11,6183,P116183,,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Myrsidea,olivacei?,2,2,0,,4,,,,,,,,,,,,,,,,,,4
421,JEJ,P11,6186,P116186,,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Myrsidea,olivacei?,3,2,3,,8,,,,,,,,,,,,,,,,,,8
422,JEJ,P11,6220,P116220,,Rhegmatorhina,melanosticta,Passeriformes,Thamnophilidae,,Ricinus,new sp?,1,0,1,,2,,,,,,,,,,,,,,,,,,2
423,JEJ,P11,6222,P116222,,Rhegmatorhina,melanosticta,Passeriformes,Thamnophilidae,,Ricinus,new sp?,0,1,0,,1,,,,,,,,,,,,,,,,,,1
424,JEJ,P11,6223,P116223,,Thalurania,furcata,Apodiformes,Trochilidae,,Ricinus,new sp?,1,0,0,,1,,,,,,,,,,,,,,,,,,1
425,JEJ,P11,6218,P116218,,Rhegmatorhina,melanosticta,Passeriformes,Thamnophilidae,,Myrsidea,new sp?,1,0,1,,2,,,,,,,,,,,,,,,,,,2
426,JEJ,P11,6233,P116233,,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Myrsidea,olivacei?,1,0,0,,1,,,,,,,,,,,,,,,,,,1
427,JEJ,P11,6441,P116441,,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Myrsidea,olivacei?,1,0,1,,2,,,,,,,,,,,,,,,,,,2
428,JEJ,P11,6443,P116443,unknown louse skeleton found,Cyanoloxia,cyanoides,Passeriformes,Cardinalidae,,unknown louse ,maybe Myrsidea johnklickai?,-,-,-,,1,,,,,,,,,,,,,,,,,,1
429,JEJ,P11,6485,P116485,,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Myrsidea,olivacei?,0,2,0,,2,,,,,,,,,,,,,,,,,,2
430,JEJ,P11,6487,P116487,,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Myrsidea,olivacei?,0,1,1,,2,,,,,,,,,,,,,,,,,,2
431,JEJ,P12,616,P120616,,Ancistrops,strigilatus,Passeriformes,Furnariidae,,Myrsidea,new sp?,2,1,0,,3,,,,,,,,,,,,,,,,,,3
432,JEJ,P13,185,P130185,,Cyanoloxia,cyanoides,Passeriformes,Cardinalidae,,Myrsidea,johnklickai/sychrai?,0,1,1,,2,,,,,,,,,,,,,,,,,,2
433,JEJ,P13,219,P130219,,Cyanoloxia,cyanoides,Passeriformes,Cardinalidae,,Myrsidea,johnklickai/sychrai?,1,0,0,,1,,,,,,,,,,,,,,,,,,1
434,JEJ,SP11,11,SP110011,,Sphenopsis,melanotis,Passeriformes,Thraupidae,,Myrsidea,new sp?,0,0,2,,2,,,,,,,,,,,,,,,,,,2
435,JEJ,P13,372,P130372,,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Myrsidea,olivacei?,2,6,6,,14,,,,,,,,,,,,,,,,,,14
436,JEJ,SP11,28,SP110028,,Sphenopsis,melanotis,Passeriformes,Thraupidae,,Myrsidea,new sp?,0,0,1,,1,,,,,,,,,,,,,,,,,,1
