#No,Collection,Sample_group,Sample No. #,Full_Label,comment,Host Genus,Host Species,species_binomial,Host Order,host_family,New Association,Lice Genus,lice_genus_tidy,Lice Species,Female,Male,Nimph,Eggs,Total,BoxLocation1
64,JUM,,M619,M619,,Dendrocincla,merula,Dendrocincla_merula,Passeriformes,Furnariidae,Yes,Rallicola,Rallicola,(fuliginosa/deceri…?),0,1,0,,1,L-02
64,JUM,,M619,M619,,Dendrocincla,merula,Dendrocincla_merula,Passeriformes,Furnariidae,Yes,,,,,,,,,
64,JUM,,M619,M619,,Dendrocincla,merula,Dendrocincla_merula,Passeriformes,Furnariidae,Yes,,,,,,,,,
344,JEJ,P11,6034,P116034,,Dendroma,rufa,Dendroma_rufa,Passeriformes,"Furnariidae
",,Myrsidea,Myrsidea,new sp?,3,1,2,,6,
344,JEJ,P11,6034,P116034,,Dendroma,rufa,Dendroma_rufa,Passeriformes,"Furnariidae
",,,,,,,,,,
344,JEJ,P11,6034,P116034,,Dendroma,rufa,Dendroma_rufa,Passeriformes,"Furnariidae
",,,,,,,,,,
437,JEJ,SP12,70,SP120070,,Diglossa,glauca,Diglossa_glauca,Passeriformes,Thraupidae,,Philopterus-like,Philopteridae,new sp?,2,1,1,yes,4,
437,JEJ,SP12,70,SP120070,,Diglossa,glauca,Diglossa_glauca,Passeriformes,Thraupidae,,,,,,,,,,
437,JEJ,SP12,70,SP120070,,Diglossa,glauca,Diglossa_glauca,Passeriformes,Thraupidae,,,,,,,,,,
131,JUM,,1136,1136,,Dixiphia,pipra,Dixiphia_pipra,Passeriformes,Pipridae,Yes,Rallicola?,Rallicola,new sp?,1,0,0,,1,L-03
131,JUM,,1136,1136,,Dixiphia,pipra,Dixiphia_pipra,Passeriformes,Pipridae,Yes,,,,,,,,,
131,JUM,,1136,1136,,Dixiphia,pipra,Dixiphia_pipra,Passeriformes,Pipridae,Yes,,,,,,,,,
39,JUM,,M494,M494,,Dixiphia,pipra,Dixiphia_pipra,Passeriformes,Pipridae,Yes,Myrsidea,Myrsidea,new sp?,1,0,3,,4,L-01
39,JUM,,M494,M494,,Dixiphia,pipra,Dixiphia_pipra,Passeriformes,Pipridae,Yes,Ricinus,Ricinus,new sp?,4,0,0,,4,
39,JUM,,M494,M494,,Dixiphia,pipra,Dixiphia_pipra,Passeriformes,Pipridae,Yes,,,,,,,,,
61,JUM,,M603,M603,,Dixiphia,pipra,Dixiphia_pipra,Passeriformes,Pipridae,Yes,Myrsidea,Myrsidea,new sp?,1,1,6,,8,L-02
61,JUM,,M603,M603,,Dixiphia,pipra,Dixiphia_pipra,Passeriformes,Pipridae,Yes,Ricinus,Ricinus,new sp?,0,0,1,,1,
61,JUM,,M603,M603,,Dixiphia,pipra,Dixiphia_pipra,Passeriformes,Pipridae,Yes,,,,,,,,,
66,JUM,,M628,M628,,Dixiphia,pipra,Dixiphia_pipra,Passeriformes,Pipridae,Yes,Ricinus,Ricinus,new sp?,1,1,0,,2,L-02
66,JUM,,M628,M628,,Dixiphia,pipra,Dixiphia_pipra,Passeriformes,Pipridae,Yes,,,,,,,,,
66,JUM,,M628,M628,,Dixiphia,pipra,Dixiphia_pipra,Passeriformes,Pipridae,Yes,,,,,,,,,
71,JUM,,V677,V677,,Dixiphia,pipra,Dixiphia_pipra,Passeriformes,Pipridae,Yes,Philopteridae,Philopteridae,new sp.? -> 2 different,0,0,2,,2,L-02
71,JUM,,V677,V677,,Dixiphia,pipra,Dixiphia_pipra,Passeriformes,Pipridae,Yes,,,,,,,,,
71,JUM,,V677,V677,,Dixiphia,pipra,Dixiphia_pipra,Passeriformes,Pipridae,Yes,,,,,,,,,
313,JEJ,P11,396,P110396,,Epinecrophylla,erythrura,Epinecrophylla_erythrura,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,new sp?,0,0,1,,1,
313,JEJ,P11,396,P110396,,Epinecrophylla,erythrura,Epinecrophylla_erythrura,Passeriformes,Thamnophilidae,,,,,,,,,,
313,JEJ,P11,396,P110396,,Epinecrophylla,erythrura,Epinecrophylla_erythrura,Passeriformes,Thamnophilidae,,,,,,,,,,
35,JUM,,V486,V486,,Euphonia,xanthogaster,Euphonia_xanthogaster,Passeriformes,Fringillidae,Yes,Myrsidea,Myrsidea,(violacei/ rozsai…?),0,2,1,,3,L-01
35,JUM,,V486,V486,,Euphonia,xanthogaster,Euphonia_xanthogaster,Passeriformes,Fringillidae,Yes,,,,,,,,0,
35,JUM,,V486,V486,,Euphonia,xanthogaster,Euphonia_xanthogaster,Passeriformes,Fringillidae,Yes,,,,,,,,,
93,JUM,,V789,V789,,Euphonia,xanthogaster,Euphonia_xanthogaster,Passeriformes,Fringillidae,Yes,Myrsidea,Myrsidea,(violacei/ rozsai…?),0,0,2,,2,L-03
93,JUM,,V789,V789,,Euphonia,xanthogaster,Euphonia_xanthogaster,Passeriformes,Fringillidae,Yes,,,,,,,,,
93,JUM,,V789,V789,,Euphonia,xanthogaster,Euphonia_xanthogaster,Passeriformes,Fringillidae,Yes,,,,,,,,,
117,JEJ,,VC120112,VC120112,,Formicarius,analis,Formicarius_analis,Passeriformes,Formicariidae,No,Formicaricola,Formicaricola,analoides?,1,1,2,,4,L-03
117,JEJ,,VC120112,VC120112,,Formicarius,analis,Formicarius_analis,Passeriformes,Formicariidae,No,,,,,,,,,
117,JEJ,,VC120112,VC120112,,Formicarius,analis,Formicarius_analis,Passeriformes,Formicariidae,No,,,,,,,,,
80,JUM,,857,857,,Formicarius,colma,Formicarius_colma,Passeriformes,Formicariidae,No,Formicaricola,Formicaricola,analoides?,1,0,3,,4,L-02
80,JUM,,857,857,,Formicarius,colma,Formicarius_colma,Passeriformes,Formicariidae,No,,,,,,,,,
80,JUM,,857,857,,Formicarius,colma,Formicarius_colma,Passeriformes,Formicariidae,No,,,,,,,,,
81,JUM,,3678,3678,,Formicarius,colma,Formicarius_colma,Passeriformes,Formicariidae,No,Formicaricola,Formicaricola,analoides?,2,0,2,,4,L-02
81,JUM,,3678,3678,,Formicarius,colma,Formicarius_colma,Passeriformes,Formicariidae,No,,,,,,,,,
81,JUM,,3678,3678,,Formicarius,colma,Formicarius_colma,Passeriformes,Formicariidae,No,,,,,,,,,
18,JUM,,V254,V254,,Formicarius,colma,Formicarius_colma,Passeriformes,Formicariidae,No,Formicaricola,Formicaricola,analoides?,0,0,1,,1,L-01
18,JUM,,V254,V254,,Formicarius,colma,Formicarius_colma,Passeriformes,Formicariidae,No,,,,,,,,0,
18,JUM,,V254,V254,,Formicarius,colma,Formicarius_colma,Passeriformes,Formicariidae,No,,,,,,,,,
115,JEJ,,P120085,P120085,,Formicarius,rufipectus,Formicarius_rufipectus,Passeriformes,Formicariidae,No,Formicaricola,Formicaricola,analoides?,0,3,2,,5,L-03
115,JEJ,,P120085,P120085,,Formicarius,rufipectus,Formicarius_rufipectus,Passeriformes,Formicariidae,No,,,,,,,,,
115,JEJ,,P120085,P120085,,Formicarius,rufipectus,Formicarius_rufipectus,Passeriformes,Formicariidae,No,,,,,,,,,
152,JEJ,P13,765,P130765,,Galbula,cyanescens,Galbula_cyanescens,Piciformes,Galbulidae,No,Picicola,Picicola,galbulica?,0,1,0,,1,L-04
152,JEJ,P13,765,P130765,,Galbula,cyanescens,Galbula_cyanescens,Piciformes,Galbulidae,No,,,,,,,,,
152,JEJ,P13,765,P130765,,Galbula,cyanescens,Galbula_cyanescens,Piciformes,Galbulidae,No,,,,,,,,,
129,JUM,,1138,1138,,Geotrygon,montana,Geotrygon_montana,Passeriformes,Columbidae,No,Columbicola,Columbicola,macrourae?,4,0,0,,4,L-03
129,JUM,,1138,1138,,Geotrygon,montana,Geotrygon_montana,Passeriformes,Columbidae,No,Physconelloides,Physconelloides,cubanus?,2,0,2,,4,L-03
129,JUM,,1138,1138,,Geotrygon,montana,Geotrygon_montana,Passeriformes,Columbidae,No,,,,,,,,,
50,JUM,,M556,M556,,Geotrygon,montana,Geotrygon_montana,Passeriformes,Columbidae,Yes,Myrsidea,Myrsidea,new sp?,0,1,0,,1,L-02
50,JUM,,M556,M556,,Geotrygon,montana,Geotrygon_montana,Passeriformes,Columbidae,Yes,Physconelloides,Physconelloides,cubanus?,1,0,0,,1,L-02
50,JUM,,M556,M556,,Geotrygon,montana,Geotrygon_montana,Passeriformes,Columbidae,Yes,,,,,,,,,
52,JUM,,M574,M574,,Geotrygon,montana,Geotrygon_montana,Columbiformes,Columbidae,No,Columbicola,Columbicola,macrourae?,4,1,0,,5,L-02
52,JUM,,M574,M574,,Geotrygon,montana,Geotrygon_montana,Columbiformes,Columbidae,No,,,,,,,,,
52,JUM,,M574,M574,,Geotrygon,montana,Geotrygon_montana,Columbiformes,Columbidae,No,,,,,,,,,
272,JEJ,P11,57,P110057,,Geotrygon,montana,Geotrygon_montana,Columbiformes,"Columbidae
",,Philopteridae,Philopteridae,new sp?,0,0,1,,1,
272,JEJ,P11,57,P110057,,Geotrygon,montana,Geotrygon_montana,Columbiformes,"Columbidae
",,Columbicola,Columbicola,macrourae?,1,0,0,0,1,
272,JEJ,P11,57,P110057,,Geotrygon,montana,Geotrygon_montana,Columbiformes,"Columbidae
",,,,,,,,,,
273,JEJ,P11,58,P110058,,Geotrygon,montana,Geotrygon_montana,Columbiformes,"Columbidae
",,Columbicola,Columbicola,macrourae?,2,1,0,,3,
273,JEJ,P11,58,P110058,,Geotrygon,montana,Geotrygon_montana,Columbiformes,"Columbidae
",,,,,,,,,,
273,JEJ,P11,58,P110058,,Geotrygon,montana,Geotrygon_montana,Columbiformes,"Columbidae
",,,,,,,,,,
282,JEJ,P11,107,P110107,,Geotrygon,montana,Geotrygon_montana,Columbiformes,"Columbidae
",,Columbicola,Columbicola,macrourae?,1,2,4,,7,
282,JEJ,P11,107,P110107,,Geotrygon,montana,Geotrygon_montana,Columbiformes,"Columbidae
",,Hohorstiella?,Hohorstiella,corpulenta?,1,0,0,0,1,
282,JEJ,P11,107,P110107,,Geotrygon,montana,Geotrygon_montana,Columbiformes,"Columbidae
",,,,,,,,,,
315,JEJ,P11,417,P110417,,Geotrygon,montana,Geotrygon_montana,Columbiformes,"Columbidae
",,Philopteridae,Philopteridae,new sp?,0,1,0,,1,
315,JEJ,P11,417,P110417,,Geotrygon,montana,Geotrygon_montana,Columbiformes,"Columbidae
",,,,,,,,,,
315,JEJ,P11,417,P110417,,Geotrygon,montana,Geotrygon_montana,Columbiformes,"Columbidae
",,,,,,,,,,
19,JUM,,V283,V283,,Geotrygon,montana,Geotrygon_montana,Passeriformes,Columbidae,No,Columbicola,Columbicola,macrourae?,3,1,11,,15,L-01
19,JUM,,V283,V283,,Geotrygon,montana,Geotrygon_montana,Passeriformes,Columbidae,No,,,,,,,,0,
19,JUM,,V283,V283,,Geotrygon,montana,Geotrygon_montana,Passeriformes,Columbidae,No,,,,,,,,,
94,JUM,,V806,V806,,Geotrygon,montana,Geotrygon_montana,Passeriformes,Columbidae,No,Columbicola,Columbicola,macrourae?,1,1,0,,2,L-03
94,JUM,,V806,V806,,Geotrygon,montana,Geotrygon_montana,Passeriformes,Columbidae,No,Physconelloides,Physconelloides,cubanus?,1,0,1,,2,L-03
94,JUM,,V806,V806,,Geotrygon,montana,Geotrygon_montana,Passeriformes,Columbidae,No,,,,,,,,,
110,JUM,,892,892,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,6,1,1,,8,L-03
110,JUM,,892,892,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
110,JUM,,892,892,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
113,JUM,,1018,1018,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,1,0,0,,1,L-03
113,JUM,,1018,1018,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
113,JUM,,1018,1018,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
122,JUM,,1099,1099,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,2,2,0,,4,L-03
122,JUM,,1099,1099,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
122,JUM,,1099,1099,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
127,JUM,,1162,1162,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Myrsidea,Myrsidea,dalgleishi?,0,0,1,,1,L-03
127,JUM,,1162,1162,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,2,0,0,,2,L-03
127,JUM,,1162,1162,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
128,JUM,,1256,1256,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,0,0,1,,1,L-03
128,JUM,,1256,1256,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
128,JUM,,1256,1256,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
38,JUM,,M493,M493,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,1,1,1,,3,L-01
38,JUM,,M493,M493,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,0,
38,JUM,,M493,M493,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
41,JUM,,M499,M499,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,0,0,1,,1,L-01
41,JUM,,M499,M499,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,0,
41,JUM,,M499,M499,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
44,JUM,,M513,M513,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,1,0,0,,1,L-01
44,JUM,,M513,M513,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,0,
44,JUM,,M513,M513,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
45,JUM,,M515,M515,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,1,2,0,,3,L-01
45,JUM,,M515,M515,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,0,
45,JUM,,M515,M515,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
46,JUM,,M517,M517,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,1,1,0,,2,L-01
46,JUM,,M517,M517,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,0,
46,JUM,,M517,M517,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
47,JUM,,M519,M519,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,1,1,0,,2,L-02
47,JUM,,M519,M519,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,0,
47,JUM,,M519,M519,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
49,JUM,,M549,M549,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,1,0,2,,3,L-02
49,JUM,,M549,M549,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,0,
49,JUM,,M549,M549,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
67,JUM,,M651,M651,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,0,1,0,,1,L-02
67,JUM,,M651,M651,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
67,JUM,,M651,M651,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
107,JUM,,M877,M877,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Myrsidea,Myrsidea,dalgleishi?,0,0,1,,2,L-03
107,JUM,,M877,M877,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,0,1,0,,1,L-03
107,JUM,,M877,M877,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
163,JEJ,P11,6231,P116231,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Myrsidea,Myrsidea,dalgleishi?,3,1,3,,7,L-04
163,JEJ,P11,6231,P116231,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
163,JEJ,P11,6231,P116231,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
181,JEJ,P12,1245,P121245,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,1,0,1,,2,L-04
181,JEJ,P12,1245,P121245,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
181,JEJ,P12,1245,P121245,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
182,JEJ,P12,1359,P121359,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,4,10,3,,17,L-04
182,JEJ,P12,1359,P121359,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
182,JEJ,P12,1359,P121359,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
260,JEJ,P13,40,P130040,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Rallicola,Rallicola,cephalosa?,0,1,0,,1,
260,JEJ,P13,40,P130040,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,,,,,,,,,
260,JEJ,P13,40,P130040,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,,,,,,,,,
240,JUM,V,1229,V1229,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Rallicola,Rallicola,cephalosa?,1,0,0,,1,
240,JUM,V,1229,V1229,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,,,,,,,,,
240,JUM,V,1229,V1229,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,,,,,,,,,
294,JUM,V,1284,V1284,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Rallicola,Rallicola,cephalosa?,4,1,3,,8,
294,JUM,V,1284,V1284,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,,,,,,,,,
294,JUM,V,1284,V1284,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,,,,,,,,,
14,JUM,,V235,V235,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,0,1,2,,3,L-01
14,JUM,,V235,V235,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,0,
14,JUM,,V235,V235,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
15,JUM,,V240,V240,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,0,0,1,,1,L-01
15,JUM,,V240,V240,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,0,
15,JUM,,V240,V240,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
2,JUM,,V33,V33,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Myrsidea,Myrsidea,dalgleishi?,0,1,0,,1,L-01
2,JUM,,V33,V33,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,0,
2,JUM,,V33,V33,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
33,JUM,,V467,V467,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,0,1,0,,1,L-01
33,JUM,,V467,V467,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,0,
33,JUM,,V467,V467,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
68,JUM,,V657,V657,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,2,0,0,,2,L-02
68,JUM,,V657,V657,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
68,JUM,,V657,V657,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
74,JUM,,V691,V691,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,2,0,1,,3,L-02
74,JUM,,V691,V691,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
74,JUM,,V691,V691,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
78,JUM,,V720,V720,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,Rallicola,cephalosa?,0,1,0,,1,L-02
78,JUM,,V720,V720,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
78,JUM,,V720,V720,,Glyphorynchus,spirurus,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,,,,,,,,,
53,JUM,,M580,M580,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,Ricinus,Ricinus,new sp?,1,0,1,,2,L-02
53,JUM,,M580,M580,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
53,JUM,,M580,M580,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
56,JUM,,M589,M589,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,(milleri?),2,0,0,,2,L-02
56,JUM,,M589,M589,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
56,JUM,,M589,M589,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
60,JUM,,M599,M599,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,(milleri?),1,2,3,,6,L-02
60,JUM,,M599,M599,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
60,JUM,,M599,M599,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
62,JUM,,M604,M604,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,(milleri?),0,0,1,,1,L-02
62,JUM,,M604,M604,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
62,JUM,,M604,M604,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
102,JUM,,M850,M850,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,(milleri?),0,0,1,,1,L-03
102,JUM,,M850,M850,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
102,JUM,,M850,M850,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
22,JUM,,V300,V300,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,(milleri?),2,0,1,,3,L-01
22,JUM,,V300,V300,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,,,,,,,,0,
22,JUM,,V300,V300,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
69,JUM,,V660,V660,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,(milleri?),3,0,1,,4,L-02
69,JUM,,V660,V660,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
69,JUM,,V660,V660,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
100,JUM,,V821,V821,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,(milleri?),0,2,1,,3,L-03
100,JUM,,V821,V821,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
100,JUM,,V821,V821,,Gymnopithys,leucaspis,Gymnopithys_leucaspis,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
268,JEJ,P11,37,P110037,,Habia,rubica,Habia_rubica,Passeriformes,"Cardinalidae
",,Myrsidea,Myrsidea,habiae?,0,6,1,,7,
268,JEJ,P11,37,P110037,,Habia,rubica,Habia_rubica,Passeriformes,"Cardinalidae
",,,,,,,,,,
268,JEJ,P11,37,P110037,,Habia,rubica,Habia_rubica,Passeriformes,"Cardinalidae
",,,,,,,,,,
