#No,Collection,Sample_group,Sample No. #,Full_Label,comment,Host Genus,Host Species,species_binomial,Host Order,host_family,New Association,Lice Genus,lice_genus_tidy,Lice Species,Female,Male,Nimph,Eggs,Total,BoxLocation1
200,JEJ,SP12,998,SP120998,,Premnoplex,brunnescens,Premnoplex_brunnescens,Passeriformes,Furnariidae,No,Rallicola?,Rallicola,mooreae?,1,0,0,,1,L-05
200,JEJ,SP12,998,SP120998,,Premnoplex,brunnescens,Premnoplex_brunnescens,Passeriformes,Furnariidae,No,,,,,,,,,
200,JEJ,SP12,998,SP120998,,Premnoplex,brunnescens,Premnoplex_brunnescens,Passeriformes,Furnariidae,No,,,,,,,,,
201,JEJ,SP12,1023,SP121023,,Premnoplex,brunnescens,Premnoplex_brunnescens,Passeriformes,Furnariidae,No,Rallicola?,Rallicola,mooreae?,1,0,0,,1,L-05
201,JEJ,SP12,1023,SP121023,,Premnoplex,brunnescens,Premnoplex_brunnescens,Passeriformes,Furnariidae,No,,,,,,,,,
201,JEJ,SP12,1023,SP121023,,Premnoplex,brunnescens,Premnoplex_brunnescens,Passeriformes,Furnariidae,No,,,,,,,,,
274,JEJ,P11,60,P110060,,Psarocolius,angustifrons,Psarocolius_angustifrons,Passeriformes,Icteridae,,Myrsidea?,Myrsidea,tropicalis?,0,0,2,,2,
274,JEJ,P11,60,P110060,,Psarocolius,angustifrons,Psarocolius_angustifrons,Passeriformes,Icteridae,,,,,,,,,,
274,JEJ,P11,60,P110060,,Psarocolius,angustifrons,Psarocolius_angustifrons,Passeriformes,Icteridae,,,,,,,,,,
254,JEJ,W13,753,W130753,,Pyrrhomyias,cinnamomeus,Pyrrhomyias_cinnamomeus,Passeriformes,"Tyrannidae
",,Brueelia?,Brueelia,new sp?,0,0,1,,1,
254,JEJ,W13,753,W130753,,Pyrrhomyias,cinnamomeus,Pyrrhomyias_cinnamomeus,Passeriformes,"Tyrannidae
",,,,,,,,,,
254,JEJ,W13,753,W130753,,Pyrrhomyias,cinnamomeus,Pyrrhomyias_cinnamomeus,Passeriformes,"Tyrannidae
",,,,,,,,,,
334,JEJ,P11,5997,P115997,,Ramphastos,tucanus,Ramphastos_tucanus,Piciformes,Ramphastidae,,Myrsidea,Myrsidea,various?,1,0,0,,1,
334,JEJ,P11,5997,P115997,,Ramphastos,tucanus,Ramphastos_tucanus,Piciformes,Ramphastidae,,,,,,,,,,
334,JEJ,P11,5997,P115997,,Ramphastos,tucanus,Ramphastos_tucanus,Piciformes,Ramphastidae,,,,,,,,,,
29,JUM,,V451,V451,,Ramphotrigon,ruficauda,Ramphotrigon_ruficauda,Passeriformes,Tyrannidae,Yes,Myrsidea,Myrsidea,new sp?,1,1,17,,19,L-01
29,JUM,,V451,V451,,Ramphotrigon,ruficauda,Ramphotrigon_ruficauda,Passeriformes,Tyrannidae,Yes,Philopteridae,Philopteridae,new sp?,0,0,3,,3,L-01
29,JUM,,V451,V451,,Ramphotrigon,ruficauda,Ramphotrigon_ruficauda,Passeriformes,Tyrannidae,Yes,,,,,,,,,
425,JEJ,P11,6218,P116218,,Rhegmatorhina,melanosticta,Rhegmatorhina_melanosticta,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,new sp?,1,0,1,,2,
425,JEJ,P11,6218,P116218,,Rhegmatorhina,melanosticta,Rhegmatorhina_melanosticta,Passeriformes,Thamnophilidae,,,,,,,,,,
425,JEJ,P11,6218,P116218,,Rhegmatorhina,melanosticta,Rhegmatorhina_melanosticta,Passeriformes,Thamnophilidae,,,,,,,,,,
422,JEJ,P11,6220,P116220,,Rhegmatorhina,melanosticta,Rhegmatorhina_melanosticta,Passeriformes,Thamnophilidae,,Ricinus,Ricinus,new sp?,1,0,1,,2,
422,JEJ,P11,6220,P116220,,Rhegmatorhina,melanosticta,Rhegmatorhina_melanosticta,Passeriformes,Thamnophilidae,,,,,,,,,,
422,JEJ,P11,6220,P116220,,Rhegmatorhina,melanosticta,Rhegmatorhina_melanosticta,Passeriformes,Thamnophilidae,,,,,,,,,,
423,JEJ,P11,6222,P116222,,Rhegmatorhina,melanosticta,Rhegmatorhina_melanosticta,Passeriformes,Thamnophilidae,,Ricinus,Ricinus,new sp?,0,1,0,,1,
423,JEJ,P11,6222,P116222,,Rhegmatorhina,melanosticta,Rhegmatorhina_melanosticta,Passeriformes,Thamnophilidae,,,,,,,,,,
423,JEJ,P11,6222,P116222,,Rhegmatorhina,melanosticta,Rhegmatorhina_melanosticta,Passeriformes,Thamnophilidae,,,,,,,,,,
371,JEJ,P11,6303,P116303,,Rhytipterna,simplex,Rhytipterna_simplex,Passeriformes,Tyrannidae,,Menacanthus?,Menacanthus,distinctus?,1,0,0,,1,
371,JEJ,P11,6303,P116303,,Rhytipterna,simplex,Rhytipterna_simplex,Passeriformes,Tyrannidae,,,,,,,,,,
371,JEJ,P11,6303,P116303,,Rhytipterna,simplex,Rhytipterna_simplex,Passeriformes,Tyrannidae,,,,,,,,,,
378,JEJ,P13,2,P130002,,Rhytipterna,simplex,Rhytipterna_simplex,Passeriformes,Tyrannidae,,Philopteridae,Philopteridae,new sp?,0,0,1,,1,
378,JEJ,P13,2,P130002,,Rhytipterna,simplex,Rhytipterna_simplex,Passeriformes,Tyrannidae,,,,,,,,,,
378,JEJ,P13,2,P130002,,Rhytipterna,simplex,Rhytipterna_simplex,Passeriformes,Tyrannidae,,,,,,,,,,
141,JEJ,P12,1006,P121006,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,Cotingacola,Cotingacola,rupicolae?,2,0,9,,11,L-04
141,JEJ,P12,1006,P121006,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,,,,,,,,,
141,JEJ,P12,1006,P121006,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,,,,,,,,,
136,JEJ,SP12,642,SP120642,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,Cotingacola,Cotingacola,rupicolae?,3,3,2,,8,L-03
136,JEJ,SP12,642,SP120642,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,,,,,,,,,
136,JEJ,SP12,642,SP120642,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,,,,,,,,,
137,JEJ,SP12,665,SP120665,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,Cotingacola,Cotingacola,rupicolae?,5,2,8,,15,L-04
137,JEJ,SP12,665,SP120665,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,,,,,,,,,
137,JEJ,SP12,665,SP120665,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,,,,,,,,,
138,JEJ,SP12,678,SP120678,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,Cotingacola,Cotingacola,rupicolae?,4,3,4,,11,L-04
138,JEJ,SP12,678,SP120678,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,,,,,,,,,
138,JEJ,SP12,678,SP120678,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,,,,,,,,,
139,JEJ,SP12,797,SP120797,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,Cotingacola,Cotingacola,rupicolae?,18,24,20,,62,L-04
139,JEJ,SP12,797,SP120797,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,,,,,,,,,
139,JEJ,SP12,797,SP120797,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,,,,,,,,,
140,JEJ,SP12,819,SP120819,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,Cotingacola,Cotingacola,rupicolae?,2,7,12,,21,L-04
140,JEJ,SP12,819,SP120819,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,,,,,,,,,
140,JEJ,SP12,819,SP120819,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,,,,,,,,,
143,JEJ,SP12,1234,SP121234,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,Cotingacola,Cotingacola,rupicolae?,4,3,1,,8,L-04
143,JEJ,SP12,1234,SP121234,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,,,,,,,,,
143,JEJ,SP12,1234,SP121234,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,,,,,,,,,
144,JEJ,SP12,1319,SP121319,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,Cotingacola,Cotingacola,rupicolae?,0,0,1,,1,L-04
144,JEJ,SP12,1319,SP121319,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,,,,,,,,,
144,JEJ,SP12,1319,SP121319,,Rupicola,peruvianus,Rupicola_peruvianus,Passeriformes,Cotingidae,No,,,,,,,,,
317,JEJ,P11,424,P110424,,Saltator,maximus,Saltator_maximus,Passeriformes,Thraupidae,,Myrsidea,Myrsidea,lightae?,1,0,0,,1,
317,JEJ,P11,424,P110424,,Saltator,maximus,Saltator_maximus,Passeriformes,Thraupidae,,,,,,,,,,
317,JEJ,P11,424,P110424,,Saltator,maximus,Saltator_maximus,Passeriformes,Thraupidae,,,,,,,,,,
58,JUM,,M591,M591,,Schiffornis,turdina,Schiffornis_turdina,Passeriformes,Tityridae,No,Myrsidea,Myrsidea,blattae?,0,0,1,,1,L-02
58,JUM,,M591,M591,,Schiffornis,turdina,Schiffornis_turdina,Passeriformes,Tityridae,No,,,,,,,,,
58,JUM,,M591,M591,,Schiffornis,turdina,Schiffornis_turdina,Passeriformes,Tityridae,No,,,,,,,,,
155,JEJ,P11,6166,P116166,,Schiffornis,turdina,Schiffornis_turdina,Passeriformes,Tityridae,No,Myrsidea,Myrsidea,blattae?,1,0,0,,1,L-04
155,JEJ,P11,6166,P116166,,Schiffornis,turdina,Schiffornis_turdina,Passeriformes,Tityridae,No,,,,,,,,,
155,JEJ,P11,6166,P116166,,Schiffornis,turdina,Schiffornis_turdina,Passeriformes,Tityridae,No,,,,,,,,,
157,JEJ,P11,6185,P116185,,Schiffornis,turdina,Schiffornis_turdina,Passeriformes,Tityridae,No,Myrsidea,Myrsidea,blattae?,3,1,1,,5,L-04
157,JEJ,P11,6185,P116185,,Schiffornis,turdina,Schiffornis_turdina,Passeriformes,Tityridae,No,,,,,,,,,
157,JEJ,P11,6185,P116185,,Schiffornis,turdina,Schiffornis_turdina,Passeriformes,Tityridae,No,,,,,,,,,
158,JEJ,P11,6202,P116202,,Schiffornis,turdina,Schiffornis_turdina,Passeriformes,Tityridae,No,Myrsidea,Myrsidea,blattae?,0,3,3,,6,L-04
158,JEJ,P11,6202,P116202,,Schiffornis,turdina,Schiffornis_turdina,Passeriformes,Tityridae,No,,,,,,,,,
158,JEJ,P11,6202,P116202,,Schiffornis,turdina,Schiffornis_turdina,Passeriformes,Tityridae,No,,,,,,,,,
166,JEJ,P11,6262,P116262,,Schiffornis,turdina,Schiffornis_turdina,Passeriformes,Tityridae,No,Myrsidea,Myrsidea,blattae?,2,3,4,,9,L-04
166,JEJ,P11,6262,P116262,,Schiffornis,turdina,Schiffornis_turdina,Passeriformes,Tityridae,No,,,,,,,,,
166,JEJ,P11,6262,P116262,,Schiffornis,turdina,Schiffornis_turdina,Passeriformes,Tityridae,No,,,,,,,,,
367,JEJ,P11,6206,P116206,,Sciaphylax,hemimelaena,Sciaphylax_hemimelaena,Passeriformes,Thamnophilidae,,Ricinus,Ricinus,new sp?,1,0,0,,1,
367,JEJ,P11,6206,P116206,,Sciaphylax,hemimelaena,Sciaphylax_hemimelaena,Passeriformes,Thamnophilidae,,,,,,,,,,
367,JEJ,P11,6206,P116206,,Sciaphylax,hemimelaena,Sciaphylax_hemimelaena,Passeriformes,Thamnophilidae,,,,,,,,,,
118,JEJ,,P110171,P110171,,Sclerurus,caudacutus,Sclerurus_caudacutus,Passeriformes,Furnariidae,No,Furnariphilus,Furnariphilus,parkeri?,1,0,0,,1,L-03
118,JEJ,,P110171,P110171,,Sclerurus,caudacutus,Sclerurus_caudacutus,Passeriformes,Furnariidae,No,,,,,,,,,
118,JEJ,,P110171,P110171,,Sclerurus,caudacutus,Sclerurus_caudacutus,Passeriformes,Furnariidae,No,,,,,,,,,
120,JEJ,,P115901,P115901,,Sclerurus,caudacutus,Sclerurus_caudacutus,Passeriformes,Furnariidae,No,Furnariphilus,Furnariphilus,parkeri?,5,2,0,,7,L-03
120,JEJ,,P115901,P115901,,Sclerurus,caudacutus,Sclerurus_caudacutus,Passeriformes,Furnariidae,No,,,,,,,,,
120,JEJ,,P115901,P115901,,Sclerurus,caudacutus,Sclerurus_caudacutus,Passeriformes,Furnariidae,No,,,,,,,,,
9,JUM,,V135,V135,,Sclerurus,caudacutus,Sclerurus_caudacutus,Passeriformes,Furnariidae,Yes,Myrsidea,Myrsidea,(scansori/calvi),2,0,0,,2,L-01
9,JUM,,V135,V135,,Sclerurus,caudacutus,Sclerurus_caudacutus,Passeriformes,Furnariidae,Yes,,,,,,,,0,
9,JUM,,V135,V135,,Sclerurus,caudacutus,Sclerurus_caudacutus,Passeriformes,Furnariidae,Yes,,,,,,,,,
17,JUM,,V253,V253,,Sclerurus,mexicanus,Sclerurus_mexicanus,Passeriformes,Furnariidae,Yes,Myrsidea,Myrsidea,(scansori/calvi?),1,0,3,,4,L-01
17,JUM,,V253,V253,,Sclerurus,mexicanus,Sclerurus_mexicanus,Passeriformes,Furnariidae,Yes,,,,,,,,0,
17,JUM,,V253,V253,,Sclerurus,mexicanus,Sclerurus_mexicanus,Passeriformes,Furnariidae,Yes,,,,,,,,,
34,JUM,,V477,V477,,Sclerurus,mexicanus,Sclerurus_mexicanus,Passeriformes,Furnariidae,Yes,Myrsidea,Myrsidea,(scansori/calvi?),0,0,1,,1,L-01
34,JUM,,V477,V477,,Sclerurus,mexicanus,Sclerurus_mexicanus,Passeriformes,Furnariidae,Yes,,,,,,,,0,
34,JUM,,V477,V477,,Sclerurus,mexicanus,Sclerurus_mexicanus,Passeriformes,Furnariidae,Yes,,,,,,,,,
434,JEJ,SP11,11,SP110011,,Sphenopsis,melanotis,Sphenopsis_melanotis,Passeriformes,Thraupidae,,Myrsidea,Myrsidea,new sp?,0,0,2,,2,
434,JEJ,SP11,11,SP110011,,Sphenopsis,melanotis,Sphenopsis_melanotis,Passeriformes,Thraupidae,,,,,,,,,,
434,JEJ,SP11,11,SP110011,,Sphenopsis,melanotis,Sphenopsis_melanotis,Passeriformes,Thraupidae,,,,,,,,,,
436,JEJ,SP11,28,SP110028,,Sphenopsis,melanotis,Sphenopsis_melanotis,Passeriformes,Thraupidae,,Myrsidea,Myrsidea,new sp?,0,0,1,,1,
436,JEJ,SP11,28,SP110028,,Sphenopsis,melanotis,Sphenopsis_melanotis,Passeriformes,Thraupidae,,,,,,,,,,
436,JEJ,SP11,28,SP110028,,Sphenopsis,melanotis,Sphenopsis_melanotis,Passeriformes,Thraupidae,,,,,,,,,,
440,JEJ,SP12,1215,SP121215,,Sphenopsis,melanotis,Sphenopsis_melanotis,Passeriformes,Thraupidae,,Myrsidea,Myrsidea,new sp?,2,1,4,,7,
440,JEJ,SP12,1215,SP121215,,Sphenopsis,melanotis,Sphenopsis_melanotis,Passeriformes,Thraupidae,,,,,,,,,,
440,JEJ,SP12,1215,SP121215,,Sphenopsis,melanotis,Sphenopsis_melanotis,Passeriformes,Thraupidae,,,,,,,,,,
450,JEJ,W12,525,W120525,,Sporathraupis ,cyanocephala,Sporathraupis _cyanocephala,Passeriformes,Thraupidae,,Philopterus-like,Philopteridae,new sp?,1,0,0,,1,
450,JEJ,W12,525,W120525,,Sporathraupis ,cyanocephala,Sporathraupis _cyanocephala,Passeriformes,Thraupidae,,,,,,,,,,
450,JEJ,W12,525,W120525,,Sporathraupis ,cyanocephala,Sporathraupis _cyanocephala,Passeriformes,Thraupidae,,,,,,,,,,
451,JEJ,W13,188,W130188,,Sporathraupis ,cyanocephala,Sporathraupis _cyanocephala,Passeriformes,Thraupidae,,Philopterus-like,Philopteridae,new sp?,2,1,0,,3,
451,JEJ,W13,188,W130188,,Sporathraupis ,cyanocephala,Sporathraupis _cyanocephala,Passeriformes,Thraupidae,,,,,,,,,,
451,JEJ,W13,188,W130188,,Sporathraupis ,cyanocephala,Sporathraupis _cyanocephala,Passeriformes,Thraupidae,,,,,,,,,,
453,JEJ,W13,566,W130566,,Sporathraupis ,cyanocephala,Sporathraupis _cyanocephala,Passeriformes,Thraupidae,,Myrsidea,Myrsidea,cyanocephalae?,2,5,3,,10,
453,JEJ,W13,566,W130566,,Sporathraupis ,cyanocephala,Sporathraupis _cyanocephala,Passeriformes,Thraupidae,,Philopterus-like,Philopteridae,new sp?,11,10,14,,35,
453,JEJ,W13,566,W130566,,Sporathraupis ,cyanocephala,Sporathraupis _cyanocephala,Passeriformes,Thraupidae,,,,,,,,,,
454,JEJ,W13,603,W130603,,Sporathraupis ,cyanocephala,Sporathraupis _cyanocephala,Passeriformes,Thraupidae,,Philopterus-like,Philopteridae,new sp?,1,0,2,,3,
454,JEJ,W13,603,W130603,,Sporathraupis ,cyanocephala,Sporathraupis _cyanocephala,Passeriformes,Thraupidae,,,,,,,,,,
454,JEJ,W13,603,W130603,,Sporathraupis ,cyanocephala,Sporathraupis _cyanocephala,Passeriformes,Thraupidae,,,,,,,,,,
291,JEJ,P11,174,P110174,,Synallaxis,cabanisi,Synallaxis_cabanisi,Passeriformes,Furnariidae,,Myrsidea,Myrsidea,new sp?,0,0,1,,1,
291,JEJ,P11,174,P110174,,Synallaxis,cabanisi,Synallaxis_cabanisi,Passeriformes,Furnariidae,,,,,,,,,,
291,JEJ,P11,174,P110174,,Synallaxis,cabanisi,Synallaxis_cabanisi,Passeriformes,Furnariidae,,,,,,,,,,
121,JUM,,V1097,V1097,,Synallaxis,rutilans,Synallaxis_rutilans,Passeriformes,Furnariidae,Yes,Myrsidea,Myrsidea,new sp./contamination?,0,1,0,,1,L-03
121,JUM,,V1097,V1097,,Synallaxis,rutilans,Synallaxis_rutilans,Passeriformes,Furnariidae,Yes,,,,,,,,,
121,JUM,,V1097,V1097,,Synallaxis,rutilans,Synallaxis_rutilans,Passeriformes,Furnariidae,Yes,,,,,,,,,
30,JUM,,V464,V464,,Synallaxis,rutilans,Synallaxis_rutilans,Passeriformes,Furnariidae,Yes,Myrsidea,Myrsidea,new sp?,8,4,5,,17,L-01
30,JUM,,V464,V464,,Synallaxis,rutilans,Synallaxis_rutilans,Passeriformes,Furnariidae,Yes,Rallicola,Rallicola,"(laticephala,…?)",0,1,1,,2,L-01
30,JUM,,V464,V464,,Synallaxis,rutilans,Synallaxis_rutilans,Passeriformes,Furnariidae,Yes,,,,,,,,,
31,JUM,,V465,V465,,Synallaxis,rutilans,Synallaxis_rutilans,Passeriformes,Furnariidae,Yes,Myrsidea,Myrsidea,new sp?,1,0,1,,2,L-01
31,JUM,,V465,V465,,Synallaxis,rutilans,Synallaxis_rutilans,Passeriformes,Furnariidae,Yes,,,,,,,,0,
31,JUM,,V465,V465,,Synallaxis,rutilans,Synallaxis_rutilans,Passeriformes,Furnariidae,Yes,,,,,,,,,
322,JEJ,P11,5937,P115937,in Soto-Patino too,Syndactyla ,ucayalae,Syndactyla _ucayalae,Passeriformes,"Furnariidae
",,Myrsidea,Myrsidea,new sp?,10,15,19,Yes,44,
322,JEJ,P11,5937,P115937,in Soto-Patino too,Syndactyla ,ucayalae,Syndactyla _ucayalae,Passeriformes,"Furnariidae
",,,,,,,,,,
322,JEJ,P11,5937,P115937,in Soto-Patino too,Syndactyla ,ucayalae,Syndactyla _ucayalae,Passeriformes,"Furnariidae
",,,,,,,,,,
11,JUM,,V168,V168,,Tachyphonus,surinamus,Tachyphonus_surinamus,Passeriformes,Thraupidae,No,Myrsidea,Myrsidea,surinami?,0,0,3,,3,L-01
11,JUM,,V168,V168,,Tachyphonus,surinamus,Tachyphonus_surinamus,Passeriformes,Thraupidae,No,,,,,,,,0,
11,JUM,,V168,V168,,Tachyphonus,surinamus,Tachyphonus_surinamus,Passeriformes,Thraupidae,No,,,,,,,,,
193,JEJ,SP12,666,SP120666,,Tangara,arthus,Tangara_arthus,Passeriformes,Thraupidae,Yes,Myrsidea,Myrsidea,(various species?),2,1,5,,8,L-05
193,JEJ,SP12,666,SP120666,,Tangara,arthus,Tangara_arthus,Passeriformes,Thraupidae,Yes,,,,,,,,,
193,JEJ,SP12,666,SP120666,,Tangara,arthus,Tangara_arthus,Passeriformes,Thraupidae,Yes,,,,,,,,,
183,JEJ,SP12,1081,SP121081,,Tangara,arthus,Tangara_arthus,Passeriformes,Thraupidae,Yes?,Myrsidea,Myrsidea,(various species?),0,2,1,0,2,L-04
183,JEJ,SP12,1081,SP121081,,Tangara,arthus,Tangara_arthus,Passeriformes,Thraupidae,Yes?,,,,,,,,,
183,JEJ,SP12,1081,SP121081,,Tangara,arthus,Tangara_arthus,Passeriformes,Thraupidae,Yes?,,,,,,,,,
204,JEJ,SP12,1138,SP121138,,Tangara,arthus,Tangara_arthus,Passeriformes,Thraupidae,Yes,Myrsidea,Myrsidea,(various species?),1,0,0,,1,L-05
204,JEJ,SP12,1138,SP121138,,Tangara,arthus,Tangara_arthus,Passeriformes,Thraupidae,Yes,,,,,,,,,
204,JEJ,SP12,1138,SP121138,,Tangara,arthus,Tangara_arthus,Passeriformes,Thraupidae,Yes,,,,,,,,,
206,JEJ,SP12,1308,SP121308,,Tangara,arthus,Tangara_arthus,Passeriformes,Thraupidae,Yes,Myrsidea,Myrsidea,(various species?),0,1,0,,1,L-05
206,JEJ,SP12,1308,SP121308,,Tangara,arthus,Tangara_arthus,Passeriformes,Thraupidae,Yes,,,,,,,,,
206,JEJ,SP12,1308,SP121308,,Tangara,arthus,Tangara_arthus,Passeriformes,Thraupidae,Yes,,,,,,,,,
217,JEJ,TL12,104,TL120104,,Tangara,arthus,Tangara_arthus,Passeriformes,Thraupidae,Yes,Myrsidea,Myrsidea,(various species?),2,4,1,,7,L-05
217,JEJ,TL12,104,TL120104,,Tangara,arthus,Tangara_arthus,Passeriformes,Thraupidae,Yes,,,,,,,,,
217,JEJ,TL12,104,TL120104,,Tangara,arthus,Tangara_arthus,Passeriformes,Thraupidae,Yes,,,,,,,,,
287,JEJ,P11,137,P110137,,Tangara,schrankii,Tangara_schrankii,Passeriformes,Thraupidae,,Myrsidea,Myrsidea,saviti?,1,2,1,,4,
287,JEJ,P11,137,P110137,,Tangara,schrankii,Tangara_schrankii,Passeriformes,Thraupidae,,,,,,,,,,
287,JEJ,P11,137,P110137,,Tangara,schrankii,Tangara_schrankii,Passeriformes,Thraupidae,,,,,,,,,,
312,JEJ,P11,373,P110373,,Tangara,schrankii,Tangara_schrankii,Passeriformes,Thraupidae,,Myrsidea,Myrsidea,saviti?,1,1,4,,6,
312,JEJ,P11,373,P110373,,Tangara,schrankii,Tangara_schrankii,Passeriformes,Thraupidae,,,,,,,,,,
312,JEJ,P11,373,P110373,,Tangara,schrankii,Tangara_schrankii,Passeriformes,Thraupidae,,,,,,,,,,
82,JUM,,968,968,,Terenotriccus,erythrurus,Terenotriccus_erythrurus,Passeriformes,Tyrannidae,Yes,Myrsidea,Myrsidea,new sp?,1,0,0,,1,L-02
82,JUM,,968,968,,Terenotriccus,erythrurus,Terenotriccus_erythrurus,Passeriformes,Tyrannidae,Yes,,,,,,,,,
82,JUM,,968,968,,Terenotriccus,erythrurus,Terenotriccus_erythrurus,Passeriformes,Tyrannidae,Yes,,,,,,,,,
85,JUM,,4182,4182,,Terenotriccus,erythrurus,Terenotriccus_erythrurus,Passeriformes,Tyrannidae,Yes,Myrsidea,Myrsidea,new sp?,0,0,1,,1,L-02
85,JUM,,4182,4182,,Terenotriccus,erythrurus,Terenotriccus_erythrurus,Passeriformes,Tyrannidae,Yes,,,,,,,,,
85,JUM,,4182,4182,,Terenotriccus,erythrurus,Terenotriccus_erythrurus,Passeriformes,Tyrannidae,Yes,,,,,,,,,
86,JUM,,4281,4281,,Terenotriccus,erythrurus,Terenotriccus_erythrurus,Passeriformes,Tyrannidae,Yes,Myrsidea,Myrsidea,new sp?,0,0,1,,1,L-02
86,JUM,,4281,4281,,Terenotriccus,erythrurus,Terenotriccus_erythrurus,Passeriformes,Tyrannidae,Yes,,,,,,,,,
86,JUM,,4281,4281,,Terenotriccus,erythrurus,Terenotriccus_erythrurus,Passeriformes,Tyrannidae,Yes,,,,,,,,,
280,JEJ,P11,100,P110100,,Terenotriccus,erythrurus,Terenotriccus_erythrurus,Passeriformes,"Tityridae
",,Ricinus,Ricinus,new sp?,0,0,1,,1,
280,JEJ,P11,100,P110100,,Terenotriccus,erythrurus,Terenotriccus_erythrurus,Passeriformes,"Tityridae
",,,,,,,,,,
280,JEJ,P11,100,P110100,,Terenotriccus,erythrurus,Terenotriccus_erythrurus,Passeriformes,"Tityridae
",,,,,,,,,,
325,JEJ,P11,5948,P115948,,Terenotriccus,erythrurus,Terenotriccus_erythrurus,Passeriformes,"Tityridae
",,Myrsidea,Myrsidea,new sp?,1,0,0,,1,
325,JEJ,P11,5948,P115948,,Terenotriccus,erythrurus,Terenotriccus_erythrurus,Passeriformes,"Tityridae
",,,,,,,,,,
325,JEJ,P11,5948,P115948,,Terenotriccus,erythrurus,Terenotriccus_erythrurus,Passeriformes,"Tityridae
",,,,,,,,,,
32,JUM,,V466,V466,,Terenotriccus,erythrurus,Terenotriccus_erythrurus,Passeriformes,Tyrannidae,Yes,Myrsidea,Myrsidea,new sp?,0,0,4,,4,L-01
32,JUM,,V466,V466,,Terenotriccus,erythrurus,Terenotriccus_erythrurus,Passeriformes,Tyrannidae,Yes,,,,,,,,0,
32,JUM,,V466,V466,,Terenotriccus,erythrurus,Terenotriccus_erythrurus,Passeriformes,Tyrannidae,Yes,,,,,,,,,
424,JEJ,P11,6223,P116223,,Thalurania,furcata,Thalurania_furcata,Apodiformes,Trochilidae,,Ricinus,Ricinus,new sp?,1,0,0,,1,
424,JEJ,P11,6223,P116223,,Thalurania,furcata,Thalurania_furcata,Apodiformes,Trochilidae,,,,,,,,,,
424,JEJ,P11,6223,P116223,,Thalurania,furcata,Thalurania_furcata,Apodiformes,Trochilidae,,,,,,,,,,
40,JUM,,M496,M496,,Thamnophilus,murinus,Thamnophilus_murinus,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,(dacostai?),0,0,1,,1,L-01
40,JUM,,M496,M496,,Thamnophilus,murinus,Thamnophilus_murinus,Passeriformes,Thamnophilidae,Yes,,,,,,,,0,
40,JUM,,M496,M496,,Thamnophilus,murinus,Thamnophilus_murinus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
302,JEJ,P11,296,P110296,,Thamnophilus,schistaceus,Thamnophilus_schistaceus,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,new sp?,1,1,1,,3,
302,JEJ,P11,296,P110296,,Thamnophilus,schistaceus,Thamnophilus_schistaceus,Passeriformes,Thamnophilidae,,Philopteridae,Philopteridae,new sp?,0,0,3,0,3,
302,JEJ,P11,296,P110296,,Thamnophilus,schistaceus,Thamnophilus_schistaceus,Passeriformes,Thamnophilidae,,,,,,,,,,
356,JEJ,P11,6120,P116120,,Thamnophilus,schistaceus,Thamnophilus_schistaceus,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,new sp?,2,0,0,,2,
356,JEJ,P11,6120,P116120,,Thamnophilus,schistaceus,Thamnophilus_schistaceus,Passeriformes,Thamnophilidae,,,,,,,,,,
