#,Collection,Sample_Group,Sample No. #,Sample Full #,Host genus,Host species,Host Order,Host Family,Box Location,Mite Group,Mite Genus,Mite Species,Total,Mite Group2,Mite Genus2,Mite Species2,Total2,Comment,total_mites,,,,
629,JEJ,P11,157,P110157,Pteroglossus,azara,Piciformes,Ramphastidae,,Feather,,,3,,,,,,3,,,,
630,JEJ,P11,166,P110166,Turdus,albicollis,Passeriformes,Turdidae,,Feather,,,5,,,,,,5,,,,
631,JEJ,P11,174,P110174,Synallaxis,cabanisi,Passeriformes,Furnariidae,,Feather,,,10,,,,,,10,,,,
632,JEJ,P11,175,P110175,Lepidothrix,coronata,Passeriformes,Pipridae,,Feather,,,2,,,,,,2,,,,
633,JEJ,P11,185,P110185,Mionectes,oleagineus,Passeriformes,Tyrannidae,,Feather,,,6,,,,,,6,,,,
634,JUM,V,1239,V1239,Cacicus,cela,Passeriformes,Icteridae,,Feather,,,3,Trombiculid,,,1,,4,,,,
635,JUM,V,1268,V1268,Xiphorhynchus,elegans,Passeriformes,Furnariidae,,Feather,,,8,,,,,,8,,,,
636,JUM,V,1288,V1288,Thamnophilus,murinus,Passeriformes,Thamnophilidae,,Feather,,,2,,,,,,2,,,,
637,JUM,V,1235,V1235,Xiphorhynchus,elegans,Passeriformes,Furnariidae,,Feather,,,5,Trombiculid,,,1,,6,,,,
638,JUM,V,1244,V1244,Glyphorynchus,spirurus,Passeriformes,Furnariidae,,Mesostigmatid,,,2,,,,,,2,,,,
639,JUM,V,1264,V1264,Dendrocincla,fuliginosa,Passeriformes,"Furnariidae
",,Feather,,,1,,,,,,1,,,,
640,JUM,V,1220,V1220,Dendrocincla,merula,Passeriformes,"Furnariidae
",,Feather,,,1,,,,,,1,,,,
641,JEJ,P11,190,P110190,Lepidothrix,coronata,Passeriformes,Pipridae,,Feather,,,5,,,,,,5,,,,
642,JEJ,P11,192,P110192,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Feather ,,,4,,,,,,4,,,,
643,JEJ,P11,193,P110193,Pipra,fasciicauda,Passeriformes,Pipridae,,Feather,,,20,,,,,,20,,,,
644,JEJ,P11,198,P110198,Mionectes,oleagineus,Passeriformes,Tyrannidae,"(could me P110203), bad labels",Feather,,,1,,,,,,1,,,,
645,JEJ,P11,198,P110203,Mionectes,oleagineus,Passeriformes,Tyrannidae,"(could me P110198), bad labels",Feather,,,27,,,,,,27,,,,
646,JEJ,P11,207,P110207,Pteroglossus,beauharnaisii,Piciformes,Ramphastidae,,Feather,,,10,,,,,,10,,,,
647,JEJ,P11,208,P110208,Pteroglossus,beauharnaisii,Piciformes,Ramphastidae,,Feather,,,11,,,,,,11,,,,
648,JEJ,P11,222,P110222,Mionectes,oleagineus,Passeriformes,Tyrannidae,,Feather,,,11,,,,,,11,,,,
649,JEJ,P11,232,P110232,Automolus,ochrolaemus,Passeriformes,Furnariidae,,Feather,,,1,,,,,,1,,,,
650,JEJ,P11,246,P110246,Ceratopipra ,chloromeros,Passeriformes,Pipridae,,Feather,,,6,,,,,,6,,,,
651,JEJ,P11,256,P110256,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Feather,,,1,,,,,,1,,,,
652,JEJ,P11,258,P110258,Lepidothrix,coronata,Passeriformes,Pipridae,,Feather,,,1,,,,,,1,,,,
653,JEJ,P11,269,P110269,Lepidothrix,coronata,Passeriformes,Pipridae,,Feather,,,1,,,,,,1,,,,
654,JEJ,P11,273,P110273,Euphonia,xanthogaster,Passeriformes,Fringillidae,,Feather,,,19,,,,,,19,,,,
655,JEJ,P11,278,P110278,Ceratopipra ,chloromeros,Passeriformes,Pipridae,,Feather,,,1,,,,,,1,,,,
656,JEJ,P11,293,P110293,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Feather,,,1,,,,,,1,,,,
657,JEJ,P11,294,P110294,Terenotriccus,erythrurus,Passeriformes,"Tityridae
",,Feather,,,16,,,,,,16,,,,
658,JEJ,P11,295,P110295,Catharus,ustulatus,Passeriformes,Turdidae,,Feather,,,20,,,,,,20,,,,
659,JEJ,P11,296,P110296,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,,Feather,,,15,,,,,,15,,,,
660,JEJ,P11,311,P110311,Mionectes,oleagineus,Passeriformes,Tyrannidae,,Feather,,,1,,,,,,1,,,,
661,JEJ,P11,317,P110317,Lepidothrix,coronata,Passeriformes,Pipridae,,Feather,,,1,,,,,,1,,,,
662,JEJ,P11,322,P110322,Pipra,fasciicauda,Passeriformes,Pipridae,,Feather,,,3,,,,,,3,,,,
663,JEJ,P11,323,P110323,Arremon,taciturnus,Passeriformes,Passerellidae,,Feather,,,16,Oribatida,,,1,,17,,,,
664,JEJ,P11,325,P110325,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,,Feather,,,1,,,,,,1,,,,
665,JEJ,P11,330,P110330,Campylopterus,largipennis,Apodiformes,Trochilidae,,Feather,,,24,,,,,,24,,,,
666,JEJ,P11,331,P110331,Pipra,fasciicauda,Passeriformes,Pipridae,,Feather,,,7,,,,,,7,,,,
667,JEJ,P11,332,P110332,Pipra,fasciicauda,Passeriformes,Pipridae,,Feather,,,6,,,,,,6,,,,
668,JEJ,P11,333,P110333,Lepidothrix,coronata,Passeriformes,Pipridae,,Feather,,,5,Oribatida,,,1,,6,,,,
669,JEJ,P11,334,P110334,Turdus,albicollis,Passeriformes,Turdidae,,Feather,,,5,Trombiculid,,,1,,6,,,,
670,JEJ,P11,338,P110338,Mionectes,oleagineus,Passeriformes,Tyrannidae,,Feather,,,2,Oribatida,,,1,,3,,,,
671,JEJ,P11,343,P110343,Lepidothrix,coronata,Passeriformes,Pipridae,,Oribatida,,,1,,,,,,1,,,,
672,JEJ,P11,346,P110346,Arremon,taciturnus,Passeriformes,Passerellidae,,Feather,,,15,Trombiculid,,,1,,16,,,,
673,JEJ,P11,348,P110348,Mionectes,oleagineus,Passeriformes,Tyrannidae,missing tube?,Feather,,,,,,,,,0,,,,
674,JEJ,P11,357,P110357,Ceratopipra ,chloromeros,Passeriformes,Pipridae,,Feather,,,9,Oribatida,,,1,,10,,,,
675,JEJ,P11,360,P110360,Ceratopipra ,chloromeros,Passeriformes,Pipridae,,Feather,,,38,,,,,,38,,,,
676,JEJ,P11,361,P110361,Ceratopipra ,chloromeros,Passeriformes,Pipridae,,Feather,,,53,,,,,,53,,,,
677,JEJ,P11,364,P110364,Aulacorhynchus,prasinus,Piciformes,Ramphastidae,,Feather,,,1,,,,,,1,,,,
678,JEJ,P11,367,P110367,Xenops,minutus,Passeriformes,Furnariidae,,Feather,,,2,Oribatida,,,1,,3,,,,
679,JEJ,P11,373,P110373,Tangara,schrankii,Passeriformes,Thraupidae,,Feather,,,1,,,,,,1,,,,
680,JEJ,P11,375,P110375,Mionectes,oleagineus,Passeriformes,Tyrannidae,,Feather,,,2,,,,,,2,,,,
681,JEJ,P11,392,P110392,Catharus,ustulatus,Passeriformes,Turdidae,,Feather,,,10,Trombiculid,,,1,,11,,,,
682,JEJ,P11,396,P110396,Epinecrophylla,erythrura,Passeriformes,Thamnophilidae,,Oribatida,,,1,,,,,,1,,,,
683,JEJ,P11,399,P110399,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Mesostigmatid,,,3,Feather,,,2,,5,,,,
684,JEJ,P11,402,P110402,Catharus,ustulatus,Passeriformes,Turdidae,,Feather,,,63,Trombiculid,,,3,,66,,1,,
685,JEJ,P11,404,P110404,Mionectes,oleagineus,Passeriformes,Tyrannidae,,Mesostigmatid,,,1,Feather,,,1,,2,,,,
686,JEJ,P11,405,P110405,Cyanocompsa,cyanoides,Passeriformes,Cardinalidae,,Feather,,,59,,,,,,59,,,,
687,JEJ,P11,412,P110412,Ceratopipra ,chloromeros,Passeriformes,Pipridae,,Feather,,,1,Unknown,,,1,,2,,,,
688,JEJ,P11,417,P110417,Geotrygon,montana,Columbiformes,"Columbidae
",,Feather,,,3,Oribatida,,,2,,5,,,,
689,JEJ,P11,418,P110418,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,,Unknown,,,1,,,,,,1,,,,
690,JEJ,P11,420,P110420,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Mesostigmatid,,,1,Oribatida,,,1,Feather,2,,1,,
691,JEJ,P11,422,P110422,Lepidothrix,coronata,Passeriformes,Pipridae,,Feather,,,1,,,,,,1,,,,
692,JEJ,P11,424,P110424,Saltator,maximus,Passeriformes,Thraupidae,,Feather,,,1,Oribatida,,,1,,2,,,,
693,JEJ,P11,5895,P115895,Mionectes ,olivaceus,Passeriformes,Tyrannidae,,Feather,,,1,Oribatida (shell),,,1,,2,,,,
694,JEJ,P11,5906,P115906,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Feather,,,501,Unknown,,,1,,502,,,,
695,JEJ,P11,5910,P115910,Cyanocompsa,cyanoides,Passeriformes,Cardinalidae,,Feather,,,277,Oribatida (shell),,,1,,278,,,,
696,JEJ,P11,5919,P115919,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Feather,,,148,Unknown,,,1,,149,,,,
697,JEJ,P11,5925,P115925,Phlegopsis,nigromaculata,Passeriformes,Thamnophilidae,,Feather,,,13,Trombiculid,,,2,Unknown,15,,2,,
698,JEJ,P11,5929,P115929,Automolus,melanopezus,Passeriformes,Furnariidae,,Feather,,,151,,,,,,151,,,,
699,JEJ,P11,5932,P115932,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Feather,,,353,,,,,,353,,,,
700,JEJ,P11,5935,P115935,Xenops,minutus,Passeriformes,Furnariidae,,Feather,,,32,Oribatida,,,1,,33,,,,
701,JEJ,P11,5936,P115936,Sclerurus,mexicanus,Passeriformes,"Furnariidae
",,Feather,,,255,,,,,,255,,,,
702,JEJ,P11,5937,P115937,Syndactyla ,ucayalae,Passeriformes,"Furnariidae
",,Feather,,,248,,,,,,248,,,,
703,JEJ,P11,5940,P115940,Percnostola,goeldii,Passeriformes,Thamnophilidae,,Feather,,,11,,,,,,11,,,,
704,JEJ,P11,5942,P115942,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,,Feather,,,8,,,,,,8,,,,
705,JEJ,P11,5944,P115944,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Feather,,,5,,,,,,5,,,,
706,JEJ,P11,5945,P115945,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,,Trombiculid,,,2,,,,,,2,,,,
707,JEJ,P11,5948,P115948,Terenotriccus,erythrurus,Passeriformes,"Tityridae
",,Feather,,,48,,,,,,48,,,,
708,JEJ,P11,5950,P115950,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Oribatida,,,1,,,,,,1,,,,
709,JEJ,P11,5952,P115952,Pipra,fasciicauda,Passeriformes,Pipridae,,Feather,,,16,,,,,,16,,,,
710,JEJ,P11,5955,P115955,Ceratopipra ,chloromeros,Passeriformes,Pipridae,,Feather,,,22,,,,,,22,,,,
711,JEJ,P11,5956,P115956,Pipra,fasciicauda,Passeriformes,Pipridae,,Feather,,,14,,,,,,14,,,,
712,JEJ,P11,5958,P115958,Mionectes,oleagineus,Passeriformes,Tyrannidae,,Feather,,,78,Mesostigmatid,,,1,,79,,,,
713,JEJ,P11,5959,P115959,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Feather,,,268,,,,,,268,,,,
714,JEJ,P11,5960,P115960,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Feather,,,73,Unknown,,,2,,75,,,,
715,JEJ,P11,5964,P115964,Pipra,fasciicauda,Passeriformes,Pipridae,,Feather,,,107,,,,,,107,,,,
716,JEJ,P11,5984,P115984,Cyphorhinus,arada,Passeriformes,Troglodytidae,,Feather,,,47,Mesostigmatid,,,5,,52,,,,
717,JEJ,P11,5991,P115991,Percnostola,goeldii,Passeriformes,Thamnophilidae,,Feather,,,13,,,,,,13,,,,
718,JEJ,P11,5993,P115993,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,,Feather,,,31,Oribatida,,,1,,32,,,,
719,JEJ,P11,5999,P115999,Anabazenops,dorsalis,Passeriformes,Furnariidae,,Feather,,,1,Unknown,,,1,,2,,,,
720,JEJ,P11,6004,P116004,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Feather,,,71,,,,,,71,,,,
721,JEJ,P11,6005,P116005,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Feather,,,12,,,,,,12,,,,
722,JEJ,P11,6007,P116007,Mionectes,oleagineus,Passeriformes,Tyrannidae,,Feather,,,12,,,,,,12,,,,
723,JEJ,P11,6012,P116012,Pipra,fasciicauda,Passeriformes,Pipridae,,Feather,,,90,Oribatida,,,2,,92,,,,
724,JEJ,P11,6013,P116013,Lepidothrix,coronata,Passeriformes,Pipridae,,Feather,,,25,,,,,,25,,,,
725,JEJ,P11,6014,P116014,Pipra,fasciicauda,Passeriformes,Pipridae,,Feather,,,27,,,,,,27,,,,
726,JEJ,P11,6019,P116019,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Feather,,,425,,,,,,425,,,,
727,JEJ,P11,6022,P116022,Pipra,fasciicauda,Passeriformes,Pipridae,,Feather,,,7,,,,,,7,,,,
728,JEJ,P11,6030,P116030,Myrmoborus,myotherinus,Passeriformes,Thamnophilidae,,Feather,,,24,,,,,,24,,,,
729,JEJ,P11,6034,P116034,Dendroma,rufa,Passeriformes,"Furnariidae
",,Feather,,,34,,,,,,34,,,,
730,JEJ,P11,6037,P116037,Epinecrophylla,leucophthalma,Passeriformes,Thamnophilidae,,Feather,,,4,,,,,,4,,,,
731,JEJ,P11,6041,P116041,Arremon,taciturnus,Passeriformes,Passerellidae,,Feather,,,7,,,,,,7,,,,
732,JEJ,P11,6043,P116043,Myrmoborus,myotherinus,Passeriformes,Thamnophilidae,,Feather,,,1,,,,,,1,,,,
733,JEJ,P11,6048,P116048,Deconychura,longicauda,Passeriformes,"Furnariidae
",,Feather,,,4,,,,,,4,,,,
734,JEJ,P11,6049,P116049,Piprites,chloris,Passeriformes,Tyrannidae,,Feather,,,53,Oribatida,,,1,,54,,,,
735,JEJ,P11,6051,P116051,Lepidothrix,coronata,Passeriformes,Pipridae,,Feather,,,27,,,,,,27,,,,
736,JEJ,P11,6053,P116053,Ceratopipra ,chloromeros,Passeriformes,Pipridae,,Feather,,,16,,,,,,16,,,,
737,JEJ,P11,6054,P116054,Ceratopipra ,chloromeros,Passeriformes,Pipridae,,Feather,,,53,,,,,,53,,,,
738,JEJ,P11,6057,P116057,Automolus,infuscatus,Passeriformes,Furnariidae,,Feather,,,69,,,,,,69,,,,
739,JEJ,P11,6058,P116058,Habia,rubica,Passeriformes,Cardinalidae,,Feather,,,94,,,,,,94,,,,
740,JEJ,P11,6059,P116059,Laniocera,hypopyrra,Passeriformes,"Tityridae
",,Feather,,,50,,,,,,50,,,,
741,JEJ,P11,6068,P116068,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Feather,,,80,,,,,,80,,,,
742,JEJ,P11,6079,P116079,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Feather,,,25,,,,,,25,,,,
743,JEJ,P11,6082,P116082,Conopophaga,peruviana,Passeriformes,Conopophagidae,,Feather,,,58,,,,,,58,,,,
744,JEJ,P11,6085,P116085,Habia,rubica,Passeriformes,Cardinalidae,,Feather,,,26,,,,,,26,,,,
745,JEJ,P11,6092,P116092,Dichrozona,cincta,Passeriformes,Thamnophilidae,,Feather,,,46,,,,,,46,,,,
746,JEJ,P11,6094,P116094,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Feather,,,135,,,,,,135,,,,
747,JEJ,P11,6096,P116096,Xenops,minutus,Passeriformes,Furnariidae,,Feather,,,567,,,,,,567,,,,
748,JEJ,P11,6097,P116097,Xenops,minutus,Passeriformes,Furnariidae,,Feather,,,2,,,,,,2,,,,
749,JEJ,P11,6110,P116110,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Feather,,,6,,,,,,6,,,,
750,JEJ,P11,6120,P116120,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,,Feather,,,8,,,,,,8,,,,
751,JEJ,P11,6111,P116111,Pipra,fasciicauda,Passeriformes,Pipridae,,Feather,,,98,,,,,,98,,,,
752,JEJ,P11,6112,P116112,Mionectes,macconnelli,Passeriformes,Tyrannidae,,Feather,,,18,,,,,,18,,,,
753,JEJ,P11,6115,P116115,Arremon,taciturnus,Passeriformes,Passerellidae,,Feather,,,92,,,,,,92,,,,
754,JEJ,P11,6116,P116116,Myrmoborus,lophotes,Passeriformes,Thamnophilidae,,Feather,,,431,,,,,,431,,,,
755,JEJ,P11,6121,P116121,Pipra,fasciicauda,Passeriformes,Pipridae,,Feather,,,8,,,,,,8,,,,
756,JEJ,P11,6131,P116131,Laniocera,hypopyrra,Passeriformes,"Tityridae
",,Feather,,,1,Oribatida,,,1,,2,,,,
757,JEJ,P11,6150,P116150,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Feather,,,12,,,,,,12,,,,
758,JEJ,P11,6151,P116151,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Feather,,,2,,,,,,2,,,,
759,JEJ,P11,6152,P116152,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Feather,,,8,Oribatida,,,2,,10,,,,
760,JEJ,P11,6206,P116206,Sciaphylax,hemimelaena,Passeriformes,Thamnophilidae,,Feather,,,31,,,,,,31,,,,
761,JEJ,P11,6215,P116215,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Feather,,,4,,,,,,4,,,,
762,JEJ,P11,6245,P116245,Automolus,ochrolaemus,Passeriformes,Furnariidae,,Feather,,,24,,,,,,24,,,,
763,JEJ,P11,6261,P116261,Deconychura,longicauda,Passeriformes,"Furnariidae
",,Mesostigmatid,,,46,Feather,,,171,,217,,,,
764,JEJ,P11,6276,P116276,Automolus,ochrolaemus,Passeriformes,Furnariidae,,Feather,,,33,,,,,,33,,,,
765,JEJ,P11,6287,P116287,Automolus,ochrolaemus,Passeriformes,Furnariidae,,Feather,,,98,Oribatida,,,1,,99,,,,
766,JEJ,P11,6325,P116325,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Feather,,,6,,,,,,6,,,,
767,JEJ,P12,615,P120615,Arremon,taciturnus,Passeriformes,Passerellidae,,Feather,,,1,,,,,,1,,,,
768,JEJ,P12,621,P120621,Sciaphylax,hemimelaena,Passeriformes,Thamnophilidae,,Feather,,,1,,,,,,1,,,,
769,JEJ,P12,629,P120629,Percnostola,goeldii,Passeriformes,Thamnophilidae,,Feather,,,5,,,,,,5,,,,
770,JEJ,P12,703,P120703,Glyphorynchus,spirurus,Passeriformes,Furnariidae,,Oribatida,,,1,,,,,,1,,,,
771,JEJ,P12,676,P120676,Phlegopsis,nigromaculata,Passeriformes,Thamnophilidae,,Feather,,,1,,,,,,1,,,,
772,JEJ,P12,685,P120685,Myrmotherula,menetriesii,Passeriformes,Thamnophilidae,,Feather,,,1,,,,,,1,,,,
773,JEJ,P12,695,P120695,Myrmotherula,longipennis,Passeriformes,Thamnophilidae,,Feather,,,1,,,,,,1,,,,
774,JEJ,P12,711,P120711,Automolus,ochrolaemus,Passeriformes,Furnariidae,,Feather,,,8,,,,,,8,,,,
775,JEJ,P12,712,P120712,Habia,rubica,Passeriformes,Cardinalidae,,Feather,,,180,,,,,,180,,,,
776,JEJ,P12,716,P120716,Pipra,fasciicauda,Passeriformes,Pipridae,,Feather,,,1,,,,,,1,,,,
777,JEJ,P12,744,P120744,Terenotriccus,erythrurus,Passeriformes,"Tityridae
",,Feather,,,4,,,,,,4,,,,
778,JEJ,P12,779,P120779,Arremon,taciturnus,Passeriformes,Passerellidae,,Feather,,,3,,,,,,3,,,,
779,JEJ,P12,795,P120795,Xiphorhynchus,elegans,Passeriformes,Furnariidae,,Feather,,,23,,,,,,23,,,,
780,JEJ,P12,790,P120790,Arremon,taciturnus,Passeriformes,Passerellidae,,Oribatida,,,1,,,,,,1,,,,
781,JEJ,P12,799,P120799,Myrmotherula,menetriesii,Passeriformes,Thamnophilidae,,Feather,,,1,,,,,,1,,,,
782,JEJ,P12,814,P120814,Habia,rubica,Passeriformes,Cardinalidae,,Feather,,,18,,,,,,18,,,,
783,JEJ,P12,870,P120870,Ramphotrigon,fuscicauda,Passeriformes,Tyrannidae,,Feather,,,6,Mesostigmatid,,,1,,7,,,,
784,JEJ,P12,913,P120913,Habia,rubica,Passeriformes,Cardinalidae,,Feather,,,18,,,,,,18,,,,
785,JEJ,P12,920,P120920,Arremon,taciturnus,Passeriformes,Passerellidae,,Feather,,,6,,,,,,6,,,,
786,JEJ,P12,1042,P121042,Arremon,taciturnus,Passeriformes,Passerellidae,,Feather,,,6,,,,,,6,,,,
787,JEJ,P12,1135,P121135,Phlegopsis,nigromaculata,Passeriformes,Thamnophilidae,,Feather,,,1,,,,,,1,,,,
788,JEJ,P12,1399,P121399,Xiphorhynchus,elegans,Passeriformes,Furnariidae,,Feather,,,1,,,,,,1,,,,
789,JEJ,P12,1417,P121417,Arremon,taciturnus,Passeriformes,Passerellidae,,Feather,,,7,,,,,,7,,,,
790,JEJ,P12,1430,P121430,Arremon,taciturnus,Passeriformes,Passerellidae,,Feather,,,1,,,,,,1,,,,
791,JEJ,P12,1508,P121508,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Feather,,,1,,,,,,1,,,,
792,JEJ,P12,1575,P121575,Tangara,schrankii,Passeriformes,Thraupidae,,Feather,,,2,Oribatida,,,1,,3,,,,
793,JEJ,P12,1580,P121580,Terenotriccus,erythrurus,Passeriformes,"Tityridae
",,Feather,,,6,,,,,,6,,,,
794,JEJ,P13,2,P130002,Rhytipterna,simplex,Passeriformes,Tyrannidae,,Feather,,,2,,,,,,2,,,,
795,JEJ,P13,3,P130003,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Feather,,,1,,,,,,1,,,,
796,JEJ,P13,60,P130060,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,,Feather,,,5,,,,,,5,,,,
797,JEJ,P13,298,P130298,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Feather,,,28,,,,,,28,,,,
798,JEJ,P13,269,P130269,Arremon,taciturnus,Passeriformes,Passerellidae,,Feather,,,3,,,,,,3,,,,
799,JEJ,P13,182,P130182,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Feather,,,15,,,,,,15,,,,
800,JEJ,P13,67,P130067,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,,Feather,,,1,,,,,,1,,,,
801,JEJ,P13,131,P130131,Arremon,taciturnus,Passeriformes,Passerellidae,,Feather,,,1,,,,,,1,,,,
802,JEJ,P13,155,P130155,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Feather,,,1,,,,,,1,,,,
803,JEJ,P13,180,P130180,Oneillornis,salvini,Passeriformes,Thamnophilidae,,Feather,,,1,,,,,,1,,,,
804,JEJ,SP12,1342,SP121342,Myrmotherula,schisticolor,Passeriformes,Thamnophilidae,,Feather,,,12,,,,,,12,,,,
805,JEJ,SP12,1402,SP121402,Myiothlypis,coronata,Passeriformes,Parulidae,,Feather,,,2,,,,,,2,,,,
806,JEJ,SP12,1325,SP121325,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,,Feather,,,12,Mesostigmatid,,,13,,25,,,,
807,JEJ,P13,334,P130334,Rhytipterna,simplex,Passeriformes,Tyrannidae,,Feather,,,3,Mesostigmatid,,,1,,4,,,,
808,JEJ,P13,351,P130351,Arremon,taciturnus,Passeriformes,Passerellidae,,Feather,,,6,,,,,,6,,,,
809,JEJ,P13,353,P130353,Automolus,ochrolaemus,Passeriformes,Furnariidae,,Feather,,,1,,,,,,1,,,,
810,JEJ,P13,443,P130443,Phlegopsis,nigromaculata,Passeriformes,Thamnophilidae,,Feather,,,4,,,,,,4,,,,
811,JEJ,P13,392,P130392,Deconychura,longicauda,Passeriformes,"Furnariidae
",,Feather,,,5,,,,,,5,,,,
812,JEJ,P13,803,P130803,Ramphotrigon,fuscicauda,Passeriformes,Tyrannidae,,Feather,,,37,,,,,,37,,,,
813,JEJ,P13,887,P130887,Sciaphylax,hemimelaena,Passeriformes,Thamnophilidae,,Feather,,,1,,,,,,1,,,,
814,JEJ,SP11,4,SP110004,Trichothraupis,melanops,Passeriformes,Thraupidae,,Feather,,,58,,,,,,58,,,,
815,JEJ,SP11,9,SP110009,Myiothlypis,coronata,Passeriformes,Parulidae,,Feather,,,12,,,,,,12,,,,
816,JEJ,SP11,17,SP110017,Myiothlypis,coronata,Passeriformes,Parulidae,,Feather,,,1,,,,,,1,,,,
817,JEJ,SP11,27,SP110027,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,Feather,,,3,,,,,,3,,,,
818,JEJ,SP11,39,SP110039,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,Feather,,,2,,,,,,2,,,,
819,JEJ,SP11,38,SP110038,Trichothraupis,melanops,Passeriformes,Thraupidae,,Feather,,,1,,,,,,1,,,,
820,JEJ,SP11,69,SP110069,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,Feather,,,1,,,,,,1,,,,
821,JEJ,SP11,94,SP110094,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,,Feather,,,1,,,,,,1,,,,
822,JEJ,SP11,41,SP110041,Myiothlypis,coronata,Passeriformes,Parulidae,,Feather,,,4,,,,,,4,,,,
823,JEJ,SP11,42,SP110042,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,,Feather,,,28,Mesostigmatid,,,6,,34,,,,
824,JEJ,SP11,47,SP110047,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,Feather,,,2,,,,,,2,,,,
825,JEJ,SP11,126,SP110126,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,,Feather,,,7,,,,,,7,,,,
826,JEJ,SP11,320,SP110320,Trichothraupis,melanops,Passeriformes,Thraupidae,,Feather,,,4,,,,,,4,,,,
827,JEJ,SP11,159,SP110159,Myiothlypis,bivittata,Passeriformes,Parulidae,,Feather,,,4,,,,,,4,,,,
828,JEJ,SP11,367,SP110367,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,Feather?,,,1,,,,,,1,,,,
829,JEJ,SP12,57,SP120057,Myiothlypis,coronata,Passeriformes,Parulidae,,Feather,,,2,Oribatida,,,1,,3,,,,
830,JEJ,SP12,65,SP120065,Lophotriccus,pileatus,Passeriformes,Tyrannidae,,Feather,,,2,,,,,,2,,,,
831,JEJ,SP12,80,SP120080,Myiothlypis,coronata,Passeriformes,Parulidae,,Feather,,,6,,,,,,6,,,,
832,JEJ,SP12,62,SP120062,Trichothraupis,melanops,Passeriformes,Thraupidae,,Feather,,,76,,,,,,76,,,,
833,JEJ,SP12,660,SP120660,Myiothlypis,bivittata,Passeriformes,Parulidae,,Feather,,,6,,,,,,6,,,,
834,JEJ,SP12,670,SP120670,Trichothraupis,melanops,Passeriformes,Thraupidae,,Feather,,,7,,,,,,7,,,,
835,JEJ,SP12,809,SP120809,Myiothlypis,bivittata,Passeriformes,Parulidae,,Feather,,,4,,,,,,4,,,,
836,JEJ,SP12,778,SP120778,Myiothlypis,coronata,Passeriformes,Parulidae,,Feather,,,2,,,,,,2,,,,
837,JEJ,SP12,54,SP120054,Myiothlypis,coronata,Passeriformes,Parulidae,,Feather,,,43,,,,,,43,,,,
838,JEJ,SP12,764,SP120764,Trichothraupis,melanops,Passeriformes,Thraupidae,,Feather,,,2,Oribatida (?),,,2,,4,,,,
839,JEJ,SP12,859,SP120859,Myiothlypis,bivittata,Passeriformes,Parulidae,,Feather,,,4,unknown,,,1,,5,,,,
840,JEJ,SP12,772,SP120772,Lophotriccus,pileatus,Passeriformes,Tyrannidae,,Feather,,,1,,,,,,1,,,,
