,species_jetz,sample,Sample_label,Sample_No,Full_Label,species_clean,species_binomial,family,sociality,elevation_cat,foraging_cat,Powder.lvl,ectoparasites_PA,general_diversity,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x,ectoparasite_code,species.x,species_taxonomy_SACC_2021,elevation_midpoint,elevation_all_years,elevation,Species_parameters,Station,day,month,year,full_date,date_status,date,year_seasonality,mass_ind_tidy,note_mass,mass_tidy_species,mass_ind_comp,species.y,degree,w_degree,degree_species,w_degree_species,elevation.y
487,Pyrrhomyias_cinnamomeus,130063,W13,63,W130063,Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,Tyrannidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,3,1,1,Pyrrhomyias_cinnamomeus,26_8_2013_wayqecha_Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,2324,2726,2726,Pyrrhomyias cinnamomeus,wayqecha,26,8,2013,2013-08-26,NA,2013-08-26,238,9.77,NA,11.10103448,-1.33103448,Pyrrhomyias_cinnamomeus,61,6.677055621,102,8.938209634,2726
488,Pyrrhomyias_cinnamomeus,120054,TL12,54,TL120054,Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,Tyrannidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,3,0,0,Pyrrhomyias_cinnamomeus,29_10_2012_san_pedro_Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,2324,1514,1514,Pyrrhomyias cinnamomeus,san_pedro,29,10,2012,2012-10-29,NA,2012-10-29,303,10.15,NA,11.10103448,-0.95103448,Pyrrhomyias_cinnamomeus,67,5.02248549,102,8.938209634,1514
489,Ramphotrigon_fuscicauda,120870,P12,870,P120870,Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,Tyrannidae,1,lowland_manu,undersory-midhigh,low,1,1,0,1,0,0,0,0,0,0,7,1,1,Ramphotrigon_fuscicauda,15_8_2012_pantiacolla_Ramphotrigon fuscicauda,Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,431,NA,415,Ramphotrigon fuscicauda,pantiacolla,15,8,2012,2012-08-15,NA,2012-08-15,228,17.75,NA,18.96923077,-1.21923077,Ramphotrigon_fuscicauda,51,5.51649369,55,5.934204634,415
490,Ramphotrigon_fuscicauda,110095,P11,95,P110095,Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,Tyrannidae,1,lowland_manu,undersory-midhigh,low,1,1,0,1,0,0,0,0,0,0,9,0,8,Ramphotrigon_fuscicauda,5_10_2011_pantiacolla_Ramphotrigon fuscicauda,Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,431,397,397,Ramphotrigon fuscicauda,pantiacolla,5,10,2011,2011-10-05,NA,2011-10-05,278,25.15,NA,18.96923077,6.18076923,Ramphotrigon_fuscicauda,29,2.857943213,55,5.934204634,397
491,Rhynchocyclus_fulvipectus,121029,SP12,1029,SP121029,Rhynchocyclus fulvipectus,Rhyncgocyclus_fulvipectus,Tyrannidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,4,0,0,Rhyncgocyclus_fulvipectus,27_9_2012_san_pedro_Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,1365,1337,1337,Rhynchocyclus fulvipectus,san_pedro,27,9,2012,2012-09-27,NA,2012-09-27,271,23.05,NA,24.23724138,-1.18724138,Rhynchocyclus_fulvipectus,14,1.348078439,14,1.348078439,1337
492,Rhynchocyclus_fulvipectus,110095,SP11,95,SP110095,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,Tyrannidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,8,0,0,Rhynchocyclus_fulvipectus,25_9_2011_san_pedro_Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,1365,1395,1395,Rhynchocyclus fulvipectus,san_pedro,25,9,2011,2011-09-25,NA,2011-09-25,268,23.73,NA,24.23724138,-0.50724138,Rhynchocyclus_fulvipectus,14,1.348078439,14,1.348078439,1395
493,Rhynchocyclus_fulvipectus,110154,SP11,154,SP110154,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,Tyrannidae,1,montane_manu,understory,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4_10_2011_san_pedro_Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,1365,1387,1387,Rhynchocyclus fulvipectus,san_pedro,4,10,2011,2011-10-04,NA,2011-10-04,277,23.85,NA,24.23724138,-0.38724138,Rhynchocyclus_fulvipectus,14,1.348078439,14,1.348078439,1387
494,Rhynchocyclus_fulvipectus,110080,SP11,80,SP110080,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,Tyrannidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,2,0,0,Rhynchocyclus_fulvipectus,24_9_2011_san_pedro_Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,1365,1395,1395,Rhynchocyclus fulvipectus,san_pedro,24,9,2011,2011-09-24,NA,2011-09-24,267,24.31,NA,24.23724138,0.07275862,Rhynchocyclus_fulvipectus,14,1.348078439,14,1.348078439,1395
495,Rhynchocyclus_fulvipectus,120115,SP12,115,SP120115,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,Tyrannidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,1,0,0,Rhynchocyclus_fulvipectus,11_7_2012_san_pedro_Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,1365,1362,1362,Rhynchocyclus fulvipectus,san_pedro,11,7,2012,2012-07-11,NA,2012-07-11,193,24.35,NA,24.23724138,0.11275862,Rhynchocyclus_fulvipectus,14,1.348078439,14,1.348078439,1362
496,Saltator_maximus,110424,P11,424,P110424,Saltator maximus,Saltator_maximus,Cardinalidae,1,lowland_manu,other,med,1,2,1,1,0,1,1,0,0,0,2,0,1,Saltator_maximus,5_11_2011_pantiacolla_Saltator maximus,Saltator maximus,Saltator_maximus,989,422,422,Saltator maximus,pantiacolla,5,11,2011,2011-11-05,NA,2011-11-05,309,53.28,NA,45.26047619,8.01952381,Saltator_maximus,57,4.875100167,104,9.489172598,422
497,Hemispingus_melanotis,13113,SP13,113,SP13113,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,montane_manu,understory,med,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,22_9_2013_san_pedro_Hemispingus melanotis,NA,Sphenopsis_melanotis,1515,NA,1336,Hemispingus melanotis,san_pedro,22,9,2013,2013-09-22,NA,2013-09-22,265,16.77,NA,18.04464286,-1.27464286,Sphenopsis_melanotis,62,6.788499226,72,7.648793343,1336
498,Hemispingus_melanotis,120059,TU12,59,TU120059,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,high_montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,2,0,0,Sphenopsis_melanotis,16_10_2012_san_pedro_Hemispingus melanotis,NA,Sphenopsis_melanotis,1515,NA,2728,Hemispingus melanotis,san_pedro,16,10,2012,2012-10-16,NA,2012-10-16,290,17.1,NA,18.04464286,-0.94464286,Sphenopsis_melanotis,15,2.085641479,72,7.648793343,2728
499,Hemispingus_melanotis,121361,SP12,1361,SP121361,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,35,0,0,Sphenopsis_melanotis,16_11_2012_san_pedro_Hemispingus melanotis,NA,Sphenopsis_melanotis,1515,NA,1449,Hemispingus melanotis,san_pedro,16,11,2012,2012-11-16,NA,2012-11-16,321,17.71,NA,18.04464286,-0.33464286,Sphenopsis_melanotis,62,6.880121975,72,7.648793343,1449
500,Hemispingus_melanotis,110010,SP11,10,SP110010,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,montane_manu,understory,high,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5_9_2011_san_pedro_Hemispingus melanotis,NA,Sphenopsis_melanotis,1515,1383,1383,Hemispingus melanotis,san_pedro,5,9,2011,2011-09-05,NA,2011-09-05,248,17.87,NA,18.04464286,-0.17464286,Sphenopsis_melanotis,61,6.811197435,72,7.648793343,1383
501,Hemispingus_melanotis,121215,SP12,1215,SP121215,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,montane_manu,understory,med,1,2,1,1,0,7,2,1,4,0,26,0,0,Sphenopsis_melanotis,23_10_2012_san_pedro_Hemispingus melanotis,NA,Sphenopsis_melanotis,1515,NA,1418,Hemispingus melanotis,san_pedro,23,10,2012,2012-10-23,NA,2012-10-23,297,17.9,NA,18.04464286,-0.14464286,Sphenopsis_melanotis,63,6.92557652,72,7.648793343,1418
502,Hemispingus_melanotis,120055,SP12,55,SP120055,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,2,0,0,Sphenopsis_melanotis,25_6_2012_san_pedro_Hemispingus melanotis,NA,Sphenopsis_melanotis,1515,NA,1387,Hemispingus melanotis,san_pedro,25,6,2012,2012-06-25,NA,2012-06-25,177,18.4,NA,18.04464286,0.35535714,Sphenopsis_melanotis,62,6.866752991,72,7.648793343,1387
503,Hemispingus_melanotis,120056,TL12,56,TL120056,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,montane_manu,understory,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,29_10_2012_san_pedro_Hemispingus melanotis,NA,Sphenopsis_melanotis,1515,NA,1514,Hemispingus melanotis,san_pedro,29,10,2012,2012-10-29,NA,2012-10-29,303,19.18,NA,18.04464286,1.13535714,Sphenopsis_melanotis,64,7.216723282,72,7.648793343,1514
504,Hemispingus_melanotis,110028,SP11,28,SP110028,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,montane_manu,understory,med,1,2,1,1,0,1,0,0,1,0,5,0,0,Sphenopsis_melanotis,12_9_2011_san_pedro_Hemispingus melanotis,NA,Sphenopsis_melanotis,1515,NA,1383,Hemispingus melanotis,san_pedro,12,9,2011,2011-09-12,NA,2011-09-12,255,19.23,NA,18.04464286,1.18535714,Sphenopsis_melanotis,61,6.811197435,72,7.648793343,1383
505,Hemispingus_melanotis,110011,SP11,11,SP110011,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,montane_manu,understory,high,1,2,1,1,0,2,0,0,2,0,5,0,1,Sphenopsis_melanotis,5_9_2011_san_pedro_Hemispingus melanotis,NA,Sphenopsis_melanotis,1515,1383,1383,Hemispingus melanotis,san_pedro,5,9,2011,2011-09-05,NA,2011-09-05,248,19.27,NA,18.04464286,1.22535714,Sphenopsis_melanotis,61,6.811197435,72,7.648793343,1383
506,Hemispingus_melanotis,110124,SP11,124,SP110124,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,1,0,0,Sphenopsis_melanotis,1_10_2011_san_pedro_Hemispingus melanotis,NA,Sphenopsis_melanotis,1515,NA,1362,Hemispingus melanotis,san_pedro,1,10,2011,2011-10-01,NA,2011-10-01,274,19.99,NA,18.04464286,1.94535714,Sphenopsis_melanotis,62,6.854675696,72,7.648793343,1362
507,Thraupis_cyanocephala,120876,W12,876,W120876,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,high_montane_manu,canopy,med,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,25_10_2012_wayqecha_Thraupis cyanocephala,Thraupis cyanocephala,Sporathraupis_cyanocephala,2742.5,2973,2973,Thraupis cyanocephala,wayqecha,25,10,2012,2012-10-25,NA,2012-10-25,299,34.72,NA,38.99776119,-4.27776119,Sporathraupis_cyanocephala,36,4.635851208,45,5.160589524,2973
508,Thraupis_cyanocephala,130188,W13,188,W130188,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,high_montane_manu,canopy,low,1,2,1,1,0,3,2,1,0,0,2,0,0,Sporathraupis _cyanocephala,3_9_2013_wayqecha_Thraupis cyanocephala,Thraupis cyanocephala,Sporathraupis_cyanocephala,2742.5,2542,2542,Thraupis cyanocephala,wayqecha,3,9,2013,2013-09-03,NA,2013-09-03,246,35.86,NA,38.99776119,-3.13776119,Sporathraupis_cyanocephala,40,4.938487718,45,5.160589524,2542
509,Thraupis_cyanocephala,130603,W13,603,W130603,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,high_montane_manu,canopy,med,1,2,1,1,0,3,1,0,2,0,3,0,0,Sporathraupis _cyanocephala,6_11_2013_wayqecha_Thraupis cyanocephala,NA,Sporathraupis_cyanocephala,2742.5,NA,2650,Thraupis cyanocephala,wayqecha,3,11,2013,2013-11-06,NA,2013-11-06,310,36.29,NA,38.99776119,-2.70776119,Sporathraupis_cyanocephala,40,4.938487718,45,5.160589524,2650
510,Thraupis_cyanocephala,130623,W13,623,W130623,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,high_montane_manu,canopy,low,1,1,0,1,0,0,0,0,0,0,43,0,0,Sporathraupis _cyanocephala,9_11_2013_wayqecha_Thraupis cyanocephala,Thraupis cyanocephala,Sporathraupis_cyanocephala,2742.5,2521,2521,Thraupis cyanocephala,wayqecha,9,11,2013,2013-11-09,NA,2013-11-09,313,38.27,NA,38.99776119,-0.72776119,Sporathraupis_cyanocephala,38,4.845009457,45,5.160589524,2521
511,Thraupis_cyanocephala,130648,W13,648,W130648,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,high_montane_manu,canopy,med,1,1,0,1,0,0,0,0,0,0,87,0,0,Sporathraupis _cyanocephala,10_11_2013_wayqecha_Thraupis cyanocephala,Thraupis cyanocephala,Sporathraupis_cyanocephala,2742.5,2521,2521,Thraupis cyanocephala,wayqecha,10,11,2013,2013-11-10,NA,2013-11-10,314,38.3,NA,38.99776119,-0.69776119,Sporathraupis_cyanocephala,38,4.845009457,45,5.160589524,2521
512,Thraupis_cyanocephala,130654,W13,654,W130654,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,high_montane_manu,canopy,high,1,1,0,1,0,0,0,0,0,0,25,0,0,Sporathraupis _cyanocephala,10_11_2013_wayqecha_Thraupis cyanocephala,Thraupis cyanocephala,Sporathraupis_cyanocephala,2742.5,2521,2521,Thraupis cyanocephala,wayqecha,10,11,2013,2013-11-10,NA,2013-11-10,314,38.76,NA,38.99776119,-0.23776119,Sporathraupis_cyanocephala,38,4.845009457,45,5.160589524,2521
513,Thraupis_cyanocephala,130559,W13,559,W130559,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,high_montane_manu,canopy,low,1,1,0,1,0,0,0,0,0,0,3,0,0,Sporathraupis _cyanocephala,31_10_2013_wayqecha_Thraupis cyanocephala,Thraupis cyanocephala,Sporathraupis_cyanocephala,2742.5,2650,2650,Thraupis cyanocephala,wayqecha,31,10,2013,2013-10-31,NA,2013-10-31,304,38.99776119,raw data have NA so I used the average for the species ,38.99776119,0,Sporathraupis_cyanocephala,40,4.938487718,45,5.160589524,2650
514,Thraupis_cyanocephala,130566,W13,566,W130566,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,high_montane_manu,canopy,low,1,2,1,1,0,45,2,5,3,0,7,0,0,Sporathraupis _cyanocephala,31_10_2013_wayqecha_Thraupis cyanocephala,Thraupis cyanocephala,Sporathraupis_cyanocephala,2742.5,2650,2650,Thraupis cyanocephala,wayqecha,31,10,2013,2013-10-31,NA,2013-10-31,304,38.99776119,raw data have NA so I used the average for the species ,38.99776119,0,Sporathraupis_cyanocephala,40,4.938487718,45,5.160589524,2650
515,Simoxenops_ucayalae,115937,P11,5937,P115937,Syndactyla ucayalae,Syndactyla _ucayalae,Furnariidae,1,lowland_manu,understory,low,1,2,1,1,0,44,10,15,19,Yes,248,0,0,Syndactyla _ucayalae,10_8_2011_pantiacolla_Simoxenops ucayalae,Simoxenops ucayalae,Syndactyla_ucayalae,717,397,397,Simoxenops ucayalae,pantiacolla,10,8,2011,2011-08-10,NA,2011-08-10,222,49.5,NA,52.21692308,-2.71692308,Syndactyla_ucayalae,18,1.615416808,25,2.683742831,397
516,Tangara_arthus,121308,SP12,1308,SP121308,Tangara arthus,Tangara_arthus,Thraupidae,1,montane_manu,midhigh,low,1,2,1,1,0,1,0,1,0,0,1,0,0,Tangara_arthus,10_11_2012_san_pedro_Tangara arthus,Tangara arthus,Tangara_arthus,1308.5,1262,1262,Tangara arthus,san_pedro,10,11,2012,2012-11-10,NA,2012-11-10,315,19.55,NA,21.19101695,-1.64101695,Tangara_arthus,79,9.647596103,102,10.47767758,1262
517,Tangara_arthus,120787,SP12,787,SP120787,Tangara arthus,Tangara_arthus,Thraupidae,1,montane_manu,midhigh,low,1,1,0,1,0,0,0,0,0,0,1,0,0,Tangara_arthus,11_8_2012_san_pedro_Tangara arthus,Tangara arthus,Tangara_arthus,1308.5,1395,1395,Tangara arthus,san_pedro,11,8,2012,2012-08-11,NA,2012-08-11,224,20.3,NA,21.19101695,-0.89101695,Tangara_arthus,75,9.603873089,102,10.47767758,1395
518,Tangara_arthus,110023,SP11,23,SP110023,Tangara arthus,Tangara_arthus,Thraupidae,1,montane_manu,midhigh,med,1,1,0,1,0,0,0,0,0,0,7,0,0,Tangara_arthus,12_9_2011_san_pedro_Tangara arthus,Tangara arthus,Tangara_arthus,1308.5,1383,1383,Tangara arthus,san_pedro,12,9,2011,2011-09-12,NA,2011-09-12,255,20.38,NA,21.19101695,-0.81101695,Tangara_arthus,75,9.61589232,102,10.47767758,1383
519,Tangara_arthus,121081,SP12,1081,SP121081,Tangara arthus,Tangara_arthus,Thraupidae,1,montane_manu,midhigh,low,1,2,1,1,0,2,0,2,1,0,20,1,1,Tangara_arthus,1_10_2012_san_pedro_Tangara arthus,Tangara arthus,Tangara_arthus,1308.5,1302,1302,Tangara arthus,san_pedro,1,10,2012,2012-10-01,NA,2012-10-01,275,20.4,NA,21.19101695,-0.79101695,Tangara_arthus,79,9.74769531,102,10.47767758,1302
520,Tangara_arthus,120666,SP12,666,SP120666,Tangara arthus,Tangara_arthus,Thraupidae,1,montane_manu,midhigh,low,1,2,1,1,0,8,2,1,5,0,6,0,1,Tangara_arthus,24_7_2012_san_pedro_Tangara arthus,Tangara arthus,Tangara_arthus,1308.5,1307,1307,Tangara arthus,san_pedro,24,7,2012,2012-07-24,NA,2012-07-24,206,21.25,NA,21.19101695,0.05898305,Tangara_arthus,77,9.69721454,102,10.47767758,1307
521,Tangara_arthus,120072,SP12,72,SP120072,Tangara arthus,Tangara_arthus,Thraupidae,1,montane_manu,midhigh,low,1,1,0,1,0,0,0,0,0,0,44,0,0,Tangara_arthus,29_6_2012_san_pedro_Tangara arthus,NA,Tangara_arthus,1308.5,NA,1387,Tangara arthus,san_pedro,29,6,2012,2012-06-29,NA,2012-06-29,181,21.3,NA,21.19101695,0.10898305,Tangara_arthus,75,9.603873089,102,10.47767758,1387
522,Tangara_arthus,121104,SP12,1104,SP121104,Tangara arthus,Tangara_arthus,Thraupidae,1,montane_manu,midhigh,low,1,1,0,1,0,0,0,0,0,0,18,0,0,Tangara_arthus,3_10_2012_san_pedro_Tangara arthus,Tangara arthus,Tangara_arthus,1308.5,1302,1302,Tangara arthus,san_pedro,3,10,2012,2012-10-03,NA,2012-10-03,277,21.6,NA,21.19101695,0.40898305,Tangara_arthus,79,9.74769531,102,10.47767758,1302
523,Tangara_arthus,121138,SP12,1138,SP121138,Tangara arthus,Tangara_arthus,Thraupidae,1,montane_manu,midhigh,low,1,2,1,1,0,1,1,0,0,0,4,0,0,Tangara_arthus,17_10_2012_san_pedro_Tangara arthus,NA,Tangara_arthus,1308.5,NA,1387,Tangara arthus,san_pedro,17,10,2012,2012-10-17,NA,2012-10-17,291,21.6,NA,21.19101695,0.40898305,Tangara_arthus,75,9.603873089,102,10.47767758,1387
524,Tangara_arthus,120104,TL12,104,TL120104,Tangara arthus,Tangara_arthus,Thraupidae,1,montane_manu,midhigh,low,1,2,1,1,0,7,2,4,1,0,12,0,0,Tangara_arthus,1_11_2012_san_pedro_Tangara arthus,Tangara arthus,Tangara_arthus,1308.5,1735,1735,Tangara arthus,san_pedro,1,11,2012,2012-11-01,NA,2012-11-01,306,21.66,NA,21.19101695,0.46898305,Tangara_arthus,55,7.203465857,102,10.47767758,1735
525,Tangara_arthus,110022,SP11,22,SP110022,Tangara arthus,Tangara_arthus,Thraupidae,1,montane_manu,midhigh,med,1,1,1,0,0,4,1,1,2,0,0,0,0,NA,12_9_2011_san_pedro_Anabacerthia striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,1308.5,1383,1383,Anabacerthia striaticollis,san_pedro,12,9,2011,2011-09-12,NA,2011-09-12,255,24.78,NA,21.19101695,3.58898305,Anabacerthia_striaticollis,67,8.122886626,102,10.47767758,1383
526,Tangara_schrankii,110137,P11,137,P110137,Tangara schrankii,Tangara_schrankii,Thraupidae,1,lowland_manu,midhigh,med,1,2,1,1,0,4,1,2,1,0,4,0,0,Tangara_schrankii,10_10_2011_pantiacolla_Tangara schrankii,Tangara schrankii,Tangara_schrankii,421,413,413,Tangara schrankii,pantiacolla,10,10,2011,2011-10-10,NA,2011-10-10,283,17.95,NA,19.85320755,-1.90320755,Tangara_schrankii,83,8.742056951,98,9.304499853,413
527,Tangara_schrankii,121064,P12,1064,P121064,Tangara schrankii,Tangara_schrankii,Thraupidae,1,lowland_manu,midhigh,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5_9_2012_pantiacolla_Tangara schrankii,Tangara schrankii,Tangara_schrankii,421,421,421,Tangara schrankii,pantiacolla,5,9,2012,2012-09-05,NA,2012-09-05,249,18.3,NA,19.85320755,-1.55320755,Tangara_schrankii,83,8.739973618,98,9.304499853,421
528,Tangara_schrankii,120666,P12,666,P120666,Tangara schrankii,Tangara_schrankii,Thraupidae,1,lowland_manu,midhigh,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,26_6_2012_pantiacolla_Tangara schrankii,Tangara schrankii,Tangara_schrankii,421,438,438,Tangara schrankii,pantiacolla,26,6,2012,2012-06-26,NA,2012-06-26,178,18.6,NA,19.85320755,-1.25320755,Tangara_schrankii,84,8.798306951,98,9.304499853,438
529,Tangara_schrankii,121575,P12,1575,P121575,Tangara schrankii,Tangara_schrankii,Thraupidae,1,lowland_manu,midhigh,low,1,1,0,1,0,0,0,0,0,0,3,0,1,Tangara_schrankii,19_11_2012_pantiacolla_Tangara schrankii,Tangara schrankii,Tangara_schrankii,421,413,413,Tangara schrankii,pantiacolla,19,11,2012,2012-11-19,NA,2012-11-19,324,19.12,NA,19.85320755,-0.73320755,Tangara_schrankii,83,8.742056951,98,9.304499853,413
530,Tangara_schrankii,110373,P11,373,P110373,Tangara schrankii,Tangara_schrankii,Thraupidae,1,lowland_manu,midhigh,low,1,2,1,1,0,6,1,1,4,0,1,0,0,Tangara_schrankii,1_11_2011_pantiacolla_Tangara schrankii,Tangara schrankii,Tangara_schrankii,421,414,414,Tangara schrankii,pantiacolla,1,11,2011,2011-11-01,NA,2011-11-01,305,19.85,NA,19.85320755,-0.00320755,Tangara_schrankii,83,8.742056951,98,9.304499853,414
531,Tangara_schrankii,121005,P12,1005,P121005,Tangara schrankii,Tangara_schrankii,Thraupidae,1,lowland_manu,midhigh,med,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30_8_2012_pantiacolla_Tangara schrankii,Tangara schrankii,Tangara_schrankii,421,422,422,Tangara schrankii,pantiacolla,30,8,2012,2012-08-30,NA,2012-08-30,243,20.2,NA,19.85320755,0.34679245,Tangara_schrankii,83,8.739973618,98,9.304499853,422
532,Terenotriccus_erythrurus,110088,P11,88,P110088,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,lowland_manu,midhigh,med,1,1,0,1,0,0,0,0,0,0,3,0,0,Terenotriccus_erythrurus,3_10_2011_pantiacolla_Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,413,392,392,Terenotriccus erythrurus,pantiacolla,3,10,2011,2011-10-03,NA,2011-10-03,276,6.91,NA,7.369767442,-0.459767442,Terenotriccus_erythrurus,6,0.247175926,7,0.390033069,392
533,Terenotriccus_erythrurus,130355,P13,355,P130355,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,lowland_manu,midhigh,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,17_9_2013_pantiacolla_Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,413,415,415,Terenotriccus erythrurus,pantiacolla,17,9,2013,2013-09-17,NA,2013-09-17,260,7.36,NA,7.369767442,-0.009767442,Terenotriccus_erythrurus,7,0.390033069,7,0.390033069,415
534,Terenotriccus_erythrurus,115948,P11,5948,P115948,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,lowland_manu,midhigh,med,1,2,1,1,0,1,1,0,0,0,48,0,0,Terenotriccus_erythrurus,10_8_2011_pantiacolla_Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,413,397,397,Terenotriccus erythrurus,pantiacolla,10,8,2011,2011-08-10,NA,2011-08-10,222,7.41,NA,7.369767442,0.040232558,Terenotriccus_erythrurus,7,0.390033069,7,0.390033069,397
535,Terenotriccus_erythrurus,110294,P11,294,P110294,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,lowland_manu,midhigh,low,1,1,0,1,0,0,0,0,0,0,16,0,0,Terenotriccus_erythrurus,21_10_2011_pantiacolla_Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,413,398,398,Terenotriccus erythrurus,pantiacolla,21,10,2011,2011-10-21,NA,2011-10-21,294,7.46,NA,7.369767442,0.090232558,Terenotriccus_erythrurus,7,0.390033069,7,0.390033069,398
536,Terenotriccus_erythrurus,121580,P12,1580,P121580,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,lowland_manu,midhigh,low,1,1,0,1,0,0,0,0,0,0,6,0,0,Terenotriccus_erythrurus,19_11_2012_pantiacolla_Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,413,413,413,Terenotriccus erythrurus,pantiacolla,19,11,2012,2012-11-19,NA,2012-11-19,324,7.5,NA,7.369767442,0.130232558,Terenotriccus_erythrurus,7,0.390033069,7,0.390033069,413
537,Terenotriccus_erythrurus,110100,P11,100,P110100,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,lowland_manu,midhigh,low,1,2,1,1,0,1,0,0,1,0,10,0,0,Terenotriccus_erythrurus,5_10_2011_pantiacolla_Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,413,397,397,Terenotriccus erythrurus,pantiacolla,5,10,2011,2011-10-05,NA,2011-10-05,278,7,"potential error in mass is too large, we replaced by it  the average",7.369767442,-0.369767442,Terenotriccus_erythrurus,7,0.390033069,7,0.390033069,397
