,species_jetz,sample,Sample_label,Sample_No,Full_Label,species_clean,species_binomial,family,sociality,elevation_cat,foraging_cat,Powder.lvl,ectoparasites_PA,general_diversity,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x,ectoparasite_code,species,species_taxonomy_SACC_2021,elevation_midpoint,elevation_all_years,elevation,Species_parameters,Station,day,month,year,full_date,date_status,date,year_seasonality,mass_ind_tidy,note_mass,mass_tidy_species,mass_ind_comp,degree_species,w_degree_species
661,Xenops_minutus,110292,P11,292,P110292,Xenops minutus,Xenops_minutus,Furnariidae,1,lowland_manu,undersory-midhigh,med,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,21_10_2011_pantiacolla_Xenops minutus,Xenops minutus,Xenops_minutus,414,398,398,Xenops minutus,pantiacolla,21,10,2011,2011-10-21,NA,2011-10-21,294,12.46,NA,12.16725806,0.29274194,69,4.871310843
662,Xenops_minutus,116096,P11,6096,P116096,Xenops minutus,Xenops_minutus,Furnariidae,1,lowland_manu,undersory-midhigh,high,1,2,1,1,0,0,0,0,3,0,567,0,0,Xenops_minutus,15_8_2011_pantiacolla_Xenops minutus,Xenops minutus,Xenops_minutus,414,415,415,Xenops minutus,pantiacolla,15,8,2011,2011-08-15,NA,2011-08-15,227,12.98,NA,12.16725806,0.81274194,69,4.871310843
663,Xenops_minutus,110367,P11,367,P110367,Xenops minutus,Xenops_minutus,Furnariidae,1,lowland_manu,undersory-midhigh,low,1,1,0,1,0,0,0,0,0,0,3,0,1,Xenops_minutus,1_11_2011_pantiacolla_Xenops minutus,Xenops minutus,Xenops_minutus,414,414,414,Xenops minutus,pantiacolla,1,11,2011,2011-11-01,NA,2011-11-01,305,13.94,NA,12.16725806,1.77274194,69,4.871310843
664,Xenops_tenuirostris,110119,P11,119,P110119,Xenops tenuirostris,Xenops_tenuirostris,Furnariidae,1,lowland_manu,canopy,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7_10_2011_pantiacolla_Xenops tenuirostris,Xenops tenuirostris,Xenops_tenuirostris,430,397,397,Xenops tenuirostris,pantiacolla,7,10,2011,2011-10-07,NA,2011-10-07,280,9.2,NA,9.2,0,57,6.784045753
665,Xiphorhynchus_elegans,120795,P12,795,P120795,Xiphorhynchus elegans,Xiphorhynchus_elegans,Dendrocolaptidae,1,lowland_manu,midhigh,low,1,1,0,1,0,0,0,0,0,0,23,0,0,Xiphorhynchus_elegans,19_7_2012_pantiacolla_Xiphorhynchus elegans,NA,Xiphorhynchus_elegans,421,NA,NA,Xiphorhynchus elegans,pantiacolla,19,7,2012,2012-07-19,NA,2012-07-19,201,39.7,NA,38.50835294,1.19164706,83,7.663382594
666,Xiphorhynchus_elegans,121399,P12,1399,P121399,Xiphorhynchus elegans,Xiphorhynchus_elegans,Dendrocolaptidae,1,lowland_manu,midhigh,low,1,2,0,1,1,0,0,0,0,0,1,0,0,Xiphorhynchus_elegans,25_10_2012_pantiacolla_Xiphorhynchus elegans,Xiphorhynchus elegans,Xiphorhynchus_elegans,421,385,385,Xiphorhynchus elegans,pantiacolla,25,10,2012,2012-10-25,NA,2012-10-25,299,40.33,NA,38.50835294,1.82164706,83,7.663382594
667,Xiphorhynchus_elegans,120783,P12,783,P120783,Xiphorhynchus elegans,XIphorhynchus_elegans,Dendrocolaptidae,1,lowland_manu,midhigh,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,14_7_2012_pantiacolla_XIphorhynchus elegans,NA,Xiphorhynchus_elegans,421,NA,NA,XIphorhynchus elegans,pantiacolla,14,7,2012,2012-07-14,NA,2012-07-14,196,43.2,NA,38.50835294,4.69164706,83,7.663382594
668,Xiphorhynchus_triangularis,121051,SP12,1051,SP121051,Xiphorhynchus triangularis,Xiphorhynchus_triangularis,Dendrocolaptidae,1,montane_manu,midhigh,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,29_9_2012_san_pedro_Xiphorhynchus triangularis,Xiphorhynchus triangularis,Xiphorhynchus_triangularis,1501,1337,1337,Xiphorhynchus triangularis,san_pedro,29,9,2012,2012-09-29,NA,2012-09-29,273,42.7,NA,43.98926829,-1.28926829,90,8.061920788
669,Pteroglossus_beauharnaesii,110207,P11,207,P110207,Pteroglossus beauharnaisii,Pteroglossus_beauharnaisii,Ramphastidae,0,lowland_manu,canopy,high,1,1,0,1,0,0,0,0,0,0,10,0,0,Pteroglossus_beauharnaisii,14_10_2011_pantiacolla_Pteroglossus beauharnaesii,Pteroglossus beauharnaesii,Pteroglossus_beauharnaisii,426,438,438,Pteroglossus beauharnaesii,pantiacolla,14,10,2011,2011-10-14,NA,2011-10-14,287,166,NA,202.1216667,-36.1216667,NA,NA
670,Rupicola_peruvianus,121234,SP12,SP121234,SP121234,Rupicola peruvianus,Rupicola_peruvianus,Cotingidae,0,montane_manu,ground-midhigh,med,1,1,1,0,0,8,4,3,1,0,0,0,0,NA,25_10_2012_san_pedro_Rupicola peruvianus,Rupicola peruvianus,Rupicola_peruvianus,1362,1418,1418,Rupicola peruvianus,san_pedro,25,10,2012,2012-10-25,NA,2012-10-25,299,190,NA,207.3219231,-17.3219231,NA,NA
671,Rupicola_peruvianus,120819,SP12,SP120819,SP120819,Rupicola peruvianus,Rupicola_peruvianus,Cotingidae,0,montane_manu,ground-midhigh,low,1,2,1,1,0,21,2,7,12,0,13,0,0,Rupicola_peruvianus,20_8_2012_san_pedro_Rupicola peruvianus,Rupicola peruvianus,Rupicola_peruvianus,1362,1337,1337,Rupicola peruvianus,san_pedro,20,8,2012,2012-08-20,NA,2012-08-20,233,193,NA,207.3219231,-14.3219231,NA,NA
672,Geotrygon_montana,110107,P11,107,P110107,Geotrygon montana,Geotrygon_montana,Columbidae,0,lowland_manu,ground,low,1,2,1,1,0,8,1,2,4,0,9,0,0,Geotrygon_montana,5_10_2011_pantiacolla_Geotrygon montana,Geotrygon montana,Geotrygon_montana,426,397,397,Geotrygon montana,pantiacolla,5,10,2011,2011-10-05,NA,2011-10-05,278,101.5,NA,114.4062791,-12.9062791,NA,NA
673,Phlegopsis_nigromaculata,120676,P12,676,P120676,Phlegopsis nigromaculata,Phlegopsis_nigromaculata,Thamnophilidae,0,lowland_manu,ground,low,1,1,0,1,0,0,0,0,0,0,1,0,0,Phlegopsis_nigromaculata,29_6_2012_pantiacolla_Phlegopsis nigromaculata,Phlegopsis nigromaculata,Phlegopsis_nigromaculata,413,415,415,Phlegopsis nigromaculata,pantiacolla,29,6,2012,2012-06-29,NA,2012-06-29,181,39.7,NA,48.78089286,-9.08089286,NA,NA
674,Geotrygon_montana,110417,P11,417,P110417,Geotrygon montana,Geotrygon_montana,Columbidae,0,lowland_manu,ground,low,1,2,1,1,0,1,0,1,0,0,5,0,2,Geotrygon_montana,5_11_2011_pantiacolla_Geotrygon montana,Geotrygon montana,Geotrygon_montana,426,422,422,Geotrygon montana,pantiacolla,5,11,2011,2011-11-05,NA,2011-11-05,309,106,NA,114.4062791,-8.4062791,NA,NA
675,Pipreola_arcuata,120717,W12,W120717,W120717,Pipreola arcuata,Pipreola_arcuata,Cotingidae,0,high_montane_manu,undersory-midhigh,med,1,2,1,1,0,10,1,3,6,0,6,0,0,Pipreola_arcuata,16_10_2012_wayqecha_Pipreola arcuata,Pipreola arcuata,Pipreola_arcuata,2750,2742,2742,Pipreola arcuata,wayqecha,16,10,2012,2012-10-16,NA,2012-10-16,290,94.5,NA,101.4315,-6.9315,NA,NA
676,Gymnopithys_salvini,130003,P13,3,P130003,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,lowland_manu,ground,low,1,1,0,1,0,0,0,0,0,0,1,0,0,Oneillornis_salvini,26_8_2013_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis_salvini,415,432,432,Gymnopithys salvini,pantiacolla,26,8,2013,2013-08-26,NA,2013-08-26,238,19.15,NA,25.86508475,-6.71508475,NA,NA
677,Pipreola_arcuata,120722,W12,W120722,W120722,Pipreola arcuata,Pipreola_arcuata,Cotingidae,0,high_montane_manu,undersory-midhigh,med,1,2,1,1,0,7,1,1,5,0,3,0,0,Pipreola_arcuata,16_10_2012_wayqecha_Pipreola arcuata,Pipreola arcuata,Pipreola_arcuata,2750,2742,2742,Pipreola arcuata,wayqecha,16,10,2012,2012-10-16,NA,2012-10-16,290,94.75,NA,101.4315,-6.6815,NA,NA
678,Formicarius_analis,120622,NA,P120622,P120622,Formicarius analis,Formicarius_analis,Formicariidae,0,lowland_manu,ground,med,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,25_6_2012_pantiacolla_Formicarius analis,Formicarius analis,Formicarius_analis,430,438,438,Formicarius analis,pantiacolla,25,6,2012,2012-06-25,NA,2012-06-25,177,51,NA,57.04347826,-6.04347826,NA,NA
679,Pipreola_arcuata,120737,W12,W120737,W120737,Pipreola arcuata,Pipreola_arcuata,Cotingidae,0,high_montane_manu,undersory-midhigh,med,1,2,1,1,0,13,8,3,2,0,8,0,0,Pipreola_arcuata,16_10_2012_wayqecha_Pipreola arcuata,Pipreola arcuata,Pipreola_arcuata,2750,2742,2742,Pipreola arcuata,wayqecha,16,10,2012,2012-10-16,NA,2012-10-16,290,96.07,NA,101.4315,-5.3615,NA,NA
680,Schiffornis_turdina,116202,P11,6202,P116202,Schiffornis turdina,Chlorothraupis_turdina,Cotingidae,0,lowland_manu,understory,low,1,1,1,0,0,6,0,3,3,0,0,0,0,NA,19_8_2011_pantiacolla_Schiffornis turdina,Schiffornis turdina,Schiffornis_turdina,876,600,600,Schiffornis turdina,pantiacolla,19,8,2011,2011-08-19,NA,2011-08-19,231,25,NA,30.18625,-5.18625,NA,NA
681,Cyphorhinus_thoracicus,121064,SP12,1064,SP121064,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,montane_manu,ground,med,1,1,0,1,0,0,0,0,0,0,229,0,0,Cyphorhinus_thoracicus,29_9_2012_san_pedro_Cyphorhinus thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,1348,1337,1337,Cyphorhinus thoracicus,san_pedro,29,9,2012,2012-09-29,NA,2012-09-29,273,27.55,NA,32.136625,-4.586625,NA,NA
682,Geotrygon_montana,110106,P11,106,P110106,Geotrygon montana,Geotrygon_montana,Columbidae,0,lowland_manu,ground,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5_10_2011_pantiacolla_Geotrygon montana,Geotrygon montana,Geotrygon_montana,426,397,397,Geotrygon montana,pantiacolla,5,10,2011,2011-10-05,NA,2011-10-05,278,110.05,NA,114.4062791,-4.3562791,NA,NA
683,Phlegopsis_nigromaculata,120769,P12,769,P120769,Phlegopsis nigromaculata,Phlegopsis_nigromaculata,Thamnophilidae,0,lowland_manu,ground,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,10_7_2012_pantiacolla_Phlegopsis nigromaculata,Phlegopsis nigromaculata,Phlegopsis_nigromaculata,413,NA,NA,Phlegopsis nigromaculata,pantiacolla,10,7,2012,2012-07-10,NA,2012-07-10,192,44.95,NA,48.78089286,-3.83089286,NA,NA
684,Cyphorhinus_thoracicus,110094,SP11,94,SP110094,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,montane_manu,ground,high,1,2,1,1,0,3,0,1,2,0,1,0,0,Cyphorhinus_thoracicus,25_9_2011_san_pedro_Cyphorhinus thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,1348,1395,1395,Cyphorhinus thoracicus,san_pedro,25,9,2011,2011-09-25,NA,2011-09-25,268,28.31,NA,32.136625,-3.826625,NA,NA
685,Sclerurus_caudacutus,131067,P13,1067,P131067,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,lowland_manu,ground,high,1,1,0,1,0,0,0,0,0,0,2266,0,0,Sclerurus_caudacutus,16_11_2013_pantiacolla_Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,413,421,421,Sclerurus caudacutus,pantiacolla,16,11,2013,2013-11-16,NA,2013-11-16,320,34.57,NA,37.54095238,-2.97095238,NA,NA
686,Malacoptila_semicincta,120740,P12,740,P120740,Malacoptila semicincta,Malacoptila_semicincta,Bucconidae,0,lowland_manu,ground-midhigh,very low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2_7_2012_pantiacolla_Malacoptila semicincta,Malacoptila semicincta,Malacoptila_semicincta,494.5,NA,NA,Malacoptila semicincta,pantiacolla,2,7,2012,2012-07-02,NA,2012-07-02,184,42.5,NA,45.21722222,-2.71722222,NA,NA
687,Catharus_ustulatus,110402,P11,402,P110402,Catharus ustulatus,Catharus_ustulatus,Turdidae,0,lowland_manu,ground-understory,low,1,1,0,1,0,0,0,0,0,0,66,0,3,Catharus_ustulatus,3_11_2011_pantiacolla_Catharus ustulatus,Catharus ustulatus,Catharus_ustulatus,1307,414,414,Catharus ustulatus,pantiacolla,3,11,2011,2011-11-03,NA,2011-11-03,307,24.81,NA,27.51957672,-2.70957672,NA,NA
688,Pteroglossus_azara,110157,P11,157,P110157,Pteroglossus azara,Pteroglossus_azara,Ramphastidae,0,lowland_manu,canopy,low,1,1,0,1,0,0,0,0,0,0,3,0,0,Pteroglossus_azara,11_10_2011_pantiacolla_Pteroglossus azara,Pteroglossus azara,Pteroglossus_azara,714,413,413,Pteroglossus azara,pantiacolla,11,10,2011,2011-10-11,NA,2011-10-11,284,134,NA,136.565,-2.565,NA,NA
689,Phlegopsis_nigromaculata,115925,P11,5925,P115925,Phlegopsis nigromaculata,Phlegopsis_nigromaculata,Thamnophilidae,0,lowland_manu,ground,med,1,2,1,1,0,1,1,0,0,0,15,0,2,Phlegopsis_nigromaculata,9_8_2011_pantiacolla_Phlegopsis nigromaculata,Phlegopsis nigromaculata,Phlegopsis_nigromaculata,413,397,397,Phlegopsis nigromaculata,pantiacolla,9,8,2011,2011-08-09,NA,2011-08-09,221,46.23,NA,48.78089286,-2.55089286,NA,NA
690,Gymnopithys_salvini,116079,P11,6079,P116079,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,lowland_manu,ground,low,1,1,0,1,0,0,0,0,0,0,25,0,0,Oneillornis_salvini,15_8_2011_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis_salvini,415,415,415,Gymnopithys salvini,pantiacolla,15,8,2011,2011-08-15,NA,2011-08-15,227,23.37,NA,25.86508475,-2.49508475,NA,NA
691,Rhegmatorhina_melanosticta,116218,P11,6218,P116218,Rhegmatorhina melanosticta,Rhegmatorhina_melanosticta,Thamnophilidae,0,lowland_manu,ground,med,1,2,1,1,0,2,1,0,1,0,9,0,0,Rhegmatorhina_melanosticta,19_8_2011_pantiacolla_Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,Rhegmatorhina_melanosticta,600,600,600,Rhegmatorhina melanosticta,pantiacolla,19,8,2011,2011-08-19,NA,2011-08-19,231,29.8,NA,32.28411765,-2.48411765,NA,NA
692,Geotrygon_montana,110058,P11,58,P110058,Geotrygon montana,Geotrygon_montana,Columbidae,0,lowland_manu,ground,med,1,2,1,1,0,3,2,1,0,0,56,0,3,Geotrygon_montana,29_9_2011_pantiacolla_Geotrygon montana,Geotrygon montana,Geotrygon_montana,426,381,381,Geotrygon montana,pantiacolla,29,9,2011,2011-09-29,NA,2011-09-29,272,112,NA,114.4062791,-2.4062791,NA,NA
693,Neoctantes_niger,110386,P11,386,P110386,Neoctantes niger,Neoctantes_niger,Thamnophilidae,0,lowland_manu,midhigh,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2_11_2011_pantiacolla_Neoctantes niger,Neoctantes niger,Neoctantes_niger,414,414,414,Neoctantes niger,pantiacolla,2,11,2011,2011-11-02,NA,2011-11-02,306,33.3,NA,35.6,-2.3,NA,NA
694,Cyphorhinus_thoracicus,121273,SP12,1273,SP121273,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,montane_manu,ground,low,1,1,0,1,0,0,0,0,0,0,99,83,83,Cyphorhinus_thoracicus,7_11_2012_san_pedro_Cyphorhinus thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,1348,1307,1307,Cyphorhinus thoracicus,san_pedro,7,11,2012,2012-11-07,NA,2012-11-07,312,29.9,NA,32.136625,-2.236625,NA,NA
695,Schiffornis_turdina,116262,P11,6262,P116262,Schiffornis turdina,Schiffornis_turdina,Cotingidae,0,lowland_manu,understory,low,1,2,1,1,0,9,2,3,4,0,10,0,7,Schiffornis_turdina,20_8_2011_pantiacolla_Schiffornis turdina,Schiffornis turdina,Schiffornis_turdina,876,600,600,Schiffornis turdina,pantiacolla,20,8,2011,2011-08-20,NA,2011-08-20,232,27.98,NA,30.18625,-2.20625,NA,NA
696,Pteroglossus_beauharnaesii,110208,P11,208,P110208,Pteroglossus beauharnaisii,Pteroglossus_beauharnaisii,Ramphastidae,0,lowland_manu,canopy,med,1,1,0,1,0,0,0,0,0,0,11,0,0,Pteroglossus_beauharnaisii,14_10_2011_pantiacolla_Pteroglossus beauharnaesii,Pteroglossus beauharnaesii,Pteroglossus_beauharnaisii,426,438,438,Pteroglossus beauharnaesii,pantiacolla,14,10,2011,2011-10-14,NA,2011-10-14,287,200,NA,202.1216667,-2.1216667,NA,NA
697,Corythopis_torquatus,116411,P11,6411,P116411,Corythopis torquatus,Corythopis_torquatus,Tyrannidae,0,lowland_manu,ground,med,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2_9_2011_pantiacolla_Corythopis torquatus,Corythopis torquatus,Corythopis_torquatus,419,385,385,Corythopis torquatus,pantiacolla,2,9,2011,2011-09-02,NA,2011-09-02,245,15.04,NA,17.01754717,-1.97754717,NA,NA
698,Cyphorhinus_thoracicus,110042,SP11,42,SP110042,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,montane_manu,ground,low,1,1,0,1,0,0,0,0,0,0,34,6,6,Cyphorhinus_thoracicus,17_9_2011_san_pedro_Cyphorhinus thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,1348,1387,1387,Cyphorhinus thoracicus,san_pedro,17,9,2011,2011-09-17,NA,2011-09-17,260,30.24,NA,32.136625,-1.896625,NA,NA
699,Malacoptila_semicincta,130043,P13,P130043,P130043,Malacoptila semicincta,Malacoptila_semicincta,Bucconidae,0,lowland_manu,ground-midhigh,very low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,27_8_2013_pantiacolla_Malacoptila semicincta,Malacoptila semicincta,Malacoptila_semicincta,494.5,432,432,Malacoptila semicincta,pantiacolla,27,8,2013,2013-08-27,NA,2013-08-27,239,43.35,NA,45.21722222,-1.86722222,NA,NA
700,Gymnopithys_salvini,120752,P12,752,P120752,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,lowland_manu,ground,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2_7_2012_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis_salvini,415,NA,NA,Gymnopithys salvini,pantiacolla,2,7,2012,2012-07-02,NA,2012-07-02,184,24,NA,25.86508475,-1.86508475,NA,NA
701,Gymnopithys_salvini,116325,P11,6325,P116325,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,lowland_manu,ground,high,1,1,0,1,0,0,0,0,0,0,6,0,0,Oneillornis_salvini,29_8_2011_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis_salvini,415,385,385,Gymnopithys salvini,pantiacolla,29,8,2011,2011-08-29,NA,2011-08-29,241,24.01,NA,25.86508475,-1.85508475,NA,NA
702,Willisornis_poecilinotus,130400,P13,400,P130400,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,lowland_manu,ground,low,1,1,0,1,0,0,0,0,0,0,4,0,0,Willisornis_poecilinotus,20_9_2013_pantiacolla_Willisornis poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,419,410,410,Willisornis poecilinotus,pantiacolla,20,9,2013,2013-09-20,NA,2013-09-20,263,16.55,NA,18.39630137,-1.84630137,NA,NA
703,Willisornis_poecilinotus,120675,P12,675,P120675,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,lowland_manu,ground,low,1,2,1,1,0,3,2,0,1,0,7,0,0,Willisornis_poecilinotus,29_6_2012_pantiacolla_Willisornis poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,419,415,415,Willisornis poecilinotus,pantiacolla,29,6,2012,2012-06-29,NA,2012-06-29,181,16.6,NA,18.39630137,-1.79630137,NA,NA
704,Corythopis_torquatus,130328,P13,328,P130328,Corythopis torquatus,Corythopis_torquatus,Tyrannidae,0,lowland_manu,ground,low,1,2,1,1,0,1,1,0,0,0,67,0,0,Corythopis_torquatus,14_9_2013_pantiacolla_Corythopis torquatus,Corythopis torquatus,Corythopis_torquatus,419,415,415,Corythopis torquatus,pantiacolla,14,9,2013,2013-09-14,NA,2013-09-14,257,15.27,NA,17.01754717,-1.74754717,NA,NA
705,Piprites_chloris,116049,P11,6049,P116049,Piprites chloris,Piprites_chloris,Pipridae,0,lowland_manu,canopy,med,1,1,0,1,0,0,0,0,0,0,54,0,1,Piprites_chloris,14_8_2011_pantiacolla_Piprites chloris,Piprites chloris,Piprites_chloris,426,415,415,Piprites chloris,pantiacolla,14,8,2011,2011-08-14,NA,2011-08-14,226,17.2,NA,18.9,-1.7,NA,NA
706,Haplospiza_rustica,130850,W13,850,W130850,Haplospiza rustica,Haplospiza_rustica,Emberizidae,0,high_montane_manu,ground,low,1,2,1,1,0,2,1,1,0,0,90,0,0,Haplospiza_rustica,24_11_2013_wayqecha_Haplospiza rustica,Haplospiza rustica,Haplospiza_rustica,2391,2833,2833,Haplospiza rustica,wayqecha,24,11,2013,2013-11-24,NA,2013-11-24,328,14.61,NA,16.3045,-1.6945,NA,NA
707,Gymnopithys_salvini,115950,P11,5950,P115950,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,lowland_manu,ground,low,1,1,0,1,0,0,0,0,0,0,1,0,1,Oneillornis_salvini,10_8_2011_pantiacolla_Gymnopithys salvini,Gymnopithys salvini,Oneillornis_salvini,415,397,397,Gymnopithys salvini,pantiacolla,10,8,2011,2011-08-10,NA,2011-08-10,222,24.25,NA,25.86508475,-1.61508475,NA,NA
708,Willisornis_poecilinotus,116271,P11,6271,P116271,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,lowland_manu,ground,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,24_8_2011_pantiacolla_Willisornis poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,419,837,837,Willisornis poecilinotus,pantiacolla,24,8,2011,2011-08-24,NA,2011-08-24,236,16.86,NA,18.39630137,-1.53630137,NA,NA
709,Willisornis_poecilinotus,130216,P13,216,P130216,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,lowland_manu,ground,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7_9_2013_pantiacolla_Willisornis poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,419,398,398,Willisornis poecilinotus,pantiacolla,7,9,2013,2013-09-07,NA,2013-09-07,250,16.86,NA,18.39630137,-1.53630137,NA,NA
710,Hylophylax_naevius,120070,VC12,70,VC120070,Hylophylax naevius,Hylophylax_naevius,Thamnophilidae,0,lowland_manu,understory,low,1,1,0,1,0,0,0,0,0,0,68,0,0,Hylophylax_naevius,14_9_2012_villa_carmen_Hylophylax naevius,Hylophylax naevius,Hylophylax_naevius,850,NA,604,Hylophylax naevius,villa_carmen,14,9,2012,2012-09-14,NA,2012-09-14,258,12.12,NA,13.63936508,-1.51936508,NA,NA
711,Willisornis_poecilinotus,121252,P12,1252,P121252,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,lowland_manu,ground,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,10_10_2012_pantiacolla_Willisornis poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,419,837,837,Willisornis poecilinotus,pantiacolla,10,10,2012,2012-10-10,NA,2012-10-10,284,16.9,NA,18.39630137,-1.49630137,NA,NA
712,Willisornis_poecilinotus,110238,NA,P110238,P110238,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,lowland_manu,ground,low,1,1,0,1,0,0,0,0,0,0,1,0,0,Willisornis_poecilinotus,18_10_2011_pantiacolla_Willisornis poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,419,422,422,Willisornis poecilinotus,pantiacolla,18,10,2011,2011-10-18,NA,2011-10-18,291,16.96,NA,18.39630137,-1.43630137,NA,NA
713,Willisornis_poecilinotus,116087,NA,P116087,P116087,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,lowland_manu,ground,low,1,1,0,1,0,0,0,0,0,0,6,0,0,Willisornis_poecilinotus,15_8_2011_pantiacolla_Willisornis poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,419,415,415,Willisornis poecilinotus,pantiacolla,15,8,2011,2011-08-15,NA,2011-08-15,227,17.02,NA,18.39630137,-1.37630137,NA,NA
714,Willisornis_poecilinotus,130049,P13,49,P130049,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,lowland_manu,ground,high,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,27_8_2013_pantiacolla_Willisornis poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,419,432,432,Willisornis poecilinotus,pantiacolla,27,8,2013,2013-08-27,NA,2013-08-27,239,17.02,NA,18.39630137,-1.37630137,NA,NA
715,Sclerurus_caudacutus,130442,P13,442,P130442,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,lowland_manu,ground,low,1,1,0,1,0,0,0,0,0,0,112,0,0,Sclerurus_caudacutus,24_9_2013_pantiacolla_Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,413,395,395,Sclerurus caudacutus,pantiacolla,24,9,2013,2013-09-24,NA,2013-09-24,267,36.17,NA,37.54095238,-1.37095238,NA,NA
716,Willisornis_poecilinotus,110159,NA,P110159,P110159,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,lowland_manu,ground,low,1,1,0,1,0,0,0,0,0,0,2,0,0,Willisornis_poecilinotus,11_10_2011_pantiacolla_Willisornis poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,419,413,413,Willisornis poecilinotus,pantiacolla,11,10,2011,2011-10-11,NA,2011-10-11,284,17.03,NA,18.39630137,-1.36630137,NA,NA
717,Willisornis_poecilinotus,110290,NA,P110290,P110290,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,lowland_manu,ground,low,1,1,0,1,0,0,0,0,0,0,1,0,0,Willisornis_poecilinotus,21_10_2011_pantiacolla_Willisornis poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,419,398,398,Willisornis poecilinotus,pantiacolla,21,10,2011,2011-10-21,NA,2011-10-21,294,17.05,NA,18.39630137,-1.34630137,NA,NA
718,Hylophylax_naevius,121004,P12,1004,P121004,Hylophylax naevius,Hylophylax_naevius,Thamnophilidae,0,lowland_manu,understory,low,1,1,0,1,0,0,0,0,0,0,1,0,0,Hylophylax_naevius,30_8_2012_pantiacolla_Hylophylax naevius,Hylophylax naevius,Hylophylax_naevius,850,422,422,Hylophylax naevius,pantiacolla,30,8,2012,2012-08-30,NA,2012-08-30,243,12.3,NA,13.63936508,-1.33936508,NA,NA
