,species_jetz,sample,Sample_label,Sample_No,Full_Label,species_clean,species_binomial,family,sociality,elevation_cat,foraging_cat,Powder.lvl,ectoparasites_PA,general_diversity,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x,ectoparasite_code,species,species_taxonomy_SACC_2021,elevation_midpoint,elevation_all_years,elevation,Species_parameters,Station,day,month,year,full_date,date_status,date,year_seasonality,mass_ind_tidy,note_mass,mass_tidy_species,mass_ind_comp,degree_species,w_degree_species
194,Iridosornis_analis,120062,TL12,62,TL120062,Iridosornis analis,Iridosornis_analis,Thraupidae,1,montane_manu,understory,med,1,2,1,1,0,5,1,2,2,0,3,0,0,Iridosornis_analis,30_10_2012_san_pedro_Iridosornis analis,Iridosornis analis,Iridosornis_analis,1541,1514,1514,Iridosornis analis,san_pedro,30,10,2012,2012-10-30,NA,2012-10-30,304,27.95,NA,27.53977273,0.41022727,66,8.128682743
195,Iridosornis_analis,120060,TL12,60,TL120060,Iridosornis analis,Iridosornis_analis,Thraupidae,1,montane_manu,understory,med,1,2,1,1,0,1,0,1,0,0,23,0,0,Iridosornis_analis,29_10_2012_san_pedro_Iridosornis analis,Iridosornis analis,Iridosornis_analis,1541,1514,1514,Iridosornis analis,san_pedro,29,10,2012,2012-10-29,NA,2012-10-29,303,31.11,NA,27.53977273,3.57022727,66,8.128682743
196,Iridosornis_jelskii,120335,W12,335,W120335,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,1,0,0,Iridosornis_jelskii,23_8_2012_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,NA,Iridisornis jelskii,wayqecha,23,8,2012,2012-08-23,NA,2012-08-23,236,17.41,NA,20.34714286,-2.93714286,23,2.685575813
197,Iridosornis_jelskii,120676,W12,676,W120676,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,2,0,0,Iridosornis_jelskii,14_10_2012_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2833,Iridisornis jelskii,wayqecha,14,10,2012,2012-10-14,NA,2012-10-14,288,17.94,NA,20.34714286,-2.40714286,23,2.685575813
198,Iridosornis_jelskii,120455,W12,455,W120455,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3_9_2012_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2816,Iridisornis jelskii,wayqecha,3,9,2012,2012-09-03,NA,2012-09-03,247,18.23,NA,20.34714286,-2.11714286,23,2.685575813
199,Iridosornis_jelskii,120468,W12,468,W120468,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,1,0,0,Iridosornis_jelskii,5_9_2012_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2816,Iridisornis jelskii,wayqecha,5,9,2012,2012-09-05,NA,2012-09-05,249,19.02,NA,20.34714286,-1.32714286,23,2.685575813
200,Iridosornis_jelskii,120291,W12,291,W120291,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,14_8_2012_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,NA,Iridisornis jelskii,wayqecha,14,8,2012,2012-08-14,NA,2012-08-14,227,19.25,NA,20.34714286,-1.09714286,23,2.685575813
201,Iridosornis_jelskii,121223,W12,1223,W121223,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,2,0,0,Iridosornis_jelskii,11_12_2012_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2617,Iridisornis jelskii,wayqecha,11,12,2012,2012-12-11,NA,2012-12-11,346,19.27,NA,20.34714286,-1.07714286,23,2.685575813
202,Iridosornis_jelskii,120474,W12,474,W120474,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,2,1,1,Iridosornis_jelskii,6_9_2012_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2816,Iridisornis jelskii,wayqecha,6,9,2012,2012-09-06,NA,2012-09-06,250,19.31,NA,20.34714286,-1.03714286,23,2.685575813
203,Iridosornis_jelskii,120877,W12,877,W120877,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,10,0,0,Iridosornis_jelskii,25_10_2012_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2973,Iridisornis jelskii,wayqecha,25,10,2012,2012-10-25,NA,2012-10-25,299,19.5,NA,20.34714286,-0.84714286,23,2.685575813
204,Iridosornis_jelskii,120412,W12,412,W120412,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,low,1,2,1,1,0,1,0,0,1,0,3,0,0,Iridosornis_jelskii,29_8_2012_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,NA,Iridisornis jelskii,wayqecha,29,8,2012,2012-08-29,NA,2012-08-29,242,19.65,NA,20.34714286,-0.69714286,23,2.685575813
205,Iridosornis_jelskii,120338,W12,338,W120338,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,1,0,0,Iridosornis_jelskii,23_8_2012_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,NA,Iridisornis jelskii,wayqecha,23,8,2012,2012-08-27,NA,2012-08-23,236,20.28,NA,20.34714286,-0.06714286,23,2.685575813
206,Iridosornis_jelskii,130637,W13,637,W130637,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,med,1,2,1,1,0,7,3,2,2,0,189,2,2,Iridosornis_jelskii,9_11_2013_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2521,Iridisornis jelskii,wayqecha,9,11,2013,2013-11-09,NA,2013-11-09,313,20.64,NA,20.34714286,0.29285714,23,2.685575813
207,Iridosornis_jelskii,130897,W13,897,W130897,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,high,1,2,1,1,0,1,0,1,0,0,53,0,0,Iridosornis_jelskii,27_11_2013_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2995,Iridisornis jelskii,wayqecha,27,11,2013,2013-11-27,NA,2013-11-27,331,20.76,NA,20.34714286,0.41285714,23,2.685575813
208,Iridosornis_jelskii,130914,W13,914,W130914,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,high,1,1,0,1,0,0,0,0,0,0,47,0,0,Iridosornis_jelskii,1_12_2013_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2521,Iridisornis jelskii,wayqecha,1,12,2013,2013-12-01,NA,2013-12-01,335,20.97,NA,20.34714286,0.62285714,23,2.685575813
209,Iridosornis_jelskii,130920,W13,920,W130920,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,19,0,0,Iridosornis_jelskii,1_12_2013_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2521,Iridisornis jelskii,wayqecha,1,12,2013,2013-12-01,NA,2013-12-01,335,21.11,NA,20.34714286,0.76285714,23,2.685575813
210,Iridosornis_jelskii,130898,W13,898,W130898,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,high,1,2,1,1,0,19,10,6,3,0,115,0,0,Iridosornis_jelskii,28_11_2013_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2995,Iridisornis jelskii,wayqecha,28,11,2013,2013-11-28,NA,2013-11-28,332,21.27,NA,20.34714286,0.92285714,23,2.685575813
211,Iridosornis_jelskii,120878,W12,878,W120878,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,25_10_2012_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2973,Iridisornis jelskii,wayqecha,25,10,2012,2012-10-25,NA,2012-10-25,299,24.54,NA,20.34714286,4.19285714,23,2.685575813
212,Iridosornis_jelskii,130360,W13,360,W130360,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,high,1,1,1,0,0,2,1,0,1,0,0,0,0,NA,28_9_2013_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2742,Iridisornis jelskii,wayqecha,28,9,2013,2013-09-28,NA,2013-09-28,271,26.68,NA,20.34714286,6.33285714,23,2.685575813
213,Iridosornis_jelskii,130676,W13,676,W130676,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,low,1,2,1,1,0,8,3,0,0,0,41,0,0,Iridosornis_jelskii,12_11_2013_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2617,Iridisornis jelskii,wayqecha,12,11,2013,2013-11-12,NA,2013-11-12,316,20.22,NA,20.34714286,-0.12714286,23,2.685575813
214,Myrmotherula_hauxwelli,121796,P12,1796,P121796,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,low,1,1,0,1,0,0,0,0,0,0,2,0,0,Isleria_hauxwelli,6_12_2012_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,NA,392,Myrmotherula hauxwelli,pantiacolla,6,12,2012,2012-12-06,NA,2012-12-06,341,9.53,NA,11.27941606,-1.74941606,18,1.42312775
215,Myrmotherula_hauxwelli,121357,P12,1357,P121357,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20_10_2012_pantiacolla_myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,NA,415,myrmotherula hauxwelli,pantiacolla,20,10,2012,2012-10-20,NA,2012-10-20,294,10.15,raw data have NA so I used the average for the species ,11.27941606,-1.12941606,18,1.42312775
216,Myrmotherula_hauxwelli,110029,NA,P110029,P110029,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,28_9_2011_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,381,381,Myrmotherula hauxwelli,pantiacolla,28,9,2011,2011-09-28,NA,2011-09-28,271,10.34,NA,11.27941606,-0.93941606,18,1.42312775
217,Myrmotherula_hauxwelli,121801,P12,1801,P121801,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6_12_2012_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,NA,392,Myrmotherula hauxwelli,pantiacolla,6,12,2012,2012-12-06,NA,2012-12-06,341,10.37,NA,11.27941606,-0.90941606,18,1.42312775
218,Myrmotherula_hauxwelli,110172,NA,P110172,P110172,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,low,1,1,0,1,0,0,0,0,0,0,1,0,0,Isleria_hauxwelli,13_10_2011_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,438,438,Myrmotherula hauxwelli,pantiacolla,13,10,2011,2011-10-13,NA,2011-10-13,286,10.43,NA,11.27941606,-0.84941606,18,1.42312775
219,Myrmotherula_hauxwelli,110085,NA,P110085,P110085,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,very low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3_10_2011_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,392,392,Myrmotherula hauxwelli,pantiacolla,3,10,2011,2011-10-03,NA,2011-10-03,276,10.75,NA,11.27941606,-0.52941606,18,1.42312775
220,Myrmotherula_hauxwelli,120956,P12,956,P120956,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,low,1,1,0,1,0,0,0,0,0,0,2,0,0,Isleria_hauxwelli,23_8_2012_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,NA,438,Myrmotherula hauxwelli,pantiacolla,23,8,2012,2012-08-23,NA,2012-08-23,236,10.8,NA,11.27941606,-0.47941606,18,1.42312775
221,Myrmotherula_hauxwelli,130281,P13,281,P130281,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,11_9_2013_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,NA,410,Myrmotherula hauxwelli,pantiacolla,11,9,2013,2013-09-11,NA,2013-09-11,254,10.8,NA,11.27941606,-0.47941606,18,1.42312775
222,Myrmotherula_hauxwelli,120791,P12,791,P120791,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,18_7_2012_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,NA,NA,Myrmotherula hauxwelli,pantiacolla,18,7,2012,2012-07-18,NA,2012-07-18,200,10.85,NA,11.27941606,-0.42941606,18,1.42312775
223,Myrmotherula_hauxwelli,121757,P12,1757,P121757,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,low,1,1,0,1,0,0,0,0,0,0,1,0,1,Isleria_hauxwelli,3_12_2012_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,NA,414,Myrmotherula hauxwelli,pantiacolla,3,12,2012,2012-12-03,NA,2012-12-03,338,11.01,NA,11.27941606,-0.26941606,18,1.42312775
224,Myrmotherula_hauxwelli,110215,NA,P110215,P110215,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,15_10_2011_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,438,438,Myrmotherula hauxwelli,pantiacolla,15,10,2011,2011-10-15,NA,2011-10-15,288,11.05,NA,11.27941606,-0.22941606,18,1.42312775
225,Myrmotherula_hauxwelli,121800,P12,1800,P121800,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6_12_2012_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,NA,392,Myrmotherula hauxwelli,pantiacolla,6,12,2012,2012-12-06,NA,2012-12-06,341,11.05,NA,11.27941606,-0.22941606,18,1.42312775
226,Myrmotherula_hauxwelli,120807,P12,807,P120807,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,low,1,1,0,1,0,0,0,0,0,0,1,0,0,Isleria_hauxwelli,24_7_2012_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,NA,NA,Myrmotherula hauxwelli,pantiacolla,24,7,2012,2012-07-24,NA,2012-07-24,206,11.15,NA,11.27941606,-0.12941606,18,1.42312775
227,Myrmotherula_hauxwelli,116080,P11,6080,P116080,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,high,1,1,0,1,0,0,0,0,0,0,5,0,1,Isleria_hauxwelli,15_8_2011_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,415,415,Myrmotherula hauxwelli,pantiacolla,15,8,2011,2011-08-15,NA,2011-08-15,227,11.23,NA,11.27941606,-0.04941606,18,1.42312775
228,Myrmotherula_hauxwelli,110086,NA,P110086,P110086,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,very low,1,1,0,1,0,0,0,0,0,0,1,0,0,Isleria_hauxwelli,3_10_2011_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,392,392,Myrmotherula hauxwelli,pantiacolla,3,10,2011,2011-10-03,NA,2011-10-03,276,11.55,NA,11.27941606,0.27058394,18,1.42312775
229,Myrmotherula_hauxwelli,121007,P12,1007,P121007,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,med,1,1,0,1,0,0,0,0,0,0,4,1,1,Isleria_hauxwelli,30_8_2012_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,NA,422,Myrmotherula hauxwelli,pantiacolla,30,8,2012,2012-08-30,NA,2012-08-30,243,11.7,NA,11.27941606,0.42058394,18,1.42312775
230,Myrmotherula_hauxwelli,121503,P12,1503,P121503,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2_11_2012_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,NA,398,Myrmotherula hauxwelli,pantiacolla,2,11,2012,2012-11-02,NA,2012-11-02,307,11.7,NA,11.27941606,0.42058394,18,1.42312775
231,Myrmotherula_hauxwelli,121741,P12,1741,P121741,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2_12_2012_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,NA,414,Myrmotherula hauxwelli,pantiacolla,2,12,2012,2012-12-02,NA,2012-12-02,337,11.96,NA,11.27941606,0.68058394,18,1.42312775
232,Myrmotherula_hauxwelli,110380,NA,P110380,P110380,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,low,1,1,0,1,0,0,0,0,0,0,2,0,0,Isleria_hauxwelli,1_11_2011_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,414,414,Myrmotherula hauxwelli,pantiacolla,1,11,2011,2011-11-01,NA,2011-11-01,305,12.18,NA,11.27941606,0.90058394,18,1.42312775
233,Myrmotherula_hauxwelli,130439,P13,439,P130439,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,low,1,1,0,1,0,0,0,0,0,0,1,1,1,Isleria_hauxwelli,24_9_2013_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,NA,395,Myrmotherula hauxwelli,pantiacolla,24,9,2013,2013-09-24,NA,2013-09-24,267,12.25,NA,11.27941606,0.97058394,18,1.42312775
234,Myrmotherula_hauxwelli,116031,NA,P116031,P116031,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,lowland_manu,other,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,14_8_2011_pantiacolla_Myrmotherula hauxwelli,NA,Isleria_hauxwelli,415,415,415,Myrmotherula hauxwelli,pantiacolla,14,8,2011,2011-08-14,NA,2011-08-14,226,13.01,NA,11.27941606,1.73058394,18,1.42312775
235,Hemispingus_atropileus,120719,W12,719,W120719,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,5,0,0,Kleinothraupis_atropileus,16_10_2012_wayqecha_Hemispingus atropileus,NA,Kleinothraupis_atropileus,2742,NA,2742,Hemispingus atropileus,wayqecha,16,10,2012,2012-10-16,NA,2012-10-16,290,18.86,NA,20.552,-1.692,58,7.555573571
236,Hemispingus_atropileus,130287,W13,287,W130287,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,high_montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,5,0,0,Kleinothraupis_atropileus,16_9_2013_wayqecha_Hemispingus atropileus,NA,Kleinothraupis_atropileus,2742,NA,2743,Hemispingus atropileus,wayqecha,16,9,2013,2013-09-16,NA,2013-09-16,259,19,NA,20.552,-1.552,58,7.555573571
237,Hemispingus_atropileus,130824,W13,824,W130824,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,41,0,0,Kleinothraupis_atropileus,20_11_2013_wayqecha_Hemispingus atropileus,NA,Kleinothraupis_atropileus,2742,NA,2742,Hemispingus atropileus,wayqecha,20,11,2013,2013-11-20,NA,2013-11-20,324,19.05,NA,20.552,-1.502,58,7.555573571
238,Hemispingus_atropileus,130080,W13,80,W130080,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,high_montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,1,0,0,Kleinothraupis_atropileus,27_8_2013_wayqecha_Hemispingus atropileus,NA,Kleinothraupis_atropileus,2742,NA,2726,Hemispingus atropileus,wayqecha,27,8,2013,2013-08-27,NA,2013-08-27,239,19.16,NA,20.552,-1.392,58,7.555573571
239,Hemispingus_atropileus,130286,W13,286,W130286,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,4,0,0,Kleinothraupis_atropileus,16_9_2013_wayqecha_Hemispingus atropileus,NA,Kleinothraupis_atropileus,2742,NA,2743,Hemispingus atropileus,wayqecha,16,9,2013,2013-09-16,NA,2013-09-16,259,19.22,NA,20.552,-1.332,58,7.555573571
240,Hemispingus_atropileus,120946,W12,946,W120946,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,1,0,0,Kleinothraupis_atropileus,6_11_2012_wayqecha_Hemispingus atropileus,NA,Kleinothraupis_atropileus,2742,NA,2743,Hemispingus atropileus,wayqecha,6,11,2012,2012-11-06,NA,2012-11-06,311,19.29,NA,20.552,-1.262,58,7.555573571
241,Hemispingus_atropileus,130497,W13,497,W130497,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,300,0,0,Kleinothraupis_atropileus,20_10_2013_wayqecha_Hemispingus atropileus,NA,Kleinothraupis_atropileus,2742,NA,2788,Hemispingus atropileus,wayqecha,20,10,2013,2013-10-20,NA,2013-10-20,293,19.65,NA,20.552,-0.902,58,7.555573571
242,Hemispingus_atropileus,120709,W12,709,W120709,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,21,0,0,Kleinothraupis_atropileus,16_10_2012_wayqecha_Hemispingus atropileus,NA,Kleinothraupis_atropileus,2742,NA,2742,Hemispingus atropileus,wayqecha,16,10,2012,2012-10-16,NA,2012-10-16,290,19.67,NA,20.552,-0.882,58,7.555573571
243,Hemispingus_atropileus,130826,W13,826,W130826,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,high_montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,515,0,0,Kleinothraupis_atropileus,20_11_2013_wayqecha_Hemispingus atropileus,NA,Kleinothraupis_atropileus,2742,NA,2742,Hemispingus atropileus,wayqecha,20,11,2013,2013-11-20,NA,2013-11-20,324,19.76,NA,20.552,-0.792,58,7.555573571
244,Hemispingus_atropileus,120753,W12,753,W120753,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,85,0,0,Kleinothraupis_atropileus,17_10_2012_wayqecha_Hemispingus atropileus,NA,Kleinothraupis_atropileus,2742,NA,2742,Hemispingus atropileus,wayqecha,17,10,2012,2012-10-17,NA,2012-10-17,291,20.01,NA,20.552,-0.542,58,7.555573571
245,Hemispingus_atropileus,130143,W13,143,W130143,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,high_montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,6,0,0,Kleinothraupis_atropileus,31_8_2013_wayqecha_Hemispingus atropileus,NA,Kleinothraupis_atropileus,2742,NA,2650,Hemispingus atropileus,wayqecha,31,8,2013,2013-08-31,NA,2013-08-31,243,20.07,NA,20.552,-0.482,58,7.555573571
246,Hemispingus_atropileus,120921,W12,921,W120921,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,high_montane_manu,understory,med,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1_11_2012_wayqecha_Hemispingus atropileus,NA,Kleinothraupis_atropileus,2742,NA,2743,Hemispingus atropileus,wayqecha,1,11,2012,2012-11-01,NA,2012-11-01,306,20.4,NA,20.552,-0.152,58,7.555573571
247,Hemispingus_atropileus,120643,W12,643,W120643,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,high_montane_manu,understory,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9_10_2012_wayqecha_Hemispingus atropileus,NA,Kleinothraupis_atropileus,2742,NA,3013,Hemispingus atropileus,wayqecha,9,10,2012,2012-10-09,NA,2012-10-09,283,20.54,NA,20.552,-0.012,58,7.555573571
248,Hemispingus_atropileus,120924,W12,924,W120924,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,6,0,0,Kleinothraupis_atropileus,1_11_2012_wayqecha_Hemispingus atropileus,NA,Kleinothraupis_atropileus,2742,NA,2743,Hemispingus atropileus,wayqecha,1,11,2012,2012-11-01,NA,2012-11-01,306,20.55,NA,20.552,-0.002,58,7.555573571
249,Hemispingus_atropileus,130417,W13,417,W130417,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,high_montane_manu,understory,high,1,1,0,1,0,0,0,0,0,0,12,0,0,Kleinothraupis_atropileus,2_10_2013_wayqecha_Hemispingus atropileus,NA,Kleinothraupis_atropileus,2742,NA,2833,Hemispingus atropileus,wayqecha,2,10,2013,2013-10-02,NA,2013-10-02,275,20.552,raw data have NA so I used the average for the species ,20.552,0,58,7.555573571
250,Hemispingus_atropileus,130369,W13,369,W130369,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,high_montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,3,0,0,Kleinothraupis_atropileus,28_9_2013_wayqecha_Hemispingus atropileus,NA,Kleinothraupis_atropileus,2742,NA,2742,Hemispingus atropileus,wayqecha,28,9,2013,2013-09-28,NA,2013-09-28,271,20.74,NA,20.552,0.188,58,7.555573571
251,Hemispingus_atropileus,120988,W12,988,W120988,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,21,0,0,Kleinothraupis_atropileus,11_11_2012_wayqecha_Hemispingus atropileus,NA,Kleinothraupis_atropileus,2742,NA,2726,Hemispingus atropileus,wayqecha,11,11,2012,2012-11-11,NA,2012-11-11,316,20.86,NA,20.552,0.308,58,7.555573571
252,Hemispingus_atropileus,130142,W13,142,W130142,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,high_montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,5,0,0,Kleinothraupis_atropileus,31_8_2013_wayqecha_Hemispingus atropileus,NA,Kleinothraupis_atropileus,2742,NA,2650,Hemispingus atropileus,wayqecha,31,8,2013,2013-08-31,NA,2013-08-31,243,20.92,NA,20.552,0.368,58,7.555573571
