...1.x,species_taxonomy_SACC_2021.x,n.x,species,species_jetz,notes_taxonomy.x.x,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,2010 IUCN Red List category,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,...1.y,species_taxonomy_SACC_2021.y,n.y,notes_taxonomy.x.y,missmatches,status,
593,Tangara chrysotis,8,Tangara chrysotis,Tangara chrysotis,NA,13023,Tangara_chrysotis,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden-eared Tanager,bow13023,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
594,Tangara cyanotis,1,Tangara cyanotis,Tangara cyanotis,NA,13041,Tangara_cyanotis,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Blue-browed Tanager,bow13041,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
595,Tangara gyrola,35,Tangara gyrola,Tangara gyrola,NA,13030,Tangara_gyrola,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Bay-headed Tanager,bow13030,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
596,Tangara mexicana,4,Tangara mexicana,Tangara mexicana,NA,13006,Tangara_mexicana,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Turquoise Tanager,bow13006,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
597,Tangara nigroviridis,36,Tangara nigroviridis,Tangara nigroviridis,NA,13047,Tangara_nigroviridis,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Beryl-spangled Tanager,bow13047,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
598,Tangara parzudakii,4,Tangara parzudakii,Tangara parzudakii,NA,13024,Tangara_parzudakii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Flame-faced Tanager,bow13024,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
599,Tangara schrankii,237,Tangara schrankii,Tangara schrankii,NA,13018,Tangara_schrankii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Green-and-gold Tanager,bow13018,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
600,Tangara vassorii,53,Tangara vassorii,Tangara vassorii,NA,13048,Tangara_vassorii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Blue-and-black Tanager,bow13048,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
601,Tangara velia,1,Tangara velia,Tangara velia,NA,13054,Tangara_velia,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Opal-rumped Tanager,bow13054,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
602,Tangara xanthocephala,20,Tangara xanthocephala,Tangara xanthocephala,NA,13022,Tangara_xanthocephala,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Saffron-crowned Tanager,bow13022,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
603,Taphrospilus hypostictus,23,Taphrospilus hypostictus,Taphrospilus hypostictus,NA,2612,Taphrospilus_hypostictus,Trochilidae,Hummingbirds,Hummingbirds,Many-spotted Hummingbird,bow02612,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
604,Taraba major,5,Taraba major,Taraba major,NA,6403,Taraba_major,Thamnophilidae,Antbirds,Antbirds,Great Antshrike,bow06403,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
605,Terenotriccus erythrurus,64,Terenotriccus erythrurus,Terenotriccus erythrurus,NA,5999,Terenotriccus_erythrurus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ruddy-tailed Flycatcher,bow05999,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
606,Tersina viridis,11,Tersina viridis,Tersina viridis,NA,13075,Tersina_viridis,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Swallow Tanager,bow13075,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
607,Thalurania furcata,140,Thalurania furcata,Thalurania furcata,NA,2582,Thalurania_furcata,Trochilidae,Hummingbirds,Hummingbirds,Fork-tailed Woodnymph,bow02582,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
608,Thamnistes anabatinus,1,Thamnistes anabatinus,Thamnistes anabatinus,NA,6449,Thamnistes_anabatinus,Thamnophilidae,Antbirds,Antbirds,Russet Antshrike,bow06449,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
609,Thamnomanes ardesiacus,109,Thamnomanes ardesiacus,Thamnomanes ardesiacus,NA,6460,Thamnomanes_ardesiacus,Thamnophilidae,Antbirds,Antbirds,Dusky-throated Antshrike,bow06460,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
610,Thamnomanes schistogynus,265,Thamnomanes schistogynus,Thamnomanes schistogynus,NA,6462,Thamnomanes_schistogynus,Thamnophilidae,Antbirds,Antbirds,Bluish-slate Antshrike,bow06462,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
611,Thamnophilus aethiops,30,Thamnophilus aethiops,Thamnophilus aethiops,NA,6422,Thamnophilus_aethiops,Thamnophilidae,Antbirds,Antbirds,White-shouldered Antshrike,bow06422,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
612,Thamnophilus caerulescens,78,Thamnophilus caerulescens,Thamnophilus caerulescens,NA,6431,Thamnophilus_caerulescens,Thamnophilidae,Antbirds,Antbirds,Variable Antshrike,bow06431,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
613,Thamnophilus doliatus,6,Thamnophilus doliatus,Thamnophilus doliatus,NA,6411,Thamnophilus_doliatus,Thamnophilidae,Antbirds,Antbirds,Barred Antshrike,bow06411,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
614,Thamnophilus palliatus,79,Thamnophilus palliatus,Thamnophilus palliatus,NA,6414,Thamnophilus_palliatus,Thamnophilidae,Antbirds,Antbirds,Chestnut-backed Antshrike,bow06414,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
615,Thamnophilus schistaceus,263,Thamnophilus schistaceus,Thamnophilus schistaceus,NA,6424,Thamnophilus_schistaceus,Thamnophilidae,Antbirds,Antbirds,Plain-winged Antshrike,bow06424,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
616,Thamnophilus unicolor,3,Thamnophilus unicolor,Thamnophilus unicolor,NA,6423,Thamnophilus_unicolor,Thamnophilidae,Antbirds,Antbirds,Uniform Antshrike,bow06423,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
617,Thlypopsis ornata,5,Thlypopsis ornata,Thlypopsis ornata,NA,12861,Thlypopsis_ornata,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Rufous-chested Tanager,bow12861,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
618,Thlypopsis ruficeps,56,Thlypopsis ruficeps,Thlypopsis ruficeps,NA,12865,Thlypopsis_ruficeps,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Rust-and-yellow Tanager,bow12865,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
619,Thlypopsis sordida,26,Thlypopsis sordida,Thlypopsis sordida,NA,12863,Thlypopsis_sordida,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Orange-headed Tanager,bow12863,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
620,Thlypopsis superciliaris,30,Hemispingus superciliaris,Hemispingus superciliaris,REV_TAX,12850,Hemispingus_superciliaris,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Superciliaried Hemispingus,bow12850,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
621,Thraupis episcopus,35,Thraupis episcopus,Thraupis episcopus,NA,12934,Thraupis_episcopus,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Blue-grey Tanager,bow12934,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
622,Thraupis palmarum,10,Thraupis palmarum,Thraupis palmarum,NA,12941,Thraupis_palmarum,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Palm Tanager,bow12941,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
623,Threnetes leucurus,137,Threnetes leucurus,Threnetes leucurus,NA,19875,Threnetes_leucurus,Trochilidae,Hummingbirds,Hummingbirds,Pale-tailed Barbthroat,bow19875,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
624,Thripadectes holostictus,61,Thripadectes holostictus,Thripadectes holostictus,NA,6858,Thripadectes_holostictus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Striped Treehunter,bow06858,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
625,Thripadectes melanorhynchus,214,Thripadectes melanorhynchus,Thripadectes melanorhynchus,NA,6857,Thripadectes_melanorhynchus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Black-billed Treehunter,bow06857,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
626,Thripadectes scrutator,9,Thripadectes scrutator,Thripadectes scrutator,NA,6860,Thripadectes_scrutator,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Buff-throated Treehunter,bow06860,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
627,Thripophaga fusciceps,1,Thripophaga fusciceps,Thripophaga fusciceps,NA,6787,Thripophaga_fusciceps,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain Softtail,bow06787,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
628,Tinamus guttatus,69,Tinamus guttatus,Tinamus guttatus,NA,69,Tinamus_guttatus,Paleognathae,Paleognaths,Paleognaths,White-throated Tinamou,bow00069,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
629,Tinamus major,21,Tinamus major,Tinamus major,NA,68,Tinamus_major,Paleognathae,Paleognaths,Paleognaths,Great Tinamou,bow00068,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
630,Tinamus osgoodi,64,Tinamus osgoodi,Tinamus osgoodi,NA,67,Tinamus_osgoodi,Paleognathae,Paleognaths,Paleognaths,Black Tinamou,bow00067,VU,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
631,Tinamus tao,50,Tinamus tao,Tinamus tao,NA,65,Tinamus_tao,Paleognathae,Paleognaths,Paleognaths,Grey Tinamou,bow00065,LC,BL3,Tinamidae,Tinamous,1,TINAMIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
632,Tityra semifasciata,3,Tityra semifasciata,Tityra semifasciata,NA,6248,Tityra_semifasciata,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Masked Tityra,bow06248,LC,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
633,Todirostrum chrysocrotaphum,2,Todirostrum chrysocrotaphum,Todirostrum chrysocrotaphum,NA,5811,Todirostrum_chrysocrotaphum,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Yellow-browed Tody-flycatcher,bow05811,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
634,Todirostrum maculatum,1,Todirostrum maculatum,Todirostrum maculatum,NA,5805,Todirostrum_maculatum,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Spotted Tody-flycatcher,bow05805,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
635,Tolmomyias assimilis,22,Tolmomyias assimilis,Tolmomyias assimilis,NA,5970,Tolmomyias_assimilis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Yellow-margined Flycatcher,bow05970,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
636,Tolmomyias flaviventris,20,Tolmomyias flaviventris,Tolmomyias flaviventris,NA,5972,Tolmomyias_flaviventris,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Yellow-breasted Flycatcher,bow05972,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
637,Tolmomyias poliocephalus,7,Tolmomyias poliocephalus,Tolmomyias poliocephalus,NA,5971,Tolmomyias_poliocephalus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Grey-crowned Flycatcher,bow05971,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
638,Tolmomyias sulphurescens,5,Tolmomyias sulphurescens,Tolmomyias sulphurescens,NA,5969,Tolmomyias_sulphurescens,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Yellow-olive Flycatcher,bow05969,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
639,Touit huetii,6,Touit huetii,Touit huetii,NA,2250,Touit_huetii,Psittacidae2,Parrots,Parrots,Scarlet-shouldered Parrotlet,bow02250,LC,BL3,Psittacidae,Parrots,68,PSITTACIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
640,Trichothraupis melanops,141,Trichothraupis melanops,Trichothraupis melanops,NA,12901,Trichothraupis_melanops,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Black-goggled Tanager,bow12901,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
641,Troglodytes aedon,64,Troglodytes aedon,Troglodytes aedon,NA,9753,Troglodytes_aedon,M1,"Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers",House Wren,bow09753,LC,BL3,Troglodytidae,Wrens,162,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
642,Troglodytes solstitialis,263,Troglodytes solstitialis,Troglodytes solstitialis,NA,9768,Troglodytes_solstitialis,M1,"Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers",Mountain Wren,bow09768,LC,BL3,Troglodytidae,Wrens,162,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
643,Trogon collaris,92,Trogon collaris,Trogon collaris,NA,1439,Trogon_collaris,Trogonidae,Trogons,Trogons,Collared Trogon,bow01439,LC,BL3,Trogonidae,Trogons,81,TROGONIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
644,Trogon curucui,24,Trogon curucui,Trogon curucui,NA,1446,Trogon_curucui,Trogonidae,Trogons,Trogons,Blue-crowned Trogon,bow01446,LC,BL3,Trogonidae,Trogons,81,TROGONIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
645,Trogon melanurus,131,Trogon melanurus,Trogon melanurus,NA,1430,Trogon_melanurus,Trogonidae,Trogons,Trogons,Black-tailed Trogon,bow01430,LC,BL3,Trogonidae,Trogons,81,TROGONIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
646,Trogon personatus,305,Trogon personatus,Trogon personatus,NA,1443,Trogon_personatus,Trogonidae,Trogons,Trogons,Masked Trogon,bow01443,LC,BL3,Trogonidae,Trogons,81,TROGONIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
647,Trogon violaceus,29,Trogon violaceus,Trogon violaceus,NA,1447,Trogon_violaceus,Trogonidae,Trogons,Trogons,Violaceous Trogon,bow01447,LC,BL3,Trogonidae,Trogons,81,TROGONIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
648,Trogon viridis,24,Trogon viridis,Trogon viridis,NA,1434,Trogon_viridis,Trogonidae,Trogons,Trogons,Green-backed Trogon,bow01434,LC,BL3,Trogonidae,Trogons,81,TROGONIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
649,Tunchiornis ochraceiceps,59,Hylophilus ochraceiceps,Hylophilus ochraceiceps,REV_TAX,7819,Hylophilus_ochraceiceps,CC3,"Vireos, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies",Tawny-crowned Greenlet,bow07819,LC,BL3,Vireonidae,Vireos and allies,141,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
650,Turdus albicollis,104,Turdus albicollis,Turdus albicollis,NA,9003,Turdus_albicollis,M5,Thrushes,"Thrushes, Dippers, Chats, Old World Flycatchers",White-necked Thrush,bow09003,LC,BL3,Turdidae,Thrushes,178,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
651,Turdus amaurochalinus,1,Turdus amaurochalinus,Turdus amaurochalinus,NA,8988,Turdus_amaurochalinus,M5,Thrushes,"Thrushes, Dippers, Chats, Old World Flycatchers",Creamy-bellied Thrush,bow08988,LC,BL3,Turdidae,Thrushes,178,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
652,Turdus chiguanco,27,Turdus chiguanco,Turdus chiguanco,NA,8971,Turdus_chiguanco,M5,Thrushes,"Thrushes, Dippers, Chats, Old World Flycatchers",Chiguanco Thrush,bow08971,LC,BL3,Turdidae,Thrushes,178,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
653,Turdus fuscater,147,Turdus fuscater,Turdus fuscater,NA,8973,Turdus_fuscater,M5,Thrushes,"Thrushes, Dippers, Chats, Old World Flycatchers",Great Thrush,bow08973,LC,BL3,Turdidae,Thrushes,178,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
654,Turdus hauxwelli,93,Turdus hauxwelli,Turdus hauxwelli,NA,8995,Turdus_hauxwelli,M5,Thrushes,"Thrushes, Dippers, Chats, Old World Flycatchers",Hauxwell's Thrush,bow08995,LC,BL3,Turdidae,Thrushes,178,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
655,Turdus ignobilis,79,Turdus ignobilis,Turdus ignobilis,NA,8990,Turdus_ignobilis,M5,Thrushes,"Thrushes, Dippers, Chats, Old World Flycatchers",Black-billed Thrush,bow08990,LC,BL3,Turdidae,Thrushes,178,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
656,Turdus lawrencii,26,Turdus lawrencii,Turdus lawrencii,NA,8991,Turdus_lawrencii,M5,Thrushes,"Thrushes, Dippers, Chats, Old World Flycatchers",Lawrence's Thrush,bow08991,LC,BL3,Turdidae,Thrushes,178,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
657,Turdus leucops,34,Turdus leucops,Turdus leucops,NA,8914,Turdus_leucops,M5,Thrushes,"Thrushes, Dippers, Chats, Old World Flycatchers",Pale-eyed Thrush,bow08914,LC,BL3,Turdidae,Thrushes,178,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
658,Turdus nigriceps,38,Turdus nigriceps,Turdus nigriceps,NA,8976,Turdus_nigriceps,M5,Thrushes,"Thrushes, Dippers, Chats, Old World Flycatchers",Slaty Thrush,bow08976,LC,BL3,Turdidae,Thrushes,178,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
659,Turdus serranus,225,Turdus serranus,Turdus serranus,NA,8975,Turdus_serranus,M5,Thrushes,"Thrushes, Dippers, Chats, Old World Flycatchers",Glossy-black Thrush,bow08975,LC,BL3,Turdidae,Thrushes,178,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
660,Tyranneutes stolzmanni,76,Tyranneutes stolzmanni,Tyranneutes stolzmanni,NA,6387,Tyranneutes_stolzmanni,Pipridae,Manakins,Manakins,Dwarf Tyrant-manakin,bow06387,LC,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
661,Tyrannus albogularis,2,Tyrannus albogularis,Tyrannus albogularis,NA,6186,Tyrannus_albogularis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",White-throated Kingbird,bow06186,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
662,Tyrannus melancholicus,73,Tyrannus melancholicus,Tyrannus melancholicus,NA,6187,Tyrannus_melancholicus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Tropical Kingbird,bow06187,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
663,Tyrannus tyrannus,4,Tyrannus tyrannus,Tyrannus tyrannus,NA,6195,Tyrannus_tyrannus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Eastern Kingbird,bow06195,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
664,Uropsalis lyra,3,Uropsalis lyra,Uropsalis lyra,NA,3298,Uropsalis_lyra,Caprimulgidae,Nightjars,Nightjars,Lyre-tailed Nightjar,bow03298,LC,BL3,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
665,Uropsalis segmentata,12,Uropsalis segmentata,Uropsalis segmentata,NA,3297,Uropsalis_segmentata,Caprimulgidae,Nightjars,Nightjars,Swallow-tailed Nightjar,bow03297,LC,BL3,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
666,Vireo flavoviridis,2,Vireo flavoviridis,Vireo flavoviridis,NA,7795,Vireo_flavoviridis,CC3,"Vireos, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies",Yellow-green Vireo,bow07795,LC,BL3,Vireonidae,Vireos and allies,141,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
